,Terrific Arnold,Destini Spitfire,Bernardo Bowl,Paramount Belle,Victa Kerle,Thanks Joan,Cawbourne Attack,Victa Alby
16-12-2022 12:47:22.899644,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 20.0, 20.238095238095237)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:23.901981,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 25.0, 20.238095238095237)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:24.913881,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 25.0, 20.238095238095237)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:26.027847,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 25.0, 20.238095238095237)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:27.126884,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 25.0, 20.238095238095237)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:28.220033,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:29.234584,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:30.214486,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:31.219402,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:32.356335,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:33.431859,"(15.0, 40.0, 25.42857142857143)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:34.505207,"(15.0, 40.0, 26.25)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:35.668322,"(15.0, 40.0, 26.25)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:36.733348,"(15.0, 40.0, 26.25)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:37.814188,"(15.0, 40.0, 22.0)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:38.892172,"(15.0, 40.0, 22.0)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:39.973984,"(15.0, 40.0, 22.0)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:41.039213,"(15.0, 40.0, 24.857142857142858)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:42.107201,"(15.0, 40.0, 24.857142857142858)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:43.142107,"(15.0, 40.0, 24.857142857142858)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:44.203416,"(15.0, 40.0, 24.857142857142858)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:45.249017,"(15.0, 40.0, 24.857142857142858)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:46.248183,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:47.249036,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:48.290858,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:49.325925,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:50.379917,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:51.380384,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:52.430639,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:53.507931,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:54.672681,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:55.695891,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:56.691556,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:57.696214,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:47:58.780311,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:00.008203,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:01.199206,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:02.345584,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:03.518516,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 30.210526315789473)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:04.744907,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:05.873918,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:06.977889,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:08.098277,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:09.228251,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:10.225518,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:11.466201,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:12.702830,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:13.836024,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:14.960658,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:16.048206,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:17.208202,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:18.618997,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:19.773950,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:20.897151,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:22.045576,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:23.383053,"(15.0, 40.0, 21.090909090909093)","(16.0, 42.0, 21.636363636363637)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:24.668479,"(15.0, 40.0, 21.090909090909093)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:25.932985,"(15.0, 40.0, 22.666666666666664)","(16.0, 42.0, 23.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.25)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 18.666666666666668)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:27.434447,"(15.0, 40.0, 25.555555555555557)","(16.0, 42.0, 26.444444444444443)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:28.724004,"(15.0, 40.0, 25.555555555555557)","(16.0, 42.0, 26.444444444444443)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:29.780932,"(15.0, 38.0, 24.666666666666664)","(16.0, 42.0, 26.444444444444443)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:30.872126,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:31.962109,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:33.325728,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.2, 6.762499999999999)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:34.794028,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.2, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:35.914676,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:37.156498,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 21.950000000000003)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:38.295686,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.299999999999997)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:39.665838,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.299999999999997)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:40.954608,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.44736842105263)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:42.158094,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.44736842105263)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:43.585065,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 27.333333333333336)","(4.2, 6.4, 5.08)","(8.5, 23.0, 22.44736842105263)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:44.929874,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 6.4, 4.68)","(8.5, 23.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:46.216231,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 6.6, 4.68)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:47.491385,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 6.6, 4.68)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:48.838636,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 6.6, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:50.092536,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:51.223749,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:52.435362,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:53.627229,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:54.871391,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:56.096705,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
16-12-2022 12:48:57.295537,"(15.0, 38.0, 24.666666666666664)","(16.0, 44.0, 24.0)","(4.2, 7.0, 4.76)","(8.5, 25.0, 21.153846153846153)","(5.5, 9.6, 6.9125)","(15.0, 34.0, 30.0)","(14.0, 32.0, 20.88888888888889)","(1.95, 2.04, 1.9581818181818182)"
