,Terrific Arnold,Destini Spitfire,Bernardo Bowl,Paramount Belle,Victa Kerle,Thanks Joan,Cawbourne Attack,Victa Alby
16-12-2022 12:56:08.626520,"(15.0, 27.0, 16.6875)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.573684210526316)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.479166666666668)","(15.0, 36.0, 34.82352941176471)","(14.0, 29.0, 27.0)","(1.95, 2.12, 2.105945945945946)"
16-12-2022 12:56:10.126949,"(15.0, 27.0, 18.315789473684212)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.573684210526316)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.263157894736842)","(15.0, 36.0, 34.5)","(14.0, 29.0, 27.0)","(1.95, 2.12, 2.105945945945946)"
16-12-2022 12:56:11.641209,"(15.0, 27.0, 18.315789473684212)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 12.25)","(15.0, 36.0, 35.142857142857146)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.1037500000000002)"
16-12-2022 12:56:13.070274,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 12.25)","(15.0, 38.0, 35.142857142857146)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.104516129032258)"
16-12-2022 12:56:14.558589,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.477272727272727)","(15.0, 38.0, 36.75)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.104516129032258)"
16-12-2022 12:56:15.950650,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.477272727272727)","(15.0, 38.0, 31.666666666666668)","(14.0, 29.0, 28.857142857142858)","(1.95, 2.12, 2.104516129032258)"
16-12-2022 12:56:17.315735,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.477272727272727)","(15.0, 32.0, 31.666666666666668)","(14.0, 30.0, 28.0)","(1.95, 2.12, 2.101538461538462)"
16-12-2022 12:56:18.633792,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.477272727272727)","(15.0, 32.0, 31.666666666666668)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:19.928439,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.477272727272727)","(15.0, 32.0, 31.666666666666668)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:21.228623,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 12.75)","(15.0, 32.0, 31.5)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:56:22.637521,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 24.142857142857142)","(5.5, 14.5, 13.527777777777779)","(15.0, 32.0, 36.8)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:23.883142,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 32.0, 27.0)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.8)","(14.0, 29.0, 28.0)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:25.218339,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 30.0, 27.0)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.8)","(14.0, 29.0, 28.46153846153846)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:26.870241,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 30.0, 27.0)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.8)","(14.0, 29.0, 28.46153846153846)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:28.376367,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 30.0, 27.0)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.8)","(14.0, 29.0, 28.46153846153846)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:29.602158,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 30.0, 26.5)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.8)","(14.0, 29.0, 28.4)","(1.95, 2.12, 2.0844444444444443)"
16-12-2022 12:56:30.947528,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 30.0, 23.666666666666668)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.8)","(14.0, 29.0, 28.647058823529413)","(1.95, 2.12, 2.056)"
16-12-2022 12:56:32.323929,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.8)","(14.0, 29.0, 28.647058823529413)","(1.95, 2.12, 2.056)"
16-12-2022 12:56:33.844242,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.2)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:56:35.216531,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.666666666666668)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.2)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:36.533317,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 29.0, 23.444444444444443)","(5.5, 14.5, 13.527777777777779)","(15.0, 38.0, 36.2)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:56:37.877200,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 27.0, 23.444444444444443)","(5.5, 14.5, 13.617647058823529)","(15.0, 38.0, 36.54545454545455)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:39.227376,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 27.0, 23.444444444444443)","(5.5, 14.5, 13.818181818181818)","(15.0, 38.0, 37.05882352941177)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:40.504510,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 27.0, 23.347826086956523)","(5.5, 14.5, 13.818181818181818)","(15.0, 38.0, 37.05882352941177)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.056)"
16-12-2022 12:56:41.740834,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(8.5, 27.0, 23.347826086956523)","(5.5, 14.5, 13.818181818181818)","(15.0, 38.0, 37.05882352941177)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.056)"
16-12-2022 12:56:43.079250,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 13.818181818181818)","(15.0, 38.0, 37.05882352941177)","(14.0, 29.0, 28.454545454545453)","(1.95, 2.12, 2.056)"
16-12-2022 12:56:44.335107,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.5636363636363635)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 13.71875)","(15.0, 38.0, 38.666666666666664)","(14.0, 29.0, 29.363636363636363)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:45.625491,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.428571428571429)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 13.71875)","(15.0, 40.0, 38.666666666666664)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0844444444444443)"
16-12-2022 12:56:46.925270,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.428571428571429)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 13.71875)","(15.0, 40.0, 38.666666666666664)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0844444444444443)"
16-12-2022 12:56:48.217850,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.2, 4.527272727272727)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 12.9375)","(15.0, 40.0, 37.333333333333336)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:56:49.490665,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.1, 4.437037037037038)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 12.9375)","(15.0, 40.0, 37.333333333333336)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:56:50.979570,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 32.5)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 12.9375)","(15.0, 40.0, 37.333333333333336)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:52.389169,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 29.59375)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 12.9375)","(15.0, 40.0, 38.36363636363636)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:56:53.711056,"(15.0, 27.0, 19.82608695652174)","(16.0, 48.0, 45.78571428571429)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.347826086956523)","(6.0, 14.5, 12.9375)","(15.0, 42.0, 42.57142857142857)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:56:54.988062,"(15.0, 27.0, 19.82608695652174)","(16.0, 46.0, 21.57142857142857)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 43.0)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:56:56.287293,"(15.0, 27.0, 19.82608695652174)","(16.0, 46.0, 21.57142857142857)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:56:57.337235,"(15.0, 27.0, 19.82608695652174)","(16.0, 44.0, 21.285714285714285)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:56:58.643945,"(15.0, 27.0, 19.82608695652174)","(16.0, 42.0, 20.5625)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:57:00.012340,"(15.0, 27.0, 19.82608695652174)","(16.0, 42.0, 22.0)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:57:01.330335,"(15.0, 27.0, 19.82608695652174)","(16.0, 40.0, 20.0)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 39.0)","(14.0, 30.0, 29.363636363636363)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:02.547694,"(15.0, 27.0, 19.82608695652174)","(16.0, 40.0, 20.0)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 39.0)","(14.0, 30.0, 29.0)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:03.778225,"(15.0, 27.0, 19.82608695652174)","(16.0, 40.0, 19.0)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.9375)","(15.0, 44.0, 39.0)","(14.0, 32.0, 29.0)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:04.918797,"(15.0, 26.0, 23.272727272727273)","(16.0, 40.0, 19.0)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 32.0, 29.0)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:06.084380,"(15.0, 26.0, 21.714285714285715)","(16.0, 40.0, 19.0)","(4.2, 5.0, 4.437037037037038)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 32.0, 29.0)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:07.222290,"(15.0, 26.0, 21.714285714285715)","(16.0, 40.0, 19.0)","(4.2, 5.0, 4.24)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 32.0, 29.0)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:08.559340,"(15.0, 26.0, 21.714285714285715)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.5)","(15.0, 44.0, 39.0)","(14.0, 32.0, 29.0)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:09.714264,"(15.0, 26.0, 19.333333333333332)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.5)","(15.0, 44.0, 39.0)","(14.0, 32.0, 30.5)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:57:10.873654,"(15.0, 26.0, 19.333333333333332)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.5)","(15.0, 44.0, 39.0)","(14.0, 32.0, 30.857142857142858)","(1.95, 2.12, 2.0844444444444443)"
16-12-2022 12:57:12.194621,"(15.0, 26.0, 19.333333333333332)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.666666666666666)","(15.0, 44.0, 39.0)","(14.0, 34.0, 31.142857142857142)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:57:13.369095,"(15.0, 26.0, 19.333333333333332)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.666666666666666)","(15.0, 44.0, 39.0)","(14.0, 34.0, 31.142857142857142)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:57:14.428445,"(15.0, 26.0, 19.333333333333332)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.666666666666666)","(15.0, 44.0, 39.0)","(14.0, 34.0, 29.09090909090909)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:57:15.623780,"(15.0, 26.0, 19.333333333333332)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.666666666666666)","(15.0, 44.0, 39.0)","(14.0, 34.0, 29.09090909090909)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:57:16.839397,"(15.0, 26.0, 19.333333333333332)","(16.0, 40.0, 19.0)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.4)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:17.986266,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 19.35)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.4)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:19.166371,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 19.35)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.4)","(1.95, 2.12, 2.0914285714285716)"
16-12-2022 12:57:20.292113,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 19.35)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.73684210526316)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:57:21.442302,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.73684210526316)","(1.95, 2.12, 2.075555555555556)"
16-12-2022 12:57:22.503481,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.15384615384615)","(1.95, 2.12, 2.0763636363636366)"
16-12-2022 12:57:23.529350,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.15384615384615)","(1.95, 2.12, 2.0147368421052634)"
16-12-2022 12:57:24.586873,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.15384615384615)","(1.95, 2.08, 1.955)"
16-12-2022 12:57:25.688660,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.25)","(1.95, 2.06, 1.9606)"
16-12-2022 12:57:26.768007,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.25)","(1.95, 2.02, 1.9606)"
16-12-2022 12:57:27.774691,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.9, 4.241176470588235)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.6)","(1.95, 2.02, 2.006666666666667)"
16-12-2022 12:57:28.963884,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.6)","(1.95, 2.02, 2.006666666666667)"
16-12-2022 12:57:30.266771,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.6)","(1.95, 2.02, 2.006666666666667)"
16-12-2022 12:57:31.433034,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.6)","(1.95, 2.02, 2.015)"
16-12-2022 12:57:32.496508,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.785714285714285)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.6)","(1.95, 2.02, 2.006666666666667)"
16-12-2022 12:57:33.734280,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 34.0, 32.6)","(1.95, 2.02, 2.006666666666667)"
16-12-2022 12:57:34.948201,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 34.0, 29.57142857142857)","(1.95, 2.02, 2.0161904761904763)"
16-12-2022 12:57:36.157134,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 30.0, 31.285714285714285)","(1.95, 2.02, 2.015625)"
16-12-2022 12:57:37.364938,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 32.0, 31.285714285714285)","(1.95, 2.02, 2.015625)"
16-12-2022 12:57:38.653669,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 32.0, 31.285714285714285)","(1.95, 2.02, 2.01)"
16-12-2022 12:57:39.872496,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 32.0, 31.285714285714285)","(1.95, 2.02, 2.01)"
16-12-2022 12:57:40.977589,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 32.0, 31.285714285714285)","(1.95, 2.02, 2.01)"
16-12-2022 12:57:42.096345,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 13.875)","(15.0, 44.0, 39.0)","(14.0, 32.0, 31.285714285714285)","(1.95, 2.02, 2.015625)"
16-12-2022 12:57:43.174371,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 39.0)","(14.0, 32.0, 29.57142857142857)","(1.95, 2.02, 2.01)"
16-12-2022 12:57:44.320841,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.57142857142857)","(1.95, 2.02, 1.982222222222222)"
16-12-2022 12:57:45.446529,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.57142857142857)","(1.95, 2.04, 1.982222222222222)"
16-12-2022 12:57:46.576820,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.57142857142857)","(1.95, 2.04, 1.9378571428571427)"
16-12-2022 12:57:47.725032,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.254545454545455)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.57142857142857)","(1.95, 2.04, 1.97125)"
16-12-2022 12:57:48.862767,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.242857142857143)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.57142857142857)","(1.95, 2.04, 1.951111111111111)"
16-12-2022 12:57:49.941433,"(15.0, 26.0, 19.333333333333332)","(16.0, 36.0, 18.58823529411765)","(4.2, 4.8, 4.242857142857143)","(9.0, 27.0, 23.444444444444443)","(6.0, 14.5, 12.833333333333334)","(15.0, 44.0, 41.5)","(14.0, 30.0, 29.57142857142857)","(1.95, 2.02, 1.9685714285714286)"
