,Alpha Sheldon,Alpha Rambo,Big Time Tesla,Allegro Flippy,Giant Lurch,Thrilling Vespa,Sweet Silver
06-01-2023 13:35:22.341517,"(14.0, 29.0, 25.9)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 4.913333333333333)"
06-01-2023 13:35:23.368903,"(14.0, 29.0, 25.9)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.075)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 4.913333333333333)"
06-01-2023 13:35:24.653151,"(14.0, 29.0, 19.0)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 4.913333333333333)"
06-01-2023 13:35:25.639193,"(14.0, 29.0, 19.0)","(12.0, 24.0, 20.0)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.30625)","(4.2, 6.6, 5.136363636363636)"
06-01-2023 13:35:26.641893,"(14.0, 29.0, 18.666666666666668)","(12.0, 24.0, 16.0)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.136363636363636)"
06-01-2023 13:35:27.650156,"(14.0, 29.0, 15.666666666666666)","(12.0, 24.0, 16.0)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.136363636363636)"
06-01-2023 13:35:28.772296,"(14.0, 29.0, 16.5)","(12.0, 24.0, 16.0)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.136363636363636)"
06-01-2023 13:35:29.829414,"(14.0, 29.0, 16.5)","(12.0, 24.0, 16.0)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 4.811111111111111)"
06-01-2023 13:35:31.186410,"(14.0, 29.0, 17.0)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 4.811111111111111)"
06-01-2023 13:35:32.261777,"(14.0, 32.0, 16.25)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(19.0, 130.0, 118.8)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.136363636363636)"
06-01-2023 13:35:33.258434,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(20.0, 130.0, 119.81818181818181)","(2.8, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:34.202357,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(20.0, 130.0, 119.81818181818181)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:35.122328,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(20.0, 130.0, 80.22222222222223)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:36.121810,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:37.057837,"(14.0, 30.0, 24.333333333333336)","(12.0, 26.0, 13.555555555555555)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:37.980012,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 13.555555555555555)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:38.930821,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 13.555555555555555)","(7.0, 14.0, 13.26)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:39.918352,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 13.125)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.307142857142857)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:40.945091,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.316666666666667)","(4.2, 6.6, 5.322222222222222)"
06-01-2023 13:35:42.006729,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.316666666666667)","(4.2, 6.6, 6.3)"
06-01-2023 13:35:42.947538,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3142857142857145)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:43.967986,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3142857142857145)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:45.096737,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3142857142857145)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:46.206054,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 16.666666666666668)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3142857142857145)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:47.283026,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3142857142857145)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:48.405600,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:49.462047,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 11.733333333333334)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:50.525806,"(14.0, 30.0, 19.333333333333332)","(12.0, 26.0, 19.0)","(7.0, 14.0, 13.622222222222224)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:51.609467,"(14.0, 30.0, 19.0)","(12.0, 26.0, 19.0)","(7.0, 14.0, 13.622222222222224)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 6.572727272727272)"
06-01-2023 13:35:52.667394,"(14.0, 30.0, 24.333333333333336)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 12.35)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 5.8625)"
06-01-2023 13:35:53.581789,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 12.35)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 6.216666666666667)"
06-01-2023 13:35:54.550467,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.8)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 61.15789473684211)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:35:55.529832,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.8)","(2.9, 8.0, 7.029999999999999)","(20.0, 100.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:35:56.498026,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.8)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:35:57.488904,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.8)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:35:58.456120,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.8)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:35:59.501235,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.8)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:36:00.585263,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.8)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:36:01.593099,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.5)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:36:02.552424,"(14.0, 30.0, 19.666666666666668)","(12.0, 26.0, 14.333333333333334)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 6.216666666666667)"
06-01-2023 13:36:03.540402,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 5.833333333333333)"
06-01-2023 13:36:04.579062,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.6, 5.3)"
06-01-2023 13:36:05.613770,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 5.3)"
06-01-2023 13:36:06.703257,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.4)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3214285714285716)","(4.2, 6.8, 5.3)"
06-01-2023 13:36:07.789782,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.4)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.225)","(4.2, 6.8, 5.3)"
06-01-2023 13:36:08.818661,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3142857142857145)","(4.2, 6.8, 5.3)"
06-01-2023 13:36:09.784873,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3142857142857145)","(4.2, 6.8, 5.833333333333333)"
06-01-2023 13:36:10.732600,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.6)","(2.9, 8.0, 7.029999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3222222222222224)","(4.2, 6.6, 5.833333333333333)"
06-01-2023 13:36:11.794958,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 13.327272727272728)","(2.9, 8.0, 5.574999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3222222222222224)","(4.2, 6.6, 5.833333333333333)"
06-01-2023 13:36:12.818114,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.4)","(7.0, 14.0, 12.15)","(2.9, 8.0, 5.574999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3222222222222224)","(4.2, 6.6, 5.833333333333333)"
06-01-2023 13:36:13.894573,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.4)","(7.0, 14.0, 10.3)","(2.9, 8.0, 5.574999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3222222222222224)","(4.2, 6.6, 5.833333333333333)"
06-01-2023 13:36:14.800690,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.3)","(2.9, 8.0, 5.574999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3222222222222224)","(4.2, 6.6, 6.368421052631579)"
06-01-2023 13:36:15.774220,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.3)","(2.9, 8.0, 5.574999999999999)","(20.0, 90.0, 55.89473684210526)","(2.7, 3.35, 3.3222222222222224)","(4.2, 6.6, 5.55)"
06-01-2023 13:36:16.846139,"(14.0, 32.0, 16.6875)","(12.0, 26.0, 13.166666666666666)","(7.0, 14.0, 10.3)","(2.9, 8.0, 5.015384615384615)","(20.0, 90.0, 65.6923076923077)","(2.7, 3.35, 3.3222222222222224)","(4.2, 6.6, 5.8999999999999995)"
06-01-2023 13:36:17.963199,"(14.0, 32.0, 17.0)","(12.0, 26.0, 13.4)","(7.0, 14.0, 7.216666666666667)","(2.9, 8.0, 6.05625)","(20.0, 80.0, 65.58333333333333)","(2.7, 3.35, 3.3)","(4.2, 6.6, 5.76)"
06-01-2023 13:36:19.025987,"(14.0, 32.0, 17.0)","(12.0, 26.0, 13.4)","(7.0, 14.0, 8.9)","(2.9, 7.8, 6.05625)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.6, 5.890909090909091)"
06-01-2023 13:36:20.060197,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 13.5, 8.9)","(2.9, 7.8, 6.05625)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.2, 5.56875)"
06-01-2023 13:36:21.056619,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 13.5, 8.9)","(2.9, 7.8, 6.05625)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:22.001348,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 13.5, 8.9)","(2.9, 7.8, 6.05625)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:22.977959,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 13.5, 8.9)","(2.9, 7.8, 6.05625)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:23.945912,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 13.5, 8.9)","(2.9, 7.8, 6.05625)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:24.887896,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 13.0, 10.666666666666668)","(2.9, 7.8, 6.05625)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:25.899466,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 12.5, 10.2)","(2.9, 7.8, 5.263636363636364)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:26.871897,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 13.0, 10.2)","(2.9, 7.8, 5.263636363636364)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:27.896581,"(14.0, 32.0, 16.6875)","(12.0, 19.5, 14.5)","(7.0, 11.5, 10.125)","(2.9, 7.8, 5.263636363636364)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:28.993163,"(14.0, 32.0, 19.05)","(12.0, 19.5, 14.5)","(7.0, 12.0, 10.321428571428571)","(2.9, 7.8, 5.263636363636364)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.3)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:29.988735,"(14.0, 32.0, 22.75)","(12.0, 19.5, 14.5)","(7.0, 11.5, 10.321428571428571)","(2.9, 7.8, 5.263636363636364)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.325)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:30.966326,"(14.0, 32.0, 18.5)","(12.0, 19.5, 14.5)","(7.0, 10.0, 8.725)","(2.9, 7.8, 5.263636363636364)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.325)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:32.013673,"(14.0, 32.0, 18.5)","(12.0, 19.5, 14.5)","(7.0, 10.0, 8.725)","(2.9, 7.8, 5.263636363636364)","(20.0, 75.0, 69.35)","(2.7, 3.35, 3.325)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:33.077571,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 8.725)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 3.35, 3.325)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:34.148110,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 8.725)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 3.35, 3.325)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:35.197510,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 8.725)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 3.35, 3.325)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:36.127745,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 7.720000000000001)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 3.35, 3.783333333333333)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:37.081812,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 9.018181818181818)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 3.9, 3.8666666666666667)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:38.112652,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 9.018181818181818)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 4.0, 4.116666666666666)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:39.129603,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 9.018181818181818)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 4.3, 3.661538461538462)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:40.198420,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 10.0, 9.018181818181818)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 4.4, 3.661538461538462)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:41.181327,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 69.35)","(2.8, 4.4, 3.661538461538462)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:42.223945,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 68.77777777777777)","(2.8, 4.4, 3.5125)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:43.210593,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 65.66666666666667)","(2.8, 4.2, 3.4941176470588236)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:44.192477,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 65.66666666666667)","(2.8, 4.2, 3.4941176470588236)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:45.269590,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 65.66666666666667)","(2.8, 4.2, 3.4941176470588236)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:46.238895,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 47.0)","(2.8, 4.2, 3.4941176470588236)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:47.249663,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 47.0)","(2.8, 4.2, 3.4941176470588236)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:48.262438,"(15.0, 32.0, 18.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 47.0)","(2.8, 4.2, 3.4941176470588236)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:49.322916,"(15.0, 32.0, 22.5)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 27.916666666666664)","(2.8, 4.2, 3.4941176470588236)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:50.315083,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 39.6875)","(2.8, 4.2, 3.184615384615385)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:51.364353,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 60.875)","(2.8, 4.2, 3.7199999999999998)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:52.362827,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 60.875)","(2.8, 4.1, 3.45)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:53.286322,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 9.6, 8.727272727272727)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 60.875)","(2.8, 4.0, 3.45)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:54.353085,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 8.6, 7.753846153846154)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 32.625)","(2.8, 4.0, 3.45)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:55.410636,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 8.6, 7.753846153846154)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 32.625)","(2.8, 4.0, 3.45)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:56.507293,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 8.6, 7.753846153846154)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 32.625)","(2.8, 4.0, 3.45)","(4.2, 6.4, 5.56875)"
06-01-2023 13:36:57.628297,"(15.0, 32.0, 23.857142857142858)","(13.0, 19.5, 14.5)","(7.0, 8.6, 7.753846153846154)","(2.9, 7.8, 5.263636363636364)","(21.0, 75.0, 53.375)","(2.8, 4.0, 3.45)","(4.2, 6.4, 5.56875)"
