,Minter Spice,Rocky Dingo,Agent Jesse,Minter Win,Mega Banjo Boy,Cross The River
10-01-2023 17:53:14.342740,"(4.2, 4.9, 4.653846153846154)","(4.0, 8.2, 5.863157894736842)","(4.4, 6.4, 5.295)","(3.3, 5.2, 4.4)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.4)"
10-01-2023 17:53:15.418663,"(4.2, 4.9, 4.653846153846154)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.2, 4.4)","(61.0, 450.0, 255.0)","(4.4, 6.2, 5.4)"
10-01-2023 17:53:16.463588,"(4.2, 4.9, 4.653846153846154)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.2, 4.4)","(61.0, 450.0, 114.44444444444444)","(4.4, 6.2, 5.625)"
10-01-2023 17:53:17.488995,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.08)","(4.4, 6.4, 5.295)","(3.3, 5.2, 4.4)","(61.0, 550.0, 300.0)","(4.4, 7.0, 6.4714285714285715)"
10-01-2023 17:53:18.393429,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.859999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.2, 4.4)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.359999999999999)"
10-01-2023 17:53:19.407414,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.35)","(4.4, 6.4, 5.295)","(3.3, 5.2, 4.96)","(61.0, 540.0, 255.0)","(4.4, 6.8, 6.359999999999999)"
10-01-2023 17:53:20.455141,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.96)","(61.0, 450.0, 255.0)","(4.4, 6.8, 6.359999999999999)"
10-01-2023 17:53:21.564912,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 6.275)"
10-01-2023 17:53:22.571390,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.96)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.4)"
10-01-2023 17:53:23.505370,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.96)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.4)"
10-01-2023 17:53:24.438150,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:53:25.391117,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.975)"
10-01-2023 17:53:26.481124,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.015000000000001)"
10-01-2023 17:53:27.603524,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 6.59)"
10-01-2023 17:53:28.638610,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.447058823529412)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 6.3)"
10-01-2023 17:53:29.588040,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:53:30.606554,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:53:31.733384,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.75)"
10-01-2023 17:53:32.741175,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.4)"
10-01-2023 17:53:33.795987,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.699999999999999)"
10-01-2023 17:53:34.952189,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 450.0, 114.44444444444444)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 17:53:36.094058,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 550.0, 300.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:53:37.207172,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.447058823529412)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.236363636363636)"
10-01-2023 17:53:38.259413,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.447058823529412)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.9750000000000005)"
10-01-2023 17:53:39.218899,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.720000000000001)"
10-01-2023 17:53:40.228356,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.76)"
10-01-2023 17:53:41.323135,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.640000000000001)"
10-01-2023 17:53:42.314100,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 6.4714285714285715)"
10-01-2023 17:53:43.332971,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.975)"
10-01-2023 17:53:44.296491,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.4)"
10-01-2023 17:53:45.291815,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.4)"
10-01-2023 17:53:46.444965,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.333333333333333)"
10-01-2023 17:53:47.529754,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:53:48.599011,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:53:49.586856,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.447058823529412)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.975)"
10-01-2023 17:53:50.609904,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.85)"
10-01-2023 17:53:51.653946,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.6, 6.241666666666667)"
10-01-2023 17:53:52.611813,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.925000000000001)"
10-01-2023 17:53:53.638427,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 6.128571428571429)"
10-01-2023 17:53:54.625988,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.45)"
10-01-2023 17:53:55.587731,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.266666666666667)"
10-01-2023 17:53:56.576616,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.4)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.428571428571429)"
10-01-2023 17:53:57.637775,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.4)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.428571428571429)"
10-01-2023 17:53:58.606797,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.4)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.45)","(61.0, 540.0, 255.0)","(4.4, 6.4, 5.957142857142857)"
10-01-2023 17:53:59.580671,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.447058823529412)","(4.4, 6.4, 5.295)","(3.3, 5.3, 4.875)","(61.0, 450.0, 255.0)","(4.4, 6.2, 5.485714285714286)"
10-01-2023 17:54:00.688157,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.550000000000001)"
10-01-2023 17:54:01.621906,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.485714285714286)"
10-01-2023 17:54:02.779377,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.625)"
10-01-2023 17:54:03.841509,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 7.0, 6.3)"
10-01-2023 17:54:04.891700,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.466666666666667)"
10-01-2023 17:54:05.910672,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:54:06.789552,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:54:07.778974,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.975)"
10-01-2023 17:54:08.800452,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.75)"
10-01-2023 17:54:09.812250,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.699999999999999)"
10-01-2023 17:54:10.827353,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.466666666666667)"
10-01-2023 17:54:11.818656,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.55)"
10-01-2023 17:54:12.837568,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.6, 6.128571428571429)"
10-01-2023 17:54:13.928326,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 6.128571428571429)"
10-01-2023 17:54:14.993194,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 300.0)","(4.4, 6.4, 6.128571428571429)"
10-01-2023 17:54:16.279003,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 6.273333333333333)"
10-01-2023 17:54:17.318889,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.720000000000001)"
10-01-2023 17:54:18.380368,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.428571428571429)"
10-01-2023 17:54:19.455759,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.371428571428571)"
10-01-2023 17:54:20.544485,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.957142857142857)"
10-01-2023 17:54:21.705089,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.2, 5.825)"
10-01-2023 17:54:22.937007,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.24)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 255.0)","(4.4, 6.2, 5.428571428571429)"
10-01-2023 17:54:24.075065,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.319999999999999)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.640000000000001)"
10-01-2023 17:54:25.058344,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.447058823529412)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.977777777777778)"
10-01-2023 17:54:26.093653,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.885714285714286)"
10-01-2023 17:54:27.245364,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.876923076923077)"
10-01-2023 17:54:28.390252,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.5)"
10-01-2023 17:54:29.588397,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 7.0, 5.863636363636363)"
10-01-2023 17:54:30.729014,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 7.0, 5.65)"
10-01-2023 17:54:31.698228,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:54:32.732640,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:54:33.782917,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.65)"
10-01-2023 17:54:34.787072,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.975)"
10-01-2023 17:54:35.769035,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.333333333333333)"
10-01-2023 17:54:36.782186,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.466666666666667)"
10-01-2023 17:54:37.816149,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.8, 5.9750000000000005)"
10-01-2023 17:54:38.889104,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 300.0)","(4.4, 6.4, 6.24)"
10-01-2023 17:54:39.897882,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.75)"
10-01-2023 17:54:40.924486,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.6, 5.333333333333333)"
10-01-2023 17:54:41.873037,"(4.2, 4.8, 4.65)","(4.0, 8.2, 5.16)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.6, 6.1571428571428575)"
10-01-2023 17:54:42.875669,"(4.2, 4.8, 4.65)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.720000000000001)"
10-01-2023 17:54:43.988621,"(4.2, 6.8, 5.363636363636363)","(4.0, 7.2, 6.5)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.720000000000001)"
10-01-2023 17:54:45.008435,"(4.2, 6.4, 5.363636363636363)","(4.0, 7.2, 6.5)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.720000000000001)"
10-01-2023 17:54:46.035975,"(4.2, 6.2, 5.444444444444445)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 6.022222222222222)"
10-01-2023 17:54:47.009411,"(4.2, 6.2, 5.916666666666667)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.907692307692308)"
10-01-2023 17:54:48.022985,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.542857142857143)"
10-01-2023 17:54:48.927756,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 6.25)"
10-01-2023 17:54:49.907499,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 114.44444444444444)","(4.4, 7.0, 6.609999999999999)"
10-01-2023 17:54:50.890493,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 550.0, 300.0)","(4.4, 6.8, 6.35)"
10-01-2023 17:54:51.844415,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.5)"
10-01-2023 17:54:52.779038,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.318181818181818)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.5)"
10-01-2023 17:54:53.692074,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.5)"
10-01-2023 17:54:54.624517,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.5)"
10-01-2023 17:54:55.613607,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.6)"
10-01-2023 17:54:56.624872,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.8, 6.609999999999999)"
10-01-2023 17:54:57.669504,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.8, 5.7)"
10-01-2023 17:54:58.569141,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.318181818181818)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.28)"
10-01-2023 17:54:59.451302,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 540.0, 300.0)","(4.4, 6.4, 5.484615384615385)"
10-01-2023 17:55:00.424555,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.484615384615385)"
10-01-2023 17:55:01.378688,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.550000000000001)"
10-01-2023 17:55:02.391574,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.1647058823529415)"
10-01-2023 17:55:03.378605,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.1647058823529415)"
10-01-2023 17:55:04.340194,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.486956521739131)"
10-01-2023 17:55:05.280392,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.247058823529412)"
10-01-2023 17:55:06.272108,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.21)"
10-01-2023 17:55:07.174068,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.318181818181818)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.21)"
10-01-2023 17:55:08.160172,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.21)"
10-01-2023 17:55:09.185542,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.21)"
10-01-2023 17:55:10.196266,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.426086956521739)"
10-01-2023 17:55:11.274639,"(4.2, 6.2, 5.03125)","(4.0, 7.6, 6.8)","(4.4, 6.4, 5.295)","(3.3, 5.3, 5.057142857142857)","(61.0, 450.0, 255.0)","(4.4, 6.4, 5.1647058823529415)"
