,Tahi Tama,Wind In My Wings,Perfect Turn,My Bibby,Dublin Castle,Triathlete,Derryaire,Our Mate Reg,Sneeze,Mcdreamy,Unscripted
12-01-2023 12:37:16.913153,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 14.0, 12.25)","(10.0, 14.5, 15.675)","(20.0, 80.0, 38.0)","(31.0, 200.0, 120.0)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 48.0)","(21.0, 95.0, 41.0)","(10.0, 20.0, 15.5)","(12.0, 25.0, 20.2)"
12-01-2023 12:37:18.547212,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 14.0, 12.25)","(10.0, 16.5, 13.75)","(20.0, 80.0, 38.0)","(31.0, 200.0, 120.0)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.0)","(21.0, 95.0, 41.0)","(10.0, 20.0, 15.5)","(12.0, 25.0, 20.2)"
12-01-2023 12:37:20.024799,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 14.0, 12.25)","(10.0, 16.0, 14.0)","(20.0, 80.0, 42.66666666666667)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.6923076923077)","(21.0, 95.0, 56.5)","(10.0, 20.0, 15.5)","(12.0, 25.0, 20.2)"
12-01-2023 12:37:21.635093,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 14.0, 12.25)","(10.0, 16.0, 14.0)","(20.0, 80.0, 42.66666666666667)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.6923076923077)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.5)","(12.0, 25.0, 20.2)"
12-01-2023 12:37:23.189131,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 14.0, 12.25)","(10.0, 16.0, 14.0)","(20.0, 80.0, 42.66666666666667)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.6923076923077)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.5)","(12.0, 25.0, 20.2)"
12-01-2023 12:37:24.665564,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 14.0, 12.25)","(10.0, 16.0, 14.0)","(20.0, 80.0, 42.66666666666667)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.6923076923077)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.5)","(12.0, 25.0, 19.25)"
12-01-2023 12:37:26.172556,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 14.0, 12.75)","(10.0, 16.0, 14.0)","(20.0, 80.0, 62.25)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.6923076923077)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.5)","(12.0, 25.0, 19.25)"
12-01-2023 12:37:27.794325,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 15.0, 12.75)","(10.0, 16.0, 14.0)","(20.0, 75.0, 62.25)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.6923076923077)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.833333333333334)","(12.0, 25.0, 19.25)"
12-01-2023 12:37:29.427850,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 15.0, 12.75)","(10.0, 16.0, 14.0)","(20.0, 75.0, 62.25)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 66.6923076923077)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.833333333333334)","(12.0, 25.0, 19.25)"
12-01-2023 12:37:31.041533,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 15.0, 12.75)","(10.0, 16.0, 14.0)","(20.0, 75.0, 62.25)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 61.5)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.833333333333334)","(12.0, 25.0, 19.25)"
12-01-2023 12:37:32.985346,"(6.5, 8.2, 7.729411764705882)","(11.0, 99999, 99990)","(8.5, 15.0, 12.75)","(10.0, 16.0, 14.0)","(20.0, 75.0, 62.25)","(31.0, 200.0, 146.66666666666669)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 61.5)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.833333333333334)","(12.0, 25.0, 19.25)"
12-01-2023 12:37:35.179287,"(6.5, 8.0, 7.6625000000000005)","(11.0, 99999, 99990)","(8.5, 15.0, 14.75)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 63.25)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.833333333333334)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:37.380429,"(6.5, 8.0, 7.6625000000000005)","(11.0, 99999, 99990)","(8.5, 15.0, 15.15625)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 63.25)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.833333333333334)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:39.263623,"(6.5, 8.0, 7.6625000000000005)","(11.0, 99999, 99990)","(8.5, 16.0, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 63.25)","(21.0, 90.0, 56.5)","(10.0, 20.0, 15.833333333333334)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:41.155018,"(6.5, 8.0, 7.6625000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.3137499999999998)","(18.0, 75.0, 63.25)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:42.824538,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.30125)","(18.0, 75.0, 63.25)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:44.587182,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.162857142857143)","(18.0, 75.0, 63.25)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:46.145220,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.162857142857143)","(18.0, 75.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:47.734885,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.162857142857143)","(18.0, 70.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:49.350590,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.162857142857143)","(18.0, 70.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:50.953856,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.162857142857143)","(18.0, 70.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:52.605720,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.277142857142857)","(18.0, 70.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:54.198358,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.30125)","(18.0, 70.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:55.743481,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.2563636363636363)","(18.0, 70.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:57.196521,"(6.5, 8.0, 7.6000000000000005)","(11.0, 99999, 99990)","(8.5, 15.5, 14.558823529411764)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.2311111111111113)","(18.0, 70.0, 59.5)","(21.0, 90.0, 62.8)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:37:59.065979,"(6.5, 8.0, 7.966666666666667)","(11.0, 99999, 99990)","(8.5, 15.5, 14.75)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.3258823529411763)","(18.0, 70.0, 53.599999999999994)","(21.0, 90.0, 56.0)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:38:00.692995,"(6.5, 8.0, 7.966666666666667)","(11.0, 99999, 99990)","(8.5, 15.5, 14.75)","(10.0, 16.5, 13.125)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.3258823529411763)","(18.0, 70.0, 53.599999999999994)","(21.0, 90.0, 56.0)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:38:02.299180,"(6.5, 8.0, 7.68)","(11.0, 99999, 99990)","(8.5, 15.5, 14.794117647058822)","(10.0, 16.5, 12.75)","(20.0, 46.0, 31.333333333333336)","(31.0, 200.0, 178.57142857142856)","(1.95, 2.42, 2.3230303030303032)","(18.0, 70.0, 56.33333333333333)","(21.0, 90.0, 56.0)","(10.0, 20.0, 14.642857142857142)","(12.0, 25.0, 23.363636363636363)"
12-01-2023 12:38:03.817365,"(6.5, 8.0, 7.590909090909091)","(11.0, 99999, 99990)","(8.5, 15.5, 12.875)","(10.0, 16.5, 14.875)","(20.0, 46.0, 37.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.26)","(18.0, 70.0, 43.333333333333336)","(21.0, 90.0, 64.33333333333334)","(10.0, 20.0, 15.5)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:05.307571,"(6.5, 8.0, 7.590909090909091)","(11.0, 99999, 99990)","(8.5, 15.5, 12.6)","(10.0, 16.0, 13.0)","(20.0, 44.0, 37.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.4, 2.26)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 64.33333333333334)","(10.0, 20.0, 14.264705882352942)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:06.844988,"(6.5, 8.0, 7.590909090909091)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(20.0, 44.0, 37.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.4, 2.1633333333333336)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 64.33333333333334)","(10.0, 20.0, 16.5)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:08.202616,"(6.5, 8.0, 7.590909090909091)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(20.0, 44.0, 37.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.1633333333333336)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 64.33333333333334)","(10.0, 19.5, 16.5)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:09.510986,"(6.5, 8.0, 7.590909090909091)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(20.0, 44.0, 37.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.1633333333333336)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 64.33333333333334)","(10.0, 19.5, 16.833333333333332)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:10.748807,"(6.5, 8.0, 7.590909090909091)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(20.0, 44.0, 37.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.1633333333333336)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 64.33333333333334)","(10.0, 19.0, 15.1)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:11.936436,"(6.5, 8.0, 7.590909090909091)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(20.0, 44.0, 37.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.2933333333333334)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 64.33333333333334)","(10.0, 19.0, 15.1)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:13.129496,"(6.5, 8.0, 7.25)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(20.0, 44.0, 40.4)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.360327868852459)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 74.83333333333333)","(10.0, 19.0, 15.1)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:14.382443,"(6.5, 8.0, 7.318181818181818)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 14.142857142857142)","(20.0, 44.0, 40.4)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.2933333333333334)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 77.375)","(10.0, 19.0, 15.1)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:15.660243,"(6.5, 8.0, 7.318181818181818)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(19.0, 44.0, 40.4)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.2933333333333334)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 65.0)","(10.0, 19.0, 15.1)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:16.961288,"(6.5, 8.0, 7.318181818181818)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(19.0, 44.0, 41.75)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.38, 2.3892307692307693)","(18.0, 70.0, 43.333333333333336)","(21.0, 85.0, 70.25)","(10.0, 19.0, 15.1)","(12.0, 25.0, 19.9)"
12-01-2023 12:38:18.228214,"(6.5, 8.0, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(19.0, 44.0, 74.0)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 85.0, 58.0)","(10.0, 19.0, 15.75)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:19.508152,"(6.5, 7.8, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.0, 13.0)","(19.0, 90.0, 74.0)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 58.0)","(10.0, 19.0, 15.75)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:20.863184,"(6.5, 7.8, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 15.0, 12.833333333333334)","(10.0, 15.0, 15.25)","(19.0, 90.0, 45.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 58.0)","(10.0, 19.0, 15.75)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:22.195840,"(6.5, 7.8, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 14.5, 12.833333333333334)","(10.0, 16.5, 15.25)","(19.0, 85.0, 45.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 58.0)","(10.0, 19.0, 15.75)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:23.699458,"(6.5, 7.8, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 14.5, 12.6)","(10.0, 16.5, 15.25)","(19.0, 85.0, 45.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 58.0)","(10.0, 19.0, 15.75)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:25.120900,"(6.5, 7.8, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 16.5, 12.333333333333334)","(19.0, 85.0, 45.666666666666664)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 58.0)","(10.0, 19.0, 14.863636363636363)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:26.463557,"(6.5, 7.8, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 16.5, 13.75)","(19.0, 85.0, 52.272727272727266)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 68.0)","(10.0, 19.0, 15.75)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:27.773168,"(6.5, 7.8, 7.509090909090909)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 16.0, 13.75)","(19.0, 85.0, 52.272727272727266)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 68.0)","(10.0, 19.0, 15.75)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:29.074230,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 16.0, 13.9)","(19.0, 85.0, 52.272727272727266)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 68.0)","(10.0, 19.0, 16.5)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:30.343346,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.5, 14.772727272727273)","(19.0, 85.0, 52.272727272727266)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 68.0)","(10.0, 18.5, 16.5)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:31.569588,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.6)","(10.0, 15.5, 14.772727272727273)","(19.0, 85.0, 52.272727272727266)","(31.0, 200.0, 151.66666666666669)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 46.0)","(21.0, 90.0, 68.0)","(10.0, 18.5, 16.5)","(12.0, 25.0, 20.75)"
12-01-2023 12:38:32.953565,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.2)","(10.0, 15.5, 14.61111111111111)","(19.0, 85.0, 45.0)","(31.0, 200.0, 173.0)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 49.85714285714286)","(21.0, 90.0, 68.0)","(10.0, 18.5, 15.5)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:34.343260,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 14.0)","(10.0, 15.5, 14.916666666666668)","(19.0, 85.0, 52.81818181818181)","(31.0, 200.0, 105.2)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 52.75)","(21.0, 90.0, 68.0)","(10.0, 18.5, 15.5)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:35.630961,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 14.0)","(10.0, 15.5, 14.916666666666668)","(19.0, 85.0, 52.81818181818181)","(31.0, 200.0, 105.2)","(1.95, 2.42, 2.2333333333333334)","(18.0, 70.0, 52.75)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.5)","(12.0, 25.0, 23.0)"
12-01-2023 12:38:36.914372,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.083333333333334)","(10.0, 15.5, 14.916666666666668)","(19.0, 85.0, 52.81818181818181)","(31.0, 200.0, 106.4)","(1.95, 2.42, 2.3806060606060604)","(18.0, 70.0, 47.5)","(21.0, 90.0, 62.142857142857146)","(10.0, 18.5, 17.5)","(12.0, 25.0, 23.0)"
12-01-2023 12:38:38.208331,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.083333333333334)","(10.0, 15.5, 14.916666666666668)","(19.0, 85.0, 52.81818181818181)","(31.0, 200.0, 106.4)","(1.95, 2.42, 2.3806060606060604)","(18.0, 70.0, 47.5)","(21.0, 90.0, 62.142857142857146)","(10.0, 18.5, 17.5)","(12.0, 25.0, 23.0)"
12-01-2023 12:38:39.661808,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.083333333333334)","(10.0, 15.5, 14.916666666666668)","(19.0, 85.0, 52.81818181818181)","(31.0, 200.0, 106.4)","(1.95, 2.42, 2.2485714285714287)","(18.0, 70.0, 53.5)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:41.009192,"(6.5, 7.8, 7.35)","(11.0, 99999, 99990)","(8.5, 15.0, 12.083333333333334)","(10.0, 15.0, 12.666666666666666)","(19.0, 85.0, 69.0)","(31.0, 200.0, 80.0)","(1.95, 2.42, 2.2485714285714287)","(18.0, 70.0, 55.9)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:42.380273,"(6.5, 7.8, 7.2153846153846155)","(11.0, 99999, 99990)","(8.5, 15.0, 12.083333333333334)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 69.0)","(31.0, 200.0, 80.0)","(1.95, 2.42, 2.2485714285714287)","(18.0, 70.0, 55.9)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:43.630518,"(6.5, 7.8, 7.2153846153846155)","(11.0, 99999, 99990)","(8.5, 15.0, 12.083333333333334)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 69.0)","(31.0, 200.0, 80.0)","(1.95, 2.42, 2.2485714285714287)","(18.0, 70.0, 55.9)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:44.908912,"(6.5, 7.8, 7.2153846153846155)","(11.0, 99999, 99990)","(8.5, 15.0, 12.083333333333334)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 69.0)","(31.0, 200.0, 80.0)","(1.95, 2.42, 2.3361290322580643)","(18.0, 70.0, 55.9)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:46.221316,"(6.5, 7.8, 7.2153846153846155)","(11.0, 99999, 99990)","(9.0, 15.0, 12.083333333333334)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 71.0)","(31.0, 200.0, 80.0)","(1.95, 2.42, 2.3901149425287356)","(18.0, 70.0, 55.9)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 19.25)"
12-01-2023 12:38:47.557804,"(6.5, 7.8, 7.2153846153846155)","(11.0, 99999, 99990)","(9.0, 15.0, 12.083333333333334)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 71.0)","(31.0, 200.0, 105.2)","(1.95, 2.42, 2.2485714285714287)","(18.0, 70.0, 55.9)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 23.0)"
12-01-2023 12:38:48.996993,"(6.5, 7.8, 7.2153846153846155)","(11.0, 99999, 99990)","(9.0, 15.0, 12.083333333333334)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 71.0)","(31.0, 200.0, 80.0)","(1.95, 2.42, 2.385217391304348)","(18.0, 70.0, 55.9)","(21.0, 90.0, 68.0)","(10.0, 18.5, 17.166666666666664)","(12.0, 25.0, 23.58823529411765)"
12-01-2023 12:38:50.453254,"(6.5, 7.8, 7.2153846153846155)","(11.0, 99999, 99990)","(9.0, 15.0, 14.0)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 71.0)","(31.0, 200.0, 120.0)","(1.95, 2.42, 2.2485714285714287)","(18.0, 70.0, 55.9)","(21.0, 90.0, 62.142857142857146)","(10.0, 18.5, 17.5)","(12.0, 25.0, 23.083333333333336)"
12-01-2023 12:38:51.851697,"(6.5, 7.8, 7.254545454545455)","(11.0, 99999, 99990)","(9.0, 15.0, 13.125)","(10.0, 15.0, 12.666666666666666)","(19.0, 80.0, 71.0)","(31.0, 200.0, 120.0)","(1.95, 2.42, 2.385217391304348)","(18.0, 70.0, 52.75)","(21.0, 90.0, 51.6)","(10.0, 18.5, 17.5)","(12.0, 25.0, 21.5)"
