,Tahi Tama,Wind In My Wings,Perfect Turn,My Bibby,Dublin Castle,Triathlete,Derryaire,Our Mate Reg,Sneeze,Mcdreamy,Unscripted
12-01-2023 12:28:50.073743,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:28:51.405636,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:28:52.755874,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:28:54.024674,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 36.375)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:28:55.314482,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 36.375)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:28:56.526215,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 36.375)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:28:57.761930,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 36.375)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:28:59.021174,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 36.375)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:00.313071,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:01.587272,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:02.891264,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:04.207361,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:05.581874,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:06.943631,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:08.211623,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:09.525337,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:10.853767,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:12.216350,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:13.580687,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:14.923783,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:16.202372,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:17.539538,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:18.779890,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 60.41666666666667)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2333333333333334)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:20.030394,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.3333333333333335)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:21.298454,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.3333333333333335)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:22.497511,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:23.793143,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:25.162393,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:26.464357,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:27.750308,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:29.014418,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:30.230696,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:31.516926,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:32.831588,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:34.108567,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:35.567019,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:37.000766,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 188.66666666666666)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:38.360717,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:39.687991,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:40.930564,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:42.322722,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:43.685288,"(6.5, 13.0, 8.41)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:45.083701,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:46.424385,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 39.64285714285714)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:47.755934,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 40.0)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:49.111329,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 40.0)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:50.420081,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 40.0)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:51.690006,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 9.857142857142858)","(20.0, 90.0, 58.18181818181818)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:52.906942,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 10.701492537313433)","(20.0, 90.0, 58.18181818181818)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:54.199430,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 10.701492537313433)","(20.0, 90.0, 58.18181818181818)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:55.573811,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 10.701492537313433)","(20.0, 90.0, 46.25)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:56.833371,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 10.701492537313433)","(20.0, 90.0, 46.25)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:58.126699,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 10.701492537313433)","(20.0, 90.0, 46.25)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:29:59.418833,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 10.701492537313433)","(20.0, 90.0, 46.25)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:00.669814,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 10.701492537313433)","(20.0, 90.0, 40.714285714285715)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:01.978294,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 11.0, 17.666666666666668)","(20.0, 90.0, 40.714285714285715)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:03.341499,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 18.5, 17.666666666666668)","(20.0, 90.0, 40.714285714285715)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:04.680412,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 18.5, 17.666666666666668)","(20.0, 90.0, 40.714285714285715)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:06.043004,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 13.17142857142857)","(10.0, 18.5, 17.666666666666668)","(20.0, 90.0, 46.25)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2555555555555555)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:07.492093,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 11.2)","(10.0, 18.5, 13.833333333333334)","(20.0, 90.0, 51.111111111111114)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.3076923076923075)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:08.848908,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 11.2)","(10.0, 18.5, 13.833333333333334)","(20.0, 90.0, 51.111111111111114)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2777777777777777)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:10.193145,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 11.2)","(10.0, 18.5, 13.833333333333334)","(20.0, 90.0, 51.111111111111114)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2777777777777777)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:11.476534,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 11.2)","(10.0, 18.5, 13.666666666666666)","(20.0, 90.0, 51.111111111111114)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2777777777777777)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
12-01-2023 12:30:12.737309,"(6.5, 12.5, 11.275)","(11.0, 99999, 99990)","(8.5, 16.0, 11.2)","(10.0, 18.0, 13.666666666666666)","(20.0, 90.0, 51.111111111111114)","(31.0, 220.0, 189.33333333333334)","(1.95, 2.4, 2.2777777777777777)","(18.0, 90.0, 52.14705882352941)","(21.0, 100.0, 49.6875)","(10.0, 20.0, 15.75)","(12.0, 27.0, 18.0)"
