,Lensman,I Am Richenuff,Harderthantherest,Exalted Dennis,Foxtrot Bravo,Garratt Road,Costaway,Blazing Zone,Jeddalet,Wicked Redoutes
05-01-2023 15:07:33.689229,"(3.5, 4.6, 4.257142857142857)","(4.6, 6.8, 6.3032258064516125)","(4.2, 4.4, 4.257142857142857)","(10.0, 18.5, 17.0)","(10.0, 16.0, 14.725)","(6.0, 8.6, 7.82051282051282)","(18.0, 28.0, 26.666666666666668)","(21.0, 42.0, 33.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:34.881946,"(3.5, 4.6, 4.257142857142857)","(4.6, 6.8, 6.3032258064516125)","(4.2, 4.4, 4.257142857142857)","(10.0, 18.5, 17.0)","(10.0, 16.0, 14.725)","(6.0, 8.6, 8.114893617021277)","(18.0, 28.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:36.120501,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.701754385964912)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.151162790697676)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.114893617021277)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:37.397679,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.114893617021277)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:38.654636,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.114893617021277)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:39.908337,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.114893617021277)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:41.148743,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:42.371501,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 33.69230769230769)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:43.637516,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 63.333333333333336)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:44.821523,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 70.0, 63.333333333333336)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:46.076185,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 70.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:47.363479,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.635294117647058)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:48.630372,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.635294117647058)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:49.877157,"(3.5, 4.5, 4.204477611940299)","(4.6, 6.8, 6.771428571428571)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:51.139912,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.222905027932961)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:52.342682,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.217857142857143)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:53.619291,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.217857142857143)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:54.901893,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.217857142857143)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:56.237697,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.217857142857143)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.44444444444444)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:57.541689,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.217857142857143)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 63.333333333333336)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:07:58.786626,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.217857142857143)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 70.0, 59.166666666666664)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:00.004492,"(3.5, 4.5, 4.204225352112676)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.3, 4.22608695652174)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 65.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:01.181990,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.4, 4.22608695652174)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 35.5)","(21.0, 38.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:02.420616,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.4, 4.22608695652174)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 37.666666666666664)","(21.0, 38.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:03.687331,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.4, 4.22608695652174)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 37.666666666666664)","(21.0, 38.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:04.886371,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.6, 6.578571428571428)","(4.2, 4.4, 4.22608695652174)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 42.0, 36.333333333333336)","(21.0, 38.0, 33.294117647058826)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:06.086386,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.6, 6.589090909090909)","(4.2, 4.4, 4.22608695652174)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 40.0, 36.333333333333336)","(21.0, 38.0, 33.294117647058826)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:07.338696,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.666666666666664)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:08.666808,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.666666666666664)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:10.042003,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.701754385964913)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.666666666666664)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:11.294412,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.716666666666667)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:12.553769,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.716666666666667)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:13.718233,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.716666666666667)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.0)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:14.940405,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.716666666666667)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:16.200804,"(3.5, 4.4, 4.2250000000000005)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.229059829059829)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.716666666666667)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.0)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:17.465314,"(3.5, 4.4, 4.214285714285714)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.203921568627451)","(10.0, 18.5, 18.180851063829788)","(10.0, 16.0, 15.716666666666667)","(6.0, 8.6, 8.122727272727273)","(18.0, 27.0, 25.263157894736842)","(21.0, 38.0, 35.0)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:18.693113,"(3.5, 4.4, 4.214285714285714)","(4.6, 6.8, 6.7081967213114755)","(4.2, 4.4, 4.203921568627451)","(10.0, 18.5, 17.0)","(10.0, 16.0, 14.785714285714286)","(6.0, 8.6, 7.822222222222222)","(18.0, 27.0, 25.904761904761905)","(21.0, 38.0, 33.5)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:19.914272,"(3.5, 4.4, 4.214285714285714)","(4.6, 6.8, 6.290909090909091)","(4.2, 4.4, 4.309090909090909)","(10.0, 18.5, 17.0)","(10.0, 16.0, 14.785714285714286)","(6.0, 8.6, 7.822222222222222)","(18.0, 29.0, 25.904761904761905)","(21.0, 38.0, 33.5)","(21.0, 36.0, 34.0)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:21.134044,"(3.5, 4.4, 4.214285714285714)","(4.6, 6.8, 6.177777777777778)","(4.2, 4.4, 4.309090909090909)","(10.0, 18.5, 17.0)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 29.0, 25.904761904761905)","(21.0, 38.0, 33.5)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:22.319386,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.8, 6.177777777777778)","(4.2, 4.4, 4.309090909090909)","(10.0, 18.5, 17.0)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 29.0, 25.904761904761905)","(21.0, 38.0, 33.5)","(21.0, 36.0, 34.0)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:23.518780,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.8, 6.053333333333334)","(4.2, 4.4, 4.309090909090909)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 29.0, 25.904761904761905)","(21.0, 38.0, 33.5)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:24.761191,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.6, 6.461538461538462)","(4.2, 4.4, 4.309090909090909)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 29.0, 25.904761904761905)","(21.0, 38.0, 33.5)","(21.0, 36.0, 35.333333333333336)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:26.088294,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.6, 6.3545454545454545)","(4.2, 4.4, 4.309090909090909)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 29.0, 25.904761904761905)","(21.0, 38.0, 33.5)","(21.0, 36.0, 35.333333333333336)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:27.405945,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.6, 6.1)","(4.2, 4.4, 4.234883720930232)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 29.0, 27.2)","(21.0, 38.0, 32.5)","(21.0, 36.0, 33.42857142857143)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:28.619957,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.1)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 28.0, 27.2)","(21.0, 36.0, 32.5)","(21.0, 34.0, 35.333333333333336)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:29.843711,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 28.0, 26.4)","(21.0, 36.0, 31.5)","(21.0, 36.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:31.096673,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 27.0, 26.4)","(21.0, 34.0, 31.5)","(21.0, 38.0, 34.0)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:32.264854,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 27.0, 26.4)","(21.0, 34.0, 32.285714285714285)","(21.0, 38.0, 34.0)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:33.400067,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 27.0, 26.4)","(21.0, 34.0, 32.285714285714285)","(21.0, 38.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:34.562772,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 27.0, 26.4)","(21.0, 34.0, 32.285714285714285)","(21.0, 38.0, 34.0)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:35.678247,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.833333333333334)","(6.0, 8.6, 7.82051282051282)","(18.0, 27.0, 26.4)","(21.0, 34.0, 32.285714285714285)","(21.0, 38.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:36.809838,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 16.0, 14.735294117647058)","(6.0, 8.6, 7.82051282051282)","(18.0, 27.0, 26.4)","(21.0, 34.0, 32.285714285714285)","(21.0, 38.0, 34.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:37.985906,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 15.5, 14.633333333333333)","(6.0, 8.6, 7.8930232558139535)","(18.0, 27.0, 26.4)","(21.0, 34.0, 32.285714285714285)","(21.0, 38.0, 55.75)","(26.0, 60.0, 50.0)"
05-01-2023 15:08:39.174713,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.254430379746835)","(10.0, 18.5, 16.75)","(10.0, 15.5, 14.633333333333333)","(6.0, 8.6, 7.8930232558139535)","(18.0, 27.0, 26.4)","(21.0, 34.0, 32.285714285714285)","(21.0, 70.0, 72.0)","(26.0, 60.0, 46.666666666666664)"
05-01-2023 15:08:40.374615,"(3.5, 4.4, 4.228571428571429)","(4.6, 6.4, 6.290909090909091)","(4.2, 4.3, 4.252631578947368)","(10.0, 18.5, 16.75)","(10.0, 15.5, 14.155172413793103)","(6.0, 8.6, 7.88)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 80.0, 36.18181818181818)","(26.0, 60.0, 76.66666666666666)"
05-01-2023 15:08:41.623628,"(3.5, 4.4, 4.1000000000000005)","(4.6, 6.4, 6.166666666666667)","(4.2, 4.3, 4.224242424242425)","(10.0, 18.5, 16.625)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 95.0, 68.5)"
05-01-2023 15:08:42.883928,"(3.5, 4.4, 4.2)","(4.6, 6.4, 6.292307692307693)","(4.2, 4.3, 4.224242424242425)","(10.0, 18.5, 16.625)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 95.0, 69.5)"
05-01-2023 15:08:44.198341,"(3.5, 4.4, 4.220000000000001)","(4.6, 6.4, 6.166666666666667)","(4.2, 4.4, 4.375)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 95.0, 84.07142857142857)"
05-01-2023 15:08:45.570518,"(3.5, 4.4, 4.220000000000001)","(4.6, 6.4, 6.166666666666667)","(4.2, 4.4, 4.381818181818182)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 95.0, 72.0)"
05-01-2023 15:08:46.883595,"(3.5, 4.4, 4.220000000000001)","(4.6, 6.4, 6.166666666666667)","(4.2, 4.4, 4.381818181818182)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 85.0, 71.66666666666666)"
05-01-2023 15:08:48.100443,"(3.5, 4.4, 4.220000000000001)","(4.6, 6.4, 6.166666666666667)","(4.2, 4.4, 4.381818181818182)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 90.0, 63.75)"
05-01-2023 15:08:49.352861,"(3.5, 4.4, 4.220000000000001)","(4.6, 6.4, 6.321739130434783)","(4.2, 4.4, 4.3500000000000005)","(10.0, 18.5, 16.625)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 90.0, 63.75)"
05-01-2023 15:08:50.580161,"(3.5, 4.4, 4.257894736842106)","(4.6, 6.4, 6.321739130434783)","(4.2, 4.4, 4.3500000000000005)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 36.18181818181818)","(26.0, 90.0, 70.2)"
05-01-2023 15:08:51.866288,"(3.5, 4.4, 4.220000000000001)","(4.6, 5.7, 5.6925)","(4.2, 4.4, 4.395161290322581)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.945454545454545)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 38.0, 49.0)","(26.0, 85.0, 70.2)"
05-01-2023 15:08:53.103701,"(3.5, 4.4, 4.207142857142857)","(4.6, 6.4, 6.355555555555556)","(4.2, 4.4, 4.31125)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 13.706896551724139)","(6.0, 8.6, 7.7627906976744185)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 75.0, 68.5)","(26.0, 85.0, 60.0)"
05-01-2023 15:08:54.329474,"(3.5, 4.4, 4.207142857142857)","(4.6, 6.4, 6.355555555555556)","(4.2, 4.6, 4.310714285714286)","(10.0, 18.5, 15.6875)","(10.0, 15.5, 14.333333333333334)","(6.0, 8.6, 8.1)","(18.0, 27.0, 26.75)","(21.0, 34.0, 33.0)","(21.0, 75.0, 36.888888888888886)","(26.0, 80.0, 52.22222222222222)"
