,Live A Good Life,Hammering Lemon,Foreman,Last Renegade,Imperator,Add On,Irish Knight,Minehunter,Blessed Brother
11-01-2023 08:18:04.035167,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:05.170462,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:06.329429,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:07.475688,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:08.600732,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:09.690223,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:10.820224,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:11.941308,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:13.125275,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:14.246019,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:15.435839,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:16.591235,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:17.749631,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:18.896731,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:20.063246,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:21.242781,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:22.424289,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:23.543248,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:24.657156,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:25.749588,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:26.838889,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:27.949000,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:29.062381,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:30.255727,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:31.455267,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:32.585398,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:33.757987,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:34.885408,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:36.005808,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:37.145039,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:38.271141,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:39.393466,"(9.0, 99999, 99990)","(3.8, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:40.553513,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:41.663109,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:42.771694,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:43.924588,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:45.109664,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:46.311691,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:47.457109,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:48.602734,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:49.759150,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:50.913193,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:52.056288,"(9.0, 99999, 99990)","(3.7, 99999, 99990)","(3.0, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:53.206647,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:54.349493,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:55.446696,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:56.543521,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:57.705378,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:18:58.882316,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:00.048547,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:01.256293,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:02.438410,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:03.545348,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:04.639633,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:05.705803,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:06.805436,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:07.938977,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:09.081542,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(17.0, 99999, 99990)","(8.5, 99999, 99990)","(12.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:10.237146,"(9.0, 99999, 99990)","(3.6, 99999, 99990)","(2.9, 99999, 99990)","(5.5, 99999, 99990)","(31.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:11.387383,"(8.5, 99999, 99990)","(3.6, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:12.548936,"(8.5, 99999, 99990)","(3.6, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:13.681249,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:14.815725,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:15.990460,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:17.136985,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:18.255951,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:19.359105,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:20.446924,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:21.530398,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(6.0, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(14.0, 99999, 99990)"
11-01-2023 08:19:22.663595,"(8.5, 99999, 99990)","(3.7, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:23.796434,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:24.939361,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:26.111007,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:27.264241,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:28.384922,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:29.519099,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:30.664194,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:31.784326,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:32.883793,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:33.981868,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:35.105933,"(8.5, 99999, 99990)","(3.8, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:36.215623,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:37.350507,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:38.493088,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:39.683304,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:40.826782,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:41.978549,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:43.094091,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:44.198016,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:45.311555,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:46.396818,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:47.496549,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:48.643667,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:49.781034,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:50.936539,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
11-01-2023 08:19:52.103209,"(8.5, 99999, 99990)","(3.9, 99999, 99990)","(2.8, 99999, 99990)","(5.5, 99999, 99990)","(41.0, 99999, 99990)","(18.0, 99999, 99990)","(9.0, 99999, 99990)","(13.0, 99999, 99990)","(15.0, 99999, 99990)"
