,Simon The Pieman,Right On Ramsay,Goldstar Portia,Rose Thorn,Edge Of Reason,Shane Baxter,Diamond Chipper,Ginger Shaw
05-01-2023 14:49:08.487106,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:09.779988,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:11.140307,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:12.601019,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:13.856793,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:14.973860,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:16.118090,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:17.297915,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:18.633995,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:19.929621,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:21.229125,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:22.532134,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:23.808738,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:25.035204,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:26.344354,"(5.5, 11.0, 10.315999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:27.649248,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:29.078269,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:30.431819,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:31.680882,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:32.851125,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:33.990400,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:35.190026,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:36.457017,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:37.748876,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:39.048078,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:40.203136,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:41.257963,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:42.409307,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:43.537772,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:44.748548,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:45.912709,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:47.032197,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:48.202486,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:49.446656,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:50.730266,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:52.023211,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:53.308657,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:54.578382,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:55.780649,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:57.027805,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:58.473737,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:49:59.931515,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:01.280164,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:02.699621,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:04.208814,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:05.844299,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:07.087114,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:08.266077,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:09.510637,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:10.718789,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:12.066802,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:13.331578,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:14.629177,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:15.873192,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:17.140923,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:18.436971,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:19.781079,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:21.099943,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:22.406070,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:23.788738,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:25.152136,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 30.6875)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:26.594337,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:28.070110,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:29.459900,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:31.070975,"(5.5, 11.0, 10.542105263157895)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:32.450569,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:33.788743,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:35.431563,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.72222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:36.963032,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:38.242130,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:39.511034,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:40.817166,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:42.161492,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:43.433783,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.581818181818182)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:44.562648,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.4, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:45.758527,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:47.003657,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:48.312562,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:49.502618,"(5.5, 11.0, 10.55)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:50.634409,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
05-01-2023 14:50:51.821961,"(5.5, 11.0, 10.129999999999999)","(19.0, 180.0, 122.14285714285714)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 4.716666666666667)","(12.0, 32.0, 29.3125)","(9.0, 18.5, 16.816666666666666)","(12.0, 27.0, 24.9375)"
