,Simon The Pieman,Right On Ramsay,Goldstar Portia,Rose Thorn,Edge Of Reason,Shane Baxter,Diamond Chipper,Ginger Shaw
05-01-2023 14:58:49.520594,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 79.0)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:50.622422,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 79.0)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:51.715897,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 79.0)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:52.793517,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 61.892857142857146)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:53.885218,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:54.981258,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:56.092635,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:57.141642,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:58.247521,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:58:59.366349,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:00.482065,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:01.621752,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:02.797337,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:03.955244,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:05.092062,"(5.5, 11.0, 9.133333333333333)","(19.0, 140.0, 67.1)","(2.2, 3.5, 3.126666666666667)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.20625)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:06.170232,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:07.265933,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:08.351450,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:09.451714,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:10.583329,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:11.733849,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:12.925187,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:14.030367,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:15.164191,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:16.241964,"(5.5, 11.0, 9.6)","(19.0, 140.0, 88.14285714285714)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:17.285939,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.333333333333332)","(9.0, 18.5, 12.033333333333333)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:18.373673,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 27.22222222222222)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:19.558841,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.0)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:20.719891,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.0)","(9.0, 18.5, 11.9)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:21.846319,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 16.816666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:22.947406,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:23.988136,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:25.040993,"(5.5, 11.0, 9.6)","(19.0, 130.0, 97.35294117647058)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:26.105242,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:27.228973,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:28.410568,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:29.662591,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:30.901700,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:32.092067,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:33.248687,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:34.347701,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:35.430150,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 125.45454545454547)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:36.578541,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:37.704075,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:38.878129,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.5, 5.223529411764706)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:40.000436,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.5, 4.552173913043478)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:41.095600,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:42.129608,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:43.297597,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:44.483211,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:45.727221,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 117.5)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:47.010321,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 55.0)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.666666666666668)","(9.0, 18.5, 12.166666666666666)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:48.195558,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 55.0)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.09090909090909)","(9.0, 18.5, 16.97692307692308)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:49.373493,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.0)","(9.0, 18.5, 16.97692307692308)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:50.470682,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.0)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:51.568941,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.0)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:52.713640,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.0)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:53.840546,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.0)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:54.987457,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 18.0)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:56.190111,"(5.5, 11.0, 9.6)","(19.0, 130.0, 82.42857142857143)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.181818181818183)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:57.387356,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:58.581894,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 14:59:59.642131,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:00.692896,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:01.789582,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:02.960770,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:04.190136,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:05.441403,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:06.624525,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:07.787362,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 3.1416000000000004)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:08.877505,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:09.954678,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:11.078150,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:12.205140,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:13.368611,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:14.649254,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:15.805972,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:16.897993,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 15.5)"
05-01-2023 15:00:17.930990,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 24.5)"
05-01-2023 15:00:19.045675,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.299999999999999)","(12.0, 29.0, 24.5)"
05-01-2023 15:00:20.200868,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.433333333333334)","(12.0, 29.0, 24.5)"
05-01-2023 15:00:21.399029,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.433333333333334)","(12.0, 29.0, 24.5)"
05-01-2023 15:00:22.612956,"(5.5, 11.0, 9.6)","(19.0, 120.0, 90.29411764705883)","(2.2, 3.5, 2.3800000000000003)","(26.0, 210.0, 139.23076923076923)","(3.1, 5.3, 4.552173913043478)","(12.0, 32.0, 28.5)","(9.0, 18.5, 12.433333333333334)","(12.0, 29.0, 24.5)"
