,Priddy Sublime,Stepping Stones,Magic Pebbles,Szabolski Leis,Nine Diamonds,Machs Mareta Nz,Mia Ragazza Nz,Major Grace Nz,Juniper,Nova Baxter
08-01-2023 17:05:53.552353,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:05:54.955488,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:05:56.358636,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:05:57.688940,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:05:59.093709,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:00.603416,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:02.059805,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:03.458483,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:04.770097,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:06.119450,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:07.487673,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:08.949266,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:10.421945,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:11.813774,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:13.149997,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:14.434935,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:15.736587,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:17.436908,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:18.912098,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:20.653116,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:22.822327,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:24.483829,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:26.143508,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:27.758348,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:29.379986,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:30.846122,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:32.194078,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:33.492826,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:34.877277,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:36.301581,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:37.895775,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:39.412297,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:40.886535,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:42.354176,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:44.030919,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:45.565138,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:47.129288,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:48.519968,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:49.973556,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:51.361172,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:52.785989,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:54.285390,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:55.860898,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:57.329242,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:06:58.781525,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:00.302916,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:01.804904,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:03.310132,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:04.803350,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:06.291634,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:07.748832,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:09.253049,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:10.826962,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:12.598559,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:14.288198,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:16.537278,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:18.959391,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:20.373529,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:21.822040,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:23.341176,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:24.906262,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(18.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:26.397869,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:27.809057,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:29.233813,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:30.687530,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:32.151027,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:33.639187,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:34.982271,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:36.373993,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:37.790782,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:39.185888,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:40.559594,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:41.976554,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:43.360732,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:44.746727,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:46.167755,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:47.522017,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:48.840116,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:50.110583,"(51.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(9.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:51.414826,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:52.687068,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:54.008406,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:55.351773,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:56.636404,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:57.933515,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:07:59.265047,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:08:00.610281,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:08:01.964841,"(61.0, 99999, 99990)","(7.0, 99999, 99990)","(8.5, 99999, 99990)","(19.0, 99999, 99990)","(41.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.85, 99999, 99990)","(8.5, 99999, 99990)","(9.0, 99999, 99990)"
