,Priddy Sublime,Stepping Stones,Magic Pebbles,Szabolski Leis,Nine Diamonds,Machs Mareta Nz,Mia Ragazza Nz,Major Grace Nz,Juniper,Nova Baxter
08-01-2023 16:58:33.000997,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:34.265753,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:35.536920,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:36.804272,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:38.113377,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:39.639300,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:40.951692,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:42.299101,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:43.699190,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:45.413756,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:47.092816,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:48.620477,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:50.129486,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:51.540909,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:52.892276,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:54.152121,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:55.427073,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:56.784952,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:58.177698,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:58:59.521883,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:00.933048,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:02.227368,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:03.564175,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:05.036493,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:06.586078,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:08.005773,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:09.533052,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:10.981871,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:12.368442,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:13.706909,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:15.043197,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:16.389302,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:17.805335,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:19.315117,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:20.703236,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:22.096921,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:23.404616,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:24.748171,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:26.187097,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:27.572042,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:28.979765,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:30.381781,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:31.937452,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:33.416858,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:35.257579,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:37.002771,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:38.493255,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:39.800973,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:41.140251,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:42.526209,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:43.961589,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:45.317655,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:46.761517,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:48.179265,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:49.575551,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:51.181781,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:52.591054,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:53.958901,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:55.272745,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:56.619470,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:57.965191,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 16:59:59.395066,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:00.854696,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:02.333789,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:03.722410,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:05.227667,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:06.620799,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:07.971938,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:09.378736,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:10.816064,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:12.215905,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:13.604497,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:14.994333,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:16.334082,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:17.689509,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:18.974771,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:20.298938,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:21.723748,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:23.095081,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:24.485800,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:25.736743,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:27.020081,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:28.342886,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:29.630820,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:31.026802,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:32.429552,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:33.827253,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
08-01-2023 17:00:35.115986,"(41.0, 99999, 99990)","(6.5, 99999, 99990)","(8.5, 99999, 99990)","(17.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(1.8, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)"
