,Aqua Blaze,Pacific Prayer,Crawl Back,Zar Zar Bing,Chasing Rascal,Ocean Girl,Inter Barty,Queen Zipper
15-12-2022 14:31:55.928779,"(10.0, 17.0, 16.61111111111111)","(2.6, 3.05, 3.006)","(4.2, 5.1, 4.8428571428571425)","(3.4, 5.2, 4.5600000000000005)","(15.0, 34.0, 31.25)","(41.0, 240.0, 174.0)","(6.0, 9.8, 9.571428571428573)","(31.0, 130.0, 83.0)"
15-12-2022 14:31:57.190563,"(10.0, 17.0, 16.61111111111111)","(2.6, 3.05, 3.006)","(4.2, 5.1, 4.8428571428571425)","(3.4, 5.2, 4.5600000000000005)","(15.0, 34.0, 29.5)","(41.0, 240.0, 174.0)","(6.0, 9.8, 9.571428571428573)","(31.0, 130.0, 83.0)"
15-12-2022 14:31:58.405552,"(10.0, 17.0, 16.61111111111111)","(2.6, 3.1, 3.0428571428571427)","(4.2, 5.1, 4.8428571428571425)","(3.4, 5.2, 4.769230769230769)","(15.0, 36.0, 31.666666666666664)","(41.0, 240.0, 174.0)","(6.0, 9.8, 9.571428571428573)","(31.0, 130.0, 83.0)"
15-12-2022 14:31:59.585278,"(10.0, 17.0, 16.61111111111111)","(2.6, 3.1, 3.0428571428571427)","(4.2, 5.1, 4.8428571428571425)","(3.4, 5.2, 4.769230769230769)","(15.0, 36.0, 31.666666666666664)","(41.0, 240.0, 174.0)","(6.0, 9.8, 9.571428571428573)","(31.0, 130.0, 83.0)"
15-12-2022 14:32:00.720979,"(10.0, 17.0, 16.61111111111111)","(2.6, 3.1, 3.0428571428571427)","(4.2, 5.1, 4.8428571428571425)","(3.4, 5.2, 4.769230769230769)","(15.0, 36.0, 31.666666666666664)","(41.0, 240.0, 174.0)","(6.0, 9.8, 9.571428571428573)","(31.0, 130.0, 83.0)"
15-12-2022 14:32:01.871415,"(10.0, 17.0, 16.61111111111111)","(2.6, 3.1, 3.0428571428571427)","(4.2, 5.1, 4.949999999999999)","(3.4, 5.2, 4.769230769230769)","(15.0, 36.0, 34.0)","(41.0, 240.0, 196.0)","(6.0, 9.8, 9.0)","(31.0, 130.0, 104.36363636363636)"
15-12-2022 14:32:03.285486,"(10.0, 17.0, 16.61111111111111)","(2.6, 3.2, 3.0700000000000003)","(4.2, 5.1, 4.8428571428571425)","(3.4, 5.2, 4.933333333333334)","(15.0, 36.0, 34.0)","(41.0, 240.0, 160.8)","(6.0, 9.8, 9.571428571428573)","(31.0, 130.0, 83.0)"
15-12-2022 14:32:05.237538,"(10.0, 17.0, 16.125)","(2.6, 3.2, 3.0417391304347827)","(4.2, 5.1, 4.8428571428571425)","(3.4, 5.2, 4.933333333333334)","(15.0, 36.0, 34.0)","(41.0, 240.0, 160.8)","(6.0, 9.8, 9.571428571428573)","(31.0, 130.0, 83.0)"
15-12-2022 14:32:06.364656,"(10.0, 17.0, 16.125)","(2.6, 3.2, 3.0417391304347827)","(4.2, 5.1, 5.0249999999999995)","(3.4, 5.2, 4.5600000000000005)","(15.0, 36.0, 33.375)","(41.0, 240.0, 160.8)","(6.0, 9.8, 9.622222222222224)","(31.0, 130.0, 83.0)"
15-12-2022 14:32:07.691222,"(10.0, 17.0, 23.857142857142858)","(2.6, 3.15, 3.0345)","(4.2, 5.1, 5.033333333333333)","(3.4, 5.2, 4.769230769230769)","(15.0, 34.0, 35.42857142857143)","(41.0, 240.0, 196.0)","(6.0, 9.8, 9.545454545454545)","(31.0, 130.0, 104.36363636363636)"
15-12-2022 14:32:09.014656,"(10.0, 26.0, 23.857142857142858)","(2.6, 3.15, 3.1125)","(4.2, 5.1, 4.985714285714286)","(3.4, 5.2, 4.888888888888889)","(15.0, 40.0, 33.6)","(41.0, 240.0, 160.8)","(6.0, 11.0, 9.8)","(31.0, 130.0, 83.0)"
15-12-2022 14:32:10.430693,"(10.0, 27.0, 21.703703703703702)","(2.6, 3.15, 3.085714285714286)","(4.2, 5.1, 4.985714285714286)","(3.4, 5.2, 4.888888888888889)","(15.0, 40.0, 33.6)","(41.0, 240.0, 160.8)","(6.0, 11.0, 9.8)","(31.0, 130.0, 83.0)"
15-12-2022 14:32:11.746819,"(10.0, 27.0, 21.703703703703702)","(2.6, 3.2, 3.085714285714286)","(4.2, 5.1, 4.985714285714286)","(3.4, 5.2, 4.888888888888889)","(15.0, 40.0, 30.4)","(41.0, 240.0, 123.6)","(6.0, 11.0, 9.545454545454545)","(31.0, 130.0, 64.28571428571428)"
15-12-2022 14:32:13.030858,"(10.0, 26.0, 25.333333333333332)","(2.6, 3.2, 3.0695652173913044)","(4.2, 5.1, 4.985714285714286)","(3.4, 5.2, 4.821052631578947)","(15.0, 40.0, 33.53846153846154)","(41.0, 240.0, 141.0)","(6.0, 11.0, 11.56)","(31.0, 130.0, 101.25)"
15-12-2022 14:32:14.511563,"(10.0, 26.0, 25.333333333333332)","(2.6, 3.2, 3.0571428571428574)","(4.2, 5.1, 4.966666666666667)","(3.4, 5.2, 4.707692307692308)","(15.0, 40.0, 29.5)","(41.0, 240.0, 174.66666666666669)","(6.0, 12.0, 9.785714285714285)","(31.0, 130.0, 100.0)"
15-12-2022 14:32:15.970891,"(10.0, 26.0, 25.333333333333332)","(2.6, 3.2, 3.0571428571428574)","(4.2, 5.1, 4.966666666666667)","(3.4, 5.2, 4.707692307692308)","(15.0, 40.0, 29.5)","(41.0, 240.0, 174.66666666666669)","(6.0, 11.0, 9.785714285714285)","(31.0, 130.0, 100.0)"
15-12-2022 14:32:17.161800,"(10.0, 26.0, 25.333333333333332)","(2.6, 3.2, 3.0695652173913044)","(4.2, 5.1, 4.966666666666667)","(3.4, 5.2, 4.821052631578947)","(15.0, 40.0, 29.5)","(41.0, 240.0, 174.66666666666669)","(6.0, 11.0, 9.785714285714285)","(31.0, 130.0, 92.5)"
15-12-2022 14:32:18.544663,"(10.0, 26.0, 25.333333333333332)","(2.6, 3.2, 3.0571428571428574)","(4.2, 5.1, 5.027272727272727)","(3.4, 5.2, 4.844444444444445)","(15.0, 40.0, 33.53846153846154)","(41.0, 240.0, 180.6)","(6.0, 11.0, 11.371428571428572)","(31.0, 130.0, 65.71428571428572)"
15-12-2022 14:32:19.799609,"(10.0, 26.0, 25.333333333333332)","(2.6, 3.2, 3.0571428571428574)","(4.2, 5.1, 4.9)","(3.4, 5.2, 4.844444444444445)","(15.0, 40.0, 34.4)","(41.0, 240.0, 180.6)","(6.0, 12.0, 11.371428571428572)","(31.0, 130.0, 65.71428571428572)"
15-12-2022 14:32:21.026911,"(10.0, 26.0, 25.333333333333332)","(2.6, 3.2, 3.0571428571428574)","(4.2, 5.6, 5.033333333333333)","(3.4, 5.2, 4.707692307692308)","(15.0, 40.0, 29.5)","(41.0, 240.0, 131.0)","(6.0, 12.0, 9.0)","(31.0, 130.0, 104.16666666666666)"
15-12-2022 14:32:22.320930,"(10.0, 24.0, 16.242424242424242)","(2.6, 3.2, 3.0695652173913044)","(4.2, 5.1, 5.033333333333333)","(3.4, 5.2, 4.821052631578947)","(15.0, 40.0, 34.0)","(41.0, 220.0, 78.46153846153845)","(6.0, 11.0, 9.0)","(31.0, 110.0, 73.61111111111111)"
15-12-2022 14:32:23.646873,"(10.0, 23.0, 16.18918918918919)","(2.6, 3.2, 3.063157894736842)","(4.2, 5.1, 5.074999999999999)","(3.4, 5.2, 4.707692307692308)","(15.0, 38.0, 29.11111111111111)","(41.0, 200.0, 65.36842105263158)","(6.0, 11.0, 10.95)","(31.0, 95.0, 73.61111111111111)"
15-12-2022 14:32:24.952572,"(10.0, 23.0, 16.18918918918919)","(2.6, 3.15, 3.063157894736842)","(4.2, 5.1, 5.074999999999999)","(3.4, 5.2, 4.921739130434783)","(15.0, 40.0, 35.86363636363636)","(41.0, 190.0, 162.75)","(6.0, 12.0, 10.95)","(31.0, 95.0, 73.61111111111111)"
15-12-2022 14:32:26.115021,"(10.0, 21.0, 18.789473684210527)","(2.6, 3.15, 3.063157894736842)","(4.2, 5.1, 5.074999999999999)","(3.4, 5.2, 4.921739130434783)","(15.0, 40.0, 38.666666666666664)","(41.0, 180.0, 169.3846153846154)","(6.0, 12.0, 10.95)","(31.0, 95.0, 73.61111111111111)"
15-12-2022 14:32:27.411376,"(10.0, 21.0, 18.789473684210527)","(2.6, 3.15, 3.052941176470588)","(4.2, 5.1, 5.033333333333333)","(3.4, 5.2, 4.707692307692308)","(15.0, 40.0, 39.14285714285714)","(41.0, 180.0, 132.46153846153845)","(6.0, 12.0, 9.133333333333333)","(31.0, 95.0, 81.25)"
15-12-2022 14:32:28.759594,"(10.0, 21.0, 18.0)","(2.6, 3.15, 2.9391666666666665)","(4.2, 5.1, 5.0636363636363635)","(3.4, 5.2, 4.888888888888889)","(15.0, 40.0, 39.14285714285714)","(41.0, 140.0, 114.0)","(6.0, 11.0, 9.35)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:30.007743,"(10.0, 21.0, 18.0)","(2.6, 3.15, 2.9391666666666665)","(4.2, 5.1, 5.0636363636363635)","(3.4, 5.2, 4.888888888888889)","(15.0, 40.0, 39.3125)","(41.0, 120.0, 104.4)","(6.0, 10.5, 9.35)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:31.221326,"(10.0, 19.5, 18.807692307692307)","(2.6, 3.2, 2.99)","(4.2, 5.1, 5.0636363636363635)","(3.4, 5.2, 4.966666666666667)","(15.0, 40.0, 38.9)","(41.0, 120.0, 104.4)","(6.0, 10.5, 11.366666666666667)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:32.423790,"(10.0, 19.5, 18.3)","(2.6, 3.2, 2.9923076923076923)","(4.2, 5.1, 5.033333333333333)","(3.4, 5.2, 4.905263157894737)","(15.0, 40.0, 39.0)","(41.0, 120.0, 104.4)","(6.0, 12.0, 10.35)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:33.643583,"(10.0, 19.5, 18.357142857142858)","(2.6, 3.15, 2.9384615384615382)","(4.2, 5.1, 5.033333333333333)","(3.4, 5.2, 4.947368421052632)","(15.0, 40.0, 39.0)","(41.0, 110.0, 87.33333333333333)","(6.0, 12.5, 10.35)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:34.847911,"(10.0, 19.5, 19.214285714285715)","(2.6, 3.15, 2.9384615384615382)","(4.2, 5.1, 5.033333333333333)","(3.4, 5.2, 4.892307692307693)","(15.0, 40.0, 39.0)","(41.0, 100.0, 80.66666666666667)","(6.0, 12.5, 11.783333333333333)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:36.030552,"(10.0, 19.0, 17.775)","(2.6, 3.1, 2.933333333333333)","(4.2, 5.1, 5.0636363636363635)","(3.4, 5.2, 4.977777777777778)","(15.0, 40.0, 38.0)","(41.0, 100.0, 80.66666666666667)","(6.0, 12.5, 11.783333333333333)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:37.336175,"(10.0, 19.0, 17.541666666666668)","(2.6, 3.1, 2.9375)","(4.2, 5.1, 5.0636363636363635)","(3.4, 5.2, 4.892307692307693)","(15.0, 40.0, 39.0)","(41.0, 100.0, 80.66666666666667)","(6.0, 12.5, 11.628571428571428)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:38.610641,"(10.0, 19.0, 16.8125)","(2.6, 3.05, 2.9910714285714284)","(4.2, 5.1, 5.0636363636363635)","(3.5, 5.2, 5.022222222222222)","(15.0, 40.0, 39.33333333333333)","(31.0, 100.0, 80.66666666666667)","(6.5, 13.0, 10.033333333333333)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:39.771930,"(10.0, 19.0, 16.8125)","(2.6, 3.05, 2.9910714285714284)","(4.2, 5.1, 5.033333333333333)","(3.5, 5.2, 4.953846153846154)","(15.0, 40.0, 39.42857142857143)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 10.557142857142857)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:40.947274,"(10.0, 19.0, 16.8125)","(2.6, 3.05, 2.9910714285714284)","(4.2, 5.1, 5.033333333333333)","(3.5, 5.2, 4.953846153846154)","(15.0, 40.0, 39.42857142857143)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 10.557142857142857)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:42.039867,"(10.0, 19.0, 16.8125)","(2.6, 3.05, 2.9910714285714284)","(4.2, 5.1, 5.033333333333333)","(3.5, 5.2, 4.953846153846154)","(15.0, 40.0, 39.42857142857143)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 11.366666666666667)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:43.232079,"(10.0, 19.0, 17.541666666666668)","(2.6, 3.05, 2.9675)","(4.2, 5.1, 5.0636363636363635)","(3.5, 5.2, 4.953846153846154)","(15.0, 40.0, 39.42857142857143)","(31.0, 100.0, 80.66666666666667)","(6.5, 12.0, 10.95)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:44.409528,"(10.0, 19.0, 16.8125)","(2.6, 3.05, 2.94)","(4.2, 5.1, 5.033333333333333)","(3.5, 5.2, 5.089655172413793)","(15.0, 40.0, 37.333333333333336)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 10.533333333333333)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:45.588612,"(10.0, 19.0, 18.166666666666668)","(2.6, 3.05, 2.94)","(4.2, 5.1, 5.033333333333333)","(3.5, 5.2, 5.089655172413793)","(15.0, 40.0, 37.333333333333336)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.0, 10.533333333333333)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:46.736296,"(10.0, 19.0, 18.166666666666668)","(2.6, 3.05, 2.94)","(4.2, 5.1, 5.033333333333333)","(3.5, 5.2, 5.066666666666666)","(15.0, 40.0, 39.38461538461539)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.0, 10.533333333333333)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:47.925416,"(10.0, 19.0, 18.166666666666668)","(2.6, 3.05, 2.94)","(4.2, 5.1, 5.0636363636363635)","(3.5, 5.2, 5.066666666666666)","(15.0, 40.0, 39.38461538461539)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.0, 10.533333333333333)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:49.316398,"(10.0, 19.0, 18.166666666666668)","(2.6, 3.05, 2.769230769230769)","(4.2, 5.1, 5.033333333333333)","(3.5, 5.2, 5.066666666666667)","(15.0, 40.0, 39.5)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.0, 11.2)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:50.669243,"(10.0, 19.0, 18.166666666666668)","(2.6, 2.88, 2.8049999999999997)","(4.2, 5.1, 5.518181818181818)","(3.5, 5.2, 5.066666666666667)","(15.0, 40.0, 39.5)","(31.0, 100.0, 80.66666666666667)","(6.5, 13.0, 9.366666666666667)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:32:51.848432,"(10.0, 19.0, 18.166666666666668)","(2.6, 2.88, 2.8049999999999997)","(4.2, 5.6, 5.518181818181818)","(3.5, 5.2, 5.022222222222222)","(15.0, 40.0, 39.5)","(31.0, 100.0, 80.66666666666667)","(6.5, 9.6, 12.2)","(31.0, 85.0, 82.1875)"
15-12-2022 14:32:52.997008,"(10.0, 19.0, 17.125)","(2.6, 2.88, 2.8)","(4.2, 5.6, 5.13448275862069)","(3.5, 5.2, 5.022222222222222)","(15.0, 40.0, 39.5)","(31.0, 100.0, 80.66666666666667)","(6.5, 13.0, 12.2)","(31.0, 85.0, 82.1875)"
15-12-2022 14:32:54.210510,"(10.0, 19.0, 17.125)","(2.6, 2.86, 2.8099999999999996)","(4.2, 5.6, 5.363157894736842)","(3.5, 5.2, 5.066666666666667)","(15.0, 40.0, 39.5)","(31.0, 100.0, 80.66666666666667)","(6.5, 13.0, 11.271428571428572)","(31.0, 85.0, 82.1875)"
15-12-2022 14:32:55.458885,"(10.0, 19.0, 17.75)","(2.6, 2.86, 2.8099999999999996)","(4.2, 5.6, 5.363157894736842)","(3.5, 5.2, 5.066666666666667)","(17.0, 40.0, 39.0)","(31.0, 100.0, 80.66666666666667)","(6.5, 12.5, 10.95)","(31.0, 85.0, 82.1875)"
15-12-2022 14:32:56.563940,"(10.0, 19.0, 17.125)","(2.6, 2.86, 2.803478260869565)","(4.2, 5.6, 5.155555555555555)","(3.5, 5.2, 5.085714285714285)","(17.0, 40.0, 39.0)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 10.95)","(31.0, 85.0, 82.1875)"
15-12-2022 14:32:57.669287,"(10.0, 19.0, 17.125)","(2.6, 2.86, 2.7957142857142854)","(4.2, 5.6, 5.155555555555555)","(3.5, 5.2, 5.11578947368421)","(17.0, 40.0, 39.0)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 10.95)","(31.0, 85.0, 82.1875)"
15-12-2022 14:32:58.846507,"(10.0, 19.0, 17.125)","(2.6, 2.86, 2.7957142857142854)","(4.2, 5.6, 5.155555555555555)","(3.5, 5.2, 5.11578947368421)","(17.0, 40.0, 39.0)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 10.95)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:00.149761,"(10.0, 19.0, 17.75)","(2.6, 2.84, 2.7907692307692304)","(4.2, 5.6, 5.223529411764706)","(3.5, 5.2, 5.138461538461538)","(17.0, 40.0, 39.45454545454545)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.0, 10.95)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:01.316236,"(10.0, 19.0, 17.125)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.292307692307692)","(3.5, 5.2, 5.0)","(17.0, 40.0, 39.45454545454545)","(31.0, 100.0, 80.66666666666667)","(6.5, 11.5, 11.271428571428572)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:02.581756,"(10.0, 19.0, 17.75)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.333333333333333)","(3.5, 5.2, 5.0)","(17.0, 40.0, 39.45454545454545)","(31.0, 100.0, 84.4)","(6.5, 12.5, 11.271428571428572)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:03.697381,"(10.0, 19.0, 17.75)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.333333333333333)","(3.5, 5.2, 4.96)","(17.0, 40.0, 39.0)","(31.0, 95.0, 86.3076923076923)","(6.5, 12.5, 11.366666666666667)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:04.896221,"(10.0, 19.0, 17.125)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.199999999999999)","(3.5, 5.2, 4.96)","(17.0, 40.0, 39.45454545454545)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 11.366666666666667)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:06.090965,"(10.0, 19.0, 17.75)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.333333333333333)","(3.5, 5.2, 4.96)","(17.0, 40.0, 39.45454545454545)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 11.366666666666667)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:07.214616,"(10.0, 19.0, 17.75)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.333333333333333)","(3.5, 5.2, 4.933333333333334)","(17.0, 40.0, 39.42857142857143)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.914285714285715)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:08.384101,"(10.0, 19.0, 17.125)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.199999999999999)","(3.5, 5.2, 5.058823529411765)","(17.0, 40.0, 51.0)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.914285714285715)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:09.552404,"(10.0, 19.0, 17.125)","(2.6, 2.84, 2.782222222222222)","(4.2, 5.6, 5.199999999999999)","(3.5, 5.2, 5.058823529411765)","(17.0, 60.0, 50.11764705882353)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.1)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:10.777633,"(10.0, 19.0, 17.75)","(2.6, 2.84, 2.7482352941176473)","(4.2, 5.6, 5.199999999999999)","(3.5, 5.2, 5.090909090909091)","(17.0, 60.0, 50.11764705882353)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.1)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:11.871088,"(10.0, 19.0, 17.125)","(2.6, 2.84, 2.7482352941176473)","(4.2, 5.6, 5.199999999999999)","(3.5, 5.2, 5.090909090909091)","(17.0, 60.0, 52.36363636363636)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 9.466666666666667)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:13.009250,"(10.0, 19.0, 17.125)","(2.6, 2.82, 2.7381818181818183)","(4.2, 5.6, 5.333333333333333)","(3.5, 5.2, 5.090909090909091)","(17.0, 60.0, 52.36363636363636)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.1)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:14.218000,"(10.0, 19.0, 17.235294117647058)","(2.6, 2.82, 2.7381818181818183)","(4.2, 5.6, 5.333333333333333)","(3.5, 5.2, 5.050000000000001)","(17.0, 60.0, 49.5)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.1)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:15.366649,"(10.0, 18.5, 16.7)","(2.6, 2.82, 2.7533333333333334)","(4.2, 5.6, 5.333333333333333)","(3.5, 5.2, 5.050000000000001)","(17.0, 60.0, 49.5)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.1)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:16.442083,"(10.0, 18.5, 17.115384615384617)","(2.6, 2.82, 2.7533333333333334)","(4.2, 5.6, 5.446153846153846)","(3.5, 5.2, 5.085714285714286)","(17.0, 60.0, 49.5)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 9.466666666666667)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:17.576143,"(10.0, 18.5, 17.115384615384617)","(2.6, 2.82, 2.7533333333333334)","(4.2, 5.6, 5.446153846153846)","(3.6, 5.2, 5.085714285714286)","(17.0, 60.0, 49.5)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 9.466666666666667)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:18.798460,"(10.0, 18.5, 16.7)","(2.6, 2.82, 2.7533333333333334)","(4.2, 5.6, 5.446153846153846)","(3.6, 5.2, 5.085714285714286)","(17.0, 60.0, 52.0)","(31.0, 90.0, 86.3076923076923)","(6.5, 12.0, 10.1)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:19.994063,"(10.0, 18.5, 16.7)","(2.6, 2.82, 2.7533333333333334)","(4.2, 5.6, 5.446153846153846)","(3.6, 5.2, 5.105882352941177)","(17.0, 60.0, 35.5)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 9.719999999999999)","(31.0, 85.0, 82.1875)"
15-12-2022 14:33:21.181859,"(10.0, 18.5, 16.666666666666668)","(2.6, 2.82, 2.7533333333333334)","(4.2, 5.6, 5.446153846153846)","(3.6, 5.2, 5.127272727272727)","(17.0, 60.0, 40.4)","(31.0, 90.0, 87.33333333333333)","(6.5, 11.5, 11.338888888888889)","(31.0, 85.0, 82.35294117647058)"
15-12-2022 14:33:22.279476,"(10.0, 18.5, 16.3)","(2.6, 2.82, 2.7533333333333334)","(4.2, 5.6, 5.446153846153846)","(3.6, 5.2, 5.127272727272727)","(17.0, 60.0, 35.5)","(31.0, 90.0, 87.33333333333333)","(6.5, 11.5, 11.338888888888889)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:23.511700,"(10.0, 18.5, 16.666666666666668)","(2.6, 2.82, 2.749032258064516)","(4.2, 5.6, 5.32)","(3.6, 5.2, 5.127272727272727)","(17.0, 60.0, 38.0)","(31.0, 90.0, 87.33333333333333)","(6.5, 11.5, 11.368181818181817)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:24.615316,"(10.0, 18.5, 17.19047619047619)","(2.6, 2.82, 2.749032258064516)","(4.2, 5.6, 5.32)","(3.6, 5.2, 5.116666666666667)","(17.0, 60.0, 34.333333333333336)","(31.0, 90.0, 87.33333333333333)","(6.5, 11.5, 10.583333333333334)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:25.729947,"(10.0, 18.5, 17.19047619047619)","(2.6, 2.82, 2.7609090909090908)","(4.2, 5.5, 4.956)","(3.6, 5.2, 5.127272727272727)","(17.0, 60.0, 34.333333333333336)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.583333333333334)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:26.895788,"(10.0, 18.5, 17.19047619047619)","(2.6, 2.82, 2.7609090909090908)","(4.2, 5.5, 4.766666666666667)","(3.6, 5.2, 5.290909090909091)","(17.0, 60.0, 38.0)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.430769230769231)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:28.186483,"(10.0, 18.5, 17.0)","(2.6, 2.82, 2.7546153846153847)","(4.2, 5.5, 4.62)","(3.6, 5.8, 5.246153846153846)","(17.0, 60.0, 34.333333333333336)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.430769230769231)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:29.443836,"(10.0, 18.5, 16.454545454545453)","(2.6, 2.82, 2.7546153846153847)","(4.2, 5.5, 4.7)","(3.6, 5.8, 5.246153846153846)","(17.0, 60.0, 34.333333333333336)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.60909090909091)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:30.636681,"(10.0, 18.5, 16.735294117647058)","(2.6, 2.82, 2.7546153846153847)","(4.2, 5.5, 4.717391304347826)","(3.6, 5.8, 5.35)","(17.0, 60.0, 38.0)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.60909090909091)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:31.909780,"(10.0, 18.5, 16.192307692307693)","(2.6, 2.8, 2.7415384615384615)","(4.2, 5.3, 4.88)","(3.6, 5.7, 5.35)","(17.0, 60.0, 38.0)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.60909090909091)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:33.116888,"(10.0, 18.5, 16.9375)","(2.6, 2.8, 2.7415384615384615)","(4.2, 5.2, 4.7)","(3.6, 5.7, 5.35)","(17.0, 60.0, 38.0)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.60909090909091)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:34.340004,"(10.0, 18.5, 17.30952380952381)","(2.6, 2.8, 2.745714285714286)","(4.2, 5.1, 4.8125)","(3.6, 5.7, 5.35)","(17.0, 60.0, 34.333333333333336)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.621621621621621)","(31.0, 85.0, 82.85714285714286)"
15-12-2022 14:33:35.358546,"(10.0, 18.5, 17.30952380952381)","(2.6, 2.8, 2.745714285714286)","(4.2, 5.0, 4.8125)","(3.6, 5.7, 5.35)","(17.0, 60.0, 34.333333333333336)","(31.0, 90.0, 87.33333333333333)","(6.5, 12.0, 10.621621621621621)","(31.0, 85.0, 82.85714285714286)"
