,Big Time Gift,Big Time May,Denuto,Sweet Mix,Big Time Dora,Kina Magic,Ariana Sunset
11-01-2023 12:54:03.708002,"(10.0, 24.0, 16.8)","(7.5, 16.0, 11.25)","(3.8, 7.6, 6.260869565217391)","(8.0, 17.0, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:04.864977,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.6, 6.260869565217391)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:06.069577,"(10.0, 23.0, 22.15)","(7.5, 15.5, 11.25)","(3.8, 7.6, 6.260869565217391)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:07.301216,"(10.0, 23.0, 22.15)","(7.5, 15.5, 11.25)","(3.8, 7.6, 6.260869565217391)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:08.450421,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.6, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:09.578250,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:10.756207,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:11.930730,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:12.968779,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:14.106879,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:15.249034,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:16.485146,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:17.671374,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:18.853697,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.705)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:20.036943,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.125)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:21.186012,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 13.83)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:22.263699,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:23.369033,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:24.544026,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:25.710442,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:26.835435,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:27.990751,"(10.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.0, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(20.0, 190.0, 112.375)","(26.0, 290.0, 158.5)"
11-01-2023 12:54:29.223476,"(11.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:30.504049,"(11.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:31.707725,"(11.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 13.83)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:32.950669,"(11.0, 23.0, 16.3)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 13.83)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:34.440259,"(11.0, 23.0, 18.53333333333333)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:35.699965,"(11.0, 23.0, 18.53333333333333)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:37.113456,"(11.0, 23.0, 18.6)","(7.5, 15.5, 11.25)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:38.340515,"(11.0, 23.0, 18.6)","(7.5, 15.5, 10.4)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:39.525662,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.4, 6.970588235294118)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:40.655631,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.4, 6.84)","(8.5, 16.5, 10.274999999999999)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:41.825702,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 13.83)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:43.029362,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 9.975)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 112.375)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:44.176222,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 86.5)","(31.0, 290.0, 158.5)"
11-01-2023 12:54:45.268687,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 190.0, 29.75)","(31.0, 290.0, 168.5)"
11-01-2023 12:54:46.425371,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 29.75)","(31.0, 310.0, 168.5)"
11-01-2023 12:54:47.625617,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 310.0, 254.5)"
11-01-2023 12:54:48.835569,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:49.862079,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.5, 10.4)","(3.8, 7.6, 6.84)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:51.004879,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 10.2)","(3.8, 7.6, 6.896875)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:52.251862,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 12.763636363636362)","(3.8, 7.6, 6.896875)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:53.370578,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 10.32)","(3.8, 7.6, 6.896875)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:54.421185,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 10.32)","(3.8, 7.6, 7.966666666666667)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:55.565259,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 10.32)","(3.8, 8.6, 5.433333333333334)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:56.690901,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 10.32)","(3.8, 8.6, 7.65)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:58.021471,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 10.32)","(3.8, 8.6, 7.65)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 254.5)"
11-01-2023 12:54:59.488388,"(11.0, 23.0, 14.333333333333332)","(7.5, 15.0, 10.72)","(3.8, 8.6, 7.65)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:00.752611,"(11.0, 23.0, 14.333333333333332)","(7.5, 16.0, 10.72)","(3.8, 8.6, 7.659999999999999)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:01.971772,"(11.0, 23.0, 14.333333333333332)","(7.5, 16.0, 10.72)","(3.8, 8.6, 7.659999999999999)","(8.5, 16.5, 10.425)","(1.65, 2.64, 1.7475)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:03.187924,"(11.0, 23.0, 14.333333333333332)","(7.5, 16.0, 13.0)","(3.8, 8.6, 5.433333333333334)","(8.5, 16.5, 10.425)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:04.450942,"(11.0, 23.0, 20.11111111111111)","(7.5, 16.0, 13.0)","(3.8, 8.6, 6.625)","(8.5, 16.5, 10.425)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:05.612903,"(11.0, 23.0, 20.11111111111111)","(7.5, 16.0, 13.0)","(3.8, 9.4, 5.237500000000001)","(8.5, 16.5, 10.425)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:06.795972,"(11.0, 25.0, 17.0)","(7.5, 16.0, 13.0)","(3.8, 9.4, 5.237500000000001)","(8.5, 16.5, 13.533333333333333)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:07.945288,"(11.0, 25.0, 17.0)","(7.5, 16.0, 13.0)","(3.8, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:09.145737,"(11.0, 25.0, 17.0)","(7.5, 16.0, 13.0)","(3.8, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:10.393110,"(11.0, 25.0, 17.0)","(7.5, 16.0, 13.0)","(3.8, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:11.594582,"(11.0, 25.0, 21.666666666666668)","(8.0, 16.0, 13.0)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:12.691780,"(11.0, 25.0, 21.666666666666668)","(8.0, 16.0, 13.0)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:13.909019,"(11.0, 25.0, 21.666666666666668)","(8.0, 16.0, 13.0)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.64, 2.0907692307692307)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:15.081527,"(11.0, 25.0, 21.666666666666668)","(8.0, 16.0, 13.0)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.64, 1.635625)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:16.137447,"(11.0, 25.0, 21.666666666666668)","(8.0, 17.0, 14.5)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.12, 1.6458823529411766)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:17.262324,"(11.0, 25.0, 21.666666666666668)","(8.0, 17.0, 14.5)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.12, 1.6458823529411766)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 261.0)"
11-01-2023 12:55:18.402635,"(11.0, 25.0, 21.666666666666668)","(8.0, 17.0, 15.625)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.12, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 164.0)"
11-01-2023 12:55:19.536820,"(11.0, 25.0, 21.666666666666668)","(8.0, 18.5, 15.625)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.1, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 209.33333333333334)"
11-01-2023 12:55:20.615356,"(11.0, 25.0, 21.666666666666668)","(8.0, 18.5, 15.625)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.1, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 209.33333333333334)"
11-01-2023 12:55:21.791814,"(11.0, 25.0, 21.666666666666668)","(8.0, 18.5, 15.625)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.1, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 209.33333333333334)"
11-01-2023 12:55:23.014348,"(11.0, 25.0, 21.666666666666668)","(8.0, 18.5, 16.857142857142858)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 13.83)","(1.65, 2.1, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 209.33333333333334)"
11-01-2023 12:55:24.144351,"(11.0, 23.0, 21.375)","(8.0, 18.5, 16.857142857142858)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.275)","(1.65, 2.1, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 209.33333333333334)"
11-01-2023 12:55:25.285425,"(11.0, 23.0, 21.375)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.275)","(1.65, 2.1, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 300.0, 102.85714285714286)"
11-01-2023 12:55:26.429148,"(11.0, 23.0, 21.375)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.275)","(1.65, 2.1, 1.7071428571428573)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:27.623829,"(11.0, 23.0, 21.375)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.275)","(1.65, 2.1, 1.632608695652174)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:28.686456,"(11.0, 23.0, 21.375)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.275)","(1.65, 2.1, 1.632608695652174)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:29.771768,"(11.0, 23.0, 21.375)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.275)","(1.65, 2.1, 1.96)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:30.949179,"(11.0, 23.0, 18.272727272727273)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.275)","(1.65, 2.08, 1.96)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:32.133727,"(11.0, 24.0, 18.909090909090907)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 16.5, 14.649999999999999)","(1.65, 2.08, 1.96)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:33.254101,"(11.0, 24.0, 18.909090909090907)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.08, 1.96)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:34.420512,"(11.0, 24.0, 18.909090909090907)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.08, 1.96)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:35.650514,"(11.0, 24.0, 18.909090909090907)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.08, 1.6553846153846155)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:36.847271,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.08, 1.6553846153846155)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:37.994099,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 17.285714285714285)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.08, 1.945)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:39.114081,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 15.066666666666666)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 2.042692307692308)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:40.281490,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 15.066666666666666)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:41.430034,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 15.066666666666666)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:42.521985,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 15.066666666666666)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:43.709427,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 15.066666666666666)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:44.849943,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 15.066666666666666)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:46.017034,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 17.474999999999998)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:47.163160,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 17.666666666666664)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:48.302886,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 17.799999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 14.649999999999999)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:49.485002,"(11.0, 25.0, 21.666666666666668)","(8.0, 19.0, 17.799999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.0, 15.025)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:50.682096,"(11.0, 26.0, 21.200000000000003)","(8.0, 19.0, 17.799999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.5, 15.025)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:51.798906,"(11.0, 26.0, 21.200000000000003)","(8.0, 19.0, 17.799999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.5, 15.025)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:52.892638,"(11.0, 26.0, 21.200000000000003)","(8.0, 24.0, 22.299999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.5, 15.025)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:53.992614,"(11.0, 26.0, 21.200000000000003)","(8.0, 24.0, 22.299999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.5, 15.025)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:55.100062,"(11.0, 26.0, 21.200000000000003)","(8.0, 24.0, 22.299999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.5, 15.025)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
11-01-2023 12:55:56.175548,"(11.0, 26.0, 21.200000000000003)","(8.0, 24.0, 22.299999999999997)","(3.9, 9.4, 5.237500000000001)","(8.5, 17.5, 15.025)","(1.65, 2.06, 1.84)","(21.0, 42.0, 27.363636363636363)","(31.0, 290.0, 102.85714285714286)"
