,Alaskan Storm,Allonsy,Dominion Dancer,Frankly Rosie,Subculture,Tempestarii,World War Two,Mississippi Maggie,Pierroma,Reo
08-01-2023 13:30:18.828160,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 24.0)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:20.176279,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 21.5)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:21.547253,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 22.083333333333336)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:22.785616,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 20.1)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:24.040162,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 23.923076923076923)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:25.236254,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 24.125)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:26.425599,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 166.0)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 22.4)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:27.679182,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 166.0)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 22.4)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:28.903569,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 166.0)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 22.4)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.646464646464646)"
08-01-2023 13:30:30.151839,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 166.0)","(61.0, 210.0, 130.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 22.4)","(5.5, 7.6, 7.3999999999999995)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.443939393939394)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.605263157894737)"
08-01-2023 13:30:31.371466,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 166.0)","(61.0, 210.0, 150.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 22.11111111111111)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4941176470588236)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.620253164556963)"
08-01-2023 13:30:32.655830,"(2.9, 3.8, 3.6055555555555556)","(71.0, 210.0, 166.0)","(61.0, 210.0, 150.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 22.11111111111111)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4941176470588236)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.620253164556963)"
08-01-2023 13:30:33.956021,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 166.0)","(61.0, 210.0, 150.0)","(61.0, 200.0, 152.0)","(15.0, 25.0, 19.25)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4976190476190476)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.620253164556963)"
08-01-2023 13:30:35.195159,"(2.9, 3.8, 3.683333333333333)","(71.0, 210.0, 166.0)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.25)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4976190476190476)","(81.0, 220.0, 170.0)","(3.6, 5.0, 4.826470588235295)"
08-01-2023 13:30:36.343820,"(2.9, 3.8, 3.7222222222222223)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.25)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4976190476190476)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:37.511505,"(2.9, 3.8, 3.7222222222222223)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.25)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4976190476190476)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:38.653132,"(2.9, 3.8, 3.7222222222222223)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.25)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4976190476190476)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:39.822699,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.192307692307693)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.4976190476190476)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:41.059184,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.192307692307693)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.5, 3.6714285714285713)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:42.332653,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.192307692307693)","(5.5, 7.6, 7.356521739130434)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.9, 3.7545454545454544)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:43.646164,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.192307692307693)","(5.5, 7.6, 7.274074074074074)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.9, 3.5185185185185186)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:44.978135,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.192307692307693)","(5.5, 7.6, 7.274074074074074)","(101.0, 220.0, 193.33333333333334)","(3.0, 4.0, 3.6350000000000002)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:46.308996,"(2.9, 3.8, 3.769230769230769)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 170.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 20.25)","(5.5, 7.6, 7.274074074074074)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.95, 3.5028436018957345)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:47.580007,"(2.9, 3.8, 3.769230769230769)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.6, 3.5009661835748793)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:48.818109,"(2.9, 3.8, 3.769230769230769)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.6, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:49.992280,"(2.9, 3.8, 3.769230769230769)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:51.194641,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:52.348659,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:53.471161,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:54.625681,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:55.900917,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:57.173883,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:58.469069,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:30:59.719498,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:00.958709,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:02.204684,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:03.451581,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:04.683186,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.25)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:05.874727,"(2.9, 3.8, 3.66)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 19.0)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:07.082872,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:08.280272,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:09.450234,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.6, 7.384615384615384)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:10.650556,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.4, 7.217391304347826)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:11.806394,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.4, 7.217391304347826)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:12.936575,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.4, 7.217391304347826)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:14.109035,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 150.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.4, 7.217391304347826)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.826470588235295)"
08-01-2023 13:31:15.321947,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.4, 7.12)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.786363636363637)"
08-01-2023 13:31:16.578294,"(2.9, 3.8, 3.58125)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 23.0, 19.0)","(5.5, 7.4, 7.0181818181818185)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.65)"
08-01-2023 13:31:17.853164,"(2.9, 3.75, 3.61875)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.875)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.65)"
08-01-2023 13:31:19.118974,"(2.9, 3.75, 3.61875)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.875)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:20.375640,"(2.9, 3.75, 3.61875)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.875)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:21.645930,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:22.926129,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:24.142396,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:25.358747,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:26.570778,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:27.785188,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:28.980212,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.890909090909091)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:30.172400,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.4)","(5.5, 7.4, 6.866666666666666)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:31.420928,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 166.0)","(61.0, 210.0, 162.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:32.679582,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:33.982337,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:35.243851,"(2.9, 3.75, 3.6375)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:36.457202,"(2.9, 3.75, 3.63)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:37.606246,"(2.9, 3.75, 3.5)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:38.758044,"(2.9, 3.75, 3.5)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:39.942874,"(2.9, 3.75, 3.5)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 21.384615384615387)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:41.109330,"(2.9, 3.75, 3.5)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.58823529411765)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
08-01-2023 13:31:42.289802,"(2.9, 3.75, 3.5)","(71.0, 210.0, 136.66666666666666)","(61.0, 210.0, 130.0)","(61.0, 200.0, 140.0)","(15.0, 22.0, 20.58823529411765)","(5.5, 7.2, 6.720000000000001)","(101.0, 220.0, 193.33333333333334)","(3.0, 3.55, 3.5142857142857142)","(81.0, 220.0, 170.0)","(3.6, 4.9, 4.800000000000001)"
