,Farmor Smitten,Joey The Poke,Haras Harley,Lingonberry,Bogie Hurricane,Comical Hope
09-01-2023 18:33:34.362598,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.612)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:35.315990,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.612)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:36.295570,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.557142857142857)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:37.291259,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.557142857142857)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:38.313041,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:39.273292,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:40.248745,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:41.234459,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.6000000000000005)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:42.181218,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.6000000000000005)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:43.199191,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.6000000000000005)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:44.147514,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:45.128572,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:46.062730,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:46.966546,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:47.897265,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.5)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:48.879871,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.4714285714285715)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:49.880064,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.557142857142857)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:50.895355,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.557142857142857)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:51.961971,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.6)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:52.948125,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.525)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:53.905515,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.58421052631579)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:54.809357,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.58421052631579)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7254545454545454)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:55.764853,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.58421052631579)","(91.0, 590.0, 178.75)","(1.55, 1.84, 1.7442857142857142)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:56.667102,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.58421052631579)","(91.0, 590.0, 178.75)","(1.55, 1.83, 1.7442857142857142)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:57.660451,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.65)","(91.0, 590.0, 178.75)","(1.55, 1.83, 1.7442857142857142)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:58.629825,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.557142857142857)","(91.0, 590.0, 178.75)","(1.55, 1.83, 1.7442857142857142)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:33:59.545530,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.66)","(91.0, 590.0, 178.75)","(1.55, 1.83, 1.7442857142857142)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:34:00.489819,"(9.0, 24.0, 15.0)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.66)","(91.0, 590.0, 178.75)","(1.55, 1.83, 1.7457894736842106)","(18.0, 60.0, 37.333333333333336)"
09-01-2023 18:34:01.444584,"(9.0, 24.0, 14.4)","(5.0, 8.6, 7.988888888888889)","(3.8, 4.9, 4.663636363636364)","(91.0, 590.0, 178.75)","(1.55, 1.83, 1.7457894736842106)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:02.471014,"(9.0, 23.0, 21.6875)","(5.0, 8.4, 8.0)","(3.8, 4.9, 4.6)","(91.0, 580.0, 157.5)","(1.55, 1.82, 1.74875)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:03.489247,"(9.0, 23.0, 18.0)","(5.0, 8.4, 8.040000000000001)","(3.8, 4.9, 4.6)","(91.0, 570.0, 206.0)","(1.55, 1.82, 1.744)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:04.543622,"(9.0, 25.0, 17.0)","(5.0, 8.4, 8.040000000000001)","(3.8, 4.9, 4.6)","(91.0, 550.0, 206.0)","(1.55, 1.82, 1.744)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:05.541791,"(9.0, 25.0, 17.0)","(5.0, 8.4, 8.040000000000001)","(3.8, 4.9, 4.6)","(91.0, 540.0, 180.0)","(1.55, 1.82, 1.744)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:06.505210,"(9.0, 25.0, 17.0)","(5.0, 8.4, 8.088888888888889)","(3.8, 4.9, 4.6)","(91.0, 540.0, 180.0)","(1.55, 1.82, 1.7345)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:07.510930,"(9.0, 25.0, 23.46666666666667)","(5.0, 8.6, 8.476923076923077)","(3.8, 4.9, 4.578571428571429)","(91.0, 540.0, 180.0)","(1.55, 1.82, 1.7345)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:08.454848,"(9.0, 26.0, 21.6)","(5.0, 8.6, 8.133333333333333)","(3.8, 4.9, 4.590476190476191)","(91.0, 530.0, 188.33333333333331)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:09.416645,"(9.0, 26.0, 22.0)","(5.0, 8.6, 8.25)","(3.8, 4.9, 4.531578947368422)","(91.0, 510.0, 246.66666666666669)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:10.433205,"(9.0, 26.0, 23.142857142857142)","(5.0, 8.6, 8.25)","(3.8, 4.9, 4.531578947368422)","(91.0, 500.0, 215.0)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:11.401947,"(9.0, 26.0, 23.142857142857142)","(5.0, 8.6, 8.25)","(3.8, 4.9, 4.55)","(91.0, 500.0, 215.0)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 32.8)"
09-01-2023 18:34:12.332814,"(9.0, 26.0, 23.142857142857142)","(5.0, 8.6, 8.25)","(3.8, 4.9, 4.55)","(91.0, 500.0, 215.0)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:13.290804,"(9.0, 27.0, 24.142857142857142)","(5.0, 8.6, 8.25)","(3.8, 4.9, 4.55)","(91.0, 500.0, 215.0)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:14.257593,"(9.0, 26.0, 25.1)","(5.0, 8.6, 8.25)","(3.8, 4.9, 4.5)","(91.0, 500.0, 215.0)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:15.245087,"(9.0, 26.0, 23.875)","(5.0, 8.6, 7.725)","(3.8, 4.8, 4.48)","(91.0, 500.0, 215.0)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:16.237810,"(9.0, 27.0, 26.136363636363637)","(5.0, 8.6, 7.447058823529412)","(3.8, 4.8, 4.533333333333333)","(91.0, 500.0, 272.0)","(1.55, 1.82, 1.7272093023255815)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:17.244940,"(9.0, 27.0, 26.307692307692307)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.48)","(91.0, 500.0, 272.0)","(1.55, 1.82, 1.659230769230769)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:18.275934,"(9.0, 29.0, 25.25)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.533333333333333)","(91.0, 500.0, 272.0)","(1.55, 1.82, 1.6757894736842105)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:19.210521,"(9.0, 29.0, 23.705882352941178)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.72)","(91.0, 500.0, 272.0)","(1.55, 1.81, 1.670909090909091)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:20.129843,"(9.0, 29.0, 23.65625)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.7)","(91.0, 500.0, 272.0)","(1.55, 1.81, 1.7951351351351352)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:21.055085,"(9.0, 29.0, 24.92857142857143)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.7)","(91.0, 500.0, 272.0)","(1.55, 1.8, 1.7137499999999999)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:22.041562,"(9.0, 29.0, 24.92857142857143)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.7)","(91.0, 500.0, 272.0)","(1.55, 1.8, 1.73)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:23.030683,"(9.0, 29.0, 21.636363636363637)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.65)","(91.0, 500.0, 272.0)","(1.55, 1.79, 1.7433333333333334)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:24.060082,"(9.0, 29.0, 24.5)","(5.0, 8.6, 7.433333333333334)","(3.8, 4.8, 4.65)","(91.0, 500.0, 272.0)","(1.55, 1.79, 1.6773333333333333)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:25.009897,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.494736842105263)","(3.8, 4.8, 4.68)","(91.0, 500.0, 272.0)","(1.55, 1.79, 1.6773333333333333)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:26.063277,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.494736842105263)","(3.8, 4.8, 4.68)","(91.0, 500.0, 272.0)","(1.55, 1.79, 1.6961111111111111)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:26.984260,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.55)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.78, 1.7385714285714287)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:27.926017,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.55)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7385714285714287)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:28.911253,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.55)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:29.932418,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.55)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 34.4)"
09-01-2023 18:34:30.974612,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.55)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:32.032754,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.55)","(3.8, 4.8, 4.7)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:33.008334,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.7)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:33.954258,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.7)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:34.849036,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:35.783607,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 38.0)"
09-01-2023 18:34:36.807497,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 60.0, 52.33333333333333)"
09-01-2023 18:34:37.875253,"(9.0, 29.0, 25.684210526315788)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:38.961343,"(9.0, 29.0, 24.333333333333332)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.6)","(91.0, 500.0, 272.0)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:40.026948,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.6)","(91.0, 500.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:41.043754,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.529411764705882)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:41.939520,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 46.0)"
09-01-2023 18:34:42.855603,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:43.799023,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:44.794050,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:45.774533,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:46.731973,"(9.0, 29.0, 25.266666666666666)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.7149999999999999)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:47.710000,"(9.0, 29.0, 27.4)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 366.66666666666663)","(1.55, 1.77, 1.694375)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:48.631079,"(9.0, 32.0, 24.857142857142858)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.6)","(91.0, 490.0, 414.0)","(1.55, 1.77, 1.694375)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:49.620215,"(9.0, 32.0, 28.25)","(5.0, 8.6, 7.55)","(3.8, 4.8, 4.7)","(91.0, 490.0, 414.0)","(1.55, 1.77, 1.7433333333333334)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:50.634034,"(9.0, 32.0, 28.470588235294116)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.7)","(91.0, 490.0, 414.0)","(1.55, 1.76, 1.68)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:51.706847,"(9.0, 32.0, 28.470588235294116)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.7)","(91.0, 490.0, 414.0)","(1.55, 1.76, 1.7242857142857142)","(18.0, 65.0, 52.33333333333333)"
09-01-2023 18:34:52.779095,"(9.0, 32.0, 28.470588235294116)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.8, 4.7)","(91.0, 490.0, 414.0)","(1.55, 1.75, 1.705)","(18.0, 65.0, 42.2)"
09-01-2023 18:34:53.828814,"(9.0, 32.0, 28.470588235294116)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.9, 4.6)","(91.0, 490.0, 414.0)","(1.55, 1.75, 1.705)","(18.0, 65.0, 43.5)"
09-01-2023 18:34:54.755876,"(9.0, 32.0, 26.6)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.9, 4.6)","(91.0, 490.0, 414.0)","(1.55, 1.75, 1.705)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:55.666690,"(9.0, 32.0, 29.714285714285715)","(5.0, 8.6, 7.630769230769231)","(3.8, 4.9, 4.6)","(91.0, 490.0, 414.0)","(1.55, 1.75, 1.6881249999999999)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:56.631989,"(9.0, 32.0, 29.53846153846154)","(5.0, 8.6, 7.630769230769231)","(3.8, 5.3, 4.9)","(91.0, 490.0, 414.0)","(1.55, 1.75, 1.6881249999999999)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:57.709818,"(9.0, 30.0, 28.5)","(5.0, 8.6, 7.630769230769231)","(3.8, 5.3, 5.211111111111111)","(91.0, 490.0, 295.0)","(1.55, 1.74, 1.6766666666666665)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:58.781328,"(9.0, 30.0, 27.0)","(5.0, 8.6, 7.630769230769231)","(3.8, 5.3, 5.211111111111111)","(91.0, 490.0, 295.0)","(1.55, 1.74, 1.6745833333333333)","(18.0, 60.0, 43.5)"
09-01-2023 18:34:59.810030,"(9.0, 30.0, 26.25)","(5.0, 8.6, 7.630769230769231)","(3.8, 5.3, 5.183333333333334)","(91.0, 490.0, 233.33333333333334)","(1.55, 1.73, 1.7028571428571428)","(18.0, 60.0, 43.5)"
09-01-2023 18:35:00.884944,"(9.0, 30.0, 26.25)","(5.0, 8.6, 7.630769230769231)","(3.8, 5.3, 5.183333333333334)","(91.0, 500.0, 233.33333333333334)","(1.55, 1.72, 1.69)","(18.0, 60.0, 43.5)"
09-01-2023 18:35:01.894069,"(9.0, 30.0, 26.25)","(5.0, 8.6, 7.55)","(3.8, 5.3, 5.183333333333334)","(91.0, 500.0, 233.33333333333334)","(1.55, 1.72, 1.69)","(18.0, 60.0, 43.5)"
09-01-2023 18:35:02.878993,"(9.0, 30.0, 26.25)","(5.0, 8.6, 7.55)","(3.8, 5.3, 5.125)","(91.0, 500.0, 233.33333333333334)","(1.55, 1.72, 1.69)","(18.0, 60.0, 43.5)"
09-01-2023 18:35:03.889164,"(9.0, 30.0, 26.25)","(5.0, 8.6, 7.55)","(3.8, 5.3, 5.125)","(91.0, 500.0, 233.33333333333334)","(1.55, 1.72, 1.69)","(18.0, 60.0, 43.5)"
09-01-2023 18:35:04.911563,"(9.0, 30.0, 26.25)","(5.0, 8.6, 7.55)","(3.8, 5.3, 5.125)","(91.0, 500.0, 233.33333333333334)","(1.55, 1.72, 1.69)","(18.0, 60.0, 43.5)"
09-01-2023 18:35:05.956866,"(9.0, 30.0, 26.25)","(5.0, 8.6, 7.55)","(3.8, 5.3, 5.125)","(91.0, 500.0, 233.33333333333334)","(1.55, 1.72, 1.69)","(18.0, 60.0, 42.333333333333336)"
09-01-2023 18:35:06.973091,"(9.0, 30.0, 25.0)","(5.0, 8.6, 7.55)","(3.8, 5.3, 5.125)","(91.0, 490.0, 442.5)","(1.55, 1.72, 1.69)","(18.0, 50.0, 42.333333333333336)"
09-01-2023 18:35:08.006455,"(9.0, 30.0, 25.0)","(5.0, 8.6, 7.55)","(3.8, 5.3, 5.125)","(91.0, 490.0, 442.5)","(1.55, 1.72, 1.67)","(18.0, 50.0, 42.333333333333336)"
09-01-2023 18:35:08.939552,"(9.0, 30.0, 25.0)","(5.0, 8.6, 7.55)","(3.8, 5.6, 5.375)","(91.0, 490.0, 442.5)","(1.55, 1.72, 1.67)","(18.0, 50.0, 30.53846153846154)"
09-01-2023 18:35:09.914634,"(9.0, 30.0, 25.0)","(5.0, 8.6, 7.55)","(3.8, 5.6, 5.12)","(91.0, 490.0, 428.3333333333333)","(1.55, 1.72, 1.67)","(18.0, 50.0, 37.5)"
09-01-2023 18:35:11.031887,"(9.0, 30.0, 25.27777777777778)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 428.3333333333333)","(1.55, 1.72, 1.6766666666666665)","(18.0, 48.0, 37.5)"
09-01-2023 18:35:12.256444,"(9.0, 30.0, 25.27777777777778)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 428.3333333333333)","(1.55, 1.71, 1.6666666666666665)","(18.0, 48.0, 34.0)"
09-01-2023 18:35:13.458535,"(9.0, 30.0, 25.27777777777778)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 394.2857142857143)","(1.55, 1.71, 1.66625)","(18.0, 48.0, 39.666666666666664)"
09-01-2023 18:35:14.595547,"(9.0, 30.0, 25.27777777777778)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 500.0, 430.0)","(1.55, 1.71, 1.66625)","(18.0, 46.0, 39.666666666666664)"
09-01-2023 18:35:15.659398,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 430.0)","(1.55, 1.71, 1.66625)","(18.0, 46.0, 39.666666666666664)"
09-01-2023 18:35:16.622732,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 430.0)","(1.55, 1.71, 1.66625)","(18.0, 46.0, 29.923076923076923)"
09-01-2023 18:35:17.636531,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.55)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 420.0)","(1.55, 1.71, 1.6676923076923076)","(18.0, 46.0, 35.5)"
09-01-2023 18:35:18.733191,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 451.1111111111111)","(1.55, 1.71, 1.6676923076923076)","(18.0, 44.0, 35.5)"
09-01-2023 18:35:19.770284,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 440.0)","(1.55, 1.71, 1.6676923076923076)","(18.0, 44.0, 35.5)"
09-01-2023 18:35:20.857300,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 422.0)","(1.55, 1.71, 1.66625)","(18.0, 44.0, 37.0)"
09-01-2023 18:35:21.775617,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 422.0)","(1.55, 1.71, 1.66625)","(18.0, 42.0, 32.0)"
09-01-2023 18:35:22.807278,"(9.0, 30.0, 25.3125)","(5.0, 8.6, 7.466666666666667)","(3.8, 5.6, 5.1692307692307695)","(91.0, 490.0, 422.0)","(1.55, 1.71, 1.66625)","(18.0, 42.0, 37.0)"
