,O T C Wiz,Slim Jimmy,Stapleton Song,El Tomate,Pass It Around,Sazon,Propellant
15-12-2022 11:27:01.509935,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:02.509120,"(9.0, 14.0, 12.5)","(4.4, 5.4, 5.133333333333334)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 29.666666666666664)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:03.486560,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.220000000000001)","(17.0, 34.0, 32.857142857142854)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:04.533912,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.220000000000001)","(17.0, 50.0, 38.5)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:05.575159,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.220000000000001)","(17.0, 50.0, 38.5)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:06.538240,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.220000000000001)","(17.0, 50.0, 38.5)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:07.521393,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.220000000000001)","(17.0, 50.0, 46.714285714285715)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:08.628427,"(9.0, 14.0, 13.3)","(4.4, 5.4, 5.220000000000001)","(17.0, 50.0, 46.714285714285715)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:09.779113,"(9.0, 14.0, 13.3)","(4.2, 5.4, 5.220000000000001)","(17.0, 50.0, 46.714285714285715)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:11.035231,"(9.0, 14.0, 13.3)","(4.2, 5.4, 5.220000000000001)","(17.0, 50.0, 46.714285714285715)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:12.217597,"(9.0, 14.0, 13.3)","(4.2, 5.4, 5.220000000000001)","(17.0, 50.0, 42.75)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:13.311223,"(9.0, 14.0, 13.3)","(4.2, 5.4, 5.32)","(17.0, 48.0, 42.75)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:14.521645,"(9.0, 14.0, 13.3)","(4.2, 5.4, 5.32)","(17.0, 48.0, 42.75)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:15.815610,"(9.0, 14.0, 10.951612903225806)","(4.2, 5.4, 5.32)","(17.0, 48.0, 42.75)","(4.4, 5.6, 5.366666666666666)","(10.0, 36.0, 26.142857142857142)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:17.040197,"(9.0, 12.5, 10.758064516129032)","(4.2, 5.4, 5.32)","(17.0, 48.0, 42.75)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.2)","(15.0, 50.0, 34.75)","(2.4, 2.88, 2.8066666666666666)"
15-12-2022 11:27:18.357785,"(9.0, 12.5, 10.758064516129032)","(4.2, 5.4, 5.3125)","(17.0, 48.0, 42.75)","(4.4, 5.6, 5.381818181818182)","(10.0, 32.0, 19.125)","(15.0, 50.0, 38.0)","(2.4, 2.88, 2.8)"
15-12-2022 11:27:19.738175,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.3125)","(17.0, 48.0, 38.0)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 19.125)","(15.0, 50.0, 35.5)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:20.791354,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.28)","(17.0, 48.0, 38.0)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 19.125)","(15.0, 50.0, 35.5)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:21.956950,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.28)","(17.0, 48.0, 38.0)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 19.125)","(15.0, 50.0, 44.2)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:22.918919,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.28)","(17.0, 48.0, 38.0)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 19.125)","(15.0, 50.0, 44.2)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:23.890046,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.28)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 19.125)","(15.0, 50.0, 44.2)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:25.044731,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.333333333333334)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 18.0)","(15.0, 50.0, 44.2)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:26.086979,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.333333333333334)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 18.0)","(15.0, 50.0, 44.2)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:27.206821,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.333333333333334)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 18.0)","(15.0, 50.0, 44.2)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:28.372689,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.333333333333334)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 18.0)","(15.0, 50.0, 44.2)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:29.410284,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.4, 5.275)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 18.0)","(15.0, 50.0, 38.4)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:30.425717,"(9.0, 12.0, 10.142857142857142)","(4.2, 5.0, 4.933333333333334)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 18.0)","(15.0, 50.0, 38.4)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:31.562688,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.4, 5.333333333333334)","(17.0, 48.0, 41.333333333333336)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 18.0)","(15.0, 50.0, 38.4)","(2.4, 2.86, 2.8)"
15-12-2022 11:27:32.650706,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.4, 5.333333333333334)","(17.0, 48.0, 40.0)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 28.333333333333336)","(15.0, 50.0, 38.4)","(2.4, 2.86, 2.77)"
15-12-2022 11:27:33.785252,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.4, 5.333333333333334)","(17.0, 48.0, 34.666666666666664)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 22.5)","(15.0, 50.0, 38.4)","(2.4, 2.88, 2.7577777777777777)"
15-12-2022 11:27:34.909580,"(9.0, 12.0, 10.472727272727273)","(4.2, 5.4, 5.316666666666667)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.381818181818182)","(10.0, 36.0, 24.75)","(15.0, 50.0, 38.4)","(2.4, 2.88, 2.7577777777777777)"
15-12-2022 11:27:35.933788,"(9.0, 12.0, 10.472727272727273)","(4.2, 5.4, 5.316666666666667)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.507692307692308)","(10.0, 36.0, 24.75)","(15.0, 50.0, 38.4)","(2.4, 2.88, 2.7577777777777777)"
15-12-2022 11:27:36.929635,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.4, 5.316666666666667)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.507692307692308)","(10.0, 36.0, 22.5)","(15.0, 50.0, 38.4)","(2.4, 2.88, 2.82)"
15-12-2022 11:27:37.990663,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.4, 5.316666666666667)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.5249999999999995)","(10.0, 36.0, 22.5)","(15.0, 50.0, 38.4)","(2.4, 2.86, 2.73)"
15-12-2022 11:27:38.990112,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.4, 5.316666666666667)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.5249999999999995)","(10.0, 36.0, 24.75)","(15.0, 50.0, 38.4)","(2.4, 2.86, 2.73)"
15-12-2022 11:27:40.096525,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.32)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.5249999999999995)","(10.0, 36.0, 22.5)","(15.0, 50.0, 36.0)","(2.4, 2.84, 2.83037037037037)"
15-12-2022 11:27:41.156193,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.32)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.5249999999999995)","(10.0, 36.0, 22.5)","(15.0, 50.0, 36.0)","(2.4, 2.84, 2.83037037037037)"
15-12-2022 11:27:42.216572,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.32)","(17.0, 48.0, 34.0)","(4.4, 5.6, 5.5249999999999995)","(10.0, 36.0, 22.5)","(15.0, 50.0, 36.0)","(2.4, 2.84, 2.83037037037037)"
15-12-2022 11:27:43.245635,"(9.0, 12.0, 10.971428571428572)","(4.2, 5.4, 5.366666666666667)","(17.0, 48.0, 34.0)","(4.4, 5.8, 5.6571428571428575)","(10.0, 23.0, 19.833333333333332)","(15.0, 50.0, 36.0)","(2.4, 2.8, 2.6609230769230767)"
15-12-2022 11:27:44.223216,"(9.0, 12.0, 10.971428571428572)","(4.2, 5.3, 5.097058823529411)","(17.0, 48.0, 34.0)","(4.4, 5.7, 5.49)","(10.0, 23.0, 19.833333333333332)","(15.0, 50.0, 36.0)","(2.4, 2.78, 2.6609230769230767)"
15-12-2022 11:27:45.165422,"(9.0, 12.0, 10.971428571428572)","(4.2, 5.3, 5.097058823529411)","(17.0, 48.0, 34.666666666666664)","(4.4, 5.7, 5.49)","(10.0, 23.0, 21.166666666666668)","(15.0, 50.0, 36.0)","(2.4, 2.78, 2.7649999999999997)"
15-12-2022 11:27:46.201366,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.366666666666667)","(17.0, 48.0, 34.666666666666664)","(4.4, 5.8, 5.625)","(10.0, 25.0, 21.833333333333336)","(15.0, 50.0, 36.0)","(2.4, 2.78, 2.7575)"
15-12-2022 11:27:47.182562,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.338461538461539)","(17.0, 48.0, 41.0)","(4.4, 5.8, 5.625)","(10.0, 26.0, 22.7)","(15.0, 50.0, 36.0)","(2.4, 2.78, 2.66)"
15-12-2022 11:27:48.161353,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.342857142857143)","(17.0, 48.0, 40.0)","(4.4, 5.8, 5.5200000000000005)","(10.0, 25.0, 22.7)","(15.0, 50.0, 36.0)","(2.4, 2.78, 2.623181818181818)"
15-12-2022 11:27:49.078323,"(9.0, 12.0, 10.44)","(4.2, 5.3, 5.102857142857143)","(17.0, 48.0, 43.0)","(4.4, 5.7, 5.49)","(10.0, 25.0, 22.7)","(15.0, 50.0, 36.0)","(2.4, 2.76, 2.6464150943396225)"
15-12-2022 11:27:50.053133,"(9.0, 12.0, 10.44)","(4.2, 5.3, 5.097058823529411)","(17.0, 48.0, 43.0)","(4.4, 5.7, 5.625)","(10.0, 24.0, 21.5)","(15.0, 50.0, 29.0)","(2.4, 2.76, 2.7266666666666666)"
15-12-2022 11:27:51.060522,"(9.0, 12.0, 10.44)","(4.2, 5.3, 5.253846153846154)","(17.0, 48.0, 43.0)","(4.4, 5.8, 5.625)","(10.0, 24.0, 19.25)","(15.0, 50.0, 29.0)","(2.4, 2.78, 2.7033333333333336)"
15-12-2022 11:27:52.005821,"(9.0, 12.0, 10.971428571428572)","(4.2, 5.3, 5.233333333333333)","(17.0, 48.0, 43.0)","(4.4, 5.8, 5.625)","(10.0, 21.0, 19.25)","(15.0, 50.0, 29.0)","(2.4, 2.72, 2.6348148148148147)"
15-12-2022 11:27:52.930265,"(9.0, 12.0, 10.971428571428572)","(4.2, 5.4, 5.311111111111112)","(17.0, 48.0, 35.333333333333336)","(4.4, 5.8, 5.625)","(10.0, 21.0, 19.25)","(15.0, 50.0, 29.0)","(2.4, 2.7, 2.710909090909091)"
15-12-2022 11:27:53.886724,"(9.0, 12.0, 10.971428571428572)","(4.2, 5.3, 5.07)","(17.0, 48.0, 35.333333333333336)","(4.4, 5.7, 5.49)","(10.0, 21.0, 19.25)","(15.0, 50.0, 29.0)","(2.4, 2.72, 2.6348148148148147)"
15-12-2022 11:27:54.850170,"(9.0, 12.0, 10.971428571428572)","(4.2, 5.3, 5.07)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.7, 5.49)","(10.0, 21.0, 20.75)","(15.0, 50.0, 29.0)","(2.4, 2.7, 2.710909090909091)"
15-12-2022 11:27:55.861269,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.311111111111112)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.8, 5.49)","(10.0, 23.0, 20.75)","(15.0, 50.0, 29.0)","(2.4, 2.72, 2.72)"
15-12-2022 11:27:56.956828,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.311111111111112)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.7, 5.49)","(10.0, 23.0, 20.75)","(15.0, 50.0, 29.0)","(2.4, 2.74, 2.630909090909091)"
15-12-2022 11:27:57.981910,"(9.0, 12.0, 10.44)","(4.2, 5.4, 5.311111111111112)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.7, 5.49)","(10.0, 23.0, 21.2)","(15.0, 50.0, 29.0)","(2.4, 2.68, 2.6222222222222222)"
15-12-2022 11:27:58.931244,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.4, 5.311111111111112)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.7, 5.49)","(10.0, 26.0, 21.2)","(15.0, 50.0, 29.0)","(2.4, 2.72, 2.6222222222222222)"
15-12-2022 11:27:59.929711,"(9.0, 12.0, 9.977777777777778)","(4.2, 5.3, 5.07)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.7, 5.49)","(10.0, 26.0, 21.2)","(15.0, 50.0, 29.0)","(2.4, 2.74, 2.66)"
15-12-2022 11:28:00.947129,"(9.0, 12.0, 10.472727272727273)","(4.2, 5.4, 5.32)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.8, 5.589473684210526)","(10.0, 24.0, 21.5)","(15.0, 50.0, 29.0)","(2.4, 2.74, 2.6225531914893616)"
15-12-2022 11:28:01.941441,"(9.0, 12.0, 10.472727272727273)","(4.2, 5.1, 5.058333333333334)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.8, 5.589473684210526)","(10.0, 24.0, 21.5)","(15.0, 50.0, 29.0)","(2.4, 2.74, 2.66)"
15-12-2022 11:28:03.008860,"(9.0, 12.0, 10.472727272727273)","(4.2, 5.0, 4.9135135135135135)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.5, 5.466666666666667)","(10.0, 34.0, 27.200000000000003)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.636338028169014)"
15-12-2022 11:28:04.025758,"(9.0, 12.0, 10.05)","(4.2, 5.1, 5.0375)","(17.0, 46.0, 34.666666666666664)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.7281481481481484)"
15-12-2022 11:28:05.004075,"(9.0, 12.0, 10.05)","(4.2, 5.1, 5.04)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.7281481481481484)"
15-12-2022 11:28:05.964429,"(9.0, 12.0, 10.05)","(4.2, 5.1, 4.94375)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.7281481481481484)"
15-12-2022 11:28:06.955942,"(9.0, 12.0, 10.885714285714286)","(4.2, 5.1, 5.032432432432432)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.7281481481481484)"
15-12-2022 11:28:08.223390,"(9.0, 12.0, 10.885714285714286)","(4.2, 5.1, 5.032432432432432)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.7281481481481484)"
15-12-2022 11:28:09.180045,"(9.0, 12.0, 10.885714285714286)","(4.2, 5.1, 5.032432432432432)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.6933333333333334)"
15-12-2022 11:28:10.265734,"(9.0, 12.0, 10.05)","(4.2, 5.1, 5.032432432432432)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.6933333333333334)"
15-12-2022 11:28:11.309192,"(9.0, 12.0, 10.05)","(4.2, 5.1, 5.032432432432432)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 28.666666666666664)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.6933333333333334)"
15-12-2022 11:28:12.370052,"(9.0, 12.0, 10.05)","(4.2, 5.1, 5.032432432432432)","(17.0, 48.0, 42.57142857142857)","(4.4, 5.5, 5.466666666666667)","(10.0, 36.0, 19.6)","(15.0, 50.0, 36.0)","(2.4, 2.74, 2.6933333333333334)"
15-12-2022 11:28:13.414379,"(9.0, 12.0, 10.885714285714286)","(4.0, 5.1, 5.032432432432432)","(17.0, 48.0, 41.666666666666664)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 19.6)","(15.0, 50.0, 36.0)","(2.35, 2.74, 2.6933333333333334)"
15-12-2022 11:28:14.516279,"(9.0, 12.0, 10.885714285714286)","(4.0, 5.1, 5.032432432432432)","(17.0, 46.0, 40.333333333333336)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 19.6)","(15.0, 50.0, 36.0)","(2.35, 2.74, 2.726666666666667)"
15-12-2022 11:28:15.595583,"(9.0, 12.0, 10.885714285714286)","(4.0, 5.1, 4.946153846153846)","(17.0, 46.0, 39.2)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 19.6)","(15.0, 50.0, 36.0)","(2.35, 2.74, 2.726666666666667)"
15-12-2022 11:28:16.554105,"(9.0, 12.0, 10.05)","(4.0, 5.1, 4.946153846153846)","(17.0, 46.0, 39.2)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 19.6)","(15.0, 50.0, 40.66666666666667)","(2.35, 2.74, 2.66)"
15-12-2022 11:28:17.550072,"(9.0, 12.0, 10.05)","(4.0, 5.1, 4.946153846153846)","(17.0, 46.0, 35.333333333333336)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 17.75)","(15.0, 50.0, 40.66666666666667)","(2.35, 2.74, 2.66)"
15-12-2022 11:28:18.487467,"(9.0, 12.0, 10.05)","(4.0, 5.1, 4.946153846153846)","(17.0, 44.0, 39.333333333333336)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 17.75)","(15.0, 50.0, 40.66666666666667)","(2.35, 2.74, 2.66)"
15-12-2022 11:28:19.534216,"(9.0, 12.0, 10.885714285714286)","(4.0, 5.1, 4.946153846153846)","(17.0, 44.0, 37.0)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 17.75)","(15.0, 50.0, 39.2)","(2.35, 2.74, 2.66)"
15-12-2022 11:28:20.504674,"(9.0, 12.0, 10.885714285714286)","(4.0, 5.1, 4.946153846153846)","(17.0, 44.0, 41.2)","(4.4, 5.5, 5.466666666666667)","(10.0, 21.0, 17.75)","(15.0, 50.0, 39.2)","(2.35, 2.74, 2.66)"
15-12-2022 11:28:21.518945,"(9.0, 12.0, 10.05)","(4.0, 5.1, 4.946153846153846)","(17.0, 44.0, 41.2)","(4.4, 5.5, 5.47)","(10.0, 21.0, 17.75)","(15.0, 50.0, 39.2)","(2.35, 2.74, 2.66)"
15-12-2022 11:28:22.454444,"(9.0, 12.0, 9.833333333333334)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.2)","(4.4, 5.5, 5.47)","(10.0, 21.0, 17.75)","(15.0, 50.0, 39.2)","(2.35, 2.74, 2.66)"
15-12-2022 11:28:23.439323,"(9.0, 12.0, 9.821621621621622)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.2)","(4.4, 5.5, 5.392857142857143)","(10.0, 34.0, 24.25)","(15.0, 50.0, 39.2)","(2.35, 2.74, 2.72)"
15-12-2022 11:28:24.433609,"(9.0, 12.0, 9.821621621621622)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.2)","(4.4, 5.3, 5.2615384615384615)","(10.0, 34.0, 24.25)","(15.0, 50.0, 39.2)","(2.35, 2.74, 2.636981132075472)"
15-12-2022 11:28:25.470302,"(9.0, 12.5, 10.88888888888889)","(4.0, 5.0, 4.83125)","(17.0, 34.0, 33.333333333333336)","(4.4, 5.5, 5.433333333333334)","(10.0, 19.5, 17.0)","(15.0, 50.0, 48.8)","(2.35, 2.72, 2.665)"
15-12-2022 11:28:26.519284,"(9.0, 12.5, 10.742424242424242)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.333333333333336)","(4.4, 5.5, 5.433333333333334)","(10.0, 19.5, 18.25)","(15.0, 50.0, 48.8)","(2.35, 2.7, 2.676774193548387)"
15-12-2022 11:28:27.606617,"(9.0, 12.5, 10.88888888888889)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.333333333333336)","(4.4, 5.5, 5.433333333333334)","(10.0, 22.0, 18.25)","(15.0, 50.0, 48.8)","(2.35, 2.7, 2.676774193548387)"
15-12-2022 11:28:28.683230,"(9.0, 12.5, 10.742424242424242)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.333333333333336)","(4.4, 5.5, 5.375)","(10.0, 22.0, 18.25)","(15.0, 50.0, 48.8)","(2.35, 2.7, 2.6157142857142857)"
15-12-2022 11:28:29.625989,"(9.0, 12.5, 10.742424242424242)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.42857142857143)","(4.4, 5.4, 5.375)","(10.0, 22.0, 18.25)","(15.0, 50.0, 48.8)","(2.35, 2.68, 2.676774193548387)"
15-12-2022 11:28:30.647232,"(9.0, 12.5, 10.742424242424242)","(4.0, 5.0, 4.841176470588235)","(17.0, 34.0, 33.42857142857143)","(4.4, 5.4, 5.375)","(10.0, 22.0, 17.25)","(15.0, 50.0, 48.8)","(2.35, 2.7, 2.656923076923077)"
15-12-2022 11:28:31.801015,"(9.0, 12.5, 11.140625)","(4.0, 5.1, 4.888235294117647)","(17.0, 34.0, 33.42857142857143)","(4.4, 5.4, 5.375)","(10.0, 20.0, 16.5)","(15.0, 50.0, 48.8)","(2.35, 2.66, 2.6014285714285714)"
15-12-2022 11:28:32.930951,"(9.0, 12.5, 11.621212121212121)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.0)","(4.4, 5.4, 5.375)","(10.0, 18.5, 17.6)","(15.0, 50.0, 48.8)","(2.35, 2.64, 2.656923076923077)"
15-12-2022 11:28:33.986859,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.1, 4.946153846153846)","(17.0, 34.0, 33.0)","(4.4, 5.4, 5.375)","(10.0, 18.5, 22.0)","(15.0, 50.0, 48.8)","(2.35, 2.66, 2.556)"
15-12-2022 11:28:35.092971,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.83125)","(17.0, 34.0, 33.0)","(4.4, 5.4, 5.371428571428572)","(10.0, 24.0, 22.0)","(15.0, 50.0, 48.8)","(2.35, 2.7, 2.6133333333333333)"
15-12-2022 11:28:36.078589,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 34.0, 32.0)","(4.4, 5.4, 5.371428571428572)","(10.0, 24.0, 22.0)","(15.0, 50.0, 48.8)","(2.35, 2.66, 2.6133333333333333)"
15-12-2022 11:28:37.035268,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 48.0, 36.0)","(4.4, 5.4, 5.371428571428572)","(10.0, 24.0, 22.8)","(15.0, 50.0, 48.8)","(2.35, 2.66, 2.612857142857143)"
15-12-2022 11:28:38.059197,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 44.0, 34.666666666666664)","(4.4, 5.4, 5.383333333333334)","(10.0, 25.0, 22.8)","(15.0, 50.0, 48.8)","(2.35, 2.62, 2.612857142857143)"
15-12-2022 11:28:39.076154,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 42.0, 33.0)","(4.4, 5.4, 5.383333333333334)","(10.0, 25.0, 22.0)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.62, 2.5448)"
15-12-2022 11:28:40.174462,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 48.0, 36.0)","(4.4, 5.4, 5.383333333333334)","(10.0, 24.0, 22.0)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.6, 2.5448)"
15-12-2022 11:28:41.195374,"(9.0, 12.5, 11.629032258064516)","(4.0, 5.0, 4.9625)","(17.0, 44.0, 34.666666666666664)","(4.4, 5.4, 5.377777777777778)","(10.0, 22.0, 20.4)","(15.0, 50.0, 48.833333333333336)","(2.35, 2.6, 2.5448)"
