,Brave But Crackers,Listen To Maurice,Lord Of Penno,Statesmanship,Swiss Time,Devgru,Gift Of Oratory,Matildasvain,Rio De Sombras,Mrs Bull,Vino Corona
06-01-2023 13:21:09.682301,"(8.0, 11.5, 10.12)","(3.8, 4.5, 4.341176470588236)","(19.0, 34.0, 31.75)","(21.0, 30.0, 29.727272727272727)","(101.0, 580.0, 360.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.876)","(71.0, 130.0, 109.0)","(101.0, 290.0, 250.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 6.8, 6.768)"
06-01-2023 13:21:10.906463,"(8.0, 11.5, 9.66)","(3.8, 4.4, 4.341176470588236)","(19.0, 34.0, 31.75)","(21.0, 30.0, 29.727272727272727)","(101.0, 580.0, 415.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.876)","(71.0, 130.0, 109.0)","(101.0, 290.0, 250.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 6.8, 6.768)"
06-01-2023 13:21:12.274364,"(8.0, 11.0, 10.1)","(3.8, 4.4, 4.333333333333334)","(19.0, 34.0, 32.8)","(21.0, 30.0, 29.727272727272727)","(101.0, 580.0, 360.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 290.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 6.8, 6.768)"
06-01-2023 13:21:13.597007,"(8.0, 11.0, 10.1)","(3.8, 4.4, 4.333333333333334)","(19.0, 34.0, 32.8)","(21.0, 30.0, 29.727272727272727)","(101.0, 580.0, 360.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 6.8, 6.768)"
06-01-2023 13:21:14.933807,"(8.0, 11.0, 10.1)","(3.8, 4.4, 4.333333333333334)","(19.0, 34.0, 32.8)","(21.0, 30.0, 29.727272727272727)","(101.0, 580.0, 360.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 6.8, 6.6000000000000005)"
06-01-2023 13:21:16.173173,"(8.0, 11.0, 10.1)","(3.8, 4.4, 4.333333333333334)","(19.0, 34.0, 32.8)","(21.0, 30.0, 29.727272727272727)","(101.0, 580.0, 360.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.6000000000000005)"
06-01-2023 13:21:17.585883,"(8.0, 11.0, 9.85)","(3.8, 4.4, 4.333333333333334)","(19.0, 34.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 580.0, 356.6666666666667)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 240.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.712)"
06-01-2023 13:21:18.993341,"(8.0, 10.5, 10.175)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 270.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.739130434782609)"
06-01-2023 13:21:20.241127,"(8.0, 10.5, 10.175)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 570.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.739130434782609)"
06-01-2023 13:21:21.502483,"(8.0, 10.5, 10.175)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.739130434782609)"
06-01-2023 13:21:22.734985,"(8.0, 10.5, 10.175)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:24.029659,"(8.0, 10.5, 10.175)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 360.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:25.638627,"(8.0, 10.5, 9.98)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:27.078642,"(8.0, 10.5, 9.98)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:28.553213,"(8.0, 10.5, 10.125)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:29.916507,"(8.0, 10.5, 10.125)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.25)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:31.314104,"(8.0, 10.0, 9.5)","(3.8, 4.4, 4.144)","(19.0, 32.0, 29.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:32.735568,"(8.0, 10.0, 9.5)","(3.8, 4.4, 4.144)","(19.0, 32.0, 29.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:33.983940,"(8.0, 10.0, 9.5)","(3.8, 4.4, 4.144)","(19.0, 32.0, 29.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:35.249117,"(8.0, 10.0, 9.5)","(3.8, 4.4, 4.144)","(19.0, 32.0, 29.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:36.475774,"(8.0, 10.0, 9.5)","(3.8, 4.4, 4.144)","(19.0, 32.0, 29.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 405.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:37.748789,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 32.0, 31.0)","(21.0, 30.0, 29.727272727272727)","(101.0, 560.0, 394.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 256.6666666666667)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:39.036089,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 32.0, 31.0)","(21.0, 30.0, 29.727272727272727)","(101.0, 610.0, 425.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:40.301599,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 32.0, 31.0)","(21.0, 30.0, 29.727272727272727)","(101.0, 600.0, 425.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:41.561776,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 32.0, 30.076923076923077)","(21.0, 30.0, 29.727272727272727)","(101.0, 600.0, 425.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:42.782971,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 36.0, 28.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 600.0, 425.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 6.88235294117647)"
06-01-2023 13:21:44.004173,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 34.0, 28.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 600.0, 366.6666666666667)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.0, 7.311111111111112)"
06-01-2023 13:21:45.475132,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 32.0, 28.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 600.0, 366.6666666666667)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.4, 7.311111111111112)"
06-01-2023 13:21:46.823400,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 34.0, 28.666666666666668)","(21.0, 30.0, 29.727272727272727)","(101.0, 600.0, 366.6666666666667)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.4, 7.381818181818182)","(5.0, 7.4, 7.311111111111112)"
06-01-2023 13:21:48.198067,"(8.0, 10.0, 9.733333333333333)","(3.8, 4.4, 4.144)","(19.0, 34.0, 28.0)","(21.0, 30.0, 29.727272727272727)","(101.0, 600.0, 382.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.885365853658537)","(71.0, 130.0, 109.0)","(101.0, 280.0, 245.0)","(5.0, 7.4, 7.182608695652174)","(5.0, 7.4, 7.0)"
06-01-2023 13:21:49.626275,"(8.0, 11.0, 9.799999999999999)","(3.8, 4.4, 4.144)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 580.0, 356.6666666666667)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.9, 5.7727272727272725)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 7.030666666666667)","(5.0, 7.2, 7.0)"
06-01-2023 13:21:50.894492,"(8.0, 10.5, 9.85)","(3.8, 4.4, 4.144)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 356.6666666666667)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.7727272727272725)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 7.030666666666667)","(5.0, 7.2, 7.066666666666666)"
06-01-2023 13:21:52.375422,"(8.0, 10.5, 9.85)","(3.8, 4.4, 4.257142857142857)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.774074074074074)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 7.030666666666667)","(5.0, 7.2, 7.066666666666666)"
06-01-2023 13:21:53.970665,"(8.0, 10.5, 10.2)","(3.8, 4.2, 4.1)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.774074074074074)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 7.030666666666667)","(5.0, 7.2, 7.066666666666666)"
06-01-2023 13:21:55.218117,"(8.0, 11.0, 10.2)","(3.8, 4.2, 4.1)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 363.3333333333333)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 7.030666666666667)","(5.0, 7.2, 7.066666666666666)"
06-01-2023 13:21:56.519390,"(8.0, 11.0, 10.2)","(3.8, 4.2, 4.142857142857143)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.809230769230769)","(5.0, 7.2, 7.172413793103448)"
06-01-2023 13:21:57.900850,"(8.0, 11.0, 10.2)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.809230769230769)","(5.0, 7.2, 7.172413793103448)"
06-01-2023 13:21:59.426915,"(8.0, 11.0, 10.4)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 27.5)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.809230769230769)","(5.0, 7.2, 7.172413793103448)"
06-01-2023 13:22:00.841675,"(8.0, 11.0, 10.4)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 27.5)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.809230769230769)","(5.0, 7.2, 7.172413793103448)"
06-01-2023 13:22:02.214025,"(8.0, 11.0, 10.28)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 27.5)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.809230769230769)","(5.0, 7.2, 7.172413793103448)"
06-01-2023 13:22:03.673967,"(8.0, 11.0, 9.933333333333334)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 27.5)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.809230769230769)","(5.0, 7.2, 7.172413793103448)"
06-01-2023 13:22:05.023247,"(8.0, 11.0, 9.933333333333334)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 27.5)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.412213740458015)","(5.0, 7.2, 6.87012987012987)"
06-01-2023 13:22:06.387481,"(8.0, 11.0, 9.933333333333334)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.6091603053435115)","(5.0, 7.2, 6.87012987012987)"
06-01-2023 13:22:07.662812,"(8.0, 11.0, 9.971428571428572)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 28.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 245.0)","(5.0, 7.2, 6.6091603053435115)","(5.0, 7.2, 6.87012987012987)"
06-01-2023 13:22:09.080761,"(8.0, 11.0, 9.971428571428572)","(3.8, 4.2, 4.111111111111112)","(19.0, 32.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 270.0, 260.0)","(5.0, 7.2, 6.6091603053435115)","(5.0, 7.2, 6.866666666666666)"
06-01-2023 13:22:10.749174,"(8.0, 11.0, 9.98)","(3.8, 4.2, 4.111111111111112)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.2, 6.6091603053435115)","(5.0, 7.2, 6.866666666666666)"
06-01-2023 13:22:12.106607,"(8.0, 10.5, 9.98)","(3.8, 4.2, 4.111111111111112)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.2, 6.6091603053435115)","(5.0, 7.2, 6.866666666666666)"
06-01-2023 13:22:13.477740,"(8.0, 10.5, 9.98)","(3.8, 4.2, 4.111111111111112)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 109.0)","(101.0, 280.0, 260.0)","(5.0, 7.2, 6.6091603053435115)","(5.0, 7.2, 6.866666666666666)"
06-01-2023 13:22:14.831497,"(8.0, 10.5, 9.98)","(3.8, 4.2, 4.111111111111112)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.0, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 130.0, 139.0)","(101.0, 280.0, 260.0)","(5.0, 7.2, 6.6091603053435115)","(5.0, 7.2, 6.866666666666666)"
06-01-2023 13:22:16.223770,"(8.0, 10.5, 9.98)","(3.8, 4.2, 4.111111111111112)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 143.125)","(101.0, 280.0, 260.0)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:17.774689,"(8.0, 10.5, 9.98)","(3.8, 4.2, 4.111111111111112)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 143.125)","(101.0, 280.0, 260.0)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:19.365382,"(8.0, 10.5, 9.98)","(3.8, 4.2, 4.045454545454546)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 143.125)","(101.0, 280.0, 267.27272727272725)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:20.778506,"(8.0, 10.5, 9.95)","(3.8, 4.2, 4.045454545454546)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 143.125)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:22.138637,"(8.0, 10.5, 9.95)","(3.8, 4.2, 4.020833333333333)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 143.125)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.435555555555556)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:23.430013,"(8.0, 10.5, 9.95)","(3.8, 4.2, 4.144300518134715)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 143.125)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.452173913043478)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:24.713210,"(8.0, 10.5, 9.95)","(3.8, 4.2, 4.144300518134715)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 143.125)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:26.039765,"(8.0, 10.5, 10.05)","(3.8, 4.2, 4.144300518134715)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 150.0, 142.27272727272728)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:27.309348,"(8.0, 10.5, 10.3)","(3.8, 4.2, 4.14515306122449)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 160.0, 142.27272727272728)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.452173913043478)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:28.663592,"(8.0, 10.5, 10.21111111111111)","(3.8, 4.2, 4.14515306122449)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 160.0, 142.27272727272728)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.452173913043478)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:29.993688,"(8.0, 10.5, 9.95)","(3.8, 4.2, 4.14515306122449)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 160.0, 138.33333333333334)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:31.398821,"(8.0, 10.5, 9.95)","(3.8, 4.2, 4.14515306122449)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 160.0, 138.33333333333334)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:32.876559,"(8.0, 10.5, 10.05)","(3.8, 4.2, 4.14515306122449)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 410.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 160.0, 138.33333333333334)","(101.0, 290.0, 267.27272727272725)","(5.0, 7.2, 6.6091603053435115)","(5.5, 7.2, 6.866666666666666)"
06-01-2023 13:22:34.265998,"(8.0, 10.5, 10.05)","(3.8, 4.2, 4.14515306122449)","(19.0, 34.0, 30.0)","(21.0, 30.0, 29.5)","(101.0, 570.0, 405.0)","(6.5, 8.8, 8.757894736842106)","(5.0, 5.8, 5.78695652173913)","(71.0, 160.0, 138.33333333333334)","(101.0, 290.0, 254.7058823529412)","(5.0, 7.2, 6.452173913043478)","(5.5, 7.2, 6.866666666666666)"
