,Brave But Crackers,Listen To Maurice,Lord Of Penno,Statesmanship,Swiss Time,Devgru,Gift Of Oratory,Matildasvain,Rio De Sombras,Mrs Bull,Vino Corona
06-01-2023 13:12:28.822723,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 65.0, 47.0)","(101.0, 590.0, 530.0)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 215.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:30.294019,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 65.0, 47.0)","(101.0, 590.0, 530.0)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 215.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:32.063916,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 65.0, 47.0)","(101.0, 590.0, 530.0)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 215.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:33.736915,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 65.0, 47.0)","(101.0, 590.0, 530.0)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 215.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:35.344040,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 65.0, 45.333333333333336)","(101.0, 590.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 215.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:36.885836,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:38.327727,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:39.786608,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:41.261741,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:42.708532,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:44.096548,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:45.531389,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:46.881166,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 521.5384615384615)","(6.0, 8.8, 8.45)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:48.258304,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:49.697249,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:51.118151,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:52.511180,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:53.852206,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:55.358852,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:56.788684,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:58.211553,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:12:59.849675,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 45.333333333333336)","(101.0, 580.0, 512.7272727272727)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:01.491671,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 60.0, 43.666666666666664)","(101.0, 580.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:03.330728,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:05.073679,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:06.603880,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:08.124032,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:09.652540,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 220.0)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:11.155681,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:12.740382,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:14.236302,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:15.686489,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:17.141874,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:18.658980,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:20.115226,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:21.525489,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:22.883187,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:24.308342,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:25.792518,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 35.75)","(31.0, 55.0, 43.666666666666664)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:27.235837,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 34.0)","(31.0, 55.0, 41.0)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:28.695564,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 34.0)","(31.0, 50.0, 41.0)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:29.986580,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 34.0)","(31.0, 50.0, 41.0)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:31.361947,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 34.0)","(31.0, 50.0, 41.0)","(101.0, 570.0, 504.54545454545456)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:32.810666,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 34.0)","(31.0, 50.0, 41.0)","(101.0, 570.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:34.383871,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 34.0)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:35.807970,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:37.184455,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:38.657350,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:40.077295,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:41.357794,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:42.610244,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:43.903037,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:45.187078,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:46.438777,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:47.741765,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.376470588235295)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:49.250607,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.8, 8.342857142857143)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:50.723877,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.4, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:52.151717,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.6, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:53.548458,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.6, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:55.078852,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.6, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:56.458631,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.6, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:57.830003,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.6, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:13:59.445797,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 496.3636363636364)","(6.0, 8.6, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
06-01-2023 13:14:01.057735,"(7.0, 9.8, 9.100000000000001)","(3.7, 4.4, 4.082758620689655)","(18.0, 38.0, 36.5)","(31.0, 50.0, 41.0)","(101.0, 560.0, 579.0)","(6.0, 8.6, 8.342857142857142)","(5.0, 6.0, 5.505)","(51.0, 190.0, 160.0)","(101.0, 230.0, 222.5)","(5.0, 7.0, 6.640000000000001)","(5.0, 6.6, 6.285)"
