,Rich Devil,Always Barney,Mr Banner,Trial By Combat,Spooky Ethics,Next Of Kinloch,Prince Majestic,Greek Warrior
09-01-2023 15:12:22.901242,"(5.5, 8.0, 7.82)","(61.0, 160.0, 129.44444444444446)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 11.0, 10.6)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:24.032038,"(5.5, 8.0, 7.9399999999999995)","(61.0, 160.0, 129.44444444444446)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.2045454545454546)","(7.5, 11.0, 10.6)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:25.167017,"(5.5, 8.0, 7.967567567567568)","(61.0, 160.0, 129.44444444444446)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.2045454545454546)","(7.5, 11.0, 10.6)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:26.303988,"(5.5, 8.0, 7.967567567567568)","(61.0, 160.0, 129.44444444444446)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 173.84615384615384)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.2045454545454546)","(7.5, 11.0, 9.914285714285715)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:27.440836,"(5.5, 8.0, 7.953846153846154)","(61.0, 160.0, 127.64705882352942)","(8.5, 12.0, 11.522727272727273)","(61.0, 220.0, 173.84615384615384)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 11.0, 9.914285714285715)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:28.552492,"(5.5, 8.0, 7.953846153846154)","(61.0, 160.0, 127.64705882352942)","(8.5, 12.0, 11.0)","(61.0, 220.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 11.0, 10.266666666666667)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:29.633577,"(5.5, 8.0, 7.96)","(61.0, 160.0, 128.75)","(8.5, 12.0, 11.333333333333334)","(61.0, 210.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 10.5, 10.266666666666667)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:30.714135,"(5.5, 8.0, 7.96)","(61.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 10.5, 10.266666666666667)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:31.766022,"(5.5, 8.0, 7.96)","(61.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 10.5, 10.266666666666667)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:32.884277,"(5.5, 8.0, 7.96)","(61.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 190.0)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 10.5, 10.266666666666667)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:34.048947,"(5.5, 8.0, 7.96)","(61.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.666666666666666)","(61.0, 210.0, 173.84615384615384)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 10.5, 9.914285714285715)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:35.458027,"(5.5, 8.0, 7.953846153846154)","(61.0, 160.0, 127.64705882352942)","(8.5, 12.0, 11.3)","(61.0, 220.0, 173.84615384615384)","(2.35, 2.84, 2.8220408163265303)","(2.8, 3.35, 3.205)","(7.5, 11.0, 9.914285714285715)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:36.660680,"(5.5, 8.0, 7.953846153846154)","(61.0, 160.0, 127.64705882352942)","(8.5, 12.0, 11.475)","(61.0, 220.0, 173.84615384615384)","(2.35, 2.84, 2.8216666666666663)","(2.8, 3.35, 3.205)","(7.5, 11.0, 9.914285714285715)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:37.925638,"(5.5, 8.0, 7.9818181818181815)","(61.0, 160.0, 127.64705882352942)","(8.5, 12.0, 11.666666666666666)","(61.0, 220.0, 190.0)","(2.35, 2.8, 2.7041825095057037)","(2.8, 3.35, 3.1785714285714284)","(7.5, 11.0, 9.984615384615385)","(31.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:39.085478,"(6.0, 8.0, 7.985185185185185)","(71.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.666666666666666)","(71.0, 210.0, 190.0)","(2.35, 2.8, 2.7041825095057037)","(2.8, 3.35, 3.159090909090909)","(7.5, 11.0, 9.988888888888889)","(41.0, 75.0, 67.82051282051282)"
09-01-2023 15:12:40.518178,"(6.0, 8.0, 7.985185185185185)","(71.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.65)","(71.0, 210.0, 190.0)","(2.35, 2.8, 2.7011764705882353)","(2.8, 3.35, 3.159090909090909)","(7.5, 11.5, 9.9)","(41.0, 75.0, 66.42857142857143)"
09-01-2023 15:12:42.173738,"(6.0, 8.0, 7.985185185185185)","(71.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.65)","(71.0, 210.0, 190.0)","(2.35, 2.8, 2.6875836431226765)","(2.8, 3.35, 3.159090909090909)","(7.5, 11.5, 9.9)","(41.0, 75.0, 66.42857142857143)"
09-01-2023 15:12:43.472799,"(6.0, 8.0, 7.985185185185185)","(71.0, 160.0, 123.33333333333333)","(8.5, 12.0, 11.65)","(71.0, 210.0, 173.84615384615384)","(2.35, 2.8, 2.6875836431226765)","(2.8, 3.35, 3.2333333333333334)","(7.5, 11.5, 9.9)","(41.0, 75.0, 66.42857142857143)"
09-01-2023 15:12:44.854396,"(6.0, 8.0, 7.978947368421053)","(81.0, 160.0, 121.53846153846153)","(9.0, 12.0, 11.659090909090908)","(81.0, 220.0, 173.84615384615384)","(2.4, 2.8, 2.6875836431226765)","(2.8, 3.35, 3.258695652173913)","(7.5, 11.5, 9.9)","(41.0, 75.0, 66.42857142857143)"
09-01-2023 15:12:46.077116,"(6.0, 8.0, 7.978947368421053)","(81.0, 160.0, 127.64705882352942)","(9.0, 12.0, 11.75)","(81.0, 220.0, 190.0)","(2.4, 2.8, 2.670909090909091)","(2.8, 3.35, 3.271951219512195)","(7.5, 11.5, 9.9)","(41.0, 75.0, 63.26086956521739)"
09-01-2023 15:12:47.321853,"(6.0, 8.0, 7.984)","(81.0, 160.0, 127.64705882352942)","(9.0, 12.0, 11.868421052631579)","(81.0, 210.0, 190.0)","(2.4, 2.78, 2.697037037037037)","(2.8, 3.35, 3.258695652173913)","(7.5, 11.5, 9.9)","(41.0, 75.0, 63.75)"
09-01-2023 15:12:48.603349,"(6.0, 8.0, 7.982608695652174)","(81.0, 160.0, 127.64705882352942)","(9.0, 12.0, 11.868421052631579)","(81.0, 210.0, 190.0)","(2.4, 2.78, 2.697037037037037)","(2.8, 3.35, 3.258695652173913)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 66.15384615384616)"
09-01-2023 15:12:49.834688,"(6.0, 8.0, 7.982608695652174)","(81.0, 160.0, 127.64705882352942)","(9.0, 12.0, 11.868421052631579)","(81.0, 210.0, 190.0)","(2.4, 2.78, 2.697037037037037)","(2.8, 3.35, 3.258695652173913)","(7.5, 11.5, 9.921428571428573)","(41.0, 70.0, 66.15384615384616)"
09-01-2023 15:12:51.036288,"(6.0, 8.0, 7.982608695652174)","(81.0, 160.0, 127.64705882352942)","(9.0, 12.0, 11.868421052631579)","(81.0, 210.0, 173.84615384615384)","(2.4, 2.78, 2.697037037037037)","(2.8, 3.35, 3.258695652173913)","(7.5, 11.5, 9.921428571428573)","(41.0, 70.0, 65.6896551724138)"
09-01-2023 15:12:52.334170,"(6.0, 8.0, 7.976470588235294)","(81.0, 160.0, 127.64705882352942)","(9.0, 12.0, 11.711538461538462)","(81.0, 220.0, 164.6153846153846)","(2.4, 2.78, 2.6896774193548385)","(2.8, 3.35, 3.2642857142857142)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 65.6896551724138)"
09-01-2023 15:12:53.840216,"(6.0, 8.0, 7.976470588235294)","(81.0, 160.0, 127.64705882352942)","(9.0, 12.0, 11.6875)","(81.0, 220.0, 164.6153846153846)","(2.4, 2.78, 2.697037037037037)","(2.8, 3.35, 3.2642857142857142)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 65.6896551724138)"
09-01-2023 15:12:55.337149,"(6.0, 8.0, 7.9818181818181815)","(81.0, 160.0, 123.33333333333333)","(9.0, 12.0, 11.891304347826086)","(81.0, 220.0, 164.6153846153846)","(2.35, 2.78, 2.697037037037037)","(2.8, 3.35, 3.2642857142857142)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 65.6896551724138)"
09-01-2023 15:12:56.712360,"(6.0, 8.0, 7.985185185185185)","(81.0, 160.0, 123.33333333333333)","(9.0, 12.0, 11.891304347826086)","(71.0, 220.0, 164.6153846153846)","(2.4, 2.78, 2.697037037037037)","(2.9, 3.35, 3.2642857142857142)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 65.6896551724138)"
09-01-2023 15:12:58.066721,"(6.0, 8.0, 7.985185185185185)","(81.0, 160.0, 123.33333333333333)","(9.0, 12.0, 11.891304347826086)","(71.0, 220.0, 164.6153846153846)","(2.4, 2.78, 2.6896774193548385)","(2.9, 3.35, 3.2642857142857142)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 65.6896551724138)"
09-01-2023 15:12:59.340378,"(6.0, 8.0, 7.985185185185185)","(81.0, 160.0, 123.33333333333333)","(9.0, 12.0, 11.891304347826086)","(71.0, 220.0, 169.23076923076923)","(2.4, 2.78, 2.7063157894736842)","(2.9, 3.35, 3.2736363636363635)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:00.641560,"(6.0, 8.0, 7.977777777777778)","(81.0, 110.0, 108.57142857142857)","(9.0, 12.0, 11.659090909090908)","(71.0, 220.0, 173.33333333333334)","(2.4, 2.78, 2.6896774193548385)","(2.9, 3.35, 3.2736363636363635)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:01.886772,"(6.0, 8.0, 7.969230769230769)","(81.0, 110.0, 108.57142857142857)","(9.0, 12.0, 11.659090909090908)","(71.0, 220.0, 173.33333333333334)","(2.4, 2.78, 2.6582608695652175)","(2.9, 3.35, 3.2642857142857142)","(7.5, 11.5, 9.921428571428573)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:03.127704,"(6.0, 8.0, 7.969230769230769)","(81.0, 150.0, 116.66666666666667)","(9.0, 12.0, 11.711538461538462)","(71.0, 220.0, 164.0)","(2.35, 2.78, 2.697391304347826)","(2.9, 3.35, 3.2483870967741937)","(7.5, 11.5, 10.352500000000001)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:04.384830,"(6.0, 8.0, 7.989189189189189)","(81.0, 150.0, 110.0)","(9.0, 12.0, 11.848484848484848)","(71.0, 220.0, 164.0)","(2.35, 2.76, 2.7361538461538464)","(2.9, 3.35, 3.2583333333333333)","(7.5, 11.5, 10.142857142857142)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:05.578970,"(6.0, 8.0, 7.9906976744186045)","(81.0, 150.0, 121.42857142857143)","(9.0, 13.0, 12.814432989690722)","(71.0, 220.0, 164.0)","(2.35, 2.74, 2.7361538461538464)","(2.9, 3.35, 3.3071428571428574)","(7.5, 11.0, 10.258064516129032)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:06.747571,"(6.0, 8.0, 7.9906976744186045)","(81.0, 150.0, 125.0)","(9.0, 13.0, 12.87962962962963)","(71.0, 220.0, 164.0)","(2.35, 2.74, 2.691304347826087)","(2.9, 3.35, 3.3071428571428574)","(7.5, 11.0, 10.233333333333333)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:07.852780,"(6.0, 8.0, 7.989189189189189)","(81.0, 150.0, 121.42857142857143)","(9.0, 13.0, 12.913461538461538)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.72, 2.692)","(2.9, 3.35, 3.3071428571428574)","(7.5, 11.0, 10.233333333333333)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:09.027595,"(6.0, 8.0, 7.989189189189189)","(81.0, 150.0, 110.0)","(9.0, 13.0, 13.391752577319588)","(71.0, 220.0, 164.0)","(2.35, 2.7, 2.692)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 9.896)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:10.282476,"(6.0, 8.0, 7.990243902439024)","(81.0, 150.0, 125.0)","(9.0, 13.5, 13.391752577319588)","(71.0, 220.0, 164.0)","(2.35, 2.7, 2.692)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 10.0)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:11.556842,"(6.0, 8.0, 7.989473684210527)","(81.0, 150.0, 110.0)","(9.0, 13.5, 13.356382978723405)","(71.0, 220.0, 164.0)","(2.35, 2.7, 2.681538461538462)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 10.0)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:12.771341,"(6.0, 8.0, 7.989473684210527)","(71.0, 150.0, 110.0)","(9.0, 13.5, 13.112903225806452)","(71.0, 220.0, 164.0)","(2.35, 2.7, 2.686938775510204)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 9.833333333333332)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:13.917111,"(6.0, 8.2, 8.05)","(71.0, 150.0, 110.0)","(9.0, 13.5, 13.274193548387096)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.7, 2.686938775510204)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 9.93939393939394)","(41.0, 75.0, 61.5)"
09-01-2023 15:13:15.029748,"(6.0, 8.2, 8.05)","(71.0, 150.0, 125.0)","(9.0, 13.5, 13.274193548387096)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.7, 2.682702702702703)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 9.92)","(41.0, 75.0, 62.857142857142854)"
09-01-2023 15:13:16.183267,"(6.0, 8.2, 8.05)","(71.0, 150.0, 125.0)","(9.0, 13.5, 13.4)","(71.0, 220.0, 174.70588235294116)","(2.35, 2.7, 2.682702702702703)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 9.92)","(41.0, 70.0, 61.53846153846154)"
09-01-2023 15:13:17.350125,"(6.0, 8.2, 8.05)","(71.0, 150.0, 110.0)","(9.0, 13.5, 13.4)","(71.0, 220.0, 187.05882352941177)","(2.35, 2.7, 2.686938775510204)","(2.9, 3.35, 3.3092592592592593)","(7.5, 11.0, 9.848275862068965)","(41.0, 70.0, 63.529411764705884)"
09-01-2023 15:13:18.560878,"(6.0, 8.2, 8.05)","(71.0, 150.0, 116.66666666666667)","(9.0, 13.5, 13.423076923076923)","(71.0, 220.0, 169.0909090909091)","(2.35, 2.7, 2.686938775510204)","(2.9, 3.35, 3.3092592592592593)","(7.5, 10.5, 9.848275862068965)","(41.0, 70.0, 63.529411764705884)"
09-01-2023 15:13:19.804570,"(6.0, 8.2, 8.05)","(71.0, 150.0, 121.42857142857143)","(9.0, 13.5, 13.423076923076923)","(71.0, 220.0, 169.0909090909091)","(2.35, 2.7, 2.6938461538461542)","(2.9, 3.35, 3.3092592592592593)","(7.5, 10.5, 9.848275862068965)","(41.0, 70.0, 63.529411764705884)"
09-01-2023 15:13:20.991465,"(6.0, 8.2, 8.05)","(71.0, 150.0, 121.42857142857143)","(9.0, 13.5, 13.423076923076923)","(71.0, 220.0, 180.0)","(2.35, 2.7, 2.6775)","(2.9, 3.35, 3.3)","(7.5, 10.5, 10.11923076923077)","(41.0, 70.0, 65.0)"
09-01-2023 15:13:22.106626,"(6.0, 8.2, 8.05)","(71.0, 150.0, 121.42857142857143)","(9.0, 13.5, 13.4)","(71.0, 220.0, 169.0909090909091)","(2.35, 2.7, 2.6764705882352944)","(2.9, 3.35, 3.3)","(7.5, 10.5, 9.977419354838709)","(41.0, 70.0, 65.45454545454545)"
09-01-2023 15:13:23.176212,"(6.0, 8.2, 8.172093023255814)","(71.0, 150.0, 121.42857142857143)","(9.0, 13.5, 13.423076923076923)","(71.0, 220.0, 169.0909090909091)","(2.35, 2.7, 2.6764705882352944)","(2.9, 3.35, 3.3)","(7.5, 10.5, 9.9)","(41.0, 70.0, 68.57142857142857)"
09-01-2023 15:13:24.348473,"(6.0, 8.2, 8.19047619047619)","(71.0, 150.0, 125.0)","(9.0, 13.5, 13.423076923076923)","(71.0, 220.0, 180.0)","(2.35, 2.7, 2.6889655172413796)","(2.9, 3.35, 3.310714285714286)","(7.5, 10.5, 9.9)","(41.0, 70.0, 68.18181818181819)"
09-01-2023 15:13:25.568646,"(6.0, 8.2, 8.19047619047619)","(71.0, 150.0, 116.66666666666667)","(9.0, 13.5, 13.333333333333334)","(71.0, 220.0, 169.0909090909091)","(2.35, 2.72, 2.6889655172413796)","(2.9, 3.35, 3.310714285714286)","(7.5, 10.5, 9.977419354838709)","(41.0, 75.0, 67.5)"
09-01-2023 15:13:26.833421,"(6.0, 8.2, 8.193939393939393)","(71.0, 150.0, 121.42857142857143)","(9.0, 13.5, 14.285714285714286)","(71.0, 220.0, 169.0909090909091)","(2.35, 2.72, 2.7142857142857144)","(2.9, 3.35, 3.2543478260869567)","(7.5, 10.5, 9.763636363636364)","(41.0, 75.0, 64.5)"
09-01-2023 15:13:28.039646,"(6.0, 8.2, 8.193548387096774)","(71.0, 150.0, 125.0)","(9.0, 15.0, 13.833333333333334)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.72, 2.7157894736842105)","(2.9, 3.35, 3.2543478260869567)","(7.5, 10.5, 9.728571428571428)","(41.0, 75.0, 64.5)"
09-01-2023 15:13:29.203753,"(6.0, 8.2, 8.194871794871794)","(71.0, 150.0, 125.0)","(9.0, 15.0, 13.833333333333334)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.72, 2.7157894736842105)","(2.9, 3.35, 3.2543478260869567)","(7.5, 10.5, 9.728571428571428)","(41.0, 75.0, 63.333333333333336)"
09-01-2023 15:13:30.405991,"(6.0, 8.2, 8.194594594594594)","(71.0, 150.0, 121.42857142857143)","(9.0, 15.0, 14.045454545454545)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.72, 2.6451851851851855)","(2.9, 3.35, 3.296341463414634)","(7.5, 10.5, 10.073684210526316)","(41.0, 75.0, 63.333333333333336)"
09-01-2023 15:13:31.482013,"(6.0, 8.2, 8.194594594594594)","(71.0, 150.0, 121.42857142857143)","(9.0, 15.0, 14.045454545454545)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.7, 2.6451851851851855)","(2.9, 3.35, 3.296341463414634)","(7.5, 10.5, 9.927272727272728)","(41.0, 75.0, 63.333333333333336)"
09-01-2023 15:13:32.610791,"(6.0, 8.2, 8.194594594594594)","(71.0, 150.0, 121.42857142857143)","(9.0, 15.0, 14.192307692307692)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.68, 2.6521212121212123)","(2.9, 3.35, 3.3429245283018867)","(7.5, 10.5, 9.927272727272728)","(41.0, 75.0, 61.0)"
09-01-2023 15:13:33.764173,"(6.0, 8.2, 8.194594594594594)","(71.0, 150.0, 125.0)","(9.0, 15.0, 14.045454545454545)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.68, 2.6458823529411766)","(2.9, 3.35, 3.3429245283018867)","(7.5, 10.5, 9.907692307692308)","(41.0, 75.0, 61.0)"
09-01-2023 15:13:34.918649,"(6.0, 8.2, 8.194594594594594)","(71.0, 150.0, 116.66666666666667)","(9.0, 15.0, 14.045454545454545)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.68, 2.64625)","(2.9, 3.35, 3.3429245283018867)","(7.5, 10.5, 9.9)","(41.0, 75.0, 61.0)"
09-01-2023 15:13:36.125938,"(6.0, 8.4, 8.282352941176471)","(71.0, 150.0, 116.66666666666667)","(9.0, 15.0, 14.231707317073171)","(71.0, 220.0, 166.66666666666666)","(2.35, 2.68, 2.64625)","(2.9, 3.35, 3.3427884615384618)","(7.5, 10.5, 9.889285714285714)","(41.0, 75.0, 61.0)"
09-01-2023 15:13:37.292512,"(6.0, 8.4, 8.280000000000001)","(71.0, 150.0, 125.0)","(9.0, 15.0, 14.231707317073171)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.68, 2.645)","(2.9, 3.35, 3.3798319327731092)","(7.5, 10.5, 9.9)","(41.0, 75.0, 63.333333333333336)"
09-01-2023 15:13:38.426128,"(6.0, 8.8, 8.355555555555556)","(71.0, 150.0, 125.0)","(9.0, 15.0, 14.015625)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.66, 2.6375)","(2.9, 3.4, 3.357142857142857)","(7.5, 10.5, 9.861290322580645)","(41.0, 75.0, 63.333333333333336)"
09-01-2023 15:13:39.561277,"(6.0, 8.6, 8.333333333333332)","(71.0, 150.0, 116.66666666666667)","(9.0, 15.0, 14.015625)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.66, 2.622626262626263)","(2.9, 3.4, 3.357142857142857)","(7.5, 10.5, 9.861290322580645)","(41.0, 75.0, 63.333333333333336)"
09-01-2023 15:13:40.716647,"(6.0, 8.6, 8.455555555555556)","(71.0, 150.0, 125.0)","(9.0, 15.0, 13.836206896551724)","(71.0, 220.0, 167.5)","(2.35, 2.64, 2.6222608695652174)","(2.9, 3.4, 3.3625)","(7.5, 10.5, 9.861290322580645)","(41.0, 75.0, 63.333333333333336)"
09-01-2023 15:13:41.919539,"(6.0, 8.6, 8.525)","(71.0, 150.0, 125.0)","(9.0, 15.0, 13.918032786885245)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.64, 2.6292857142857144)","(2.9, 3.4, 3.3625)","(7.5, 10.5, 9.879310344827585)","(41.0, 75.0, 62.857142857142854)"
09-01-2023 15:13:43.189337,"(6.0, 8.6, 8.542857142857143)","(71.0, 150.0, 116.66666666666667)","(9.0, 15.0, 13.8)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.64, 2.617391304347826)","(2.9, 3.4, 3.388235294117647)","(7.5, 10.5, 9.879310344827585)","(41.0, 65.0, 62.69230769230769)"
09-01-2023 15:13:44.432480,"(6.0, 8.6, 8.542857142857143)","(71.0, 150.0, 116.66666666666667)","(9.0, 15.0, 13.88135593220339)","(71.0, 220.0, 167.5)","(2.35, 2.64, 2.6020833333333333)","(2.9, 3.4, 3.3842696629213482)","(7.5, 10.5, 10.705882352941176)","(41.0, 65.0, 61.470588235294116)"
09-01-2023 15:13:45.666701,"(6.0, 8.6, 8.49090909090909)","(71.0, 150.0, 116.66666666666667)","(9.0, 15.0, 13.96875)","(71.0, 220.0, 167.5)","(2.35, 2.64, 2.60169696969697)","(2.9, 3.4, 3.38)","(7.5, 11.0, 10.120000000000001)","(41.0, 65.0, 61.470588235294116)"
09-01-2023 15:13:46.834372,"(6.0, 8.6, 8.555555555555555)","(71.0, 150.0, 127.77777777777777)","(9.0, 15.0, 13.96875)","(71.0, 220.0, 173.33333333333334)","(2.35, 2.64, 2.587796610169492)","(2.9, 3.4, 3.4000000000000004)","(7.5, 11.0, 10.08)","(41.0, 65.0, 61.470588235294116)"
09-01-2023 15:13:48.026229,"(6.0, 8.6, 8.342857142857142)","(71.0, 150.0, 127.77777777777777)","(9.0, 15.0, 13.96875)","(71.0, 220.0, 201.42857142857144)","(2.35, 2.62, 2.592)","(2.9, 3.45, 3.3805555555555555)","(7.5, 10.5, 10.045454545454545)","(41.0, 65.0, 61.25)"
09-01-2023 15:13:49.254009,"(6.0, 8.6, 8.399999999999999)","(71.0, 140.0, 126.66666666666667)","(9.0, 15.0, 13.961538461538462)","(71.0, 210.0, 198.0)","(2.35, 2.62, 2.562051282051282)","(2.9, 3.4, 3.432191780821918)","(7.5, 10.5, 10.045454545454545)","(41.0, 65.0, 61.25)"
09-01-2023 15:13:50.459689,"(6.0, 8.6, 8.733333333333334)","(71.0, 140.0, 130.0)","(9.0, 15.0, 13.961538461538462)","(71.0, 210.0, 198.0)","(2.35, 2.6, 2.5613793103448277)","(2.9, 3.5, 3.4189655172413795)","(7.5, 10.5, 10.045454545454545)","(41.0, 65.0, 61.25)"
09-01-2023 15:13:51.922885,"(6.0, 8.8, 8.605405405405406)","(71.0, 140.0, 126.66666666666667)","(9.0, 15.0, 13.794642857142858)","(71.0, 210.0, 201.42857142857144)","(2.35, 2.6, 2.5613793103448277)","(2.9, 3.45, 3.418421052631579)","(7.5, 10.5, 10.796296296296296)","(41.0, 65.0, 61.25)"
09-01-2023 15:13:53.108624,"(6.0, 8.8, 8.62439024390244)","(71.0, 140.0, 126.66666666666667)","(9.0, 15.0, 13.794642857142858)","(71.0, 210.0, 185.0)","(2.35, 2.6, 2.5252427184466018)","(2.9, 3.45, 3.448529411764706)","(7.5, 11.0, 10.813725490196079)","(41.0, 65.0, 61.25)"
09-01-2023 15:13:54.407745,"(6.0, 8.8, 8.755555555555555)","(71.0, 140.0, 134.375)","(9.0, 15.0, 13.991803278688524)","(71.0, 210.0, 198.0)","(2.35, 2.58, 2.5225)","(2.9, 3.45, 3.4842105263157896)","(7.5, 11.0, 10.703125)","(41.0, 65.0, 59.54545454545455)"
09-01-2023 15:13:55.575599,"(6.0, 9.0, 8.808695652173913)","(71.0, 140.0, 134.375)","(9.0, 15.0, 14.25)","(71.0, 210.0, 202.5)","(2.35, 2.56, 2.5033333333333334)","(2.9, 3.5, 3.439175257731959)","(7.5, 11.0, 10.693548387096774)","(41.0, 65.0, 55.294117647058826)"
09-01-2023 15:13:56.762971,"(6.0, 9.0, 8.764285714285714)","(71.0, 140.0, 135.0)","(9.0, 15.0, 14.518518518518519)","(71.0, 210.0, 168.57142857142858)","(2.35, 2.52, 2.4758490566037734)","(2.9, 3.45, 3.44320987654321)","(7.5, 11.0, 10.75)","(41.0, 60.0, 55.833333333333336)"
09-01-2023 15:13:57.901417,"(6.5, 8.8, 8.569230769230769)","(71.0, 140.0, 135.5)","(10.0, 15.0, 14.518518518518519)","(71.0, 220.0, 168.57142857142858)","(2.3, 2.5, 2.4835897435897434)","(2.9, 3.45, 3.4443037974683546)","(8.0, 11.0, 10.833333333333334)","(41.0, 60.0, 55.833333333333336)"
09-01-2023 15:13:59.096913,"(6.5, 8.8, 8.554545454545455)","(71.0, 140.0, 136.53846153846155)","(10.0, 15.0, 14.285714285714286)","(71.0, 220.0, 171.875)","(2.3, 2.5, 2.460625)","(2.9, 3.45, 3.478125)","(8.0, 11.0, 10.833333333333334)","(41.0, 60.0, 55.833333333333336)"
09-01-2023 15:14:00.281196,"(6.5, 8.8, 8.56842105263158)","(71.0, 140.0, 136.53846153846155)","(10.0, 15.0, 14.722222222222221)","(71.0, 220.0, 171.875)","(2.3, 2.48, 2.467906976744186)","(2.9, 3.5, 3.4767441860465116)","(8.0, 11.0, 10.833333333333334)","(41.0, 60.0, 55.5)"
