,Confused,Cookie Cotton,Sadie Seahorse,Elsie Bay,Concord Prince,Bundy Trigger,Victor Sannette,Melissas Louise
11-01-2023 12:02:02.931003,"(3.7, 8.0, 7.883333333333333)","(21.0, 70.0, 66.28571428571428)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.578947368421053)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83125)","(11.0, 20.0, 14.789473684210526)"
11-01-2023 12:02:03.990578,"(3.7, 8.0, 7.872727272727273)","(21.0, 70.0, 66.28571428571428)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.418181818181818)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83125)","(11.0, 20.0, 14.823529411764707)"
11-01-2023 12:02:05.206572,"(3.7, 8.0, 7.872727272727273)","(21.0, 70.0, 66.28571428571428)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.418181818181818)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83125)","(11.0, 20.0, 16.166666666666668)"
11-01-2023 12:02:06.326709,"(3.7, 8.2, 8.028571428571428)","(21.0, 70.0, 66.28571428571428)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.481081081081081)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83125)","(11.0, 19.5, 16.166666666666668)"
11-01-2023 12:02:07.401150,"(3.7, 8.6, 8.2)","(21.0, 70.0, 66.28571428571428)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.43)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83125)","(11.0, 19.5, 16.166666666666668)"
11-01-2023 12:02:08.468735,"(3.7, 8.2, 7.975)","(21.0, 70.0, 58.18181818181819)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.264516129032259)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:09.615288,"(3.7, 8.2, 7.975)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.225806451612904)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:10.641031,"(3.7, 8.2, 7.975)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.225806451612904)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.83)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:11.718068,"(3.7, 8.2, 8.049999999999999)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.184000000000001)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.85, 1.835)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:12.868530,"(3.7, 8.8, 8.32)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.184000000000001)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.88, 1.8366666666666667)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:13.945702,"(3.7, 8.8, 8.62857142857143)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.142857142857144)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.041666666666666)","(1.7, 1.86, 1.8366666666666667)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:14.975329,"(3.7, 9.0, 8.6)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.422222222222222)","(51.0, 420.0, 240.0)","(9.0, 15.5, 13.909090909090908)","(1.7, 1.86, 1.8366666666666667)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:16.024264,"(3.7, 8.8, 8.533333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 480.0, 366.66666666666663)","(9.0, 15.5, 12.875)","(1.7, 1.86, 1.8308333333333333)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:17.005275,"(3.7, 8.8, 8.533333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 470.0, 315.0)","(9.0, 15.5, 13.909090909090908)","(1.7, 1.86, 1.8366666666666667)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:18.060947,"(3.7, 8.8, 8.533333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 470.0, 246.66666666666669)","(9.0, 15.5, 13.909090909090908)","(1.7, 1.86, 1.8366666666666667)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:19.074687,"(3.7, 8.8, 8.533333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 13.909090909090908)","(1.7, 1.86, 1.83)","(11.0, 19.5, 14.75)"
11-01-2023 12:02:20.093925,"(3.7, 8.8, 8.533333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 13.909090909090908)","(1.7, 1.85, 1.83)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:21.116188,"(3.7, 8.8, 8.533333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 13.909090909090908)","(1.7, 1.85, 1.83)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:22.204585,"(3.7, 8.8, 8.622222222222224)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 246.66666666666669)","(9.0, 15.5, 12.875)","(1.7, 1.85, 1.83)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:23.271253,"(3.7, 8.8, 8.622222222222224)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 12.875)","(1.7, 1.85, 1.8250000000000002)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:24.361079,"(3.7, 8.8, 8.622222222222224)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 12.875)","(1.7, 1.85, 1.83)","(11.0, 19.5, 14.8125)"
11-01-2023 12:02:25.559456,"(3.7, 8.8, 8.622222222222224)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 12.875)","(1.7, 1.85, 1.8328571428571427)","(11.0, 19.5, 14.857142857142858)"
11-01-2023 12:02:26.683971,"(3.7, 8.8, 8.622222222222224)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.422222222222222)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 12.875)","(1.7, 1.88, 1.8366666666666667)","(11.0, 19.5, 14.717391304347826)"
11-01-2023 12:02:27.723589,"(3.7, 8.8, 8.622222222222224)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.22)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 13.75)","(1.7, 1.86, 1.8250000000000002)","(11.0, 19.5, 14.708333333333334)"
11-01-2023 12:02:28.944475,"(3.7, 8.8, 7.84)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 10.5, 10.111111111111112)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.264705882352942)","(1.7, 1.86, 1.8218181818181818)","(11.0, 19.5, 15.75)"
11-01-2023 12:02:30.134678,"(3.7, 8.8, 8.355555555555556)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.111111111111112)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8218181818181818)","(11.0, 19.5, 15.75)"
11-01-2023 12:02:31.306648,"(3.7, 8.8, 8.355555555555556)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.111111111111112)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8218181818181818)","(11.0, 19.5, 15.75)"
11-01-2023 12:02:32.343172,"(3.7, 8.8, 8.355555555555556)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.111111111111112)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8218181818181818)","(11.0, 19.5, 15.75)"
11-01-2023 12:02:33.371563,"(3.7, 8.8, 8.216666666666667)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.111111111111112)","(51.0, 420.0, 290.0)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8218181818181818)","(11.0, 19.5, 15.571428571428571)"
11-01-2023 12:02:34.462427,"(3.7, 8.8, 8.216666666666667)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.90909090909091)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8157894736842106)","(11.0, 19.5, 15.571428571428571)"
11-01-2023 12:02:35.620904,"(3.7, 8.8, 8.216666666666667)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.616438356164384)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8157894736842106)","(11.0, 19.5, 15.571428571428571)"
11-01-2023 12:02:36.681639,"(3.7, 8.8, 8.216666666666667)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.616438356164384)","(51.0, 420.0, 333.33333333333337)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8218181818181818)","(11.0, 19.5, 15.571428571428571)"
11-01-2023 12:02:37.723996,"(3.7, 8.6, 8.085714285714285)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.616438356164384)","(51.0, 420.0, 237.5)","(9.0, 15.5, 14.545454545454545)","(1.7, 1.86, 1.8218181818181818)","(11.0, 19.5, 15.571428571428571)"
11-01-2023 12:02:38.709946,"(3.7, 8.8, 8.1875)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.879999999999999)","(51.0, 470.0, 237.5)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.86, 1.8157894736842106)","(11.0, 19.5, 15.409090909090908)"
11-01-2023 12:02:39.783260,"(3.7, 8.6, 8.23076923076923)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.879999999999999)","(51.0, 890.0, 373.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.86, 1.8133333333333335)","(11.0, 19.5, 15.409090909090908)"
11-01-2023 12:02:40.869428,"(3.7, 8.6, 8.23076923076923)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.616438356164384)","(51.0, 480.0, 373.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.83, 1.7633333333333334)","(11.0, 19.5, 15.409090909090908)"
11-01-2023 12:02:42.006493,"(3.7, 8.6, 8.23076923076923)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.631578947368421)","(51.0, 480.0, 353.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.83, 1.7633333333333334)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:43.062168,"(3.7, 8.6, 8.155555555555555)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 10.631578947368421)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.83, 1.7633333333333334)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:44.066825,"(3.7, 8.8, 8.523076923076923)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.83, 1.7633333333333334)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:45.121222,"(3.7, 8.8, 8.305882352941177)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.83, 1.7633333333333334)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:46.132896,"(3.7, 8.8, 8.305882352941177)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.83, 1.76)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:47.136570,"(3.7, 8.8, 8.305882352941177)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.85, 1.7650000000000001)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:48.109615,"(3.7, 8.8, 8.022222222222222)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.245098039215687)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.857142857142858)","(1.7, 1.84, 1.7650000000000001)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:49.191777,"(3.7, 8.8, 8.022222222222222)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.245098039215687)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.923076923076923)","(1.7, 1.84, 1.7650000000000001)","(11.0, 19.5, 15.26923076923077)"
11-01-2023 12:02:50.269884,"(3.7, 8.6, 7.933333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.245098039215687)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.923076923076923)","(1.7, 1.84, 1.8033333333333335)","(11.0, 19.5, 17.666666666666668)"
11-01-2023 12:02:51.339181,"(3.7, 8.6, 7.933333333333333)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.245098039215687)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.923076923076923)","(1.7, 1.83, 1.8033333333333335)","(11.0, 19.0, 17.666666666666668)"
11-01-2023 12:02:52.362564,"(3.7, 8.6, 8.155555555555555)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.245098039215687)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.923076923076923)","(1.7, 1.83, 1.8033333333333335)","(11.0, 19.0, 18.428571428571427)"
11-01-2023 12:02:53.370116,"(3.7, 8.6, 8.1)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 14.923076923076923)","(1.7, 1.83, 1.8185714285714287)","(11.0, 19.0, 18.428571428571427)"
11-01-2023 12:02:54.393411,"(3.7, 8.6, 8.1)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 13.75)","(1.7, 1.83, 1.7827272727272727)","(11.0, 19.0, 18.428571428571427)"
11-01-2023 12:02:55.437229,"(3.7, 8.6, 8.1)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 13.58)","(1.7, 1.81, 1.7827272727272727)","(11.0, 19.0, 18.428571428571427)"
11-01-2023 12:02:56.535361,"(3.7, 8.6, 7.8)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 13.558823529411764)","(1.7, 1.81, 1.7827272727272727)","(11.0, 19.0, 18.428571428571427)"
11-01-2023 12:02:57.549015,"(3.7, 8.6, 7.8)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 450.0, 353.33333333333337)","(9.0, 15.5, 13.558823529411764)","(1.7, 1.81, 1.7827272727272727)","(11.0, 19.0, 18.428571428571427)"
11-01-2023 12:02:58.680387,"(3.7, 8.6, 7.933333333333334)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 540.0, 413.33333333333337)","(9.0, 15.5, 13.558823529411764)","(1.7, 1.81, 1.7827272727272727)","(11.0, 19.0, 16.714285714285715)"
11-01-2023 12:02:59.738111,"(3.7, 8.6, 7.933333333333334)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.326086956521738)","(10.0, 11.0, 9.857142857142858)","(51.0, 540.0, 413.33333333333337)","(9.0, 15.0, 13.6875)","(1.7, 1.81, 1.7827272727272727)","(11.0, 19.0, 16.714285714285715)"
11-01-2023 12:03:00.831197,"(3.7, 8.6, 7.933333333333334)","(21.0, 70.0, 56.0)","(13.0, 14.5, 13.245098039215687)","(10.0, 11.0, 9.857142857142858)","(51.0, 540.0, 413.33333333333337)","(9.0, 15.0, 14.176470588235293)","(1.7, 1.81, 1.7827272727272727)","(11.0, 19.0, 16.866666666666667)"
11-01-2023 12:03:01.893823,"(3.7, 8.6, 8.2)","(21.0, 70.0, 59.6)","(13.0, 14.5, 13.138297872340425)","(10.0, 11.0, 9.857142857142858)","(51.0, 540.0, 406.66666666666663)","(9.0, 15.0, 14.176470588235293)","(1.7, 1.81, 1.8325)","(11.0, 19.0, 16.24137931034483)"
11-01-2023 12:03:02.923507,"(3.7, 8.6, 8.0)","(21.0, 70.0, 61.33333333333333)","(13.0, 14.5, 13.138297872340425)","(10.0, 11.0, 9.846153846153847)","(51.0, 530.0, 242.22222222222223)","(9.0, 15.0, 14.5)","(1.7, 1.84, 1.784375)","(11.0, 19.0, 16.24137931034483)"
11-01-2023 12:03:04.002851,"(3.7, 8.6, 8.3)","(21.0, 70.0, 67.0)","(13.0, 14.5, 13.61111111111111)","(10.0, 11.0, 10.583333333333334)","(51.0, 520.0, 375.0)","(9.0, 15.0, 14.5)","(1.7, 1.8, 1.784375)","(11.0, 19.0, 16.09090909090909)"
11-01-2023 12:03:05.193996,"(3.7, 8.4, 8.32)","(21.0, 70.0, 65.0)","(13.0, 14.5, 13.722222222222221)","(9.0, 11.0, 10.553571428571429)","(61.0, 500.0, 416.66666666666663)","(9.0, 15.0, 14.416666666666666)","(1.7, 1.8, 1.779090909090909)","(9.0, 19.0, 15.689655172413794)"
11-01-2023 12:03:06.283364,"(4.2, 8.4, 8.285714285714286)","(26.0, 70.0, 67.0)","(12.0, 14.5, 13.625)","(8.0, 11.0, 10.56)","(61.0, 500.0, 400.0)","(9.0, 15.0, 14.083333333333334)","(1.7, 1.83, 1.7853846153846153)","(9.0, 19.0, 15.461538461538462)"
11-01-2023 12:03:07.309830,"(4.2, 8.4, 8.285714285714286)","(26.0, 70.0, 67.0)","(12.0, 14.5, 13.625)","(8.0, 11.0, 10.56)","(61.0, 450.0, 400.0)","(9.0, 15.0, 14.083333333333334)","(1.7, 1.82, 1.8050000000000002)","(9.0, 19.0, 15.461538461538462)"
11-01-2023 12:03:08.389122,"(4.2, 8.6, 8.2)","(26.0, 70.0, 67.0)","(12.0, 14.5, 13.566666666666666)","(8.0, 11.0, 10.567901234567902)","(61.0, 450.0, 355.0)","(9.0, 15.0, 14.120000000000001)","(1.7, 1.82, 1.796)","(9.0, 19.0, 15.461538461538462)"
11-01-2023 12:03:09.461704,"(4.2, 8.6, 8.163636363636364)","(26.0, 70.0, 62.5)","(12.0, 14.5, 13.884615384615385)","(8.0, 11.0, 9.75)","(61.0, 450.0, 355.0)","(9.0, 15.0, 14.214285714285714)","(1.7, 1.82, 1.8069565217391306)","(9.0, 19.0, 14.469696969696969)"
11-01-2023 12:03:10.507014,"(4.2, 8.6, 8.2)","(26.0, 70.0, 62.5)","(12.0, 14.5, 14.029411764705882)","(8.0, 11.0, 9.928571428571429)","(61.0, 450.0, 355.0)","(9.0, 15.0, 14.214285714285714)","(1.7, 1.82, 1.800769230769231)","(9.0, 19.0, 14.4)"
11-01-2023 12:03:11.580245,"(4.2, 8.6, 8.1)","(26.0, 70.0, 65.0)","(12.0, 14.5, 14.029411764705882)","(8.0, 11.0, 9.944)","(61.0, 450.0, 365.0)","(9.0, 15.0, 14.38888888888889)","(1.7, 1.82, 1.7825)","(9.0, 19.0, 15.634146341463413)"
11-01-2023 12:03:12.665840,"(4.2, 8.6, 8.4)","(26.0, 70.0, 67.5)","(12.0, 14.5, 13.833333333333334)","(8.0, 11.0, 10.592592592592593)","(61.0, 450.0, 365.0)","(9.0, 15.0, 14.368421052631579)","(1.7, 1.79, 1.7975)","(9.0, 19.0, 14.637931034482758)"
11-01-2023 12:03:13.716719,"(4.2, 8.6, 8.4)","(26.0, 70.0, 67.5)","(12.0, 14.5, 13.833333333333334)","(8.0, 11.0, 10.583333333333334)","(61.0, 450.0, 393.3333333333333)","(9.0, 15.0, 14.368421052631579)","(1.7, 1.82, 1.788)","(9.0, 19.0, 15.368421052631579)"
11-01-2023 12:03:14.788133,"(4.2, 8.6, 8.4)","(26.0, 70.0, 67.5)","(12.0, 14.5, 13.833333333333334)","(8.0, 11.0, 10.0)","(61.0, 450.0, 370.0)","(9.0, 15.0, 14.368421052631579)","(1.7, 1.83, 1.7876470588235294)","(9.0, 19.0, 16.3125)"
11-01-2023 12:03:15.790941,"(4.2, 8.6, 8.4)","(26.0, 70.0, 67.5)","(12.0, 14.5, 13.833333333333334)","(8.0, 11.0, 10.0)","(61.0, 450.0, 370.0)","(9.0, 15.0, 14.368421052631579)","(1.7, 1.83, 1.77)","(9.0, 18.5, 16.055555555555557)"
11-01-2023 12:03:16.808317,"(4.2, 8.6, 8.4)","(26.0, 70.0, 67.5)","(12.0, 14.5, 13.833333333333334)","(8.0, 11.0, 10.0)","(61.0, 450.0, 370.0)","(9.0, 15.0, 13.73076923076923)","(1.7, 1.83, 1.77)","(9.0, 18.5, 15.456521739130435)"
11-01-2023 12:03:17.830653,"(4.2, 8.6, 8.244444444444444)","(26.0, 70.0, 65.0)","(12.0, 14.5, 14.277777777777779)","(8.0, 11.0, 10.0)","(61.0, 450.0, 370.0)","(9.0, 15.0, 13.73076923076923)","(1.7, 1.83, 1.779090909090909)","(9.0, 18.5, 16.5)"
11-01-2023 12:03:18.859945,"(4.2, 8.6, 8.236363636363636)","(26.0, 70.0, 65.0)","(12.0, 16.0, 15.11111111111111)","(8.0, 11.0, 10.0)","(61.0, 450.0, 370.0)","(9.0, 15.0, 13.714285714285714)","(1.7, 1.83, 1.7727272727272727)","(9.0, 18.0, 16.5)"
11-01-2023 12:03:19.939289,"(4.2, 8.6, 8.236363636363636)","(26.0, 70.0, 65.0)","(12.0, 16.0, 15.11111111111111)","(8.0, 11.0, 10.583333333333334)","(61.0, 450.0, 370.0)","(9.0, 15.0, 14.368421052631579)","(1.7, 1.83, 1.7514285714285713)","(9.0, 18.0, 16.75)"
11-01-2023 12:03:21.033135,"(4.2, 8.6, 8.4)","(26.0, 70.0, 67.5)","(12.0, 16.0, 14.526315789473685)","(8.0, 11.0, 10.583333333333334)","(61.0, 450.0, 370.0)","(9.0, 15.0, 14.368421052631579)","(1.7, 1.82, 1.7514285714285713)","(9.0, 18.0, 16.75)"
11-01-2023 12:03:22.127627,"(4.2, 8.6, 8.4)","(26.0, 70.0, 67.5)","(12.0, 16.0, 14.526315789473685)","(8.0, 11.0, 10.583333333333334)","(61.0, 450.0, 360.0)","(9.0, 15.0, 14.80952380952381)","(1.7, 1.82, 1.7857142857142858)","(9.0, 18.0, 17.625)"
11-01-2023 12:03:23.165876,"(4.2, 8.6, 8.2)","(26.0, 70.0, 67.5)","(12.0, 16.0, 14.344827586206897)","(8.0, 11.0, 10.583333333333334)","(61.0, 640.0, 360.0)","(9.0, 15.0, 14.548387096774194)","(1.7, 1.82, 1.7814285714285714)","(9.0, 18.0, 17.625)"
11-01-2023 12:03:24.244494,"(4.2, 8.6, 8.2)","(26.0, 70.0, 67.5)","(12.0, 16.0, 14.344827586206897)","(8.0, 11.0, 10.567567567567568)","(61.0, 640.0, 415.0)","(9.0, 15.0, 14.607142857142858)","(1.7, 1.82, 1.7863636363636364)","(9.0, 18.0, 17.5)"
11-01-2023 12:03:25.309459,"(4.2, 8.6, 8.32)","(26.0, 70.0, 67.5)","(12.0, 16.0, 14.285714285714285)","(8.0, 11.0, 10.567567567567568)","(61.0, 540.0, 415.0)","(9.0, 15.0, 14.521739130434783)","(1.7, 1.8, 1.79)","(9.0, 18.0, 17.785714285714285)"
11-01-2023 12:03:26.342923,"(4.2, 8.6, 8.133333333333333)","(26.0, 70.0, 65.0)","(12.0, 16.0, 14.384615384615385)","(8.0, 11.0, 10.027777777777779)","(61.0, 540.0, 415.0)","(9.0, 15.0, 14.521739130434783)","(1.7, 1.8, 1.79)","(9.0, 18.0, 17.785714285714285)"
11-01-2023 12:03:27.455922,"(4.2, 8.6, 8.295652173913043)","(26.0, 70.0, 65.0)","(12.0, 16.0, 14.384615384615385)","(8.0, 11.0, 10.03921568627451)","(61.0, 540.0, 370.0)","(9.0, 15.0, 14.521739130434783)","(1.7, 1.8, 1.7911764705882354)","(9.0, 18.0, 17.785714285714285)"
11-01-2023 12:03:28.586845,"(4.2, 8.6, 8.295652173913043)","(26.0, 70.0, 65.0)","(12.0, 16.0, 14.222222222222221)","(8.0, 11.0, 9.886363636363637)","(61.0, 540.0, 415.0)","(9.0, 15.0, 14.791666666666666)","(1.7, 1.8, 1.7650000000000001)","(9.0, 18.0, 17.785714285714285)"
11-01-2023 12:03:29.669612,"(4.2, 8.6, 8.32)","(26.0, 70.0, 67.5)","(12.0, 16.0, 14.222222222222221)","(8.0, 11.0, 9.719999999999999)","(61.0, 540.0, 415.0)","(9.0, 15.0, 14.791666666666666)","(1.7, 1.77, 1.7625)","(9.0, 18.0, 17.785714285714285)"
