,Malibu Bale,Aston Nancy,Drop Fifty,Glasgow Magic,Gomez Bale,Tiggys Em,Zulu Ghost
340,"[datetime.datetime(2022, 11, 28, 14, 20, 2, 358273), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 2, 358273), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 2, 358273), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 2, 358273), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 2, 358273), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 2, 358273), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 2, 358273), 10.0, 20.0]"
341,"[datetime.datetime(2022, 11, 28, 14, 20, 3, 492476), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 3, 492476), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 3, 492476), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 3, 492476), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 3, 492476), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 3, 492476), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 3, 492476), 10.0, 20.0]"
342,"[datetime.datetime(2022, 11, 28, 14, 20, 4, 702950), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 4, 702950), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 4, 702950), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 4, 702950), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 4, 702950), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 4, 702950), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 4, 702950), 10.0, 20.0]"
343,"[datetime.datetime(2022, 11, 28, 14, 20, 5, 871968), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 5, 871968), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 5, 871968), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 5, 871968), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 5, 871968), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 5, 871968), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 5, 871968), 10.0, 20.0]"
344,"[datetime.datetime(2022, 11, 28, 14, 20, 7, 24087), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 7, 24087), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 7, 24087), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 7, 24087), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 7, 24087), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 7, 24087), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 7, 24087), 10.0, 20.0]"
345,"[datetime.datetime(2022, 11, 28, 14, 20, 8, 151907), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 8, 151907), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 8, 151907), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 8, 151907), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 8, 151907), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 8, 151907), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 8, 151907), 10.0, 20.0]"
346,"[datetime.datetime(2022, 11, 28, 14, 20, 9, 307265), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 9, 307265), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 9, 307265), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 9, 307265), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 9, 307265), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 9, 307265), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 9, 307265), 10.0, 20.0]"
347,"[datetime.datetime(2022, 11, 28, 14, 20, 10, 446763), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 10, 446763), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 10, 446763), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 10, 446763), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 10, 446763), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 10, 446763), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 10, 446763), 10.0, 20.0]"
348,"[datetime.datetime(2022, 11, 28, 14, 20, 11, 589483), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 11, 589483), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 11, 589483), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 11, 589483), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 11, 589483), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 11, 589483), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 11, 589483), 10.0, 20.0]"
349,"[datetime.datetime(2022, 11, 28, 14, 20, 12, 719074), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 12, 719074), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 12, 719074), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 12, 719074), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 12, 719074), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 12, 719074), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 12, 719074), 10.0, 20.0]"
350,"[datetime.datetime(2022, 11, 28, 14, 20, 13, 833084), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 13, 833084), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 13, 833084), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 13, 833084), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 13, 833084), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 13, 833084), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 13, 833084), 10.0, 20.0]"
351,"[datetime.datetime(2022, 11, 28, 14, 20, 14, 961954), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 14, 961954), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 14, 961954), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 14, 961954), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 14, 961954), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 14, 961954), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 14, 961954), 10.0, 20.0]"
352,"[datetime.datetime(2022, 11, 28, 14, 20, 16, 83828), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 16, 83828), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 16, 83828), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 16, 83828), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 16, 83828), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 16, 83828), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 16, 83828), 10.0, 20.0]"
353,"[datetime.datetime(2022, 11, 28, 14, 20, 17, 206885), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 17, 206885), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 17, 206885), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 17, 206885), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 17, 206885), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 17, 206885), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 17, 206885), 10.0, 20.0]"
354,"[datetime.datetime(2022, 11, 28, 14, 20, 18, 322949), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 18, 322949), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 18, 322949), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 18, 322949), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 18, 322949), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 18, 322949), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 18, 322949), 10.0, 20.0]"
355,"[datetime.datetime(2022, 11, 28, 14, 20, 19, 450392), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 19, 450392), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 19, 450392), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 19, 450392), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 19, 450392), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 19, 450392), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 19, 450392), 10.0, 20.0]"
356,"[datetime.datetime(2022, 11, 28, 14, 20, 20, 561418), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 20, 561418), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 20, 561418), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 20, 561418), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 20, 561418), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 20, 561418), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 20, 561418), 10.0, 20.0]"
357,"[datetime.datetime(2022, 11, 28, 14, 20, 21, 677537), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 21, 677537), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 21, 677537), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 21, 677537), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 21, 677537), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 21, 677537), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 21, 677537), 10.0, 20.0]"
358,"[datetime.datetime(2022, 11, 28, 14, 20, 22, 789304), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 22, 789304), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 22, 789304), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 22, 789304), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 22, 789304), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 22, 789304), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 22, 789304), 10.0, 20.0]"
359,"[datetime.datetime(2022, 11, 28, 14, 20, 23, 909190), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 23, 909190), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 23, 909190), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 23, 909190), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 23, 909190), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 23, 909190), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 23, 909190), 10.0, 20.0]"
360,"[datetime.datetime(2022, 11, 28, 14, 20, 25, 28528), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 25, 28528), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 25, 28528), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 25, 28528), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 25, 28528), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 25, 28528), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 25, 28528), 10.0, 20.0]"
361,"[datetime.datetime(2022, 11, 28, 14, 20, 26, 147659), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 26, 147659), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 26, 147659), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 26, 147659), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 26, 147659), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 26, 147659), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 26, 147659), 10.0, 20.0]"
362,"[datetime.datetime(2022, 11, 28, 14, 20, 27, 267506), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 27, 267506), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 27, 267506), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 27, 267506), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 27, 267506), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 27, 267506), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 27, 267506), 10.0, 20.0]"
363,"[datetime.datetime(2022, 11, 28, 14, 20, 28, 384708), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 28, 384708), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 28, 384708), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 28, 384708), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 28, 384708), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 28, 384708), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 28, 384708), 10.0, 20.0]"
364,"[datetime.datetime(2022, 11, 28, 14, 20, 29, 498013), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 29, 498013), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 29, 498013), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 29, 498013), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 29, 498013), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 29, 498013), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 29, 498013), 10.0, 20.0]"
365,"[datetime.datetime(2022, 11, 28, 14, 20, 30, 621336), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 30, 621336), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 30, 621336), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 30, 621336), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 30, 621336), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 30, 621336), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 30, 621336), 10.0, 20.0]"
366,"[datetime.datetime(2022, 11, 28, 14, 20, 31, 734876), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 31, 734876), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 31, 734876), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 31, 734876), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 31, 734876), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 31, 734876), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 31, 734876), 10.0, 20.0]"
367,"[datetime.datetime(2022, 11, 28, 14, 20, 32, 856220), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 32, 856220), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 32, 856220), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 32, 856220), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 32, 856220), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 32, 856220), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 32, 856220), 10.0, 20.0]"
368,"[datetime.datetime(2022, 11, 28, 14, 20, 33, 973792), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 33, 973792), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 33, 973792), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 33, 973792), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 33, 973792), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 33, 973792), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 33, 973792), 10.0, 20.0]"
369,"[datetime.datetime(2022, 11, 28, 14, 20, 35, 95819), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 35, 95819), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 35, 95819), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 35, 95819), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 35, 95819), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 35, 95819), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 35, 95819), 10.0, 20.0]"
370,"[datetime.datetime(2022, 11, 28, 14, 20, 36, 203613), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 36, 203613), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 36, 203613), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 36, 203613), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 36, 203613), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 36, 203613), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 36, 203613), 10.0, 20.0]"
371,"[datetime.datetime(2022, 11, 28, 14, 20, 37, 329395), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 37, 329395), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 37, 329395), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 37, 329395), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 37, 329395), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 37, 329395), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 37, 329395), 10.0, 20.0]"
372,"[datetime.datetime(2022, 11, 28, 14, 20, 38, 442297), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 38, 442297), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 38, 442297), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 38, 442297), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 38, 442297), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 38, 442297), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 38, 442297), 10.0, 20.0]"
373,"[datetime.datetime(2022, 11, 28, 14, 20, 39, 565688), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 39, 565688), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 39, 565688), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 39, 565688), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 39, 565688), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 39, 565688), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 39, 565688), 10.0, 20.0]"
374,"[datetime.datetime(2022, 11, 28, 14, 20, 40, 682162), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 40, 682162), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 40, 682162), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 40, 682162), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 40, 682162), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 40, 682162), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 40, 682162), 10.0, 20.0]"
375,"[datetime.datetime(2022, 11, 28, 14, 20, 41, 798619), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 41, 798619), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 41, 798619), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 41, 798619), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 41, 798619), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 41, 798619), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 41, 798619), 10.0, 20.0]"
376,"[datetime.datetime(2022, 11, 28, 14, 20, 42, 908450), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 42, 908450), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 42, 908450), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 42, 908450), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 42, 908450), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 42, 908450), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 42, 908450), 10.0, 20.0]"
377,"[datetime.datetime(2022, 11, 28, 14, 20, 44, 27586), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 44, 27586), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 44, 27586), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 44, 27586), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 44, 27586), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 44, 27586), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 44, 27586), 10.0, 20.0]"
378,"[datetime.datetime(2022, 11, 28, 14, 20, 45, 135128), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 45, 135128), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 45, 135128), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 45, 135128), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 45, 135128), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 45, 135128), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 45, 135128), 10.0, 20.0]"
379,"[datetime.datetime(2022, 11, 28, 14, 20, 46, 256680), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 46, 256680), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 46, 256680), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 46, 256680), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 46, 256680), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 46, 256680), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 46, 256680), 10.0, 20.0]"
380,"[datetime.datetime(2022, 11, 28, 14, 20, 47, 366549), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 47, 366549), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 47, 366549), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 47, 366549), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 47, 366549), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 47, 366549), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 47, 366549), 10.0, 20.0]"
381,"[datetime.datetime(2022, 11, 28, 14, 20, 48, 486944), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 48, 486944), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 48, 486944), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 48, 486944), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 48, 486944), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 48, 486944), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 48, 486944), 10.0, 20.0]"
382,"[datetime.datetime(2022, 11, 28, 14, 20, 49, 606937), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 49, 606937), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 49, 606937), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 49, 606937), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 49, 606937), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 49, 606937), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 49, 606937), 10.0, 20.0]"
383,"[datetime.datetime(2022, 11, 28, 14, 20, 50, 718730), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 50, 718730), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 50, 718730), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 50, 718730), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 50, 718730), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 50, 718730), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 50, 718730), 10.0, 20.0]"
384,"[datetime.datetime(2022, 11, 28, 14, 20, 51, 834575), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 51, 834575), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 51, 834575), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 51, 834575), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 51, 834575), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 51, 834575), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 51, 834575), 10.0, 20.0]"
385,"[datetime.datetime(2022, 11, 28, 14, 20, 52, 960731), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 14, 20, 52, 960731), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 52, 960731), 19.0, 140.0]","[datetime.datetime(2022, 11, 28, 14, 20, 52, 960731), 10.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 20, 52, 960731), 1.9, 2.7]","[datetime.datetime(2022, 11, 28, 14, 20, 52, 960731), 19.0, 60.0]","[datetime.datetime(2022, 11, 28, 14, 20, 52, 960731), 10.0, 20.0]"
