,Mr Wallace,Windshadow,Jackson On Time,Cassimir,Bel Air,Silentsar,Pharoah Magic,The Lions Gate,Sha Of Gomer,Snitcat,Avebury,Wild Calm,Arts Object,Iron Grace,Dolly Bird,Dirty Dancing
07-01-2023 11:41:32.229320,"(31.0, 40.0, 38.72727272727273)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.56, 2.5323076923076924)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.166666666666666)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 14.65625)","(81.0, 150.0, 115.71428571428571)","(31.0, 46.0, 42.4)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:34.209918,"(31.0, 40.0, 38.72727272727273)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.5323076923076924)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.166666666666666)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 14.65625)","(81.0, 150.0, 115.71428571428571)","(31.0, 46.0, 42.4)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:36.106937,"(31.0, 40.0, 38.72727272727273)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.5323076923076924)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.392857142857142)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 14.954545454545455)","(81.0, 150.0, 115.71428571428571)","(31.0, 46.0, 42.4)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:37.959661,"(31.0, 40.0, 38.72727272727273)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.5323076923076924)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.369565217391305)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 14.75)","(81.0, 150.0, 115.71428571428571)","(31.0, 46.0, 42.4)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:39.722866,"(31.0, 40.0, 38.72727272727273)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.497258883248731)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.3)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 14.75)","(81.0, 150.0, 115.71428571428571)","(31.0, 46.0, 42.4)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:41.915562,"(31.0, 40.0, 38.72727272727273)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.58, 2.5046153846153847)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.369565217391305)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 14.75)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 43.2)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:44.061553,"(31.0, 40.0, 38.72727272727273)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.56, 2.5046153846153847)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.369565217391305)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 14.75)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 43.2)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:46.110847,"(31.0, 40.0, 38.89473684210526)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.56, 2.5244444444444443)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.3)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 15.558823529411764)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 43.2)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:48.298899,"(31.0, 40.0, 38.89473684210526)","(13.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(18.0, 29.0, 26.81818181818182)","(2.5, 2.56, 2.5244444444444443)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.277777777777779)","(5.5, 6.8, 6.420512820512821)","(11.0, 17.5, 15.208333333333334)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 43.2)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:50.260887,"(31.0, 40.0, 38.91304347826087)","(14.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(19.0, 29.0, 26.81818181818182)","(2.5, 2.56, 2.530344827586207)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 15.166666666666666)","(5.5, 6.8, 6.451063829787234)","(11.0, 17.5, 15.208333333333334)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 43.2)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:52.582178,"(31.0, 40.0, 38.91304347826087)","(14.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(19.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.530877192982456)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 14.75)","(5.5, 6.8, 6.451063829787234)","(11.0, 17.5, 15.208333333333334)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 43.2)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:54.707398,"(31.0, 40.0, 38.91304347826087)","(14.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(19.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.530877192982456)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.5, 14.857142857142858)","(5.5, 6.8, 6.451063829787234)","(11.0, 17.5, 15.208333333333334)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 42.285714285714285)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:56.713926,"(31.0, 40.0, 38.91304347826087)","(14.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(19.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.530877192982456)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.0, 14.857142857142858)","(5.5, 6.8, 6.451063829787234)","(11.0, 17.5, 15.147058823529411)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 42.285714285714285)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:41:58.417024,"(31.0, 40.0, 38.91304347826087)","(14.0, 18.5, 16.59090909090909)","(41.0, 85.0, 80.0)","(19.0, 29.0, 26.81818181818182)","(2.5, 2.54, 2.5287272727272727)","(16.0, 21.0, 20.41304347826087)","(51.0, 80.0, 79.0)","(41.0, 70.0, 57.72727272727273)","(11.0, 15.5, 14.38888888888889)","(11.0, 15.0, 15.028571428571428)","(5.5, 6.8, 6.300000000000001)","(11.0, 17.5, 15.147058823529411)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 42.285714285714285)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:42:00.338778,"(31.0, 40.0, 41.851851851851855)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 81.66666666666667)","(19.0, 29.0, 28.25)","(2.5, 2.56, 2.5287272727272727)","(16.0, 21.0, 20.571428571428573)","(51.0, 80.0, 79.0)","(41.0, 70.0, 63.18181818181818)","(11.0, 15.5, 15.159090909090908)","(11.0, 15.5, 14.9)","(5.5, 6.4, 6.516666666666667)","(11.0, 17.5, 16.28787878787879)","(81.0, 150.0, 115.71428571428571)","(31.0, 48.0, 42.285714285714285)","(51.0, 110.0, 75.71428571428571)","(71.0, 120.0, 94.28571428571429)"
07-01-2023 11:42:02.244753,"(31.0, 42.0, 41.5)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 81.66666666666667)","(19.0, 29.0, 28.25)","(2.5, 2.56, 2.543969465648855)","(16.0, 21.0, 20.7)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 15.291666666666666)","(11.0, 15.0, 15.32258064516129)","(5.5, 6.6, 6.564285714285714)","(11.0, 17.5, 16.396551724137932)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.90909090909091)","(51.0, 110.0, 83.75)","(71.0, 120.0, 100.0)"
07-01-2023 11:42:04.300634,"(31.0, 42.0, 41.5)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 81.66666666666667)","(19.0, 29.0, 28.25)","(2.5, 2.58, 2.543969465648855)","(16.0, 21.0, 20.7)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 15.291666666666666)","(11.0, 15.5, 15.288461538461538)","(5.5, 6.6, 6.564285714285714)","(11.0, 17.5, 16.396551724137932)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.90909090909091)","(51.0, 110.0, 89.0)","(71.0, 120.0, 100.0)"
07-01-2023 11:42:06.208663,"(31.0, 42.0, 41.5)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 81.66666666666667)","(19.0, 29.0, 28.25)","(2.5, 2.58, 2.543969465648855)","(16.0, 21.0, 20.7)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 15.291666666666666)","(11.0, 15.5, 15.232142857142858)","(5.5, 6.6, 6.562025316455696)","(11.0, 17.5, 16.583333333333332)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.90909090909091)","(51.0, 110.0, 89.0)","(71.0, 120.0, 100.0)"
07-01-2023 11:42:08.296499,"(31.0, 42.0, 41.5)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 81.66666666666667)","(19.0, 29.0, 28.25)","(2.5, 2.58, 2.543969465648855)","(16.0, 21.0, 20.7)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 15.352941176470589)","(11.0, 15.5, 15.232142857142858)","(5.5, 6.6, 6.552380952380952)","(11.0, 17.5, 16.928571428571427)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.90909090909091)","(51.0, 110.0, 89.0)","(71.0, 120.0, 100.0)"
07-01-2023 11:42:10.497085,"(31.0, 42.0, 41.5)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 81.66666666666667)","(19.0, 29.0, 28.076923076923077)","(2.5, 2.58, 2.5527167630057805)","(16.0, 21.0, 20.7)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 15.30188679245283)","(11.0, 15.0, 14.766666666666667)","(5.5, 6.6, 6.552380952380952)","(11.0, 17.5, 16.86842105263158)","(81.0, 150.0, 128.1818181818182)","(31.0, 44.0, 43.6)","(51.0, 110.0, 89.0)","(71.0, 120.0, 100.0)"
07-01-2023 11:42:12.468630,"(31.0, 42.0, 41.714285714285715)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 83.0)","(19.0, 29.0, 27.545454545454547)","(2.5, 2.58, 2.5527167630057805)","(16.0, 21.0, 21.166666666666668)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.875)","(5.5, 6.4, 6.300000000000001)","(11.0, 17.5, 16.681818181818183)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.90909090909091)","(51.0, 110.0, 89.0)","(71.0, 120.0, 100.0)"
07-01-2023 11:42:14.278374,"(31.0, 42.0, 41.714285714285715)","(14.0, 18.5, 17.985294117647058)","(41.0, 85.0, 83.0)","(19.0, 29.0, 27.545454545454547)","(2.5, 2.58, 2.5527167630057805)","(16.0, 22.0, 21.166666666666668)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.818181818181818)","(5.5, 6.4, 6.300000000000001)","(11.0, 17.5, 16.9375)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.90909090909091)","(51.0, 110.0, 89.0)","(71.0, 120.0, 100.0)"
07-01-2023 11:42:15.974073,"(31.0, 42.0, 41.714285714285715)","(14.0, 18.5, 17.333333333333332)","(41.0, 85.0, 83.0)","(19.0, 29.0, 27.545454545454547)","(2.5, 2.58, 2.5527167630057805)","(16.0, 22.0, 21.166666666666668)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.65)","(5.5, 6.4, 6.300000000000001)","(11.0, 17.5, 16.9375)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.46153846153846)","(51.0, 110.0, 89.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:17.837756,"(31.0, 42.0, 41.714285714285715)","(14.0, 18.5, 17.333333333333332)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.5, 2.58, 2.5527167630057805)","(16.0, 22.0, 21.166666666666668)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.65)","(5.5, 6.4, 6.300000000000001)","(11.0, 17.5, 16.9375)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.46153846153846)","(51.0, 110.0, 89.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:20.213343,"(31.0, 42.0, 43.142857142857146)","(14.0, 18.5, 17.033333333333335)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5613438735177865)","(16.0, 22.0, 21.166666666666668)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.854166666666666)","(5.5, 6.4, 6.300000000000001)","(11.0, 17.5, 17.3)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.46153846153846)","(51.0, 110.0, 89.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:22.116437,"(31.0, 44.0, 43.142857142857146)","(14.0, 18.5, 17.033333333333335)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5613438735177865)","(16.0, 22.0, 21.166666666666668)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.825)","(5.5, 6.4, 6.20327868852459)","(11.0, 17.5, 17.3)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.46153846153846)","(51.0, 110.0, 89.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:24.133918,"(31.0, 44.0, 43.142857142857146)","(14.0, 18.5, 16.666666666666668)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5576303317535545)","(16.0, 22.0, 21.25)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.825)","(5.5, 6.4, 6.20327868852459)","(11.0, 17.5, 17.3)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 89.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:26.198858,"(31.0, 44.0, 43.142857142857146)","(14.0, 18.5, 16.666666666666668)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5652500000000003)","(16.0, 22.0, 21.25)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.8)","(11.0, 15.0, 14.825)","(5.5, 6.4, 6.20327868852459)","(11.0, 17.5, 17.3)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:28.058636,"(31.0, 44.0, 43.142857142857146)","(14.0, 18.5, 16.666666666666668)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5652500000000003)","(16.0, 22.0, 21.25)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 15.0, 14.825)","(5.5, 6.4, 6.20327868852459)","(11.0, 17.5, 17.3)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:29.892498,"(31.0, 44.0, 43.142857142857146)","(14.0, 18.5, 17.25)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5652500000000003)","(16.0, 22.0, 21.25)","(51.0, 80.0, 79.16666666666667)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 15.0, 14.766666666666667)","(5.5, 6.4, 6.22608695652174)","(11.0, 17.5, 17.318181818181817)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:31.684960,"(31.0, 44.0, 43.142857142857146)","(14.0, 18.0, 17.166666666666668)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5706467661691543)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 15.0, 14.488095238095237)","(5.5, 6.4, 6.195)","(11.0, 18.0, 17.318181818181817)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:33.571364,"(31.0, 44.0, 43.142857142857146)","(14.0, 17.5, 17.166666666666668)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5696396396396395)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 14.5, 14.488095238095237)","(5.5, 6.4, 6.369230769230769)","(11.0, 18.0, 17.318181818181817)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:35.373518,"(31.0, 44.0, 43.142857142857146)","(14.0, 17.5, 16.833333333333332)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.5696396396396395)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 14.5, 14.486486486486486)","(5.5, 6.6, 6.346666666666667)","(11.0, 18.0, 16.553571428571427)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:37.076153,"(31.0, 44.0, 43.142857142857146)","(14.0, 17.5, 16.833333333333332)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.58, 2.585916666666667)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 14.5, 14.486486486486486)","(5.5, 6.6, 6.346666666666667)","(11.0, 17.0, 16.25)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:38.813879,"(31.0, 44.0, 43.142857142857146)","(14.0, 17.5, 16.833333333333332)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.6, 2.5885057471264368)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 14.5, 14.428571428571429)","(5.5, 6.6, 6.346666666666667)","(11.0, 16.5, 16.25)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:40.537289,"(31.0, 44.0, 43.142857142857146)","(14.0, 17.5, 16.833333333333332)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.6, 2.587872340425532)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 14.5, 14.381578947368421)","(5.5, 6.6, 6.520833333333333)","(11.0, 16.5, 16.3125)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:42.240026,"(31.0, 44.0, 43.142857142857146)","(14.0, 17.5, 16.833333333333332)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.6, 2.5870297029702973)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 14.5, 14.359375)","(5.5, 6.6, 6.520833333333333)","(11.0, 16.5, 16.3125)","(81.0, 150.0, 128.1818181818182)","(31.0, 46.0, 44.57142857142857)","(51.0, 110.0, 92.5)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:43.967543,"(31.0, 44.0, 43.142857142857146)","(14.0, 17.5, 16.488372093023255)","(41.0, 85.0, 83.33333333333333)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.6, 2.5915384615384616)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.6875)","(11.0, 14.5, 14.232142857142858)","(5.5, 6.6, 6.531818181818181)","(11.0, 16.5, 15.807692307692308)","(81.0, 150.0, 128.1818181818182)","(31.0, 44.0, 43.8)","(51.0, 110.0, 95.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:45.659365,"(31.0, 44.0, 46.5)","(14.0, 16.5, 16.488636363636363)","(41.0, 85.0, 84.28571428571429)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.6, 2.6232116788321167)","(16.0, 22.0, 21.136363636363637)","(51.0, 80.0, 79.28571428571429)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.735294117647058)","(11.0, 14.5, 13.96875)","(5.5, 6.6, 6.533333333333333)","(11.0, 16.0, 15.392857142857142)","(81.0, 150.0, 128.1818181818182)","(31.0, 44.0, 43.8)","(51.0, 110.0, 95.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:47.420294,"(31.0, 48.0, 47.0)","(14.0, 16.5, 16.488636363636363)","(41.0, 85.0, 84.28571428571429)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.64, 2.6143016759776536)","(16.0, 22.0, 21.208333333333332)","(51.0, 80.0, 79.5)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.7)","(11.0, 14.0, 13.933333333333334)","(5.5, 6.6, 6.522448979591837)","(11.0, 15.5, 15.75)","(81.0, 150.0, 127.5)","(31.0, 44.0, 43.8)","(51.0, 110.0, 95.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:49.094610,"(31.0, 48.0, 47.0)","(14.0, 16.5, 16.488636363636363)","(41.0, 85.0, 84.28571428571429)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.64, 2.6143016759776536)","(16.0, 22.0, 21.208333333333332)","(51.0, 80.0, 79.5)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.7)","(11.0, 14.0, 13.933333333333334)","(5.5, 6.6, 6.522448979591837)","(11.0, 16.0, 15.75)","(81.0, 150.0, 127.5)","(31.0, 44.0, 43.77777777777778)","(51.0, 110.0, 95.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:50.764084,"(31.0, 48.0, 47.0)","(14.0, 16.5, 16.488636363636363)","(41.0, 85.0, 84.28571428571429)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.64, 2.6143016759776536)","(16.0, 22.0, 20.892857142857142)","(51.0, 80.0, 79.5)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.7)","(11.0, 14.0, 13.933333333333334)","(5.5, 6.6, 6.522448979591837)","(11.0, 16.0, 15.75)","(81.0, 150.0, 127.5)","(31.0, 44.0, 43.77777777777778)","(51.0, 110.0, 95.0)","(71.0, 120.0, 90.83333333333333)"
07-01-2023 11:42:52.450568,"(31.0, 48.0, 47.0)","(14.0, 16.5, 16.488636363636363)","(41.0, 85.0, 84.28571428571429)","(19.0, 29.0, 27.545454545454547)","(2.45, 2.64, 2.6143016759776536)","(16.0, 21.0, 20.892857142857142)","(51.0, 80.0, 79.5)","(41.0, 70.0, 61.0)","(11.0, 15.5, 14.7)","(11.0, 14.0, 13.933333333333334)","(5.5, 6.6, 6.522448979591837)","(11.0, 16.0, 15.75)","(81.0, 150.0, 127.5)","(31.0, 44.0, 43.45454545454545)","(51.0, 110.0, 95.0)","(71.0, 120.0, 90.83333333333333)"
