,Mr Wallace,Windshadow,Jackson On Time,Cassimir,Bel Air,Silentsar,Pharoah Magic,The Lions Gate,Sha Of Gomer,Snitcat,Avebury,Wild Calm,Arts Object,Iron Grace,Dolly Bird,Dirty Dancing
07-01-2023 11:59:41.020009,"(26.0, 36.0, 35.25714285714286)","(10.0, 12.5, 12.333746898263028)","(71.0, 120.0, 106.47058823529412)","(19.0, 27.0, 25.541666666666668)","(2.7, 2.96, 2.961810699588477)","(16.0, 18.5, 19.04471544715447)","(61.0, 100.0, 96.25)","(41.0, 65.0, 62.8125)","(12.0, 14.5, 14.481481481481481)","(10.0, 10.5, 10.199007717750828)","(6.5, 7.2, 7.10834879406308)","(12.0, 15.5, 15.3375)","(101.0, 260.0, 242.0)","(31.0, 42.0, 39.68115942028985)","(51.0, 70.0, 69.0)","(71.0, 95.0, 88.33333333333333)"
07-01-2023 11:59:42.703027,"(26.0, 36.0, 35.25714285714286)","(10.0, 12.5, 12.333746898263028)","(71.0, 110.0, 108.94736842105263)","(20.0, 27.0, 25.50485436893204)","(2.7, 2.98, 2.9612290502793295)","(16.0, 19.5, 18.657894736842106)","(61.0, 100.0, 96.25)","(41.0, 65.0, 61.91489361702128)","(12.0, 14.5, 14.481481481481481)","(10.0, 10.5, 10.229481641468682)","(6.0, 7.2, 7.120634920634921)","(12.0, 15.5, 15.357692307692307)","(101.0, 260.0, 242.0)","(31.0, 42.0, 39.68115942028985)","(51.0, 70.0, 69.0)","(71.0, 95.0, 92.10526315789474)"
07-01-2023 11:59:44.422681,"(26.0, 36.0, 35.25714285714286)","(10.0, 12.5, 12.415151515151516)","(71.0, 110.0, 107.5)","(20.0, 27.0, 25.794117647058822)","(2.7, 2.98, 2.969769820971867)","(16.0, 19.0, 18.94736842105263)","(61.0, 100.0, 95.5)","(41.0, 65.0, 61.77777777777778)","(12.0, 14.5, 14.375)","(10.0, 10.5, 10.25178389398573)","(6.0, 7.2, 7.127536231884058)","(12.0, 15.5, 15.360902255639097)","(101.0, 260.0, 200.0)","(31.0, 42.0, 39.714285714285715)","(51.0, 70.0, 69.0909090909091)","(71.0, 95.0, 92.04545454545455)"
07-01-2023 11:59:46.206009,"(26.0, 36.0, 35.25714285714286)","(10.0, 12.5, 12.382231404958677)","(71.0, 110.0, 107.5)","(20.0, 26.0, 25.55)","(2.7, 2.98, 2.9597402597402596)","(16.0, 19.0, 19.14968152866242)","(61.0, 100.0, 95.5)","(41.0, 65.0, 61.77777777777778)","(12.0, 14.5, 14.385714285714286)","(10.0, 10.5, 10.26078971533517)","(6.0, 7.2, 7.285714285714286)","(12.0, 15.5, 15.360902255639097)","(101.0, 230.0, 229.56521739130434)","(31.0, 40.0, 39.73684210526316)","(51.0, 70.0, 69.0909090909091)","(71.0, 95.0, 92.04545454545455)"
07-01-2023 11:59:47.922154,"(26.0, 36.0, 35.51724137931034)","(10.0, 12.5, 12.382231404958677)","(71.0, 110.0, 107.5)","(20.0, 26.0, 25.55)","(2.7, 2.98, 2.9624324324324323)","(16.0, 19.5, 18.92543859649123)","(61.0, 100.0, 91.76470588235294)","(41.0, 65.0, 61.70454545454545)","(12.0, 14.5, 14.385714285714286)","(10.0, 10.5, 10.228298017771703)","(6.0, 7.4, 7.282456140350877)","(12.0, 15.5, 15.337719298245615)","(101.0, 230.0, 229.56521739130434)","(31.0, 40.0, 39.73684210526316)","(51.0, 70.0, 69.0909090909091)","(71.0, 95.0, 92.04545454545455)"
07-01-2023 11:59:49.693312,"(26.0, 36.0, 35.44)","(10.0, 12.5, 12.37863070539419)","(71.0, 110.0, 107.5)","(20.0, 26.0, 25.55)","(2.7, 2.98, 2.966206896551724)","(16.0, 19.0, 18.89430894308943)","(71.0, 100.0, 92.27272727272727)","(41.0, 65.0, 61.70454545454545)","(12.0, 14.5, 14.385714285714286)","(10.0, 10.5, 10.227553118574367)","(6.0, 7.4, 7.285844748858448)","(12.0, 15.5, 14.798387096774194)","(101.0, 230.0, 229.56521739130434)","(31.0, 40.0, 39.67741935483871)","(51.0, 70.0, 69.0909090909091)","(71.0, 95.0, 91.05263157894737)"
07-01-2023 11:59:51.476781,"(26.0, 36.0, 35.16129032258065)","(10.0, 12.5, 12.373376623376624)","(71.0, 110.0, 107.5)","(20.0, 26.0, 25.50769230769231)","(2.7, 2.98, 2.9602973977695166)","(16.0, 19.0, 19.138157894736842)","(71.0, 100.0, 92.08333333333333)","(41.0, 65.0, 61.70454545454545)","(12.0, 14.5, 14.385714285714286)","(10.0, 10.5, 10.24933155080214)","(6.0, 7.4, 7.308045977011495)","(12.0, 15.0, 14.558823529411764)","(101.0, 230.0, 229.56521739130434)","(31.0, 40.0, 39.44444444444444)","(51.0, 75.0, 72.5)","(71.0, 95.0, 91.05263157894737)"
07-01-2023 11:59:53.195322,"(26.0, 36.0, 35.16129032258065)","(10.0, 12.5, 12.373376623376624)","(71.0, 110.0, 107.5)","(20.0, 26.0, 25.458333333333332)","(2.7, 3.0, 3.011669505962521)","(16.0, 19.5, 18.914529914529915)","(71.0, 100.0, 92.08333333333333)","(41.0, 65.0, 61.70454545454545)","(12.0, 14.5, 13.953237410071942)","(10.0, 10.5, 10.256651524983777)","(6.0, 7.4, 7.322935779816514)","(12.0, 15.0, 14.557803468208093)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 39.411764705882355)","(51.0, 75.0, 73.18181818181819)","(71.0, 95.0, 90.83333333333333)"
07-01-2023 11:59:54.941851,"(26.0, 36.0, 35.16129032258065)","(10.0, 12.5, 12.34607438016529)","(71.0, 110.0, 108.23529411764706)","(20.0, 26.0, 25.426470588235293)","(2.7, 3.05, 3.010110294117647)","(16.0, 19.0, 18.714601769911503)","(71.0, 100.0, 92.08333333333333)","(41.0, 65.0, 61.70454545454545)","(12.0, 14.0, 14.071428571428571)","(10.0, 10.5, 10.267411300919843)","(6.0, 7.4, 7.322935779816514)","(12.0, 15.0, 14.570833333333333)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 39.411764705882355)","(51.0, 75.0, 73.2)","(71.0, 95.0, 90.83333333333333)"
07-01-2023 11:59:56.634641,"(26.0, 36.0, 35.08771929824562)","(10.0, 12.5, 12.345435684647303)","(71.0, 110.0, 108.23529411764706)","(20.0, 26.0, 25.426470588235293)","(2.7, 3.05, 3.013095238095238)","(16.0, 19.0, 18.776041666666668)","(71.0, 100.0, 92.08333333333333)","(41.0, 65.0, 61.70454545454545)","(12.0, 14.5, 14.071428571428571)","(10.0, 10.5, 10.275032938076416)","(6.0, 7.4, 7.367714884696017)","(12.0, 15.0, 14.453703703703704)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 39.411764705882355)","(51.0, 70.0, 69.33333333333333)","(71.0, 95.0, 90.83333333333333)"
07-01-2023 11:59:58.394521,"(26.0, 36.0, 35.08771929824562)","(10.0, 12.5, 12.345435684647303)","(71.0, 110.0, 108.23529411764706)","(20.0, 26.0, 24.714285714285715)","(2.7, 3.05, 3.080622837370242)","(16.0, 19.0, 18.77208480565371)","(71.0, 100.0, 91.92307692307692)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.5, 13.972868217054264)","(10.0, 10.5, 10.288540245566166)","(6.0, 7.4, 7.3325131810193325)","(12.0, 15.0, 14.513636363636364)","(101.0, 230.0, 223.33333333333334)","(31.0, 38.0, 36.75)","(51.0, 70.0, 69.33333333333333)","(71.0, 95.0, 90.83333333333333)"
07-01-2023 12:00:00.147026,"(26.0, 36.0, 35.08771929824562)","(10.0, 12.5, 12.35126582278481)","(71.0, 110.0, 108.23529411764706)","(20.0, 25.0, 24.636363636363637)","(2.7, 3.1, 3.080141843971631)","(16.0, 19.0, 18.77208480565371)","(71.0, 95.0, 91.92307692307692)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.5, 13.968879668049793)","(10.0, 10.5, 10.288540245566166)","(6.0, 7.4, 7.3325131810193325)","(12.0, 15.0, 14.513636363636364)","(101.0, 230.0, 223.33333333333334)","(31.0, 38.0, 36.75)","(51.0, 70.0, 69.0909090909091)","(71.0, 95.0, 90.55555555555556)"
07-01-2023 12:00:01.885234,"(26.0, 36.0, 35.371428571428574)","(10.0, 12.5, 12.383426966292134)","(71.0, 110.0, 109.0625)","(20.0, 25.0, 24.7)","(2.7, 3.1, 3.084919028340081)","(16.0, 19.0, 18.784132841328415)","(71.0, 95.0, 91.36363636363636)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.5, 13.972477064220184)","(10.0, 10.5, 10.290715372907155)","(6.0, 7.4, 7.344721689059501)","(12.0, 15.0, 14.515)","(101.0, 230.0, 223.33333333333334)","(31.0, 38.0, 36.92307692307692)","(51.0, 70.0, 67.22222222222223)","(71.0, 95.0, 90.55555555555556)"
07-01-2023 12:00:03.611941,"(26.0, 36.0, 35.23076923076923)","(10.0, 12.5, 12.349740932642487)","(71.0, 110.0, 107.5)","(20.0, 26.0, 24.636363636363637)","(2.7, 3.1, 3.120441176470588)","(16.0, 19.0, 18.767857142857142)","(71.0, 95.0, 91.36363636363636)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.5, 13.916666666666666)","(10.0, 10.5, 10.290715372907155)","(6.0, 7.4, 7.338461538461539)","(12.0, 15.0, 14.515)","(101.0, 230.0, 222.0)","(31.0, 38.0, 36.92307692307692)","(51.0, 70.0, 67.22222222222223)","(71.0, 95.0, 95.33333333333333)"
07-01-2023 12:00:05.354018,"(26.0, 36.0, 34.97959183673469)","(10.0, 12.5, 12.347938144329897)","(71.0, 110.0, 105.71428571428572)","(20.0, 26.0, 24.571428571428573)","(2.7, 3.15, 3.0976626016260163)","(16.0, 19.0, 18.767857142857142)","(71.0, 95.0, 90.9375)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.5, 13.8989898989899)","(10.0, 10.5, 10.290715372907155)","(6.0, 7.4, 7.321804511278196)","(12.0, 15.0, 14.559090909090909)","(101.0, 240.0, 222.0)","(31.0, 36.0, 35.2)","(51.0, 70.0, 67.22222222222223)","(71.0, 95.0, 93.48484848484848)"
07-01-2023 12:00:07.069088,"(26.0, 36.0, 34.98360655737705)","(10.0, 12.5, 12.339139344262295)","(71.0, 120.0, 107.5)","(20.0, 26.0, 24.676923076923078)","(2.7, 3.1, 3.100299401197605)","(16.0, 19.0, 18.697916666666668)","(71.0, 95.0, 91.38888888888889)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.5, 13.7987012987013)","(10.0, 10.5, 10.291191381495564)","(6.0, 7.4, 7.3117241379310345)","(12.0, 15.0, 14.458333333333334)","(101.0, 240.0, 222.0)","(31.0, 36.0, 34.926829268292686)","(51.0, 70.0, 67.22222222222223)","(71.0, 95.0, 91.66666666666667)"
07-01-2023 12:00:08.791284,"(26.0, 36.0, 34.98360655737705)","(10.0, 12.5, 12.360726643598616)","(71.0, 110.0, 105.71428571428572)","(20.0, 26.0, 24.676923076923078)","(2.7, 3.15, 3.1170532060027285)","(16.0, 19.0, 18.69279661016949)","(71.0, 95.0, 91.38888888888889)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.0, 13.7987012987013)","(10.0, 10.5, 10.289993626513702)","(6.0, 7.4, 7.3117241379310345)","(12.0, 14.5, 14.4296875)","(101.0, 240.0, 222.0)","(31.0, 36.0, 34.926829268292686)","(51.0, 70.0, 66.81818181818181)","(71.0, 95.0, 91.66666666666667)"
07-01-2023 12:00:10.534311,"(26.0, 36.0, 34.98360655737705)","(10.0, 12.5, 12.358247422680412)","(71.0, 120.0, 99.375)","(20.0, 26.0, 24.733333333333334)","(2.7, 3.15, 3.164819944598338)","(16.0, 19.0, 18.683406113537117)","(71.0, 95.0, 91.38888888888889)","(41.0, 65.0, 61.09756097560975)","(12.0, 14.0, 13.755905511811024)","(10.0, 10.5, 10.295595533498759)","(6.0, 7.4, 7.3117241379310345)","(12.0, 14.5, 14.4296875)","(101.0, 240.0, 222.0)","(31.0, 36.0, 34.80952380952381)","(51.0, 70.0, 60.32258064516129)","(71.0, 90.0, 87.82608695652173)"
07-01-2023 12:00:12.266443,"(31.0, 36.0, 34.98360655737705)","(11.0, 12.5, 12.368122977346278)","(81.0, 100.0, 98.46153846153847)","(20.0, 25.0, 24.88)","(2.7, 3.2, 3.169667590027701)","(16.0, 19.0, 18.677777777777777)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 61.09756097560975)","(12.0, 14.0, 13.65677966101695)","(9.0, 10.5, 10.314071856287425)","(6.5, 7.4, 7.310763888888889)","(13.0, 14.5, 14.396825396825397)","(101.0, 240.0, 216.0)","(31.0, 36.0, 34.523809523809526)","(51.0, 70.0, 61.25)","(71.0, 90.0, 87.54901960784314)"
07-01-2023 12:00:14.002203,"(31.0, 36.0, 34.98360655737705)","(11.0, 12.5, 12.368122977346278)","(81.0, 100.0, 93.79310344827586)","(20.0, 26.0, 24.857142857142858)","(2.7, 3.2, 3.1828358208955225)","(16.0, 19.0, 18.72641509433962)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 61.09756097560975)","(12.0, 14.0, 13.52536231884058)","(9.0, 10.5, 10.314071856287425)","(6.5, 7.4, 7.307588532883643)","(13.0, 14.5, 14.30327868852459)","(101.0, 240.0, 208.57142857142858)","(31.0, 36.0, 34.523809523809526)","(51.0, 70.0, 60.3448275862069)","(71.0, 90.0, 87.54901960784314)"
07-01-2023 12:00:15.727360,"(31.0, 36.0, 36.44897959183673)","(11.0, 12.5, 12.369494290375204)","(81.0, 100.0, 94.25)","(20.0, 26.0, 24.24)","(2.7, 3.2, 3.183656509695291)","(16.0, 19.0, 18.762295081967213)","(71.0, 95.0, 91.92307692307692)","(51.0, 65.0, 62.57575757575758)","(12.0, 14.0, 13.625531914893617)","(9.0, 10.5, 10.299885648942253)","(6.5, 7.4, 7.311150442477876)","(13.0, 14.5, 14.281818181818181)","(101.0, 230.0, 205.0)","(31.0, 36.0, 37.55102040816327)","(51.0, 65.0, 60.55555555555556)","(71.0, 90.0, 87.59615384615384)"
07-01-2023 12:00:17.474757,"(31.0, 38.0, 36.44897959183673)","(11.0, 12.5, 12.369494290375204)","(81.0, 95.0, 96.19047619047619)","(20.0, 25.0, 24.24)","(2.7, 3.2, 3.1755411255411254)","(16.0, 19.0, 18.762295081967213)","(71.0, 95.0, 91.78571428571429)","(51.0, 65.0, 62.57575757575758)","(12.0, 14.0, 13.625531914893617)","(9.0, 10.5, 10.298571428571428)","(6.5, 7.4, 7.318181818181818)","(13.0, 14.5, 14.281818181818181)","(101.0, 220.0, 205.0)","(31.0, 38.0, 37.541666666666664)","(51.0, 65.0, 60.833333333333336)","(71.0, 90.0, 87.59615384615384)"
07-01-2023 12:00:19.197794,"(31.0, 38.0, 36.44897959183673)","(11.0, 12.5, 12.369494290375204)","(81.0, 100.0, 96.19047619047619)","(20.0, 25.0, 24.24)","(2.7, 3.2, 3.1755411255411254)","(16.0, 19.0, 18.762295081967213)","(71.0, 95.0, 91.78571428571429)","(51.0, 65.0, 62.57575757575758)","(12.0, 14.0, 13.625531914893617)","(9.0, 10.5, 10.297530155083285)","(6.5, 7.4, 7.339956803455724)","(13.0, 14.5, 14.346153846153847)","(101.0, 220.0, 249.25925925925927)","(31.0, 38.0, 37.541666666666664)","(51.0, 65.0, 59.583333333333336)","(71.0, 90.0, 85.6896551724138)"
07-01-2023 12:00:20.884703,"(31.0, 38.0, 36.0)","(11.0, 12.5, 12.365384615384615)","(81.0, 100.0, 96.08695652173913)","(20.0, 24.0, 23.366197183098592)","(2.7, 3.2, 3.1468805704099823)","(16.0, 19.0, 18.688034188034187)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 62.57575757575758)","(12.0, 14.0, 13.283333333333333)","(9.0, 10.5, 10.297530155083285)","(6.5, 7.4, 7.339956803455724)","(12.0, 14.5, 14.346153846153847)","(101.0, 250.0, 246.0)","(31.0, 38.0, 39.483870967741936)","(51.0, 60.0, 59.44444444444444)","(71.0, 90.0, 85.6896551724138)"
07-01-2023 12:00:22.661911,"(31.0, 38.0, 36.142857142857146)","(11.0, 12.5, 12.35737976782753)","(81.0, 100.0, 95.71428571428571)","(20.0, 24.0, 23.366197183098592)","(2.7, 3.15, 3.1468805704099823)","(16.0, 19.0, 18.688034188034187)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 62.57575757575758)","(12.0, 13.5, 13.381720430107526)","(9.0, 10.5, 10.297530155083285)","(6.5, 7.4, 7.323076923076924)","(12.0, 14.5, 14.352941176470589)","(101.0, 250.0, 247.77777777777777)","(31.0, 40.0, 39.483870967741936)","(51.0, 60.0, 58.75)","(71.0, 90.0, 85.6896551724138)"
07-01-2023 12:00:24.378618,"(31.0, 38.0, 36.15384615384615)","(11.0, 12.5, 12.364636209813876)","(81.0, 100.0, 95.26315789473684)","(20.0, 24.0, 23.274193548387096)","(2.7, 3.2, 3.183295454545455)","(16.0, 19.0, 18.443548387096776)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 62.698412698412696)","(12.0, 13.5, 13.345070422535212)","(9.0, 10.5, 10.297453703703704)","(6.5, 7.4, 7.323076923076924)","(12.0, 14.5, 14.393333333333333)","(101.0, 250.0, 247.77777777777777)","(31.0, 40.0, 39.44827586206897)","(51.0, 60.0, 58.75)","(71.0, 90.0, 85.6896551724138)"
07-01-2023 12:00:26.091677,"(31.0, 38.0, 36.295081967213115)","(11.0, 12.5, 12.352125693160813)","(81.0, 100.0, 95.38461538461539)","(20.0, 24.0, 23.274193548387096)","(2.7, 3.2, 3.1722120658135284)","(16.0, 18.5, 17.93076923076923)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 62.698412698412696)","(12.0, 13.5, 13.345070422535212)","(9.0, 10.5, 10.297453703703704)","(6.5, 7.4, 7.370786516853933)","(12.0, 14.5, 14.393333333333333)","(101.0, 250.0, 247.77777777777777)","(31.0, 40.0, 39.44827586206897)","(51.0, 60.0, 58.529411764705884)","(71.0, 90.0, 84.71428571428571)"
07-01-2023 12:00:27.845755,"(31.0, 38.0, 36.295081967213115)","(11.0, 12.5, 12.346296296296297)","(81.0, 100.0, 94.85714285714286)","(20.0, 24.0, 23.647058823529413)","(2.7, 3.2, 3.169278350515464)","(16.0, 18.5, 17.689655172413794)","(71.0, 95.0, 91.47058823529412)","(51.0, 65.0, 62.698412698412696)","(12.0, 13.5, 13.381720430107526)","(9.0, 10.5, 10.297453703703704)","(6.5, 7.4, 7.399344262295083)","(12.0, 14.5, 14.375)","(101.0, 250.0, 247.77777777777777)","(31.0, 40.0, 39.61538461538461)","(51.0, 60.0, 57.63157894736842)","(71.0, 85.0, 85.5)"
07-01-2023 12:00:29.603401,"(31.0, 38.0, 36.19607843137255)","(11.0, 12.5, 12.346938775510203)","(81.0, 100.0, 95.26315789473684)","(20.0, 24.0, 23.70731707317073)","(2.7, 3.2, 3.1672289156626507)","(16.0, 18.0, 17.625)","(71.0, 95.0, 91.92307692307692)","(51.0, 65.0, 62.698412698412696)","(12.0, 13.5, 13.45138888888889)","(9.0, 10.5, 10.301812004530012)","(6.5, 7.4, 7.379351032448378)","(12.0, 14.5, 14.309090909090909)","(101.0, 250.0, 247.77777777777777)","(31.0, 40.0, 39.4)","(51.0, 60.0, 56.25)","(71.0, 90.0, 85.42372881355932)"
07-01-2023 12:00:31.266491,"(31.0, 38.0, 35.898305084745765)","(11.0, 12.5, 12.344045368620037)","(81.0, 100.0, 86.25)","(20.0, 24.0, 23.852941176470587)","(2.7, 3.2, 3.1864583333333334)","(16.0, 18.0, 17.526315789473685)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 62.698412698412696)","(12.0, 13.5, 13.469298245614034)","(9.0, 10.5, 10.305714285714286)","(6.5, 7.4, 7.334703196347032)","(12.0, 14.5, 14.289855072463768)","(101.0, 250.0, 247.77777777777777)","(31.0, 40.0, 39.4)","(51.0, 60.0, 56.25)","(71.0, 90.0, 85.3125)"
07-01-2023 12:00:33.047486,"(31.0, 38.0, 35.898305084745765)","(11.0, 12.5, 12.344045368620037)","(81.0, 95.0, 89.44444444444444)","(20.0, 24.0, 23.82758620689655)","(2.7, 3.2, 3.1964705882352944)","(16.0, 18.0, 17.536290322580644)","(71.0, 95.0, 91.38888888888889)","(51.0, 65.0, 62.66129032258065)","(12.0, 13.5, 13.643243243243244)","(9.0, 10.5, 10.305714285714286)","(6.5, 7.4, 7.334703196347032)","(12.0, 14.5, 13.53076923076923)","(101.0, 250.0, 247.77777777777777)","(31.0, 40.0, 39.4)","(51.0, 60.0, 56.15384615384615)","(71.0, 90.0, 85.57377049180327)"
07-01-2023 12:00:34.773247,"(31.0, 38.0, 35.30769230769231)","(11.0, 12.5, 12.339113680154142)","(81.0, 95.0, 90.625)","(20.0, 24.0, 23.11111111111111)","(2.7, 3.2, 3.204678007290401)","(16.0, 18.0, 17.516806722689076)","(71.0, 95.0, 91.57894736842105)","(51.0, 65.0, 62.622950819672134)","(12.0, 14.0, 13.573170731707316)","(9.0, 10.5, 10.298219584569733)","(6.5, 7.4, 7.351530612244899)","(12.0, 14.0, 13.66)","(101.0, 250.0, 247.14285714285714)","(31.0, 40.0, 39.48571428571429)","(51.0, 60.0, 55.714285714285715)","(71.0, 90.0, 85.42857142857143)"
07-01-2023 12:00:36.488644,"(31.0, 36.0, 35.30769230769231)","(11.0, 12.5, 12.366666666666667)","(81.0, 95.0, 89.8076923076923)","(20.0, 24.0, 23.11111111111111)","(2.7, 3.25, 3.208647450110865)","(16.0, 18.0, 17.26751592356688)","(71.0, 95.0, 91.57894736842105)","(51.0, 65.0, 62.622950819672134)","(12.0, 14.0, 13.545454545454545)","(9.0, 10.5, 10.307552870090634)","(6.5, 7.4, 7.289320388349515)","(12.0, 14.0, 13.66)","(101.0, 250.0, 247.14285714285714)","(31.0, 40.0, 39.48571428571429)","(51.0, 60.0, 55.714285714285715)","(71.0, 90.0, 84.92307692307692)"
07-01-2023 12:00:38.374626,"(31.0, 36.0, 34.92307692307692)","(11.0, 12.5, 12.371244635193133)","(81.0, 95.0, 89.8076923076923)","(20.0, 24.0, 23.466666666666665)","(2.8, 3.25, 3.212721021611002)","(16.0, 18.0, 17.28723404255319)","(71.0, 95.0, 91.57894736842105)","(51.0, 65.0, 60.78947368421053)","(12.0, 14.0, 13.805309734513274)","(9.0, 10.5, 10.306969696969697)","(6.5, 7.4, 7.285714285714286)","(12.0, 14.0, 13.597222222222221)","(101.0, 250.0, 247.14285714285714)","(31.0, 40.0, 39.4375)","(51.0, 60.0, 55.714285714285715)","(71.0, 90.0, 84.75409836065573)"
07-01-2023 12:00:40.215067,"(31.0, 36.0, 34.92307692307692)","(11.0, 12.5, 12.371244635193133)","(81.0, 95.0, 89.8076923076923)","(20.0, 24.0, 23.466666666666665)","(2.7, 3.25, 3.210161662817552)","(16.0, 17.5, 17.28723404255319)","(71.0, 95.0, 91.57894736842105)","(51.0, 65.0, 59.0)","(12.0, 14.0, 13.813636363636364)","(9.0, 10.5, 10.30436117936118)","(6.5, 7.4, 7.285714285714286)","(12.0, 14.0, 13.58433734939759)","(101.0, 250.0, 247.14285714285714)","(31.0, 40.0, 39.4375)","(51.0, 60.0, 55.714285714285715)","(71.0, 90.0, 84.44444444444444)"
07-01-2023 12:00:41.976200,"(31.0, 36.0, 34.92307692307692)","(11.0, 12.5, 12.372844827586206)","(81.0, 95.0, 91.5909090909091)","(20.0, 24.0, 22.79310344827586)","(2.7, 3.25, 3.2137893196781273)","(16.0, 17.5, 17.198529411764707)","(71.0, 95.0, 92.14285714285714)","(51.0, 60.0, 58.0)","(12.0, 14.0, 13.804761904761905)","(9.0, 10.5, 10.308596165739022)","(6.5, 7.4, 7.1551246537396125)","(12.0, 14.0, 13.955)","(101.0, 250.0, 247.14285714285714)","(31.0, 42.0, 39.310344827586206)","(51.0, 60.0, 56.15384615384615)","(71.0, 90.0, 85.8695652173913)"
07-01-2023 12:00:43.687287,"(31.0, 36.0, 35.68421052631579)","(11.0, 12.5, 12.37176724137931)","(81.0, 95.0, 91.5909090909091)","(20.0, 23.0, 22.79310344827586)","(2.8, 3.25, 3.190282131661442)","(16.0, 18.0, 17.198529411764707)","(71.0, 95.0, 92.14285714285714)","(51.0, 60.0, 56.875)","(12.0, 14.0, 13.804761904761905)","(9.0, 10.5, 10.305590452261306)","(6.5, 7.2, 7.175974025974027)","(12.0, 14.0, 14.145714285714286)","(101.0, 250.0, 247.14285714285714)","(31.0, 42.0, 39.310344827586206)","(51.0, 60.0, 56.15384615384615)","(71.0, 90.0, 86.27906976744185)"
07-01-2023 12:00:45.448371,"(31.0, 36.0, 36.35294117647059)","(11.0, 12.5, 12.379065040650406)","(81.0, 95.0, 91.66666666666667)","(20.0, 23.0, 23.0625)","(2.8, 3.2, 3.1954641350210973)","(16.0, 18.0, 17.278145695364238)","(71.0, 95.0, 91.57894736842105)","(51.0, 60.0, 58.333333333333336)","(12.0, 14.0, 14.085526315789474)","(9.0, 10.5, 10.159066808059386)","(6.5, 7.2, 7.168286445012788)","(12.0, 14.5, 13.974789915966387)","(101.0, 250.0, 243.33333333333334)","(31.0, 42.0, 39.67164179104478)","(51.0, 60.0, 56.808510638297875)","(71.0, 90.0, 86.19047619047619)"
07-01-2023 12:00:47.206458,"(31.0, 38.0, 36.38709677419355)","(11.0, 12.5, 12.357300884955752)","(81.0, 95.0, 91.66666666666667)","(20.0, 24.0, 23.0625)","(2.8, 3.2, 3.1956140350877194)","(16.0, 18.0, 17.3015873015873)","(71.0, 95.0, 91.57894736842105)","(51.0, 60.0, 58.84615384615385)","(12.0, 14.5, 14.085526315789474)","(9.0, 10.5, 10.251882530120483)","(6.5, 7.2, 7.1326403326403325)","(12.0, 14.0, 13.974789915966387)","(101.0, 250.0, 243.33333333333334)","(31.0, 42.0, 39.6)","(51.0, 60.0, 56.59090909090909)","(71.0, 90.0, 86.3157894736842)"
07-01-2023 12:00:48.940905,"(31.0, 38.0, 36.4)","(11.0, 12.5, 12.357300884955752)","(71.0, 95.0, 91.66666666666667)","(20.0, 24.0, 22.48148148148148)","(2.8, 3.25, 3.199416666666667)","(16.0, 18.0, 17.526881720430108)","(71.0, 95.0, 91.57894736842105)","(51.0, 60.0, 58.84615384615385)","(12.0, 14.5, 14.097014925373134)","(9.0, 10.5, 10.203953712632593)","(6.5, 7.2, 7.139912280701754)","(12.0, 14.0, 13.856060606060606)","(101.0, 250.0, 245.0)","(31.0, 42.0, 39.35593220338983)","(51.0, 60.0, 56.808510638297875)","(71.0, 90.0, 86.3157894736842)"
07-01-2023 12:00:50.649563,"(31.0, 38.0, 36.4)","(11.0, 12.5, 12.357300884955752)","(71.0, 95.0, 91.66666666666667)","(20.0, 23.0, 22.48148148148148)","(2.8, 3.2, 3.1957831325301203)","(16.0, 18.0, 17.51063829787234)","(71.0, 95.0, 91.9047619047619)","(51.0, 60.0, 58.84615384615385)","(12.0, 14.5, 14.097014925373134)","(9.0, 10.5, 10.25233644859813)","(6.5, 7.2, 7.14056399132321)","(12.0, 14.0, 13.94186046511628)","(101.0, 250.0, 245.0)","(31.0, 42.0, 39.35593220338983)","(51.0, 60.0, 56.59090909090909)","(71.0, 90.0, 86.3157894736842)"
