,Linxx,United,Goodtime Maddie,Thomas Heights,Wow You Can Dance,Accelere Nz,Dancing Finn
10-01-2023 19:31:56.935668,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.25)","(3.8, 99999, 99990)","(2.15, 2.48, 2.44)"
10-01-2023 19:31:58.119550,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.25)","(3.8, 99999, 99990)","(2.15, 2.48, 2.44)"
10-01-2023 19:31:59.242029,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.25)","(3.8, 99999, 99990)","(2.15, 2.48, 2.44)"
10-01-2023 19:32:00.435572,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.25)","(3.8, 99999, 99990)","(2.15, 2.48, 2.44)"
10-01-2023 19:32:01.508843,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.48, 2.413333333333333)"
10-01-2023 19:32:02.580550,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:03.634296,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:04.652068,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:05.679617,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:06.757539,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.58)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:07.807693,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:08.907348,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:09.959178,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:10.972771,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:12.045213,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:13.104195,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 105.0)","(3.0, 4.4, 4.266666666666667)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:14.158399,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 90.0)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:15.190676,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.355555555555556)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:16.203314,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.355555555555556)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:17.243549,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.355555555555556)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:18.305560,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.355555555555556)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:19.349128,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.355555555555556)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:20.429234,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:21.457695,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:22.574397,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:23.587181,"(15.0, 20.0, 17.0)","(7.5, 10.0, 9.825)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:24.585133,"(15.0, 20.0, 17.0)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.46, 2.413333333333333)"
10-01-2023 19:32:25.602705,"(15.0, 20.0, 17.0)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.46, 2.418181818181818)"
10-01-2023 19:32:26.637794,"(15.0, 25.0, 18.666666666666668)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:27.668134,"(15.0, 25.0, 18.666666666666668)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:28.765459,"(15.0, 25.0, 18.666666666666668)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:29.822891,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 87.27272727272727)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:30.892390,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.333333333333334)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:31.938671,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.333333333333334)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:32.995291,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:34.056782,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:35.162714,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:36.284969,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:37.357296,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:38.392751,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:39.355993,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:40.360639,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.418181818181818)"
10-01-2023 19:32:41.413370,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.44, 2.4346666666666668)"
10-01-2023 19:32:42.464130,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.5, 2.5733333333333333)"
10-01-2023 19:32:43.535138,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.5733333333333333)"
10-01-2023 19:32:44.605938,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.536)"
10-01-2023 19:32:45.694564,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:46.769775,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:47.826143,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:48.857112,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:49.854377,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:50.911453,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:51.916785,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:53.001845,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:54.102939,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.357142857142858)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:55.368715,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 10.2625)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:56.890018,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 9.382352941176471)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:58.114649,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 9.382352941176471)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:32:59.305580,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 9.382352941176471)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:33:00.514833,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.5, 9.688888888888888)","(41.0, 65.0, 60.85714285714286)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:33:01.734542,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.0, 9.688888888888888)","(41.0, 65.0, 62.099999999999994)","(61.0, 120.0, 102.85714285714286)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:33:02.909333,"(15.0, 24.0, 18.333333333333332)","(7.5, 10.0, 9.688888888888888)","(41.0, 65.0, 62.099999999999994)","(61.0, 120.0, 97.5)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.58)"
10-01-2023 19:33:04.038743,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 62.099999999999994)","(61.0, 120.0, 90.0)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:05.288452,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 62.92857142857143)","(61.0, 120.0, 97.5)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:06.531051,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 62.92857142857143)","(61.0, 110.0, 80.0)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:07.891875,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 62.92857142857143)","(61.0, 110.0, 80.0)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:09.132308,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 62.92857142857143)","(61.0, 110.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:10.341822,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.275)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:11.542796,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.275)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:12.772451,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.275)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.556)"
10-01-2023 19:33:13.941631,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.275)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.5714285714285716)"
10-01-2023 19:33:15.090348,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.275)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.5714285714285716)"
10-01-2023 19:33:16.217210,"(15.0, 25.0, 18.666666666666668)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.275)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.5542857142857143)"
10-01-2023 19:33:17.361040,"(15.0, 25.0, 20.25)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.275)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.58, 2.5542857142857143)"
10-01-2023 19:33:18.534737,"(15.0, 25.0, 20.25)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.58, 2.5542857142857143)"
10-01-2023 19:33:19.671267,"(15.0, 25.0, 20.25)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.58, 2.5714285714285716)"
10-01-2023 19:33:20.861103,"(15.0, 25.0, 20.25)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.5714285714285716)"
10-01-2023 19:33:22.053461,"(15.0, 25.0, 23.0)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.5714285714285716)"
10-01-2023 19:33:23.244970,"(15.0, 25.0, 23.0)","(7.5, 9.8, 9.533333333333333)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.6, 2.5542857142857143)"
10-01-2023 19:33:24.442531,"(15.0, 24.0, 22.25)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:25.590283,"(15.0, 25.0, 23.0)","(7.5, 9.8, 9.425)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:26.738443,"(15.0, 25.0, 23.0)","(7.5, 9.8, 9.425)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.3500000000000005)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:27.813142,"(15.0, 25.0, 22.5)","(7.5, 9.8, 9.425)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.342857142857143)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:28.871626,"(15.0, 25.0, 22.5)","(7.5, 9.8, 9.425)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:29.894347,"(15.0, 25.0, 22.5)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:31.058121,"(15.0, 25.0, 23.75)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:32.204267,"(15.0, 25.0, 23.75)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.58, 2.498181818181818)"
10-01-2023 19:33:33.343621,"(15.0, 25.0, 23.75)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.58, 2.506666666666667)"
10-01-2023 19:33:34.504042,"(15.0, 25.0, 23.75)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.56, 2.52)"
10-01-2023 19:33:35.680136,"(15.0, 25.0, 23.75)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.54, 2.52)"
10-01-2023 19:33:36.898793,"(15.0, 25.0, 23.75)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.54, 2.52)"
10-01-2023 19:33:38.084337,"(15.0, 25.0, 23.666666666666668)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.54, 2.52)"
10-01-2023 19:33:39.282719,"(15.0, 25.0, 23.666666666666668)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.54, 2.52)"
10-01-2023 19:33:40.424758,"(15.0, 25.0, 23.666666666666668)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.54, 2.52)"
10-01-2023 19:33:41.512614,"(15.0, 25.0, 23.666666666666668)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.54, 2.52)"
10-01-2023 19:33:42.580679,"(15.0, 25.0, 23.666666666666668)","(7.5, 9.8, 9.615384615384617)","(41.0, 65.0, 64.29268292682926)","(61.0, 100.0, 76.66666666666667)","(3.0, 4.4, 4.36)","(3.8, 99999, 99990)","(2.15, 2.54, 2.52)"
