,Know Malice,Goldstar Hoot,Homebush Cinder,Impressive Charm,Ruidosa,Brendon Baxter,Freds Grey Way,Libelle
09-01-2023 12:05:38.604127,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 11.015384615384615)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:39.698715,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 11.015384615384615)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:40.732856,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 11.015384615384615)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:41.820283,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 11.015384615384615)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:42.952279,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 11.015384615384615)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:44.064193,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 11.015384615384615)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:45.126077,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 11.015384615384615)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:46.202474,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:47.293363,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:48.370049,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 50.3)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:49.473603,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 50.3)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:50.551263,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 50.3)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:51.661862,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 50.3)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:52.670208,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 50.3)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:53.705261,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 50.3)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:54.729379,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:55.737666,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 49.0)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:56.747770,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 49.0)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:57.779634,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 49.0)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:58.788490,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 49.0)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:05:59.812895,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 49.0)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:00.902425,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 49.0)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:02.010048,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:03.128116,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:04.285529,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:05.391913,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:06.516164,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:07.636176,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:08.802989,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:09.893565,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:10.976906,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:12.075101,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:13.284690,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:14.374468,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:15.466172,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:16.559068,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:17.655509,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:18.691026,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:19.719282,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:20.741781,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:21.720899,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:22.800278,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:23.878955,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:25.015393,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:26.102443,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 8.649999999999999)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:27.192570,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:28.291961,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:29.446625,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:30.524185,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:31.637540,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:32.757207,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:33.885064,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:34.972867,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:36.035365,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:37.126947,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:38.200520,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 10.284210526315789)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:39.191369,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:40.197457,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:41.245366,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:42.315107,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:43.496345,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:44.631043,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 7.66)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:45.812928,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:46.974396,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:48.058028,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:49.195038,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:50.350788,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:51.446861,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:52.668906,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:53.789430,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:54.809014,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:55.818625,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:56.839112,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:58.005939,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:06:59.123588,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:07:00.253421,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:07:01.346357,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:07:02.371759,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:07:03.323217,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:07:04.322648,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
09-01-2023 12:07:05.322943,"(4.6, 7.4, 6.842307692307693)","(4.2, 13.0, 9.48)","(7.5, 14.5, 13.428571428571429)","(12.0, 60.0, 51.090909090909086)","(3.7, 6.0, 5.052941176470588)","(5.0, 13.0, 11.222222222222221)","(26.0, 270.0, 133.33333333333331)","(6.5, 14.0, 13.22)"
