,Devils Water,Radiant Betty,Tiggerlong Rebel,Silver Compass,Holiday In Paris,Smiling Spaniard,All Inn Chester,Ziems Park Girl
05-01-2023 12:55:49.880527,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:50.930625,"(15.0, 40.0, 18.666666666666668)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:52.079013,"(15.0, 40.0, 18.666666666666668)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:53.398993,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:54.525125,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:55.656361,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:56.810837,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:58.077783,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.0751612903225807)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:55:59.372307,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.95, 3.7355555555555555)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:00.622451,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.7355555555555555)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:01.793370,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.7355555555555555)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:03.157791,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.7355555555555555)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:04.647583,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.7355555555555555)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:06.004848,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.2777777777777777)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:07.254072,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 16.571428571428573)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.2777777777777777)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:08.452337,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.0)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.2777777777777777)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:09.562066,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 20.0, 18.0)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.2777777777777777)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:10.692221,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 20.0, 18.0)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.2777777777777777)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:11.961365,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 20.0, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.85, 3.78)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:13.256051,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.274736842105263)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:14.575954,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.274736842105263)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:15.877332,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:17.104909,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:18.177527,"(15.0, 40.0, 20.8)","(5.0, 9.6, 6.025)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:19.457983,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:20.695215,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:21.880389,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:23.037864,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:24.282000,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.666666666666668)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 22.0)"
05-01-2023 12:56:25.498074,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 19.5, 17.6)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 27.81818181818182)"
05-01-2023 12:56:26.810640,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 17.6)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 23.333333333333332)"
05-01-2023 12:56:28.051149,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 17.6)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 23.333333333333332)"
05-01-2023 12:56:29.254054,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:30.467818,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2314285714285713)","(4.2, 6.2, 5.28125)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:31.816618,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:33.081850,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:34.279130,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:35.468006,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:36.592841,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:37.709156,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:38.968657,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:40.179625,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:41.529701,"(15.0, 40.0, 20.8)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:42.730047,"(15.0, 40.0, 28.5)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:43.853976,"(15.0, 40.0, 20.444444444444443)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:45.023532,"(15.0, 40.0, 20.444444444444443)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:46.361447,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:47.657597,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:48.824769,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:50.049679,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:51.251214,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:52.513134,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:53.833173,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:55.075391,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:56.658324,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:57.957495,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:56:59.221450,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:00.487426,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 20.0)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:01.680679,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:02.820714,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:03.963360,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:05.145814,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:06.534145,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:07.916640,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.8)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:09.170664,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 25.0)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:10.537318,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.444444444444443)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:11.927122,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 18.5)","(16.0, 40.0, 20.444444444444443)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:13.385795,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 23.0, 17.0)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:14.567292,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 20.0, 17.0)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:15.743828,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.008333333333334)","(4.2, 6.6, 4.675000000000001)","(9.0, 20.0, 17.0)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.9, 3.2127272727272724)","(4.2, 6.2, 4.45)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:16.939692,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.199999999999999)","(9.0, 20.0, 18.428571428571427)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.0, 4.5)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:18.088911,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.327272727272727)","(9.0, 20.0, 17.5)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.0, 4.5)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:19.268013,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.327272727272727)","(9.0, 20.0, 17.5)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.0, 4.5)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:20.681002,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.34)","(9.0, 20.0, 19.166666666666668)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.0, 4.5)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:22.406547,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 5.984615384615385)","(4.2, 6.6, 5.454545454545454)","(9.0, 20.0, 19.166666666666668)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.684)","(4.2, 6.4, 4.444444444444445)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:23.758358,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.4, 6.283333333333333)","(4.2, 6.6, 5.2)","(9.0, 20.0, 19.25)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.9, 3.453846153846154)","(4.2, 6.4, 4.4)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:25.031133,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.2)","(9.0, 20.0, 19.25)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.2, 4.4)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:26.520997,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.2)","(9.0, 20.0, 19.25)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.2, 4.4)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:27.954847,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.2)","(9.0, 20.0, 19.25)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.2, 4.4)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:29.326395,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.725)","(9.0, 20.0, 19.333333333333332)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.2, 4.5)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:30.846140,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.375)","(9.0, 20.0, 19.75)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.453846153846154)","(4.2, 6.0, 4.5)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:32.266755,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.375)","(9.0, 22.0, 18.666666666666668)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.85, 3.473333333333333)","(4.2, 6.0, 4.5)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:33.505332,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.375)","(9.0, 23.0, 18.666666666666668)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.8, 3.473333333333333)","(4.2, 6.0, 4.54)","(18.0, 50.0, 31.538461538461537)"
05-01-2023 12:57:34.737500,"(15.0, 40.0, 26.46153846153846)","(5.0, 9.2, 6.283333333333333)","(4.2, 6.6, 5.375)","(9.0, 23.0, 17.181818181818183)","(16.0, 40.0, 26.46153846153846)","(2.8, 3.8, 3.473333333333333)","(4.2, 5.9, 4.54)","(18.0, 50.0, 31.538461538461537)"
