,Forward Step,Nut Butter Jam,Strum The Banjo,Aquata,Will She Stay,Confound
11-01-2023 13:38:01.270975,"(3.9, 5.1, 4.864705882352941)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.6247191011235955)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.2, 3.0821428571428573)","(8.0, 11.0, 10.52)"
11-01-2023 13:38:02.289970,"(3.9, 5.1, 4.864705882352941)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.6247191011235955)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0821428571428573)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:03.301058,"(3.9, 5.1, 4.804918032786885)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.6247191011235955)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0821428571428573)","(8.0, 11.0, 10.4)"
11-01-2023 13:38:04.429144,"(3.9, 5.1, 4.804918032786885)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.6247191011235955)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0821428571428573)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:05.670873,"(3.9, 5.0, 4.844444444444444)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.6247191011235955)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:06.829092,"(3.9, 5.0, 4.844444444444444)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.6247191011235955)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.52)"
11-01-2023 13:38:07.944588,"(3.9, 5.0, 4.8108108108108105)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:08.940759,"(3.9, 5.0, 4.74468085106383)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:09.927164,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.4)"
11-01-2023 13:38:10.968904,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(8.5, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.280000000000001)"
11-01-2023 13:38:11.974240,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.4)"
11-01-2023 13:38:13.018163,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:14.065891,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:15.107907,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.4)"
11-01-2023 13:38:16.131969,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5901041666666664)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.280000000000001)"
11-01-2023 13:38:17.118938,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.404255319148936)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:18.179690,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.4423076923076925)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.4)"
11-01-2023 13:38:19.279770,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.555263157894737)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.16923076923077)"
11-01-2023 13:38:20.325084,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.555263157894737)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:21.399619,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.555263157894737)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:22.426219,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.555263157894737)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:23.422777,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.555263157894737)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:24.468864,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.555263157894737)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:25.673973,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.421111111111111)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:26.834653,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:28.032202,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:29.180809,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.568)"
11-01-2023 13:38:30.319783,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:31.387646,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:32.999893,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:34.284533,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:35.668350,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:36.846860,"(3.9, 5.0, 4.701754385964913)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:37.900444,"(3.9, 4.9, 4.748648648648649)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:39.053153,"(3.9, 4.9, 4.748648648648649)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:40.278340,"(3.9, 4.9, 4.748648648648649)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:41.492372,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:42.763912,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:43.942228,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:44.995607,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:46.141242,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:47.338231,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:48.458232,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.544827586206896)"
11-01-2023 13:38:49.672252,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.1)"
11-01-2023 13:38:50.906799,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.55)"
11-01-2023 13:38:52.036004,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.55)"
11-01-2023 13:38:52.925286,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.029411764705884)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.55)"
11-01-2023 13:38:53.977685,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.563194444444444)","(10.0, 17.5, 16.09375)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.55)"
11-01-2023 13:38:55.148234,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5455223880597013)","(10.0, 17.5, 16.09375)","(2.7, 3.15, 3.0420731707317072)","(8.0, 11.0, 10.55)"
11-01-2023 13:38:56.329022,"(3.9, 4.9, 4.66140350877193)","(31.0, 70.0, 52.93333333333334)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0456521739130435)","(8.0, 11.0, 10.481481481481481)"
11-01-2023 13:38:57.445258,"(3.9, 4.9, 4.680645161290323)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0456521739130435)","(8.0, 11.0, 10.481481481481481)"
11-01-2023 13:38:58.603198,"(3.9, 4.9, 4.680645161290323)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0456521739130435)","(8.0, 11.0, 10.481481481481481)"
11-01-2023 13:38:59.781465,"(3.9, 4.9, 4.680645161290323)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0456521739130435)","(8.0, 11.0, 10.533333333333333)"
11-01-2023 13:39:00.853713,"(3.9, 4.9, 4.680645161290323)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0456521739130435)","(8.0, 11.5, 10.464285714285714)"
11-01-2023 13:39:01.818762,"(3.9, 4.9, 4.680645161290323)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0456521739130435)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:02.847836,"(3.9, 4.9, 4.66969696969697)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:03.865083,"(3.9, 4.9, 4.66969696969697)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.833333333333334)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:04.932386,"(3.9, 4.9, 4.66969696969697)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:05.892973,"(3.9, 4.9, 4.680645161290323)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:06.840835,"(3.9, 4.9, 4.66969696969697)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:07.960839,"(3.9, 4.9, 4.588)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:09.152933,"(3.9, 4.9, 4.588)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.5585365853658537)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:10.371940,"(3.9, 4.9, 4.588)","(31.0, 70.0, 57.2)","(2.9, 3.8, 3.547647058823529)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:11.585130,"(3.9, 4.9, 4.588)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.8, 3.546629213483146)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:12.528935,"(3.9, 4.9, 4.588)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.8, 3.546629213483146)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:13.475369,"(3.9, 4.9, 4.588)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.8, 3.511267605633803)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.0591549295774647)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:14.417575,"(3.9, 4.9, 4.588)","(31.0, 70.0, 49.78947368421053)","(2.9, 3.8, 3.5747252747252745)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.038793103448276)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:15.385730,"(3.9, 4.9, 4.588)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.8, 3.5747252747252745)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.038135593220339)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:16.337178,"(3.9, 4.9, 4.613207547169812)","(31.0, 70.0, 49.78947368421053)","(2.9, 3.8, 3.572222222222222)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.125)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:17.304495,"(3.9, 4.9, 4.633333333333334)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.75, 3.6357142857142857)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.15, 3.14375)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:18.237810,"(3.9, 4.9, 4.633333333333334)","(31.0, 70.0, 49.78947368421053)","(2.9, 3.75, 3.5722222222222224)","(10.0, 17.5, 15.795454545454545)","(2.7, 3.2, 3.14375)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:19.305633,"(3.9, 4.8, 4.704)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.75, 3.578846153846154)","(10.0, 17.5, 15.7)","(2.7, 3.2, 3.203333333333333)","(8.0, 11.5, 10.423913043478262)"
11-01-2023 13:39:20.450631,"(3.9, 4.8, 4.6378378378378375)","(31.0, 70.0, 49.78947368421053)","(2.9, 3.7, 3.5625)","(10.0, 17.5, 15.7)","(2.7, 3.25, 3.203333333333333)","(8.0, 11.5, 10.423913043478262)"
11-01-2023 13:39:21.736211,"(3.9, 4.7, 4.661904761904762)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.7, 3.5460000000000003)","(10.0, 17.5, 15.7)","(2.7, 3.25, 3.203333333333333)","(8.0, 11.5, 10.423913043478262)"
11-01-2023 13:39:22.779178,"(3.9, 4.7, 4.585714285714285)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.7, 3.5460000000000003)","(10.0, 17.5, 15.7)","(2.7, 3.25, 3.1824324324324325)","(8.0, 11.5, 10.423913043478262)"
11-01-2023 13:39:23.812021,"(3.9, 4.6, 4.312)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.7, 3.5460000000000003)","(10.0, 17.5, 15.7)","(2.7, 3.25, 3.1904761904761902)","(8.0, 11.5, 10.453488372093023)"
11-01-2023 13:39:24.820737,"(3.9, 4.6, 4.2827586206896555)","(31.0, 70.0, 49.78947368421053)","(2.9, 3.7, 3.5460000000000003)","(10.0, 17.5, 14.5)","(2.7, 3.25, 3.176470588235294)","(8.0, 11.5, 10.5)"
11-01-2023 13:39:25.846992,"(3.9, 4.6, 4.315789473684211)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.7, 3.5460000000000003)","(10.0, 17.5, 14.5)","(2.7, 3.25, 3.176470588235294)","(8.0, 11.5, 10.445945945945946)"
11-01-2023 13:39:26.868620,"(3.9, 4.6, 4.291666666666667)","(31.0, 70.0, 49.78947368421053)","(2.9, 3.65, 3.5576923076923075)","(10.0, 16.5, 15.794117647058824)","(2.7, 3.25, 3.176470588235294)","(8.0, 11.5, 10.548780487804878)"
11-01-2023 13:39:27.855964,"(3.9, 4.6, 4.3)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.65, 3.5576923076923075)","(10.0, 16.5, 15.794117647058824)","(2.7, 3.25, 3.176470588235294)","(8.0, 11.5, 10.548780487804878)"
11-01-2023 13:39:28.784754,"(3.9, 4.6, 4.341176470588235)","(31.0, 70.0, 42.57142857142857)","(2.9, 3.65, 3.5388888888888888)","(10.0, 16.5, 16.0)","(2.7, 3.25, 3.1811475409836065)","(8.0, 11.5, 10.445945945945946)"
11-01-2023 13:39:29.755505,"(3.9, 4.6, 4.341176470588235)","(31.0, 70.0, 49.78947368421053)","(2.9, 3.65, 3.5388888888888888)","(10.0, 16.5, 16.0)","(2.7, 3.25, 3.1811475409836065)","(8.0, 11.5, 10.722222222222221)"
11-01-2023 13:39:30.715614,"(3.9, 4.6, 4.341176470588235)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.5818181818181816)","(11.0, 16.5, 16.0)","(2.7, 3.25, 3.1811475409836065)","(8.5, 11.0, 10.722222222222221)"
11-01-2023 13:39:31.719583,"(3.9, 4.6, 4.341176470588235)","(31.0, 70.0, 49.78947368421053)","(3.0, 3.65, 3.5818181818181816)","(10.0, 16.5, 15.568965517241379)","(2.7, 3.25, 3.1811475409836065)","(8.5, 11.5, 10.571428571428571)"
11-01-2023 13:39:32.860612,"(3.9, 4.5, 4.354285714285714)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.553703703703704)","(10.0, 16.5, 16.0)","(2.7, 3.25, 3.1811475409836065)","(8.5, 11.5, 10.5)"
11-01-2023 13:39:33.958707,"(3.9, 4.5, 4.335)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.553703703703704)","(10.0, 16.5, 15.568965517241379)","(2.7, 3.25, 3.169230769230769)","(8.5, 11.5, 10.5)"
11-01-2023 13:39:35.390362,"(3.9, 4.5, 4.313513513513514)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.5652173913043477)","(10.0, 16.5, 16.023809523809526)","(2.7, 3.25, 3.168867924528302)","(8.5, 11.5, 10.5)"
11-01-2023 13:39:36.364710,"(3.9, 4.5, 4.313513513513514)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.5652173913043477)","(10.0, 16.5, 16.125)","(2.7, 3.25, 3.1708333333333334)","(8.5, 11.5, 10.537037037037036)"
11-01-2023 13:39:37.390140,"(3.9, 4.5, 4.171428571428572)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.5681818181818183)","(10.0, 16.5, 15.323529411764707)","(2.7, 3.25, 3.1708333333333334)","(8.5, 11.5, 10.571428571428571)"
11-01-2023 13:39:38.482262,"(3.9, 4.5, 4.16)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.5681818181818183)","(10.0, 16.5, 15.875)","(2.7, 3.25, 3.1708333333333334)","(8.5, 11.5, 10.666666666666666)"
11-01-2023 13:39:39.640449,"(3.9, 4.5, 4.179245283018868)","(31.0, 70.0, 49.78947368421053)","(3.0, 3.65, 3.5681818181818183)","(10.0, 16.5, 15.323529411764707)","(2.7, 3.25, 3.1708333333333334)","(8.5, 11.5, 10.777777777777779)"
11-01-2023 13:39:40.792763,"(3.9, 4.5, 4.225806451612903)","(31.0, 70.0, 49.78947368421053)","(3.0, 3.65, 3.5681818181818183)","(10.0, 16.5, 15.875)","(2.7, 3.25, 3.175581395348837)","(8.5, 11.5, 10.661290322580646)"
11-01-2023 13:39:41.922477,"(3.9, 4.5, 4.225806451612903)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.607142857142857)","(10.0, 16.5, 17.11111111111111)","(2.7, 3.25, 3.175581395348837)","(8.5, 11.5, 10.661290322580646)"
11-01-2023 13:39:43.089610,"(3.9, 4.5, 4.225806451612903)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.571428571428571)","(10.0, 17.5, 15.75)","(2.7, 3.25, 3.175581395348837)","(8.5, 11.5, 10.777777777777779)"
11-01-2023 13:39:44.086114,"(3.8, 4.5, 4.225806451612903)","(31.0, 70.0, 49.78947368421053)","(3.0, 3.65, 3.571428571428571)","(10.0, 17.5, 14.676470588235293)","(2.7, 3.25, 3.175581395348837)","(8.5, 11.5, 10.777777777777779)"
11-01-2023 13:39:45.019220,"(3.8, 4.5, 4.173076923076923)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.571428571428571)","(10.0, 17.5, 14.676470588235293)","(2.7, 3.25, 3.175581395348837)","(8.5, 11.5, 10.661290322580646)"
11-01-2023 13:39:46.225553,"(3.8, 4.5, 4.2926829268292686)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.571428571428571)","(10.0, 17.5, 14.676470588235293)","(2.7, 3.25, 3.175581395348837)","(8.5, 11.5, 10.777777777777779)"
11-01-2023 13:39:47.291261,"(3.8, 4.5, 4.2926829268292686)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.65, 3.6870503597122304)","(10.0, 17.5, 14.676470588235293)","(2.7, 3.25, 3.1789473684210527)","(8.5, 11.5, 10.661290322580646)"
11-01-2023 13:39:48.428493,"(3.8, 4.5, 4.2926829268292686)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.7, 3.691666666666667)","(10.0, 17.5, 14.676470588235293)","(2.7, 3.25, 3.1789473684210527)","(8.5, 11.5, 10.777777777777779)"
11-01-2023 13:39:49.453711,"(3.8, 4.5, 4.282051282051282)","(31.0, 70.0, 49.78947368421053)","(3.0, 3.7, 3.691666666666667)","(10.0, 17.5, 14.676470588235293)","(2.7, 3.25, 3.1789473684210527)","(8.5, 11.5, 10.777777777777779)"
11-01-2023 13:39:50.675581,"(3.8, 4.5, 4.275)","(31.0, 70.0, 49.78947368421053)","(3.0, 3.75, 3.6545454545454543)","(10.0, 17.0, 15.44)","(2.7, 3.25, 3.2090909090909094)","(8.5, 11.5, 10.661290322580646)"
11-01-2023 13:39:51.805832,"(3.8, 4.5, 4.2784810126582276)","(31.0, 70.0, 42.57142857142857)","(3.0, 3.75, 3.6545454545454543)","(10.0, 17.0, 15.894736842105264)","(2.7, 3.25, 3.2090909090909094)","(8.5, 11.5, 10.735294117647058)"
