,Whos Your Papi,Miss Terri,Within Range,Werina Force,Uncle Charlie,King Wylde,Crayfish,Seaway Flyer
08-01-2023 12:29:42.794766,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7822222222222224)"
08-01-2023 12:29:43.849707,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7822222222222224)"
08-01-2023 12:29:44.914284,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7822222222222224)"
08-01-2023 12:29:45.971889,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7948275862068965)"
08-01-2023 12:29:47.011300,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 9.3)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 1.8, 1.7650000000000001)"
08-01-2023 12:29:48.066011,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 9.8)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7953125)"
08-01-2023 12:29:49.139637,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7953125)"
08-01-2023 12:29:50.176267,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7953125)"
08-01-2023 12:29:51.262329,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7675)"
08-01-2023 12:29:52.403660,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7675)"
08-01-2023 12:29:53.475178,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7675)"
08-01-2023 12:29:54.507520,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7948275862068965)"
08-01-2023 12:29:55.579604,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7650000000000001)"
08-01-2023 12:29:56.572276,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7650000000000001)"
08-01-2023 12:29:57.571428,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:29:58.664524,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:29:59.728792,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:00.792994,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.795)"
08-01-2023 12:30:01.878069,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.795)"
08-01-2023 12:30:02.963070,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:04.048394,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.795625)"
08-01-2023 12:30:05.092357,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:06.090410,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:07.101827,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:08.170445,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:09.220500,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:10.362188,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:11.534720,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:12.657415,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:13.762041,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:14.783309,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:15.807618,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 1.8, 1.745)"
08-01-2023 12:30:16.765882,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.73)"
08-01-2023 12:30:17.805931,"(10.0, 20.0, 18.9)","(71.0, 450.0, 385.0)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.73)"
08-01-2023 12:30:18.916950,"(10.0, 20.0, 18.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.7675)"
08-01-2023 12:30:20.038530,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:21.129256,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:22.219265,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:23.225134,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:24.235338,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:25.237400,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:26.241338,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:27.330734,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:28.470098,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 51.875)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:29.605859,"(10.0, 20.0, 14.9)","(71.0, 550.0, 468.33333333333337)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 10.65)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 34.72222222222222)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:30.719639,"(10.0, 20.0, 18.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 11.1)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.8, 1.741)"
08-01-2023 12:30:31.800272,"(10.0, 20.0, 14.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 11.1)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.741)"
08-01-2023 12:30:32.934604,"(10.0, 20.0, 14.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 11.133333333333333)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.706)"
08-01-2023 12:30:34.006896,"(10.0, 20.0, 14.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 11.133333333333333)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:35.029854,"(10.0, 20.0, 14.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 11.0)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:36.013220,"(10.0, 20.0, 14.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 11.0)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:37.079627,"(10.0, 20.0, 14.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:38.123447,"(10.0, 20.0, 14.9)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:39.277015,"(10.0, 20.0, 18.542857142857144)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.5285714285714285)","(18.0, 55.0, 25.0)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:40.349330,"(10.0, 20.0, 18.542857142857144)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 32.5)","(3.0, 5.1, 4.6)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:41.478173,"(10.0, 20.0, 15.0)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.6)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:42.562898,"(10.0, 20.0, 15.0)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.6)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:43.607350,"(10.0, 20.0, 15.0)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.6)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:44.678231,"(10.0, 20.0, 15.0)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.6)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:45.786300,"(10.0, 20.0, 15.0)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.6)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:46.844731,"(10.0, 20.0, 15.0)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:47.906983,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:49.080286,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:50.193769,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.713)"
08-01-2023 12:30:51.308295,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.79, 1.77)"
08-01-2023 12:30:52.379441,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:53.458647,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.77)"
08-01-2023 12:30:54.553686,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.778)"
08-01-2023 12:30:55.628319,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:56.699815,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:57.806146,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:58.883378,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.775)"
08-01-2023 12:30:59.977692,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.77)"
08-01-2023 12:31:01.054813,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.78)"
08-01-2023 12:31:02.149716,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.78)"
08-01-2023 12:31:03.158849,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:04.235532,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:05.242930,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:06.314648,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:07.406334,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:08.508742,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:09.532638,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:10.617372,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:11.741366,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:12.885326,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:14.011500,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:15.165356,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 29.285714285714285)","(1.7, 1.8, 1.73)"
08-01-2023 12:31:16.288214,"(10.0, 20.0, 15.25)","(71.0, 550.0, 310.0)","(31.0, 95.0, 38.333333333333336)","(7.0, 12.0, 9.5)","(26.0, 75.0, 30.833333333333336)","(3.0, 5.1, 4.933333333333333)","(18.0, 55.0, 25.0)","(1.7, 1.8, 1.73)"
