,Whos Your Papi,Miss Terri,Within Range,Werina Force,Uncle Charlie,King Wylde,Crayfish,Seaway Flyer
08-01-2023 12:25:29.916743,"(10.0, 22.0, 11.371428571428572)","(101.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(31.0, 80.0, 44.375)","(3.0, 5.9, 5.525)","(19.0, 50.0, 43.4)","(1.6, 2.34, 2.11)"
08-01-2023 12:25:30.991797,"(10.0, 22.0, 11.371428571428572)","(101.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(31.0, 80.0, 44.375)","(3.0, 5.9, 5.525)","(19.0, 50.0, 43.4)","(1.6, 2.34, 2.11)"
08-01-2023 12:25:32.047818,"(10.0, 22.0, 11.371428571428572)","(101.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(31.0, 80.0, 44.375)","(3.0, 5.9, 4.928571428571429)","(19.0, 50.0, 43.4)","(1.6, 2.34, 2.11)"
08-01-2023 12:25:33.059171,"(10.0, 22.0, 11.371428571428572)","(101.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(31.0, 80.0, 44.375)","(3.0, 5.9, 5.318181818181818)","(19.0, 50.0, 43.4)","(1.6, 2.34, 2.11)"
08-01-2023 12:25:34.063562,"(10.0, 22.0, 11.371428571428572)","(101.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(31.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(19.0, 50.0, 43.4)","(1.6, 2.34, 2.11)"
08-01-2023 12:25:35.034673,"(10.0, 22.0, 11.371428571428572)","(101.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(31.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(19.0, 50.0, 43.4)","(1.6, 2.34, 2.11)"
08-01-2023 12:25:36.064827,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:37.155225,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:38.287999,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:39.400607,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:40.490930,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:41.597554,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:42.663465,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:43.696663,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:44.708485,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:45.757112,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:46.805050,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:47.881912,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:48.956266,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 44.375)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:50.086334,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 80.0, 46.25)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:51.162117,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:52.308339,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:53.359808,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.366666666666667)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:54.348466,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:55.311494,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:56.324418,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:57.386511,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:58.485536,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:25:59.633480,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:26:00.735466,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:26:01.772914,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 5.679310344827586)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:26:02.807924,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.9, 4.783870967741936)","(18.0, 50.0, 43.4)","(1.65, 2.34, 2.11)"
08-01-2023 12:26:03.845841,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.9, 4.771428571428571)","(18.0, 50.0, 43.4)","(1.65, 2.34, 1.7879999999999998)"
08-01-2023 12:26:04.844930,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.9, 4.743478260869566)","(18.0, 50.0, 45.875)","(1.65, 2.34, 1.7879999999999998)"
08-01-2023 12:26:05.897219,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.9, 4.743478260869566)","(18.0, 50.0, 45.875)","(1.65, 2.34, 1.7879999999999998)"
08-01-2023 12:26:06.965612,"(10.0, 22.0, 11.371428571428572)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.9, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.65, 2.34, 1.7879999999999998)"
08-01-2023 12:26:08.078973,"(10.0, 22.0, 10.977777777777778)","(81.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.8, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.65, 2.34, 1.7879999999999998)"
08-01-2023 12:26:09.154796,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.8, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7879999999999998)"
08-01-2023 12:26:10.216576,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.8, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:11.310464,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.8, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:12.439084,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.8, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:13.493577,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.8, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:14.499837,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 4.8, 4.6695652173913045)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:15.475847,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.872727272727272)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:16.510937,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.457142857142857)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:17.587732,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.457142857142857)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:18.685999,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.457142857142857)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:19.780406,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.457142857142857)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:20.881913,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.457142857142857)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:21.963392,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.457142857142857)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7127272727272727)"
08-01-2023 12:26:22.994444,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.2)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.34, 1.7988888888888888)"
08-01-2023 12:26:23.990355,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.32, 2.083333333333333)"
08-01-2023 12:26:24.981868,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:26.008822,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:27.095014,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:28.196260,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:29.325874,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:30.424303,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:31.521022,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:32.630783,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:33.694397,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:34.803582,"(10.0, 22.0, 10.977777777777778)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 46.25)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:35.928454,"(10.0, 21.0, 11.5)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 85.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:36.962944,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 45.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:37.965382,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 50.0, 39.166666666666664)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:38.974535,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 39.166666666666664)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:39.963171,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 40.57692307692308)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:40.994629,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 31.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:42.082255,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 31.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:43.167096,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 31.875)","(1.7, 2.3, 2.083333333333333)"
08-01-2023 12:26:44.281022,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:45.410512,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:46.524962,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:47.594427,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:48.718889,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:49.786822,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:50.849424,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:52.014059,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:53.021730,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:54.071520,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:55.087794,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:56.224740,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:57.302582,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
08-01-2023 12:26:58.431514,"(10.0, 20.0, 14.8)","(71.0, 730.0, 618.3333333333334)","(31.0, 100.0, 49.285714285714285)","(7.0, 12.0, 11.626666666666667)","(26.0, 75.0, 42.5)","(3.0, 5.1, 4.9125)","(18.0, 55.0, 32.1875)","(1.7, 2.3, 1.7799999999999998)"
