,Steel Hawk,Uninhabited Man,Grannys Poor,Marcia Hook,My Blaze,Buddys Mate
10-01-2023 18:39:39.459662,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 9.264705882352942)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:40.507203,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 9.264705882352942)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:41.458635,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 9.264705882352942)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:42.462168,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 9.264705882352942)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:43.546114,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 9.264705882352942)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:44.572286,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 9.264705882352942)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:45.568284,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 7.5)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:46.529634,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 7.863636363636364)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:47.530181,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 7.863636363636364)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.781818181818182)"
10-01-2023 18:39:48.435447,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 7.863636363636364)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.2, 2.795454545454546)"
10-01-2023 18:39:49.466464,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 7.916666666666667)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:50.530518,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:51.605729,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:52.694706,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:53.666977,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.55, 3.37)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:54.693577,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.55, 3.3333333333333335)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:55.681316,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.5, 3.3333333333333335)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:56.625597,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.5, 3.3333333333333335)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:57.583618,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.5, 3.2777777777777777)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:58.561922,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.5, 3.2777777777777777)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:39:59.555126,"(13.0, 28.0, 18.571428571428573)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.5, 3.2777777777777777)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:40:00.501286,"(13.0, 28.0, 22.5)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.5, 3.2777777777777777)","(7.0, 10.0, 8.0)","(2.6, 3.35, 2.795454545454546)"
10-01-2023 18:40:01.412038,"(13.0, 28.0, 22.5)","(5.5, 10.5, 7.54)","(6.0, 12.5, 8.083333333333334)","(2.8, 3.5, 3.2777777777777777)","(7.0, 10.0, 8.7)","(2.6, 3.35, 2.845)"
10-01-2023 18:40:02.390159,"(13.0, 28.0, 21.23076923076923)","(5.5, 10.0, 8.4)","(6.0, 12.0, 10.4)","(2.8, 3.45, 3.316666666666667)","(7.0, 9.8, 8.333333333333334)","(2.6, 3.3, 2.845)"
10-01-2023 18:40:03.366303,"(13.0, 27.0, 24.142857142857142)","(5.5, 11.0, 7.85)","(6.0, 12.0, 10.4)","(2.8, 3.45, 3.316666666666667)","(7.0, 9.8, 8.333333333333334)","(2.6, 3.3, 3.0475)"
10-01-2023 18:40:04.354051,"(13.0, 27.0, 24.142857142857142)","(5.5, 11.0, 7.85)","(6.0, 12.0, 10.4)","(2.8, 3.45, 3.316666666666667)","(7.0, 9.8, 10.385714285714286)","(2.6, 3.15, 3.09875)"
10-01-2023 18:40:05.371001,"(13.0, 27.0, 24.142857142857142)","(5.5, 11.0, 7.85)","(6.0, 12.0, 10.4)","(2.8, 3.45, 3.316666666666667)","(7.0, 11.5, 10.385714285714286)","(2.6, 3.15, 3.09875)"
10-01-2023 18:40:06.443666,"(13.0, 27.0, 24.714285714285715)","(5.5, 11.0, 7.85)","(6.0, 12.0, 10.4)","(2.8, 3.45, 3.316666666666667)","(7.0, 11.0, 10.1625)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:07.657038,"(13.0, 27.0, 24.714285714285715)","(5.5, 11.0, 7.85)","(6.0, 12.0, 10.4)","(2.8, 3.45, 3.316666666666667)","(7.0, 10.5, 9.375)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:08.990253,"(13.0, 27.0, 24.714285714285715)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.066666666666666)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:10.055608,"(13.0, 27.0, 24.714285714285715)","(5.5, 11.0, 7.85)","(6.0, 14.5, 12.4)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:11.113701,"(13.0, 27.0, 24.714285714285715)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.4)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:12.221128,"(13.0, 27.0, 24.714285714285715)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.066666666666666)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:13.236263,"(13.0, 27.0, 24.142857142857142)","(5.5, 11.0, 7.85)","(6.0, 14.5, 12.066666666666666)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:14.185310,"(13.0, 27.0, 25.285714285714285)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.4)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:15.163419,"(13.0, 27.0, 25.285714285714285)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.4)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:16.179914,"(13.0, 27.0, 25.285714285714285)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.4)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:17.148683,"(13.0, 27.0, 25.285714285714285)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.4)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.027)"
10-01-2023 18:40:18.052610,"(13.0, 29.0, 27.666666666666664)","(5.5, 11.0, 7.85)","(6.0, 15.0, 12.4)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.097142857142857)"
10-01-2023 18:40:18.980424,"(13.0, 29.0, 27.666666666666664)","(5.5, 11.0, 7.85)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.45, 3.39)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.10375)"
10-01-2023 18:40:20.033745,"(13.0, 29.0, 25.0)","(5.5, 11.0, 7.325)","(6.0, 15.0, 11.454545454545455)","(2.8, 3.45, 3.2153846153846155)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.10375)"
10-01-2023 18:40:21.078428,"(13.0, 29.0, 27.666666666666664)","(5.5, 11.0, 8.327272727272728)","(6.0, 15.0, 9.428571428571429)","(2.8, 4.0, 3.425)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.133181818181818)"
10-01-2023 18:40:22.120897,"(13.0, 29.0, 26.714285714285715)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.47)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.133181818181818)"
10-01-2023 18:40:23.172447,"(13.0, 29.0, 27.666666666666664)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.47)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.133181818181818)"
10-01-2023 18:40:24.178268,"(13.0, 29.0, 27.666666666666664)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.47)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.133181818181818)"
10-01-2023 18:40:25.195637,"(13.0, 29.0, 27.666666666666664)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.47)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.133181818181818)"
10-01-2023 18:40:26.175211,"(13.0, 29.0, 27.666666666666664)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.47)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.133181818181818)"
10-01-2023 18:40:27.091870,"(13.0, 29.0, 25.0)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.47)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.133181818181818)"
10-01-2023 18:40:28.139169,"(13.0, 29.0, 27.285714285714285)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.47)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.123076923076923)"
10-01-2023 18:40:29.206841,"(13.0, 29.0, 28.0)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.44)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.04)"
10-01-2023 18:40:30.290524,"(13.0, 29.0, 28.0)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.44)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.1028571428571428)"
10-01-2023 18:40:31.384674,"(13.0, 29.0, 28.0)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.44)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.04)"
10-01-2023 18:40:32.493494,"(13.0, 29.0, 28.0)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.44)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.04)"
10-01-2023 18:40:33.697578,"(13.0, 29.0, 28.0)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.44)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.04)"
10-01-2023 18:40:34.640435,"(13.0, 29.0, 26.125)","(5.5, 11.0, 7.325)","(6.0, 15.0, 9.428571428571429)","(2.8, 3.5, 3.44)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.04)"
10-01-2023 18:40:35.602393,"(13.0, 29.0, 28.166666666666668)","(5.5, 11.0, 7.325)","(6.0, 12.0, 11.314285714285713)","(2.8, 3.55, 3.4)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.1028571428571428)"
10-01-2023 18:40:36.656924,"(13.0, 29.0, 28.166666666666668)","(5.5, 11.0, 7.325)","(6.0, 11.5, 9.733333333333334)","(2.8, 3.55, 3.4)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.1028571428571428)"
10-01-2023 18:40:37.703120,"(13.0, 29.0, 28.166666666666668)","(5.5, 11.0, 7.325)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.55, 3.4)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.1028571428571428)"
10-01-2023 18:40:38.740257,"(13.0, 29.0, 28.166666666666668)","(5.5, 11.0, 7.325)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.55, 3.4)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.1189999999999998)"
10-01-2023 18:40:39.757775,"(13.0, 29.0, 28.166666666666668)","(5.5, 11.0, 7.325)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.55, 3.4)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.11375)"
10-01-2023 18:40:40.736338,"(13.0, 30.0, 27.692307692307693)","(5.5, 11.0, 7.181818181818182)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.55, 3.4)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.15, 3.266153846153846)"
10-01-2023 18:40:41.783733,"(13.0, 30.0, 28.8)","(5.5, 11.0, 7.181818181818182)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.55, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.3, 3.036)"
10-01-2023 18:40:42.729260,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.3, 3.036)"
10-01-2023 18:40:43.631192,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.3, 3.036)"
10-01-2023 18:40:44.558029,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.3, 3.036)"
10-01-2023 18:40:45.549100,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.3, 3.036)"
10-01-2023 18:40:46.520904,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.2, 3.1514285714285717)"
10-01-2023 18:40:47.484047,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.2, 3.1514285714285717)"
10-01-2023 18:40:48.500028,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.2, 3.1514285714285717)"
10-01-2023 18:40:49.399432,"(13.0, 30.0, 29.333333333333332)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.2, 3.1514285714285717)"
10-01-2023 18:40:50.299662,"(13.0, 32.0, 31.11111111111111)","(5.5, 9.8, 7.175)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.2, 3.02)"
10-01-2023 18:40:51.230578,"(13.0, 32.0, 29.81818181818182)","(5.5, 9.8, 7.42)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.1, 3.02)"
10-01-2023 18:40:52.122419,"(13.0, 32.0, 29.81818181818182)","(5.5, 9.8, 7.886666666666667)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.69)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.1, 3.02)"
10-01-2023 18:40:53.143842,"(13.0, 32.0, 28.266666666666666)","(5.5, 9.8, 8.12857142857143)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.8, 3.42)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:40:54.243355,"(13.0, 32.0, 28.266666666666666)","(5.5, 9.8, 7.140000000000001)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.9, 3.5)","(7.0, 10.5, 8.666666666666666)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:40:55.224910,"(13.0, 32.0, 29.666666666666668)","(5.5, 9.8, 6.93)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.9, 3.5)","(7.0, 10.0, 8.75)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:40:56.251768,"(13.0, 32.0, 24.75)","(5.5, 9.8, 6.93)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.9, 3.42)","(7.0, 11.0, 9.25)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:40:57.218501,"(13.0, 32.0, 24.75)","(5.5, 9.8, 7.592307692307693)","(6.0, 11.0, 8.285714285714286)","(2.8, 3.9, 3.6999999999999997)","(7.0, 10.5, 8.416666666666666)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:40:58.284123,"(13.0, 32.0, 21.85)","(5.5, 9.8, 8.433333333333334)","(6.0, 11.0, 9.733333333333334)","(2.8, 3.8, 3.6999999999999997)","(7.0, 10.5, 9.25)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:40:59.343306,"(13.0, 29.0, 26.125)","(5.5, 9.8, 8.433333333333334)","(6.0, 11.0, 12.4)","(2.8, 3.8, 3.6999999999999997)","(7.0, 10.5, 8.875)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:41:00.334337,"(13.0, 29.0, 20.95)","(5.5, 9.8, 8.433333333333334)","(6.0, 15.0, 12.4)","(2.8, 3.8, 3.575)","(7.0, 11.5, 9.25)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:41:01.262170,"(13.0, 29.0, 24.333333333333332)","(5.5, 9.8, 7.592307692307693)","(6.0, 14.5, 12.066666666666666)","(2.8, 3.8, 3.411111111111111)","(7.0, 10.5, 8.375)","(2.6, 3.1, 2.953333333333333)"
10-01-2023 18:41:02.187878,"(13.0, 29.0, 25.266666666666666)","(5.5, 9.8, 8.92142857142857)","(6.0, 14.0, 11.733333333333334)","(2.8, 3.8, 3.3625)","(7.0, 11.0, 8.375)","(2.6, 3.1, 2.92)"
10-01-2023 18:41:03.120035,"(13.0, 29.0, 25.266666666666666)","(5.5, 9.8, 8.92142857142857)","(6.0, 14.0, 11.733333333333334)","(2.8, 3.8, 3.3625)","(7.0, 11.0, 8.375)","(2.6, 3.1, 2.92)"
10-01-2023 18:41:04.009068,"(13.0, 29.0, 25.266666666666666)","(5.5, 9.8, 9.03125)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.3625)","(7.0, 11.0, 8.375)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:04.850200,"(13.0, 29.0, 25.266666666666666)","(5.5, 9.8, 9.03125)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.3625)","(7.0, 11.0, 8.375)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:05.720837,"(13.0, 29.0, 25.266666666666666)","(5.5, 9.8, 9.03125)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.3625)","(7.0, 11.0, 8.375)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:06.682412,"(13.0, 29.0, 23.4)","(5.5, 9.8, 8.3)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.55)","(7.0, 10.0, 8.625)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:07.817840,"(13.0, 29.0, 27.0)","(5.5, 9.8, 7.466666666666667)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5999999999999996)","(7.0, 10.5, 8.625)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:08.663427,"(13.0, 29.0, 27.5)","(5.5, 9.8, 7.466666666666667)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5999999999999996)","(7.0, 10.5, 8.625)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:09.580490,"(13.0, 29.0, 27.5)","(5.5, 9.8, 7.466666666666667)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.55)","(7.0, 10.5, 8.625)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:10.552501,"(13.0, 29.0, 27.5)","(5.5, 9.8, 7.425000000000001)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5)","(7.0, 10.5, 8.625)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:11.566828,"(13.0, 29.0, 27.5)","(5.5, 9.8, 7.688888888888889)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.425)","(7.0, 10.5, 8.3125)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:12.520476,"(13.0, 29.0, 27.5)","(5.5, 9.8, 7.834482758620689)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5)","(7.0, 10.5, 8.3125)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:13.575687,"(13.0, 29.0, 27.5)","(5.5, 9.8, 7.834482758620689)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5)","(7.0, 10.5, 8.3125)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:14.767766,"(13.0, 28.0, 27.333333333333332)","(5.5, 9.8, 7.5826086956521745)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.55)","(7.0, 10.5, 8.1375)","(2.6, 3.1, 2.968)"
10-01-2023 18:41:15.938977,"(13.0, 29.0, 28.166666666666668)","(5.5, 9.8, 7.133333333333333)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.3714285714285714)","(7.0, 10.5, 8.1375)","(2.6, 3.1, 2.903157894736842)"
10-01-2023 18:41:17.106195,"(13.0, 28.0, 26.5)","(5.5, 9.8, 7.843478260869565)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.3714285714285714)","(7.0, 10.5, 8.1375)","(2.6, 3.1, 2.8991304347826086)"
10-01-2023 18:41:18.178809,"(13.0, 28.0, 26.90909090909091)","(5.5, 9.8, 7.175)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.3714285714285714)","(7.0, 10.5, 8.1375)","(2.6, 3.1, 2.94)"
10-01-2023 18:41:19.274795,"(13.0, 32.0, 31.11111111111111)","(5.5, 9.8, 8.184615384615386)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.0, 2.9366666666666665)"
10-01-2023 18:41:20.356490,"(13.0, 32.0, 31.11111111111111)","(5.5, 9.8, 8.184615384615386)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9366666666666665)"
10-01-2023 18:41:21.304182,"(13.0, 32.0, 30.833333333333336)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9042857142857144)"
10-01-2023 18:41:22.199447,"(13.0, 34.0, 30.53846153846154)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9042857142857144)"
10-01-2023 18:41:23.077615,"(13.0, 34.0, 30.53846153846154)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9366666666666665)"
10-01-2023 18:41:24.002400,"(13.0, 34.0, 30.53846153846154)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9366666666666665)"
10-01-2023 18:41:24.905138,"(13.0, 34.0, 30.53846153846154)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9366666666666665)"
10-01-2023 18:41:25.840329,"(13.0, 34.0, 30.53846153846154)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9366666666666665)"
10-01-2023 18:41:26.665972,"(13.0, 34.0, 31.0)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9366666666666665)"
10-01-2023 18:41:27.609346,"(13.0, 30.0, 28.75)","(5.5, 9.8, 7.3625)","(6.0, 14.0, 9.142857142857142)","(2.8, 3.8, 3.5272727272727273)","(7.0, 10.5, 8.1375)","(2.6, 3.05, 2.9366666666666665)"
