,Adonis Kick,Princeton Award,Almsgiver,Abreed,Vadaboy,Flame Of Venice,Light Up The Moon,Mr Mischief,Allaboutattitude
04-01-2023 14:30:22.335379,"(7.5, 9.0, 8.822222222222223)","(3.9, 4.2, 4.1682170542635655)","(13.0, 19.0, 18.264705882352942)","(9.0, 10.5, 10.373076923076923)","(3.3, 3.7, 3.6735915492957747)","(5.5, 6.8, 6.586046511627907)","(16.0, 28.0, 27.391304347826086)","(26.0, 46.0, 43.857142857142854)","(51.0, 130.0, 116.15384615384616)"
04-01-2023 14:30:23.480463,"(7.5, 9.0, 8.822222222222223)","(3.9, 4.2, 4.177956989247312)","(13.0, 19.0, 18.404761904761905)","(9.0, 10.5, 10.373076923076923)","(3.3, 3.7, 3.6735915492957747)","(5.5, 6.8, 6.581818181818182)","(16.0, 28.0, 27.391304347826086)","(26.0, 46.0, 44.064516129032256)","(51.0, 130.0, 116.15384615384616)"
04-01-2023 14:30:24.603424,"(7.5, 9.0, 8.822222222222223)","(3.9, 4.2, 4.1761904761904765)","(13.0, 19.0, 18.404761904761905)","(9.0, 10.5, 10.373076923076923)","(3.3, 3.7, 3.6735915492957747)","(5.5, 6.8, 6.57910447761194)","(16.0, 28.0, 27.391304347826086)","(26.0, 46.0, 41.90909090909091)","(51.0, 130.0, 116.15384615384616)"
04-01-2023 14:30:25.738328,"(7.5, 9.0, 8.822222222222223)","(3.9, 4.2, 4.1761904761904765)","(13.0, 19.0, 18.404761904761905)","(9.0, 10.5, 10.373076923076923)","(3.3, 3.7, 3.6735915492957747)","(5.5, 6.8, 6.566666666666666)","(16.0, 28.0, 27.0)","(26.0, 42.0, 41.90909090909091)","(51.0, 130.0, 116.15384615384616)"
04-01-2023 14:30:26.832004,"(7.5, 9.0, 8.8)","(3.9, 4.2, 4.170056497175141)","(13.0, 19.0, 18.772727272727273)","(9.0, 10.5, 10.376865671641792)","(3.3, 3.7, 3.6726851851851854)","(5.5, 6.8, 6.566666666666666)","(16.0, 28.0, 26.75)","(26.0, 42.0, 41.90909090909091)","(51.0, 130.0, 117.5)"
04-01-2023 14:30:27.969307,"(7.5, 9.0, 8.775438596491227)","(3.9, 4.2, 4.170056497175141)","(13.0, 19.0, 18.838709677419356)","(9.0, 10.5, 10.35472972972973)","(3.3, 3.7, 3.76301775147929)","(5.5, 6.8, 6.526495726495726)","(16.0, 28.0, 25.714285714285715)","(26.0, 42.0, 41.90909090909091)","(51.0, 130.0, 119.0909090909091)"
04-01-2023 14:30:29.206870,"(7.5, 8.6, 8.433613445378151)","(3.9, 4.2, 4.163568773234201)","(13.0, 19.0, 18.838709677419356)","(9.0, 10.5, 10.393890675241158)","(3.3, 3.8, 3.7181034482758624)","(5.5, 6.6, 6.462385321100918)","(16.0, 27.0, 25.97674418604651)","(26.0, 42.0, 41.54545454545455)","(51.0, 130.0, 122.0)"
04-01-2023 14:30:30.271161,"(7.5, 8.6, 8.419642857142858)","(3.9, 4.2, 4.168954248366013)","(13.0, 19.0, 18.821428571428573)","(9.0, 10.5, 10.393890675241158)","(3.3, 3.75, 3.728804347826087)","(5.5, 6.6, 6.462385321100918)","(16.0, 27.0, 25.97674418604651)","(26.0, 42.0, 43.5)","(51.0, 130.0, 119.0909090909091)"
04-01-2023 14:30:31.402848,"(7.5, 8.4, 8.26865671641791)","(3.8, 4.2, 4.168954248366013)","(13.0, 19.5, 18.821428571428573)","(9.0, 10.5, 10.36697247706422)","(3.3, 3.8, 3.7294871794871796)","(5.5, 6.6, 6.4437500000000005)","(16.0, 27.0, 25.97674418604651)","(26.0, 44.0, 43.5)","(51.0, 130.0, 119.0909090909091)"
04-01-2023 14:30:32.576559,"(7.5, 8.4, 8.316666666666666)","(3.8, 4.2, 4.168954248366013)","(13.0, 19.5, 18.875)","(9.0, 10.5, 10.392156862745098)","(3.3, 3.8, 3.7348039215686275)","(5.5, 6.6, 6.422093023255814)","(16.0, 27.0, 25.97674418604651)","(26.0, 44.0, 43.5)","(51.0, 130.0, 119.0909090909091)"
04-01-2023 14:30:33.699755,"(7.5, 8.2, 8.154285714285713)","(3.8, 4.3, 4.213802816901409)","(13.0, 19.5, 18.875)","(9.0, 10.5, 10.391447368421053)","(3.3, 3.75, 3.7586206896551726)","(5.5, 6.6, 6.422093023255814)","(16.0, 27.0, 25.97674418604651)","(26.0, 44.0, 41.36)","(51.0, 130.0, 119.0909090909091)"
04-01-2023 14:30:34.758972,"(7.5, 8.2, 8.157894736842104)","(3.8, 4.3, 4.2235443037974685)","(13.0, 19.5, 18.875)","(9.0, 10.5, 10.365030674846626)","(3.3, 3.8, 3.7575342465753425)","(5.5, 6.6, 6.422093023255814)","(16.0, 27.0, 25.97674418604651)","(26.0, 42.0, 41.36)","(51.0, 130.0, 119.0909090909091)"
04-01-2023 14:30:35.826309,"(7.5, 8.2, 8.158974358974358)","(3.8, 4.3, 4.22103825136612)","(13.0, 19.5, 18.821428571428573)","(9.0, 10.5, 10.365030674846626)","(3.3, 3.8, 3.755714285714286)","(5.5, 6.6, 6.417857142857143)","(16.0, 27.0, 25.97674418604651)","(26.0, 42.0, 41.36)","(51.0, 130.0, 119.0909090909091)"
04-01-2023 14:30:36.922088,"(7.5, 8.2, 8.158974358974358)","(3.8, 4.3, 4.22103825136612)","(13.0, 19.5, 18.821428571428573)","(9.0, 10.5, 10.365030674846626)","(3.3, 3.8, 3.755714285714286)","(5.5, 6.6, 6.4012987012987015)","(16.0, 27.0, 25.791666666666668)","(26.0, 42.0, 41.36)","(51.0, 130.0, 108.75)"
04-01-2023 14:30:38.063128,"(7.5, 8.2, 8.18235294117647)","(3.8, 4.3, 4.22103825136612)","(13.0, 19.5, 18.964285714285715)","(9.0, 10.5, 10.365030674846626)","(3.3, 3.8, 3.755714285714286)","(5.5, 6.6, 6.4012987012987015)","(16.0, 26.0, 25.791666666666668)","(26.0, 42.0, 41.36)","(51.0, 130.0, 110.0)"
04-01-2023 14:30:39.149934,"(7.5, 8.4, 8.257142857142858)","(3.8, 4.3, 4.219944598337951)","(13.0, 19.5, 18.964285714285715)","(9.0, 10.5, 10.615384615384615)","(3.3, 3.8, 3.770639534883721)","(5.5, 6.6, 6.418934911242604)","(16.0, 26.0, 25.692307692307693)","(26.0, 42.0, 41.36)","(51.0, 130.0, 110.0)"
04-01-2023 14:30:40.232479,"(7.5, 8.4, 8.234782608695653)","(3.8, 4.2, 4.168852459016393)","(13.0, 19.5, 19.166666666666668)","(9.0, 11.0, 10.698630136986301)","(3.3, 3.8, 3.7683870967741937)","(5.5, 6.6, 6.418934911242604)","(16.0, 26.0, 25.692307692307693)","(26.0, 42.0, 36.75)","(51.0, 130.0, 110.0)"
04-01-2023 14:30:41.339467,"(7.5, 8.4, 8.25)","(3.8, 4.2, 4.185582822085889)","(13.0, 19.5, 19.166666666666668)","(9.0, 11.0, 10.676470588235293)","(3.3, 3.8, 3.7741525423728812)","(5.5, 6.6, 6.426136363636364)","(16.0, 26.0, 25.692307692307693)","(26.0, 38.0, 36.857142857142854)","(51.0, 130.0, 101.81818181818181)"
04-01-2023 14:30:42.397858,"(7.5, 8.4, 8.309090909090909)","(3.8, 4.3, 4.192892561983471)","(13.0, 19.5, 19.166666666666668)","(9.0, 11.0, 10.623076923076923)","(3.3, 3.8, 3.7561320754716983)","(5.5, 6.6, 6.535294117647059)","(16.0, 26.0, 25.82608695652174)","(26.0, 38.0, 36.857142857142854)","(51.0, 120.0, 93.33333333333333)"
04-01-2023 14:30:43.456397,"(7.5, 8.4, 8.309090909090909)","(3.8, 4.2, 4.191379310344828)","(13.0, 19.5, 19.166666666666668)","(9.0, 11.0, 10.5)","(3.3, 3.8, 3.7590038314176244)","(5.5, 6.6, 6.6535714285714285)","(16.0, 26.0, 25.904761904761905)","(26.0, 38.0, 37.36)","(51.0, 100.0, 93.33333333333333)"
04-01-2023 14:30:44.522423,"(7.5, 8.4, 8.304761904761905)","(3.8, 4.2, 4.158743169398907)","(13.0, 20.0, 19.75)","(9.0, 10.5, 10.106666666666667)","(3.3, 3.8, 3.7396907216494846)","(5.5, 6.8, 6.820689655172414)","(16.0, 27.0, 25.977777777777778)","(26.0, 40.0, 37.333333333333336)","(51.0, 95.0, 96.66666666666667)"
04-01-2023 14:30:45.595627,"(7.5, 8.4, 8.304761904761905)","(3.8, 4.2, 4.165151515151515)","(13.0, 21.0, 19.829268292682926)","(9.0, 10.5, 10.081560283687944)","(3.3, 3.75, 3.740104166666667)","(5.5, 7.0, 6.822222222222222)","(16.0, 27.0, 25.977777777777778)","(26.0, 40.0, 37.333333333333336)","(51.0, 130.0, 100.0)"
04-01-2023 14:30:46.728668,"(7.5, 8.4, 8.394285714285715)","(3.8, 4.2, 4.165151515151515)","(13.0, 20.0, 19.725)","(9.0, 10.5, 10.046153846153846)","(3.3, 3.75, 3.7606382978723403)","(5.5, 7.0, 6.775609756097561)","(16.0, 27.0, 25.977777777777778)","(26.0, 40.0, 37.05263157894737)","(51.0, 120.0, 98.0)"
04-01-2023 14:30:47.865172,"(7.5, 8.4, 8.394285714285715)","(3.8, 4.2, 4.165151515151515)","(13.0, 20.0, 19.607142857142858)","(9.0, 10.5, 10.13888888888889)","(3.3, 3.8, 3.7418478260869565)","(5.5, 6.8, 6.741538461538461)","(16.0, 27.0, 25.977777777777778)","(26.0, 40.0, 37.05263157894737)","(51.0, 110.0, 100.0)"
04-01-2023 14:30:48.963840,"(7.5, 8.6, 8.430508474576271)","(3.8, 4.2, 4.165151515151515)","(13.0, 20.0, 19.607142857142858)","(9.0, 10.5, 10.151340996168582)","(3.3, 3.75, 3.7418478260869565)","(5.5, 6.8, 6.741538461538461)","(16.0, 27.0, 25.930232558139537)","(26.0, 40.0, 37.05263157894737)","(51.0, 120.0, 96.66666666666667)"
04-01-2023 14:30:50.098896,"(7.5, 8.6, 8.468421052631578)","(3.8, 4.2, 4.165151515151515)","(13.0, 20.0, 19.607142857142858)","(9.0, 10.5, 10.147286821705427)","(3.3, 3.75, 3.736881188118812)","(5.5, 6.8, 6.728571428571429)","(16.0, 27.0, 25.833333333333332)","(26.0, 40.0, 36.26086956521739)","(51.0, 110.0, 95.0)"
04-01-2023 14:30:51.209631,"(7.0, 9.0, 8.9)","(3.9, 4.2, 4.106280193236715)","(13.0, 20.0, 19.607142857142858)","(9.0, 10.5, 10.142857142857142)","(3.3, 3.75, 3.7646864686468646)","(5.5, 6.8, 6.728571428571429)","(16.0, 26.0, 25.833333333333332)","(26.0, 38.0, 36.25)","(51.0, 100.0, 96.66666666666667)"
04-01-2023 14:30:52.291635,"(7.0, 9.0, 8.906976744186046)","(3.9, 4.2, 4.103)","(13.0, 20.0, 19.594594594594593)","(9.0, 10.5, 10.121513944223107)","(3.3, 3.8, 3.763843648208469)","(5.5, 6.8, 6.753658536585366)","(16.0, 26.0, 25.833333333333332)","(26.0, 38.0, 36.526315789473685)","(51.0, 100.0, 95.0)"
04-01-2023 14:30:53.446021,"(7.0, 9.0, 8.906976744186046)","(3.9, 4.1, 4.0911504424778755)","(13.0, 20.0, 19.594594594594593)","(9.0, 10.5, 10.086894586894587)","(3.3, 3.8, 3.7646864686468646)","(5.5, 6.8, 6.7942857142857145)","(16.0, 26.0, 25.714285714285715)","(26.0, 38.0, 36.526315789473685)","(51.0, 100.0, 95.0)"
04-01-2023 14:30:54.543398,"(7.0, 9.0, 8.906976744186046)","(3.9, 4.1, 4.08728813559322)","(13.0, 20.0, 19.594594594594593)","(9.0, 10.5, 10.086894586894587)","(3.3, 3.8, 3.763008130081301)","(5.5, 7.0, 6.791549295774647)","(16.0, 26.0, 25.714285714285715)","(26.0, 38.0, 36.526315789473685)","(51.0, 100.0, 95.0)"
04-01-2023 14:30:55.628238,"(7.0, 9.0, 8.906976744186046)","(3.9, 4.1, 4.0775280898876405)","(13.0, 20.0, 19.53125)","(9.0, 10.5, 10.05521472392638)","(3.3, 3.8, 3.763008130081301)","(5.5, 7.0, 6.791549295774647)","(16.0, 26.0, 25.714285714285715)","(26.0, 38.0, 36.5)","(51.0, 100.0, 95.0)"
04-01-2023 14:30:56.722568,"(7.0, 9.0, 8.906976744186046)","(3.9, 4.1, 4.093243243243243)","(13.0, 20.0, 19.5)","(9.0, 10.5, 10.05521472392638)","(3.3, 3.8, 3.768292682926829)","(5.5, 7.0, 6.791549295774647)","(16.0, 26.0, 25.82608695652174)","(26.0, 38.0, 36.5)","(51.0, 100.0, 95.0)"
04-01-2023 14:30:57.796173,"(7.0, 9.0, 8.923076923076923)","(3.9, 4.1, 4.095391705069124)","(13.0, 20.0, 19.5)","(9.0, 10.5, 10.05521472392638)","(3.3, 3.8, 3.768292682926829)","(5.5, 7.0, 6.557142857142857)","(16.0, 26.0, 25.82608695652174)","(26.0, 38.0, 36.5)","(51.0, 100.0, 95.0)"
04-01-2023 14:30:58.898615,"(7.0, 9.0, 8.955555555555556)","(3.9, 4.1, 4.090393013100436)","(13.0, 20.0, 19.5)","(9.0, 10.5, 10.090395480225988)","(3.3, 3.8, 3.781185567010309)","(5.5, 6.6, 6.5654929577464785)","(16.0, 26.0, 25.2)","(26.0, 38.0, 36.23529411764706)","(51.0, 100.0, 95.0)"
04-01-2023 14:31:00.016235,"(7.5, 9.2, 9.048648648648648)","(3.9, 4.2, 4.120967741935484)","(13.0, 20.0, 19.583333333333332)","(9.0, 10.5, 10.0)","(3.3, 3.8, 3.777329192546584)","(5.5, 6.6, 6.563432835820895)","(16.0, 26.0, 25.3)","(26.0, 38.0, 36.064516129032256)","(51.0, 100.0, 95.0)"
04-01-2023 14:31:01.126287,"(7.5, 9.2, 9.063157894736841)","(3.9, 4.1, 4.0688524590163935)","(13.0, 20.0, 19.5)","(9.0, 10.0, 9.856310679611651)","(3.3, 3.8, 3.777329192546584)","(5.5, 6.6, 6.693103448275862)","(16.0, 26.0, 25.3)","(26.0, 38.0, 36.37037037037037)","(51.0, 100.0, 95.0)"
04-01-2023 14:31:02.306584,"(7.5, 9.2, 9.066666666666666)","(3.9, 4.1, 4.063157894736842)","(13.0, 20.0, 20.133333333333333)","(9.0, 9.8, 9.727272727272728)","(3.3, 3.8, 3.78027027027027)","(5.5, 6.8, 6.721167883211678)","(16.0, 26.0, 25.3)","(26.0, 38.0, 30.473684210526315)","(51.0, 100.0, 73.33333333333333)"
04-01-2023 14:31:03.453747,"(7.5, 8.8, 8.785542168674699)","(3.9, 4.1, 4.067151767151767)","(13.0, 21.0, 19.384615384615383)","(9.0, 9.8, 9.497674418604651)","(3.3, 3.8, 3.8185185185185184)","(5.5, 6.8, 6.891764705882353)","(16.0, 26.0, 25.5)","(26.0, 32.0, 34.666666666666664)","(51.0, 90.0, 88.26086956521739)"
04-01-2023 14:31:04.562326,"(7.5, 8.8, 8.78409090909091)","(3.9, 4.1, 4.084666666666666)","(13.0, 20.0, 19.366666666666667)","(9.0, 9.6, 9.50943396226415)","(3.3, 3.85, 3.826388888888889)","(5.5, 7.0, 6.923741007194245)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 34.93333333333333)","(51.0, 90.0, 88.57142857142857)"
04-01-2023 14:31:05.755138,"(7.5, 8.8, 8.797560975609757)","(3.9, 4.1, 4.090714285714285)","(13.0, 19.5, 19.375)","(9.0, 9.6, 9.505882352941176)","(3.3, 3.85, 3.825925925925926)","(5.5, 7.0, 6.909554140127389)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 35.27272727272727)","(51.0, 90.0, 89.16666666666667)"
04-01-2023 14:31:06.812756,"(7.5, 8.8, 8.797402597402598)","(3.9, 4.1, 4.092375366568914)","(13.0, 19.5, 19.375)","(9.0, 9.6, 9.505882352941176)","(3.3, 3.85, 3.830042918454936)","(5.5, 7.0, 6.9070967741935485)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 35.0)","(51.0, 90.0, 89.16666666666667)"
04-01-2023 14:31:07.914240,"(7.5, 8.8, 8.797402597402598)","(3.9, 4.1, 4.095297805642633)","(13.0, 19.5, 19.375)","(9.0, 9.6, 9.505882352941176)","(3.3, 3.85, 3.830042918454936)","(5.5, 7.0, 6.9964497041420115)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 35.42857142857143)","(51.0, 90.0, 86.66666666666667)"
04-01-2023 14:31:09.055313,"(7.5, 8.8, 8.797058823529412)","(3.9, 4.2, 4.114331210191082)","(13.0, 20.0, 19.705882352941178)","(9.0, 9.6, 9.431578947368422)","(3.3, 3.8, 3.798473282442748)","(5.5, 7.2, 7.053211009174312)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 35.42857142857143)","(51.0, 90.0, 85.3125)"
04-01-2023 14:31:10.121316,"(7.5, 8.8, 8.783561643835617)","(3.9, 4.2, 4.096737044145874)","(13.0, 20.0, 19.705882352941178)","(9.0, 9.6, 9.431578947368422)","(3.3, 3.8, 3.7836870026525196)","(5.5, 7.2, 6.955102040816326)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 36.63636363636363)","(51.0, 90.0, 81.5625)"
04-01-2023 14:31:11.234554,"(7.5, 8.8, 8.776)","(3.9, 4.2, 4.117230769230769)","(13.0, 20.0, 19.705882352941178)","(9.0, 9.8, 9.5)","(3.3, 3.8, 3.790083333333333)","(5.5, 7.0, 6.955102040816326)","(16.0, 26.0, 25.5625)","(26.0, 38.0, 36.285714285714285)","(51.0, 90.0, 81.5625)"
04-01-2023 14:31:12.329315,"(7.5, 8.8, 8.772727272727273)","(3.9, 4.2, 4.117230769230769)","(13.0, 20.0, 19.705882352941178)","(9.0, 9.6, 9.51006711409396)","(3.3, 3.8, 3.789811643835616)","(5.5, 7.0, 6.9623931623931625)","(16.0, 26.0, 25.5625)","(26.0, 38.0, 35.166666666666664)","(51.0, 90.0, 81.0)"
04-01-2023 14:31:13.400596,"(7.5, 8.8, 8.772727272727273)","(3.9, 4.2, 4.119701492537313)","(13.0, 20.0, 19.705882352941178)","(9.0, 9.8, 9.51006711409396)","(3.3, 3.8, 3.789811643835616)","(5.5, 7.0, 6.958490566037736)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 34.93333333333333)","(51.0, 85.0, 81.0)"
04-01-2023 14:31:14.536481,"(7.5, 8.8, 8.777777777777779)","(3.9, 4.2, 4.123796033994334)","(13.0, 20.0, 19.705882352941178)","(9.0, 9.8, 9.495906432748539)","(3.3, 3.8, 3.789811643835616)","(5.5, 7.0, 7.020869565217391)","(16.0, 26.0, 25.5625)","(26.0, 36.0, 35.69230769230769)","(51.0, 85.0, 81.0)"
04-01-2023 14:31:15.604198,"(7.5, 8.8, 8.777777777777779)","(3.9, 4.2, 4.128835978835979)","(13.0, 19.5, 19.333333333333332)","(9.0, 9.8, 9.495906432748539)","(3.3, 3.8, 3.7892599277978336)","(5.5, 7.2, 6.958490566037736)","(16.0, 26.0, 25.46153846153846)","(26.0, 36.0, 35.666666666666664)","(51.0, 85.0, 81.0)"
04-01-2023 14:31:16.744524,"(7.5, 8.8, 8.614285714285714)","(3.9, 4.2, 4.128835978835979)","(13.0, 19.5, 19.285714285714285)","(9.0, 9.8, 9.669642857142858)","(3.3, 3.8, 3.7892599277978336)","(5.5, 7.0, 6.958490566037736)","(16.0, 26.0, 25.46153846153846)","(26.0, 36.0, 35.75)","(51.0, 85.0, 81.0)"
04-01-2023 14:31:17.934777,"(7.5, 8.8, 8.614285714285714)","(3.9, 4.2, 4.140823970037453)","(13.0, 20.0, 19.444444444444443)","(9.0, 9.8, 9.669642857142858)","(3.3, 3.8, 3.7900501672240803)","(5.5, 7.0, 6.949685534591195)","(16.0, 26.0, 25.46153846153846)","(26.0, 36.0, 35.75)","(51.0, 85.0, 81.0)"
04-01-2023 14:31:19.059298,"(7.5, 9.0, 8.811173184357543)","(3.9, 4.2, 4.138007380073801)","(13.0, 20.0, 19.444444444444443)","(9.0, 9.8, 9.701298701298702)","(3.3, 3.8, 3.7900501672240803)","(5.5, 7.0, 6.926595744680851)","(16.0, 26.0, 25.46153846153846)","(26.0, 36.0, 35.75)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:20.199431,"(7.5, 8.8, 8.762162162162163)","(3.9, 4.2, 4.137867647058823)","(13.0, 20.0, 19.444444444444443)","(9.0, 9.8, 9.75)","(3.3, 3.8, 3.7900501672240803)","(5.5, 7.0, 6.923671497584541)","(16.0, 26.0, 25.46153846153846)","(26.0, 36.0, 34.206896551724135)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:21.608156,"(7.5, 9.0, 8.850892857142858)","(3.8, 4.2, 4.137867647058823)","(13.0, 20.0, 19.444444444444443)","(9.0, 9.8, 9.775257731958764)","(3.3, 3.8, 3.7900501672240803)","(5.5, 7.0, 6.926851851851851)","(16.0, 26.0, 25.46153846153846)","(21.0, 36.0, 34.56410256410256)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:22.768585,"(7.5, 9.0, 8.853023255813953)","(3.8, 4.2, 4.13731884057971)","(13.0, 20.0, 19.444444444444443)","(9.0, 9.8, 9.736363636363636)","(3.3, 3.8, 3.7914912280701754)","(5.5, 7.0, 6.926851851851851)","(16.0, 26.0, 25.46153846153846)","(21.0, 36.0, 34.714285714285715)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:23.880105,"(7.5, 9.0, 8.853023255813953)","(3.8, 4.2, 4.13731884057971)","(13.0, 20.0, 19.444444444444443)","(9.0, 9.8, 9.736363636363636)","(3.3, 3.8, 3.7914912280701754)","(5.5, 7.0, 6.926851851851851)","(16.0, 26.0, 25.46153846153846)","(21.0, 36.0, 34.714285714285715)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:25.084836,"(7.5, 9.0, 8.853023255813953)","(3.8, 4.2, 4.13731884057971)","(13.0, 20.0, 19.444444444444443)","(9.0, 9.8, 9.736363636363636)","(3.3, 3.8, 3.7914912280701754)","(5.5, 7.0, 6.926851851851851)","(16.0, 26.0, 25.46153846153846)","(21.0, 36.0, 34.714285714285715)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:26.357733,"(7.5, 9.0, 8.853023255813953)","(3.8, 4.2, 4.143934426229508)","(13.0, 20.0, 19.615384615384617)","(9.0, 9.8, 9.768595041322314)","(3.3, 3.8, 3.7344327176781005)","(5.5, 7.0, 6.926851851851851)","(16.0, 26.0, 25.75)","(21.0, 36.0, 34.714285714285715)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:27.621363,"(7.5, 9.0, 8.864)","(3.8, 4.2, 4.201754385964912)","(13.0, 20.0, 19.615384615384617)","(9.0, 9.8, 9.777391304347827)","(3.3, 3.75, 3.68875)","(5.5, 7.0, 6.933009708737864)","(16.0, 26.0, 25.72222222222222)","(21.0, 36.0, 34.625)","(51.0, 85.0, 83.33333333333333)"
04-01-2023 14:31:28.709528,"(7.5, 9.0, 8.864)","(3.8, 4.3, 4.201754385964912)","(13.0, 20.0, 19.615384615384617)","(9.0, 9.8, 9.83421052631579)","(3.3, 3.7, 3.6770700636942677)","(5.5, 7.0, 6.933009708737864)","(16.0, 27.0, 25.4)","(21.0, 36.0, 34.56521739130435)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:29.869725,"(7.5, 9.0, 8.862780269058296)","(3.8, 4.3, 4.2009671179883945)","(13.0, 20.0, 19.814814814814813)","(9.0, 10.0, 9.838461538461539)","(3.3, 3.7, 3.6774193548387095)","(5.5, 7.0, 6.933009708737864)","(16.0, 27.0, 25.12121212121212)","(21.0, 36.0, 34.625)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:30.995867,"(7.5, 9.0, 8.862780269058296)","(3.8, 4.3, 4.203571428571428)","(13.0, 20.0, 19.814814814814813)","(9.0, 10.0, 9.838461538461539)","(3.3, 3.7, 3.6783333333333332)","(5.5, 7.0, 6.933009708737864)","(16.0, 27.0, 25.12121212121212)","(21.0, 36.0, 34.625)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:32.083367,"(7.5, 9.0, 8.862780269058296)","(3.8, 4.3, 4.203571428571428)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.838461538461539)","(3.3, 3.7, 3.6642322097378277)","(5.5, 7.0, 6.9311004784689)","(16.0, 27.0, 25.12121212121212)","(21.0, 36.0, 34.625)","(51.0, 85.0, 82.5)"
04-01-2023 14:31:33.172831,"(7.5, 9.0, 8.862780269058296)","(3.8, 4.3, 4.200409836065574)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.839647577092512)","(3.3, 3.75, 3.6918685121107266)","(5.5, 7.0, 6.926851851851851)","(16.0, 27.0, 25.12121212121212)","(21.0, 36.0, 34.30769230769231)","(51.0, 85.0, 74.70588235294117)"
04-01-2023 14:31:34.380550,"(7.5, 8.8, 8.757894736842106)","(3.8, 4.3, 4.201219512195122)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.839647577092512)","(3.3, 3.75, 3.6978260869565216)","(5.5, 7.0, 6.926851851851851)","(16.0, 27.0, 25.12121212121212)","(21.0, 36.0, 34.30769230769231)","(51.0, 75.0, 74.54545454545455)"
04-01-2023 14:31:35.542118,"(7.5, 8.8, 8.643010752688172)","(3.8, 4.3, 4.201276595744681)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.839647577092512)","(3.3, 3.75, 3.6978260869565216)","(5.5, 7.0, 6.933009708737864)","(16.0, 27.0, 25.324324324324323)","(21.0, 36.0, 34.30769230769231)","(51.0, 75.0, 74.54545454545455)"
04-01-2023 14:31:36.809339,"(7.5, 8.8, 8.643010752688172)","(3.8, 4.3, 4.209865470852018)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.835135135135136)","(3.3, 3.75, 3.716046511627907)","(5.5, 7.0, 6.933009708737864)","(16.0, 27.0, 25.324324324324323)","(21.0, 36.0, 34.30769230769231)","(51.0, 75.0, 74.54545454545455)"
04-01-2023 14:31:38.022661,"(7.5, 8.8, 8.619277108433735)","(3.8, 4.3, 4.236908517350158)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.836419753086421)","(3.3, 3.75, 3.7054455445544554)","(5.5, 7.0, 6.926851851851851)","(16.0, 27.0, 25.6)","(21.0, 36.0, 34.30769230769231)","(51.0, 75.0, 74.54545454545455)"
04-01-2023 14:31:39.189911,"(7.5, 8.8, 8.648484848484848)","(3.8, 4.3, 4.230870712401056)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.836419753086421)","(3.3, 3.75, 3.7054455445544554)","(5.5, 7.0, 6.926851851851851)","(16.0, 26.0, 25.733333333333334)","(21.0, 36.0, 34.30769230769231)","(51.0, 75.0, 74.28571428571429)"
04-01-2023 14:31:40.336188,"(7.5, 8.8, 8.648484848484848)","(3.8, 4.3, 4.233084577114428)","(13.0, 20.0, 19.838709677419356)","(9.0, 10.0, 9.8515406162465)","(3.3, 3.75, 3.7054455445544554)","(5.5, 7.0, 6.926851851851851)","(16.0, 26.0, 24.90625)","(21.0, 36.0, 34.30769230769231)","(51.0, 75.0, 74.28571428571429)"
04-01-2023 14:31:41.518102,"(7.5, 8.8, 8.648484848484848)","(3.8, 4.3, 4.282068965517241)","(13.0, 20.0, 19.86111111111111)","(9.0, 10.0, 9.87864077669903)","(3.3, 3.75, 3.7054455445544554)","(5.5, 7.0, 6.926851851851851)","(16.0, 25.0, 25.183673469387756)","(21.0, 36.0, 34.30769230769231)","(51.0, 75.0, 74.11764705882354)"
04-01-2023 14:31:42.733991,"(7.5, 8.8, 8.633333333333333)","(3.8, 4.3, 4.2600536193029495)","(13.0, 20.0, 19.86111111111111)","(9.0, 10.0, 9.565829145728642)","(3.3, 3.75, 3.6747524752475247)","(5.5, 7.0, 7.042105263157895)","(16.0, 26.0, 25.555555555555557)","(21.0, 36.0, 34.46511627906977)","(51.0, 80.0, 87.85714285714286)"
