,Nakula Nz,Rock Supreme,Fortes In Fide,Major Mischief,Rosarito,Chal Be Nz,Devouged,Magicol Ideal Nz,Jingles Bromac Nz,Motu Cullen Nz
10-01-2023 15:30:17.378827,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:18.858470,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:20.224867,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:21.574722,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:22.854128,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:24.330450,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:25.754802,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:27.178873,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:28.716771,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:30.138243,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:31.581643,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:32.965238,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:34.176931,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:35.518201,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:36.863353,"(2.3, 99999, 99990)","(8.0, 13.0, 10.9)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 104.0)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:38.368063,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 106.66666666666667)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:39.737166,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 106.66666666666667)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:41.248950,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 106.66666666666667)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:42.706374,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 106.66666666666667)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:44.109084,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 44.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 106.66666666666667)","(8.5, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:45.465939,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:46.791531,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:48.277403,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:49.689329,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:51.107327,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:52.437298,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:53.800593,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:55.085574,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:56.336327,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:57.660384,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:30:58.914312,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:00.201639,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:01.686610,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:03.144709,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:04.645992,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:06.100081,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:07.502503,"(2.3, 99999, 99990)","(8.0, 13.0, 11.32)","(26.0, 55.0, 48.0)","(5.5, 9.2, 8.0)","(41.0, 120.0, 80.0)","(8.5, 99999, 99990)","(21.0, 42.0, 30.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:08.913781,"(2.3, 99999, 99990)","(8.0, 13.0, 11.575)","(26.0, 55.0, 42.4)","(5.5, 9.2, 7.88)","(41.0, 120.0, 75.0)","(8.5, 99999, 99990)","(21.0, 42.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:10.200559,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:11.645563,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:13.272689,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:14.797795,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:16.144295,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:17.465870,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:18.779391,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:20.033545,"(2.3, 99999, 99990)","(8.0, 12.5, 11.575)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.88)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 29.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:21.848032,"(2.3, 99999, 99990)","(8.0, 12.5, 10.72)","(26.0, 48.0, 42.4)","(5.5, 9.0, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 40.0, 28.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:23.440025,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 42.4)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 38.0, 28.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:25.018724,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 42.4)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 38.0, 28.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:26.501163,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 42.4)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 38.0, 28.25)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:28.040143,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.0)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 38.0, 33.125)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:29.506949,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.0)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 38.0, 33.125)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:30.925183,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.0)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 38.0, 33.125)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:32.315993,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.0)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 75.0)","(8.5, 99999, 99990)","(21.0, 38.0, 33.125)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:33.705034,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.0)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:35.304114,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:36.879247,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:38.378837,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:39.814689,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:41.245110,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:43.106542,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:44.552761,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:46.170773,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:47.738290,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:49.349213,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:51.060744,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:52.572708,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:53.995209,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:55.515626,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:56.970236,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:58.475699,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:31:59.941561,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 39.33333333333333)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 51.666666666666664)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:01.489084,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 46.625)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 98.66666666666666)","(8.5, 99999, 99990)","(21.0, 38.0, 34.75)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:02.962283,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 46.625)","(5.5, 8.8, 7.760000000000001)","(41.0, 110.0, 97.76923076923077)","(8.5, 99999, 99990)","(21.0, 38.0, 29.2)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:04.415016,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 46.625)","(5.5, 8.8, 7.64)","(41.0, 100.0, 97.76923076923077)","(8.5, 99999, 99990)","(21.0, 36.0, 29.2)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:05.874764,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 41.0)","(5.5, 8.6, 7.64)","(41.0, 100.0, 97.85185185185185)","(8.5, 99999, 99990)","(21.0, 36.0, 29.2)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:07.350805,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 41.0)","(5.5, 8.6, 7.64)","(41.0, 100.0, 95.85714285714286)","(8.5, 99999, 99990)","(21.0, 36.0, 29.2)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:08.857114,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 41.0)","(5.5, 8.6, 7.64)","(41.0, 100.0, 95.85714285714286)","(8.5, 99999, 99990)","(21.0, 36.0, 29.2)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:10.426097,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 41.0)","(5.5, 8.6, 7.64)","(41.0, 100.0, 95.85714285714286)","(8.5, 99999, 99990)","(21.0, 36.0, 31.6)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
10-01-2023 15:32:11.869529,"(2.3, 99999, 99990)","(8.0, 12.0, 10.72)","(26.0, 48.0, 41.0)","(5.5, 8.6, 7.64)","(41.0, 100.0, 95.85714285714286)","(8.5, 99999, 99990)","(21.0, 40.0, 31.6)","(31.0, 99999, 99990)","(81.0, 99999, 99990)","(3.3, 99999, 99990)"
