,Wheres Our Money,Iam The Joker,Remember Bubbles,Yellow Bow,Blissfull Identity,Power To Bolt,Diesel Don,Shes So Brave,Carramar Kasiano,The Ringmaster
05-01-2023 13:04:32.028697,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 200.0, 146.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 200.0, 146.0)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:33.500755,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 200.0, 146.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 200.0, 155.71428571428572)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:34.863989,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 200.0, 146.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 190.0, 155.71428571428572)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:36.105101,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 200.0, 146.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 170.0)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:37.428842,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 200.0, 146.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 170.0)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:38.788506,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 190.0, 155.71428571428572)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 170.0)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:40.107086,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 190.0, 148.57142857142856)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 170.0)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:41.395560,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 180.0, 148.57142857142856)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 170.0)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.376363636363636)","(61.0, 160.0, 128.0)"
05-01-2023 13:04:42.635316,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 180.0, 141.42857142857144)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 170.0)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.18)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:43.887662,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 170.0, 141.42857142857144)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 203.33333333333334)","(10.0, 15.0, 12.933333333333334)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.18)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:45.143482,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 170.0, 134.28571428571428)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 230.0, 177.14285714285714)","(10.0, 15.0, 13.285714285714285)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.18)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:46.418656,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 160.0, 134.28571428571428)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 220.0, 177.14285714285714)","(10.0, 15.0, 13.285714285714285)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.18)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:47.739144,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 160.0, 136.66666666666669)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 220.0, 177.14285714285714)","(10.0, 15.0, 14.142857142857142)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.18)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:48.980344,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 136.66666666666669)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 220.0, 177.14285714285714)","(10.0, 15.0, 14.142857142857142)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.769473684210526)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:50.175374,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 220.0, 186.66666666666666)","(10.0, 15.0, 14.2)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.769473684210526)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:51.347173,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 186.66666666666666)","(10.0, 15.0, 14.2)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.769473684210526)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:52.603269,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 210.0, 162.85714285714286)","(10.0, 15.0, 14.2)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.3)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:53.867280,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 14.2)","(7.5, 11.0, 9.866666666666667)","(2.8, 5.3, 4.466666666666667)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:55.162458,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 14.2)","(7.5, 11.0, 7.676190476190476)","(2.8, 5.3, 4.466666666666667)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:56.522543,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 14.2)","(7.5, 8.4, 7.914893617021277)","(2.8, 5.3, 4.466666666666667)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:57.898198,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 14.2)","(7.5, 8.4, 7.914893617021277)","(2.8, 5.3, 4.466666666666667)","(61.0, 160.0, 137.6)"
05-01-2023 13:04:59.280578,"(1.9, 3.85, 3.216666666666667)","(26.0, 60.0, 52.4)","(81.0, 150.0, 120.0)","(31.0, 75.0, 56.2)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 14.2)","(7.5, 8.4, 8.1375)","(2.8, 5.3, 2.9416666666666664)","(61.0, 160.0, 137.6)"
05-01-2023 13:05:00.587231,"(1.9, 3.85, 3.5172727272727276)","(26.0, 60.0, 52.4)","(81.0, 150.0, 105.0)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 12.1)","(7.5, 8.4, 8.2)","(2.8, 4.5, 3.28)","(61.0, 160.0, 137.6)"
05-01-2023 13:05:01.888953,"(1.9, 3.8, 3.2333333333333334)","(26.0, 60.0, 52.4)","(81.0, 140.0, 105.0)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 12.1)","(7.5, 8.4, 8.292307692307693)","(2.8, 4.2, 3.46)","(61.0, 160.0, 137.6)"
05-01-2023 13:05:03.195187,"(1.9, 3.7, 3.068)","(26.0, 60.0, 52.4)","(81.0, 130.0, 105.71428571428572)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 13.71111111111111)","(7.5, 8.4, 8.292307692307693)","(2.8, 4.1, 3.9399999999999995)","(61.0, 160.0, 137.6)"
05-01-2023 13:05:04.476189,"(1.9, 3.7, 3.31)","(26.0, 60.0, 52.4)","(81.0, 120.0, 105.71428571428572)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 13.71111111111111)","(7.5, 8.4, 8.292307692307693)","(2.8, 4.1, 3.8933333333333335)","(61.0, 160.0, 128.0)"
05-01-2023 13:05:05.770855,"(1.9, 3.7, 3.31)","(26.0, 60.0, 52.4)","(81.0, 120.0, 92.72727272727273)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 13.71111111111111)","(7.5, 8.4, 8.292307692307693)","(2.8, 4.2, 3.8933333333333335)","(61.0, 160.0, 128.0)"
05-01-2023 13:05:06.976561,"(1.9, 3.7, 3.31)","(26.0, 60.0, 52.4)","(81.0, 120.0, 98.57142857142857)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 13.71111111111111)","(7.5, 8.4, 8.292307692307693)","(2.8, 4.2, 3.8933333333333335)","(61.0, 160.0, 128.0)"
05-01-2023 13:05:08.245851,"(1.9, 3.7, 3.31)","(26.0, 60.0, 52.4)","(81.0, 110.0, 98.57142857142857)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 13.133333333333333)","(7.5, 8.4, 8.292307692307693)","(2.8, 4.2, 3.8933333333333335)","(61.0, 160.0, 141.33333333333334)"
05-01-2023 13:05:09.524999,"(1.9, 3.7, 3.31)","(26.0, 60.0, 52.4)","(81.0, 120.0, 105.71428571428572)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 21.5)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 12.3)","(7.5, 8.4, 8.292307692307693)","(2.8, 4.2, 3.018333333333333)","(61.0, 160.0, 141.33333333333334)"
05-01-2023 13:05:10.810134,"(1.9, 3.7, 3.4240000000000004)","(26.0, 60.0, 52.4)","(81.0, 120.0, 105.71428571428572)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 18.0)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 12.4)","(7.5, 8.4, 8.2)","(2.8, 3.5, 3.37125)","(61.0, 160.0, 141.33333333333334)"
05-01-2023 13:05:12.100182,"(1.9, 3.7, 3.0300000000000002)","(26.0, 60.0, 52.4)","(81.0, 120.0, 105.71428571428572)","(31.0, 75.0, 59.33333333333333)","(12.0, 25.0, 20.75)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 12.4)","(7.5, 8.4, 8.2)","(2.8, 3.45, 3.135)","(61.0, 160.0, 141.33333333333334)"
05-01-2023 13:05:13.390678,"(1.9, 3.7, 3.2533333333333334)","(26.0, 60.0, 52.4)","(81.0, 120.0, 162.85714285714286)","(31.0, 75.0, 59.33333333333333)","(12.0, 24.0, 20.0)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 13.7)","(7.5, 8.4, 8.2)","(2.8, 3.45, 3.135)","(61.0, 160.0, 141.33333333333334)"
05-01-2023 13:05:14.614774,"(1.9, 3.7, 3.04)","(26.0, 60.0, 52.4)","(81.0, 200.0, 162.85714285714286)","(31.0, 75.0, 59.33333333333333)","(12.0, 23.0, 20.0)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 13.7)","(7.5, 8.4, 8.2)","(2.8, 3.45, 3.135)","(61.0, 160.0, 122.66666666666667)"
05-01-2023 13:05:15.900875,"(1.9, 3.7, 3.04)","(26.0, 60.0, 47.33333333333333)","(81.0, 200.0, 162.85714285714286)","(31.0, 75.0, 59.33333333333333)","(12.0, 23.0, 20.0)","(81.0, 200.0, 162.85714285714286)","(10.0, 15.0, 12.4)","(7.5, 8.4, 8.2)","(2.8, 3.45, 3.135)","(61.0, 160.0, 122.66666666666667)"
05-01-2023 13:05:17.150698,"(1.9, 3.7, 3.436)","(26.0, 60.0, 47.33333333333333)","(81.0, 200.0, 162.85714285714286)","(31.0, 75.0, 59.33333333333333)","(12.0, 23.0, 20.0)","(81.0, 200.0, 116.66666666666666)","(10.0, 15.0, 12.5)","(7.5, 8.4, 8.2)","(2.8, 3.45, 3.135)","(61.0, 160.0, 122.66666666666667)"
05-01-2023 13:05:18.369197,"(1.9, 3.7, 3.12)","(26.0, 60.0, 47.33333333333333)","(81.0, 180.0, 148.57142857142856)","(31.0, 75.0, 59.33333333333333)","(12.0, 23.0, 17.0)","(81.0, 200.0, 116.66666666666666)","(10.0, 15.0, 12.5)","(7.5, 8.4, 8.2)","(2.8, 3.15, 3.12)","(61.0, 140.0, 113.71428571428571)"
05-01-2023 13:05:19.725916,"(1.9, 3.7, 3.12)","(26.0, 60.0, 47.33333333333333)","(81.0, 180.0, 148.57142857142856)","(31.0, 75.0, 56.0)","(12.0, 23.0, 20.42857142857143)","(81.0, 200.0, 116.66666666666666)","(10.0, 15.0, 13.333333333333334)","(7.5, 8.4, 8.2)","(2.8, 3.15, 3.12)","(61.0, 140.0, 116.33333333333333)"
05-01-2023 13:05:21.042561,"(1.9, 3.7, 3.12)","(26.0, 60.0, 47.33333333333333)","(81.0, 160.0, 134.28571428571428)","(31.0, 65.0, 49.14285714285714)","(12.0, 25.0, 21.5)","(81.0, 200.0, 116.66666666666666)","(10.0, 15.0, 14.0)","(7.5, 8.4, 8.145454545454546)","(2.8, 3.15, 2.9927272727272727)","(61.0, 130.0, 116.33333333333333)"
05-01-2023 13:05:22.328593,"(1.9, 3.65, 3.3674999999999997)","(26.0, 60.0, 47.33333333333333)","(81.0, 160.0, 134.28571428571428)","(31.0, 65.0, 49.14285714285714)","(12.0, 25.0, 18.8)","(81.0, 200.0, 116.66666666666666)","(10.0, 15.0, 14.0)","(7.5, 8.4, 8.145454545454546)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 116.33333333333333)"
05-01-2023 13:05:23.713860,"(1.9, 3.65, 3.461666666666667)","(26.0, 60.0, 47.33333333333333)","(81.0, 160.0, 136.66666666666669)","(31.0, 65.0, 51.125)","(12.0, 24.0, 20.0)","(81.0, 200.0, 116.66666666666666)","(10.0, 15.0, 14.166666666666668)","(7.5, 8.4, 8.145454545454546)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 116.33333333333333)"
05-01-2023 13:05:25.053900,"(1.9, 3.55, 3.378333333333333)","(26.0, 60.0, 52.4)","(81.0, 150.0, 161.66666666666666)","(31.0, 65.0, 51.125)","(12.0, 23.0, 20.0)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.166666666666668)","(7.5, 8.4, 8.145454545454546)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 116.33333333333333)"
05-01-2023 13:05:26.399514,"(1.9, 3.5, 3.02)","(26.0, 60.0, 52.4)","(81.0, 180.0, 161.66666666666666)","(31.0, 65.0, 51.125)","(12.0, 23.0, 20.0)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 13.875)","(7.5, 8.4, 8.2)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 107.14285714285714)"
05-01-2023 13:05:27.632337,"(1.9, 3.45, 3.119090909090909)","(26.0, 60.0, 54.15384615384615)","(81.0, 170.0, 141.42857142857144)","(31.0, 65.0, 51.125)","(12.0, 23.0, 20.42857142857143)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 13.875)","(7.5, 8.4, 8.2)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 107.14285714285714)"
05-01-2023 13:05:28.852143,"(1.9, 3.4, 3.333846153846154)","(26.0, 60.0, 54.15384615384615)","(81.0, 170.0, 141.42857142857144)","(31.0, 65.0, 51.125)","(12.0, 22.0, 20.42857142857143)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.0)","(7.5, 8.4, 8.345098039215687)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 107.14285714285714)"
05-01-2023 13:05:30.143909,"(1.9, 3.9, 3.628)","(26.0, 60.0, 54.15384615384615)","(81.0, 170.0, 145.0)","(31.0, 65.0, 51.125)","(12.0, 22.0, 18.5)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.0)","(7.5, 8.4, 8.345098039215687)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 110.0)"
05-01-2023 13:05:31.424873,"(1.9, 3.8, 3.429411764705882)","(26.0, 60.0, 54.15384615384615)","(81.0, 160.0, 120.0)","(31.0, 65.0, 51.125)","(12.0, 21.0, 18.5)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.0)","(7.5, 8.4, 10.066666666666666)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 110.0)"
05-01-2023 13:05:32.746550,"(1.9, 3.75, 3.59875)","(26.0, 60.0, 54.15384615384615)","(81.0, 140.0, 112.85714285714286)","(31.0, 65.0, 51.125)","(12.0, 21.0, 18.5)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.2)","(7.5, 11.0, 10.2)","(2.8, 3.2, 2.8676923076923075)","(61.0, 130.0, 110.0)"
05-01-2023 13:05:34.040869,"(1.9, 3.7, 3.4422222222222225)","(26.0, 60.0, 54.15384615384615)","(81.0, 130.0, 111.66666666666667)","(31.0, 65.0, 51.125)","(12.0, 21.0, 18.5)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.2)","(7.5, 11.0, 9.8)","(2.8, 3.2, 2.8676923076923075)","(61.0, 120.0, 132.5)"
05-01-2023 13:05:35.381234,"(1.9, 3.65, 3.51125)","(26.0, 60.0, 54.15384615384615)","(81.0, 120.0, 120.0)","(31.0, 65.0, 51.125)","(12.0, 21.0, 18.5)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.2)","(7.5, 11.0, 10.533333333333333)","(2.8, 3.2, 2.8676923076923075)","(61.0, 160.0, 125.0)"
05-01-2023 13:05:36.695388,"(1.9, 3.65, 3.51125)","(26.0, 60.0, 54.15384615384615)","(81.0, 140.0, 111.66666666666667)","(31.0, 65.0, 51.125)","(12.0, 21.0, 18.5)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.125)","(7.5, 11.5, 10.533333333333333)","(2.8, 3.2, 2.8676923076923075)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:38.017387,"(1.9, 3.55, 3.42375)","(26.0, 60.0, 54.15384615384615)","(81.0, 120.0, 98.57142857142857)","(31.0, 65.0, 54.90909090909091)","(12.0, 21.0, 16.25)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.125)","(7.5, 11.5, 10.533333333333333)","(2.8, 3.2, 2.8676923076923075)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:39.337801,"(1.9, 3.55, 3.42375)","(26.0, 60.0, 36.0)","(81.0, 110.0, 98.57142857142857)","(31.0, 65.0, 54.90909090909091)","(12.0, 21.0, 13.8)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 13.833333333333334)","(7.5, 11.5, 10.533333333333333)","(2.8, 3.2, 2.8676923076923075)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:40.679720,"(1.9, 3.5, 3.2866666666666666)","(26.0, 60.0, 36.0)","(81.0, 110.0, 98.57142857142857)","(31.0, 65.0, 54.90909090909091)","(12.0, 21.0, 15.0)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.125)","(7.5, 11.5, 8.942857142857143)","(2.8, 3.2, 2.8676923076923075)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:42.066229,"(1.9, 3.45, 3.2088888888888887)","(26.0, 60.0, 42.0)","(81.0, 110.0, 98.57142857142857)","(31.0, 65.0, 54.90909090909091)","(12.0, 21.0, 17.5)","(81.0, 200.0, 158.33333333333331)","(10.0, 15.0, 14.125)","(7.5, 9.8, 9.266666666666666)","(2.8, 3.2, 2.8676923076923075)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:43.354246,"(1.9, 3.4, 3.2088888888888887)","(26.0, 60.0, 42.0)","(81.0, 110.0, 98.57142857142857)","(31.0, 65.0, 54.90909090909091)","(12.0, 23.0, 17.5)","(81.0, 200.0, 177.27272727272725)","(10.0, 15.0, 14.125)","(7.5, 9.6, 9.566666666666666)","(2.8, 3.2, 2.9726315789473685)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:44.713541,"(1.9, 3.35, 3.2183333333333337)","(26.0, 60.0, 42.0)","(81.0, 110.0, 98.57142857142857)","(31.0, 65.0, 54.90909090909091)","(12.0, 23.0, 22.666666666666664)","(81.0, 200.0, 177.27272727272725)","(10.0, 15.0, 12.1)","(7.5, 11.5, 9.566666666666666)","(2.8, 3.2, 2.9726315789473685)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:46.024481,"(1.9, 3.35, 3.635)","(26.0, 60.0, 42.0)","(81.0, 110.0, 98.57142857142857)","(31.0, 65.0, 54.90909090909091)","(12.0, 28.0, 22.666666666666664)","(81.0, 200.0, 177.27272727272725)","(10.0, 15.0, 13.133333333333333)","(7.5, 11.5, 9.566666666666666)","(2.8, 3.2, 2.9726315789473685)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:47.428286,"(1.9, 3.85, 3.4457142857142857)","(26.0, 60.0, 42.0)","(81.0, 110.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 28.0, 22.666666666666664)","(81.0, 200.0, 177.27272727272725)","(10.0, 15.0, 14.17142857142857)","(7.5, 11.5, 9.566666666666666)","(2.8, 3.2, 2.9726315789473685)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:48.798253,"(1.95, 3.8, 3.30375)","(26.0, 60.0, 42.0)","(81.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 28.0, 17.0)","(81.0, 200.0, 177.27272727272725)","(10.0, 15.0, 14.066666666666666)","(7.5, 11.5, 9.566666666666666)","(2.8, 3.2, 2.985263157894737)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:50.089926,"(1.95, 3.75, 3.30375)","(26.0, 60.0, 42.0)","(81.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 27.0, 16.666666666666668)","(81.0, 200.0, 165.71428571428572)","(10.0, 15.0, 14.066666666666666)","(7.5, 11.5, 9.566666666666666)","(2.8, 3.2, 2.9046153846153846)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:51.482213,"(1.95, 3.65, 3.3385714285714285)","(26.0, 60.0, 42.0)","(81.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(81.0, 200.0, 165.71428571428572)","(10.0, 15.0, 13.4)","(7.5, 11.5, 9.866666666666667)","(2.8, 3.2, 3.89)","(61.0, 150.0, 125.0)"
05-01-2023 13:05:52.703299,"(1.95, 3.6, 3.4266666666666667)","(26.0, 60.0, 42.0)","(81.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(81.0, 200.0, 165.71428571428572)","(10.0, 14.5, 12.685714285714287)","(7.5, 10.5, 9.866666666666667)","(2.8, 4.9, 3.89)","(61.0, 150.0, 122.85714285714286)"
05-01-2023 13:05:53.905832,"(1.95, 3.55, 3.267142857142857)","(26.0, 60.0, 42.0)","(91.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(91.0, 200.0, 165.71428571428572)","(8.5, 14.0, 12.685714285714287)","(8.0, 10.5, 9.866666666666667)","(2.8, 4.9, 3.83)","(71.0, 150.0, 122.85714285714286)"
05-01-2023 13:05:55.189017,"(1.95, 3.5, 3.3433333333333333)","(26.0, 60.0, 42.0)","(91.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(91.0, 200.0, 165.71428571428572)","(8.5, 14.0, 11.066666666666666)","(8.0, 10.5, 9.866666666666667)","(2.8, 4.8, 4.283636363636363)","(71.0, 150.0, 122.85714285714286)"
05-01-2023 13:05:56.425819,"(1.95, 3.7, 3.3742857142857146)","(26.0, 60.0, 42.0)","(91.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(91.0, 200.0, 165.71428571428572)","(8.5, 14.0, 12.525)","(8.0, 10.5, 9.866666666666667)","(2.8, 4.6, 4.373846153846154)","(71.0, 150.0, 122.85714285714286)"
05-01-2023 13:05:57.722851,"(1.95, 3.6, 3.302857142857143)","(26.0, 60.0, 42.0)","(91.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(91.0, 200.0, 165.71428571428572)","(8.5, 13.5, 11.64)","(8.0, 10.5, 9.866666666666667)","(2.8, 4.5, 3.953333333333333)","(71.0, 150.0, 122.85714285714286)"
05-01-2023 13:05:59.020747,"(1.95, 3.55, 3.385)","(26.0, 60.0, 42.0)","(91.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(91.0, 200.0, 165.71428571428572)","(8.5, 13.0, 11.64)","(8.0, 10.5, 9.866666666666667)","(2.8, 4.5, 4.189230769230769)","(71.0, 150.0, 122.85714285714286)"
05-01-2023 13:06:00.378113,"(1.95, 3.55, 3.385)","(26.0, 60.0, 42.0)","(91.0, 100.0, 95.0)","(31.0, 65.0, 54.90909090909091)","(12.0, 26.0, 16.666666666666668)","(91.0, 200.0, 165.71428571428572)","(8.5, 13.0, 11.64)","(8.0, 10.5, 9.68)","(2.8, 4.3, 4.097142857142857)","(71.0, 150.0, 122.85714285714286)"
