,Bedford Estate,Never Dance,Skinny Dip,Attrition,Brazen Kingdom,Cryptic Clue,Hurricane Ketut,Memphis Shadow,Mirroring,Think Rock,Normandy Belle
11-01-2023 15:05:22.150465,"(18.0, 22.0, 21.13235294117647)","(26.0, 36.0, 35.57575757575758)","(19.0, 25.0, 24.440860215053764)","(3.0, 3.4, 3.3960843373493974)","(3.6, 4.1, 4.072354948805461)","(31.0, 40.0, 39.5)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.401639344262295)","(21.0, 32.0, 31.806451612903224)","(31.0, 34.0, 31.333333333333332)","(11.0, 12.5, 12.458333333333334)"
11-01-2023 15:05:23.587682,"(18.0, 22.0, 21.13235294117647)","(26.0, 36.0, 35.57575757575758)","(19.0, 25.0, 24.50561797752809)","(3.0, 3.4, 3.396524064171123)","(3.6, 4.1, 4.072354948805461)","(31.0, 40.0, 39.5)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.401639344262295)","(21.0, 32.0, 31.806451612903224)","(31.0, 34.0, 31.333333333333332)","(11.0, 12.5, 12.573333333333334)"
11-01-2023 15:05:25.093080,"(18.0, 21.0, 20.8)","(26.0, 36.0, 35.57575757575758)","(19.0, 25.0, 24.440860215053764)","(3.0, 3.45, 3.4171814671814675)","(3.6, 4.1, 4.074367088607595)","(31.0, 40.0, 39.05882352941177)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.806451612903224)","(31.0, 34.0, 31.25)","(11.0, 13.0, 12.573333333333334)"
11-01-2023 15:05:26.520604,"(18.0, 21.0, 20.74576271186441)","(26.0, 36.0, 35.57575757575758)","(19.0, 25.0, 24.2972972972973)","(3.0, 3.45, 3.419642857142857)","(3.6, 4.1, 4.074367088607595)","(31.0, 40.0, 39.05882352941177)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.806451612903224)","(31.0, 34.0, 30.774193548387096)","(11.0, 13.0, 12.572368421052632)"
11-01-2023 15:05:27.872541,"(18.0, 21.0, 20.74576271186441)","(26.0, 36.0, 35.57575757575758)","(19.0, 25.0, 24.37142857142857)","(3.0, 3.45, 3.3804195804195802)","(3.6, 4.1, 4.074367088607595)","(31.0, 40.0, 39.05882352941177)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.806451612903224)","(31.0, 34.0, 30.551724137931036)","(11.0, 13.0, 12.577464788732394)"
11-01-2023 15:05:29.297621,"(18.0, 21.0, 20.74576271186441)","(26.0, 36.0, 35.57575757575758)","(19.0, 25.0, 24.37142857142857)","(3.0, 3.4, 3.3804195804195802)","(3.6, 4.1, 4.070359281437126)","(31.0, 40.0, 39.05882352941177)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.806451612903224)","(31.0, 34.0, 33.3421052631579)","(11.0, 13.0, 12.577464788732394)"
11-01-2023 15:05:30.722376,"(18.0, 21.0, 20.74576271186441)","(26.0, 36.0, 37.142857142857146)","(19.0, 25.0, 24.511111111111113)","(3.0, 3.4, 3.3804195804195802)","(3.6, 4.1, 4.067335243553009)","(31.0, 40.0, 39.63636363636363)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.6)","(31.0, 34.0, 33.645161290322584)","(11.0, 13.0, 12.735955056179776)"
11-01-2023 15:05:32.251860,"(18.0, 21.0, 20.74576271186441)","(26.0, 38.0, 37.06666666666667)","(19.0, 25.0, 24.53684210526316)","(3.0, 3.4, 3.3804195804195802)","(3.6, 4.1, 4.076494845360824)","(31.0, 40.0, 38.49315068493151)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.488372093023255)","(31.0, 34.0, 33.645161290322584)","(11.0, 13.0, 12.7)"
11-01-2023 15:05:33.704483,"(18.0, 21.0, 20.6984126984127)","(26.0, 38.0, 37.5)","(19.0, 25.0, 24.53684210526316)","(3.0, 3.4, 3.3804195804195802)","(3.6, 4.1, 4.070891089108911)","(31.0, 42.0, 38.49315068493151)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.453488372093023)","(21.0, 32.0, 31.488372093023255)","(31.0, 34.0, 33.12)","(11.0, 13.0, 12.666666666666666)"
11-01-2023 15:05:35.168465,"(18.0, 21.0, 20.714285714285715)","(26.0, 38.0, 37.83783783783784)","(19.0, 25.0, 24.474747474747474)","(3.0, 3.4, 3.3804195804195802)","(3.6, 4.1, 4.086265060240963)","(31.0, 42.0, 38.49315068493151)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442028985507246)","(21.0, 32.0, 31.243243243243242)","(31.0, 34.0, 33.0)","(11.0, 13.0, 12.684397163120567)"
11-01-2023 15:05:36.580109,"(18.0, 21.0, 20.714285714285715)","(26.0, 38.0, 38.74626865671642)","(19.0, 25.0, 24.474747474747474)","(3.0, 3.4, 3.3804195804195802)","(3.6, 4.1, 4.086265060240963)","(31.0, 42.0, 38.49315068493151)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442028985507246)","(21.0, 32.0, 31.243243243243242)","(31.0, 34.0, 33.0)","(11.0, 13.0, 12.680555555555555)"
11-01-2023 15:05:38.042198,"(18.0, 21.0, 20.679012345679013)","(26.0, 40.0, 39.7037037037037)","(19.0, 25.0, 23.877551020408163)","(3.0, 3.4, 3.390036231884058)","(3.6, 4.1, 4.086265060240963)","(31.0, 42.0, 38.49315068493151)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442028985507246)","(21.0, 32.0, 31.243243243243242)","(31.0, 34.0, 30.571428571428573)","(11.0, 13.0, 12.664233576642335)"
11-01-2023 15:05:39.456351,"(18.0, 21.0, 20.679012345679013)","(26.0, 40.0, 40.47761194029851)","(19.0, 24.0, 24.785714285714285)","(3.0, 3.4, 3.390036231884058)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.243243243243242)","(31.0, 32.0, 31.125)","(11.0, 13.0, 12.640625)"
11-01-2023 15:05:40.839352,"(18.0, 21.0, 20.679012345679013)","(26.0, 42.0, 40.47761194029851)","(19.0, 25.0, 24.79310344827586)","(3.0, 3.4, 3.390036231884058)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.243243243243242)","(31.0, 32.0, 30.9)","(11.0, 13.0, 12.654135338345865)"
11-01-2023 15:05:42.227192,"(18.0, 21.0, 20.679012345679013)","(26.0, 42.0, 40.47761194029851)","(19.0, 25.0, 24.884615384615383)","(3.0, 3.4, 3.390036231884058)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.243243243243242)","(31.0, 32.0, 30.9)","(11.0, 13.0, 12.654135338345865)"
11-01-2023 15:05:43.639329,"(18.0, 21.0, 20.679012345679013)","(26.0, 40.0, 39.50877192982456)","(19.0, 25.0, 24.676470588235293)","(3.0, 3.4, 3.388103448275862)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.243243243243242)","(31.0, 32.0, 30.9)","(11.0, 13.0, 12.654135338345865)"
11-01-2023 15:05:45.095388,"(18.0, 22.0, 20.99145299145299)","(26.0, 40.0, 39.540983606557376)","(19.0, 25.0, 24.676470588235293)","(3.0, 3.4, 3.384639498432602)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.243243243243242)","(31.0, 32.0, 31.285714285714285)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:46.449809,"(18.0, 22.0, 20.99145299145299)","(26.0, 40.0, 39.55555555555556)","(19.0, 25.0, 24.676470588235293)","(3.0, 3.4, 3.3885017421602788)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.243243243243242)","(31.0, 32.0, 31.636363636363637)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:47.715625,"(18.0, 21.0, 20.892307692307693)","(26.0, 40.0, 39.343283582089555)","(19.0, 25.0, 24.857142857142858)","(3.0, 3.4, 3.3885017421602788)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.636363636363637)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:49.020119,"(18.0, 22.0, 21.045045045045043)","(26.0, 40.0, 39.343283582089555)","(19.0, 25.0, 24.857142857142858)","(3.0, 3.4, 3.3885017421602788)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.636363636363637)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:50.421146,"(18.0, 22.0, 21.16)","(26.0, 40.0, 39.15492957746479)","(19.0, 25.0, 24.857142857142858)","(3.0, 3.4, 3.3862295081967213)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.636363636363637)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:51.965287,"(18.0, 22.0, 21.085714285714285)","(26.0, 40.0, 39.15492957746479)","(19.0, 25.0, 24.857142857142858)","(3.0, 3.4, 3.3873111782477343)","(3.6, 4.1, 4.077657266811279)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.636363636363637)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:53.310786,"(18.0, 22.0, 21.085714285714285)","(26.0, 40.0, 39.15492957746479)","(19.0, 25.0, 25.61904761904762)","(3.0, 3.4, 3.3873111782477343)","(3.6, 4.1, 4.073978494623655)","(31.0, 42.0, 38.84507042253521)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.636363636363637)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:54.597057,"(18.0, 22.0, 21.085714285714285)","(26.0, 42.0, 39.68421052631579)","(19.0, 26.0, 25.61904761904762)","(3.0, 3.4, 3.3873111782477343)","(3.6, 4.1, 4.073978494623655)","(31.0, 42.0, 38.810810810810814)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.423076923076923)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 32.875)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:55.905046,"(18.0, 22.0, 21.085714285714285)","(26.0, 42.0, 39.68421052631579)","(19.0, 26.0, 25.61904761904762)","(3.0, 3.4, 3.389838709677419)","(3.6, 4.1, 4.073978494623655)","(31.0, 42.0, 38.810810810810814)","(10.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.423076923076923)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 32.875)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:57.353443,"(17.0, 22.0, 21.838709677419356)","(26.0, 42.0, 39.88235294117647)","(19.0, 26.0, 25.61904761904762)","(3.0, 3.4, 3.389838709677419)","(3.6, 4.1, 4.073978494623655)","(31.0, 42.0, 38.810810810810814)","(11.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.423076923076923)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 32.875)","(11.0, 13.0, 12.687074829931973)"
11-01-2023 15:05:58.954804,"(17.0, 21.0, 19.87837837837838)","(26.0, 42.0, 39.68421052631579)","(19.0, 26.0, 25.61904761904762)","(3.0, 3.4, 3.3962962962962964)","(3.6, 4.1, 4.073978494623655)","(31.0, 42.0, 38.810810810810814)","(11.0, 14.0, 13.954545454545455)","(8.0, 10.5, 10.464912280701755)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 32.875)","(11.0, 13.0, 12.71484375)"
11-01-2023 15:06:00.358794,"(17.0, 20.0, 19.902173913043477)","(26.0, 42.0, 39.88235294117647)","(19.0, 26.0, 24.914285714285715)","(3.0, 3.4, 3.4043478260869566)","(3.6, 4.1, 4.061878453038674)","(31.0, 42.0, 39.523809523809526)","(11.0, 14.0, 13.807692307692308)","(8.0, 10.5, 10.464912280701755)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 33.05263157894737)","(11.0, 13.0, 12.71484375)"
11-01-2023 15:06:01.777804,"(17.0, 20.0, 19.902173913043477)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4065891472868217)","(3.6, 4.1, 4.061878453038674)","(31.0, 40.0, 39.333333333333336)","(11.0, 14.0, 13.64516129032258)","(8.0, 10.5, 10.464912280701755)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 33.05263157894737)","(11.0, 13.0, 12.71484375)"
11-01-2023 15:06:03.264488,"(17.0, 21.0, 20.363636363636363)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4065891472868217)","(3.6, 4.1, 4.061878453038674)","(31.0, 40.0, 39.333333333333336)","(11.0, 14.0, 13.64516129032258)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 33.05263157894737)","(11.0, 13.0, 12.71484375)"
11-01-2023 15:06:04.710081,"(17.0, 21.0, 20.322580645161292)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4065891472868217)","(3.6, 4.1, 4.061878453038674)","(31.0, 40.0, 39.333333333333336)","(11.0, 14.0, 13.625)","(8.0, 10.5, 10.442857142857143)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 33.05263157894737)","(11.0, 13.0, 12.71484375)"
11-01-2023 15:06:06.114613,"(17.0, 21.0, 20.322580645161292)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4043478260869566)","(3.6, 4.1, 4.061878453038674)","(31.0, 40.0, 39.23809523809524)","(11.0, 14.0, 13.625)","(8.0, 10.5, 10.2421875)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 33.05263157894737)","(11.0, 13.0, 12.759868421052632)"
11-01-2023 15:06:07.656634,"(17.0, 21.0, 20.322580645161292)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4106321839080462)","(3.6, 4.1, 4.061878453038674)","(31.0, 40.0, 39.04)","(11.0, 14.0, 13.625)","(8.0, 11.0, 10.464285714285714)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 33.05263157894737)","(11.0, 13.0, 12.759868421052632)"
11-01-2023 15:06:09.084369,"(17.0, 21.0, 20.62162162162162)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4106321839080462)","(3.6, 4.1, 4.061878453038674)","(31.0, 40.0, 39.04)","(11.0, 14.0, 13.625)","(8.0, 10.5, 10.464285714285714)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 32.17391304347826)","(11.0, 13.0, 12.759868421052632)"
11-01-2023 15:06:10.484099,"(17.0, 21.0, 20.605263157894736)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4106321839080462)","(3.6, 4.1, 4.050793650793651)","(31.0, 40.0, 39.04)","(11.0, 14.0, 13.625)","(8.0, 10.5, 10.464285714285714)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 32.17391304347826)","(11.0, 13.0, 12.759868421052632)"
11-01-2023 15:06:11.821315,"(17.0, 21.0, 20.583333333333332)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.437635379061372)","(3.6, 4.1, 4.114126394052045)","(31.0, 40.0, 39.04)","(11.0, 14.0, 13.625)","(8.0, 10.5, 10.41304347826087)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 31.77777777777778)","(11.0, 13.0, 12.751700680272108)"
11-01-2023 15:06:13.226651,"(17.0, 21.0, 20.52777777777778)","(26.0, 42.0, 39.88235294117647)","(19.0, 25.0, 24.914285714285715)","(3.0, 3.45, 3.4377240143369177)","(3.6, 4.2, 4.1066006600660065)","(31.0, 40.0, 39.04)","(11.0, 14.0, 13.625)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.80952380952381)","(11.0, 13.0, 12.739285714285714)"
11-01-2023 15:06:14.732975,"(17.0, 21.0, 20.46875)","(26.0, 42.0, 40.75)","(19.0, 25.0, 24.755555555555556)","(3.0, 3.45, 3.4377240143369177)","(3.6, 4.2, 4.101732283464567)","(31.0, 40.0, 39.04)","(11.0, 14.0, 13.625)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.454545454545453)","(11.0, 13.0, 12.739285714285714)"
11-01-2023 15:06:16.484485,"(17.0, 21.0, 20.46875)","(26.0, 44.0, 42.526315789473685)","(19.0, 25.0, 24.642857142857142)","(3.0, 3.45, 3.4460109289617487)","(3.6, 4.2, 4.095562130177514)","(31.0, 40.0, 39.04)","(11.0, 14.0, 13.538461538461538)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.333333333333332)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:17.971234,"(17.0, 21.0, 20.388059701492537)","(26.0, 44.0, 42.526315789473685)","(19.0, 25.0, 23.90909090909091)","(3.0, 3.5, 3.4465193370165745)","(3.6, 4.1, 4.09375)","(31.0, 40.0, 38.89655172413793)","(11.0, 14.0, 13.612903225806452)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 31.333333333333332)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:19.472439,"(17.0, 21.0, 20.388059701492537)","(26.0, 44.0, 42.526315789473685)","(19.0, 24.0, 23.905882352941177)","(3.0, 3.5, 3.45236220472441)","(3.6, 4.1, 4.09375)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.4375)","(31.0, 32.0, 33.05882352941177)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:20.949102,"(17.0, 21.0, 20.388059701492537)","(26.0, 44.0, 42.526315789473685)","(19.0, 24.0, 23.905882352941177)","(3.0, 3.5, 3.448735632183908)","(3.6, 4.1, 4.091511936339522)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 32.72)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:22.847478,"(17.0, 21.0, 20.388059701492537)","(26.0, 44.0, 42.526315789473685)","(19.0, 24.0, 24.604166666666668)","(3.0, 3.45, 3.447855530474041)","(3.6, 4.1, 4.08961038961039)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.4375)","(31.0, 34.0, 32.72)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:24.564781,"(17.0, 21.0, 20.636363636363637)","(26.0, 44.0, 42.526315789473685)","(19.0, 25.0, 24.444444444444443)","(3.0, 3.45, 3.4426559356136823)","(3.6, 4.1, 4.069133192389006)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.703703703703702)","(31.0, 34.0, 32.72)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:25.970406,"(17.0, 21.0, 20.636363636363637)","(26.0, 44.0, 42.526315789473685)","(19.0, 25.0, 24.444444444444443)","(3.0, 3.45, 3.4426559356136823)","(3.6, 4.1, 4.069133192389006)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.703703703703702)","(31.0, 34.0, 32.72)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:27.282941,"(17.0, 21.0, 20.636363636363637)","(26.0, 44.0, 41.54838709677419)","(19.0, 25.0, 24.533333333333335)","(3.0, 3.45, 3.4426559356136823)","(3.6, 4.1, 4.069133192389006)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.703703703703702)","(31.0, 34.0, 32.42857142857143)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:28.786118,"(17.0, 21.0, 20.636363636363637)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.533333333333335)","(3.0, 3.45, 3.442828282828283)","(3.6, 4.1, 4.069133192389006)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.703703703703702)","(31.0, 34.0, 32.42857142857143)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:30.435657,"(17.0, 21.0, 20.636363636363637)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.285714285714285)","(3.0, 3.45, 3.442828282828283)","(3.6, 4.1, 4.070264765784114)","(31.0, 40.0, 38.54545454545455)","(11.0, 14.0, 13.52)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.703703703703702)","(31.0, 34.0, 32.42857142857143)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:31.828506,"(17.0, 21.0, 20.603448275862068)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.285714285714285)","(3.0, 3.45, 3.4471111111111115)","(3.6, 4.1, 4.070264765784114)","(31.0, 40.0, 39.0)","(11.0, 14.0, 13.722222222222221)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.703703703703702)","(31.0, 34.0, 32.42857142857143)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:33.261254,"(17.0, 21.0, 20.426829268292682)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.285714285714285)","(3.0, 3.45, 3.4454935622317597)","(3.6, 4.1, 4.0654296875)","(31.0, 40.0, 39.3)","(11.0, 14.0, 13.476190476190476)","(8.0, 10.5, 10.391891891891891)","(21.0, 32.0, 31.703703703703702)","(31.0, 34.0, 31.571428571428573)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:34.630905,"(17.0, 21.0, 20.07843137254902)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.285714285714285)","(3.0, 3.45, 3.4454935622317597)","(3.6, 4.1, 4.041516245487364)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.476190476190476)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.703703703703702)","(31.0, 32.0, 31.066666666666666)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:35.933764,"(17.0, 21.0, 20.07843137254902)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.285714285714285)","(3.0, 3.45, 3.4463894967177247)","(3.6, 4.1, 4.0347432024169185)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.476190476190476)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.703703703703702)","(31.0, 32.0, 31.066666666666666)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:37.321275,"(17.0, 21.0, 20.07843137254902)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.5)","(3.0, 3.45, 3.4454935622317597)","(3.6, 4.1, 4.030990415335463)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.476190476190476)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.703703703703702)","(31.0, 32.0, 33.5)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:38.838908,"(17.0, 21.0, 20.07843137254902)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.375)","(3.0, 3.45, 3.4418145956607495)","(3.6, 4.1, 4.030990415335463)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.476190476190476)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.352941176470587)","(31.0, 34.0, 32.0499306518724)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:40.326933,"(17.0, 21.0, 20.040816326530614)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.523809523809526)","(3.0, 3.45, 3.4418145956607495)","(3.6, 4.1, 4.0267217630853995)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.305555555555555)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.352941176470587)","(31.0, 36.0, 34.035862068965514)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:41.731738,"(17.0, 21.0, 20.040816326530614)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 24.523809523809526)","(3.0, 3.45, 3.441765873015873)","(3.6, 4.1, 4.0267217630853995)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.305555555555555)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.352941176470587)","(31.0, 36.0, 34.035862068965514)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:43.124855,"(17.0, 21.0, 20.040816326530614)","(26.0, 42.0, 41.54838709677419)","(19.0, 25.0, 23.960526315789473)","(3.0, 3.45, 3.441765873015873)","(3.6, 4.1, 4.0267217630853995)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.305555555555555)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.352941176470587)","(31.0, 36.0, 34.0139470013947)","(11.0, 13.0, 12.810880829015543)"
11-01-2023 15:06:44.499762,"(17.0, 21.0, 20.040816326530614)","(26.0, 42.0, 41.54838709677419)","(19.0, 24.0, 23.879518072289155)","(3.0, 3.45, 3.441765873015873)","(3.6, 4.1, 4.0267217630853995)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.305555555555555)","(8.0, 10.5, 10.462264150943396)","(21.0, 32.0, 31.352941176470587)","(31.0, 36.0, 34.008391608391605)","(11.0, 13.0, 13.324561403508772)"
11-01-2023 15:06:46.207171,"(17.0, 21.0, 20.041666666666668)","(26.0, 42.0, 41.48148148148148)","(19.0, 24.0, 23.879518072289155)","(3.0, 3.45, 3.442440801457195)","(3.6, 4.1, 4.078781038374718)","(31.0, 40.0, 39.3)","(11.0, 13.5, 13.305555555555555)","(8.0, 10.5, 10.461538461538462)","(21.0, 32.0, 31.352941176470587)","(31.0, 36.0, 34.008391608391605)","(11.0, 13.5, 13.275280898876405)"
