,Judge Jujon,Oyster Stride,The Sportz Star,The Irish Eagle,Chainlinc,King Of Trumps Nz,Whataboyjack
12-01-2023 14:41:22.542084,"(6.0, 8.6, 8.342857142857143)","(41.0, 75.0, 67.77777777777777)","(20.0, 32.0, 31.05)","(5.5, 6.6, 6.223529411764706)","(2.7, 3.8, 3.7346153846153847)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:23.676737,"(6.0, 8.6, 8.342857142857143)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 28.5)","(5.5, 6.6, 6.223529411764706)","(2.7, 3.85, 3.725)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:24.789609,"(6.0, 8.6, 8.342857142857143)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 28.5)","(5.5, 6.6, 6.223529411764706)","(2.7, 3.85, 3.773076923076923)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:25.885111,"(6.0, 8.6, 8.342857142857143)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 28.5)","(5.5, 6.6, 6.223529411764706)","(2.7, 3.85, 3.5722222222222224)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:26.951130,"(6.0, 8.6, 8.3)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 28.5)","(5.5, 6.6, 6.223529411764706)","(2.7, 3.85, 3.6500000000000004)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:28.101305,"(6.0, 8.6, 8.3)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.5, 6.6, 6.257142857142857)","(2.7, 3.85, 3.6500000000000004)","(15.0, 99999, 99990)","(2.35, 2.88, 2.7866666666666666)"
12-01-2023 14:41:29.089996,"(6.0, 8.6, 8.3)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.5, 6.6, 6.257142857142857)","(2.7, 3.85, 3.6500000000000004)","(15.0, 99999, 99990)","(2.35, 2.88, 2.8000000000000003)"
12-01-2023 14:41:30.117749,"(6.0, 8.6, 8.3)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.5, 6.6, 6.257142857142857)","(2.8, 3.65, 3.5166666666666666)","(15.0, 99999, 99990)","(2.35, 2.88, 2.8000000000000003)"
12-01-2023 14:41:31.447828,"(6.0, 8.6, 8.3)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.5, 6.6, 6.257142857142857)","(2.8, 3.65, 3.5166666666666666)","(15.0, 99999, 99990)","(2.35, 2.88, 2.824)"
12-01-2023 14:41:32.764150,"(6.0, 8.6, 8.49090909090909)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.5, 6.6, 6.3538461538461535)","(2.8, 3.6, 3.5285714285714285)","(16.0, 99999, 99990)","(2.35, 2.88, 2.8000000000000003)"
12-01-2023 14:41:33.982418,"(6.0, 8.6, 8.49090909090909)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.5, 6.6, 6.3538461538461535)","(2.8, 3.6, 3.516)","(16.0, 99999, 99990)","(2.35, 2.88, 2.8000000000000003)"
12-01-2023 14:41:35.066014,"(6.0, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.5, 6.6, 6.3538461538461535)","(2.8, 3.6, 3.516)","(16.0, 99999, 99990)","(2.35, 2.88, 2.8000000000000003)"
12-01-2023 14:41:36.238863,"(6.5, 8.6, 8.3)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 27.916666666666668)","(5.0, 6.6, 6.3538461538461535)","(2.9, 3.6, 3.476470588235294)","(16.0, 99999, 99990)","(2.4, 2.88, 2.7733333333333334)"
12-01-2023 14:41:37.347845,"(6.5, 8.6, 8.3)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 26.666666666666668)","(5.0, 6.6, 6.04)","(2.9, 3.6, 3.488)","(16.0, 99999, 99990)","(2.4, 2.88, 2.832)"
12-01-2023 14:41:38.397606,"(6.5, 8.6, 8.428571428571429)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 26.666666666666668)","(5.0, 6.6, 6.25)","(2.9, 3.6, 3.46)","(16.0, 99999, 99990)","(2.4, 2.86, 2.832)"
12-01-2023 14:41:39.391921,"(6.5, 8.6, 8.54)","(41.0, 75.0, 67.77777777777777)","(20.0, 30.0, 26.666666666666668)","(5.0, 6.6, 6.25)","(2.9, 3.55, 3.4625000000000004)","(16.0, 99999, 99990)","(2.4, 2.86, 2.834285714285714)"
12-01-2023 14:41:40.480266,"(6.5, 8.6, 8.54)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 28.666666666666668)","(5.0, 6.6, 6.2)","(2.9, 3.55, 3.444)","(16.0, 99999, 99990)","(2.4, 2.86, 2.842222222222222)"
12-01-2023 14:41:41.537492,"(6.5, 8.8, 8.28)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 27.333333333333332)","(5.0, 6.6, 6.2)","(2.9, 3.5, 3.49)","(16.0, 99999, 99990)","(2.4, 2.86, 2.815)"
12-01-2023 14:41:42.650896,"(6.5, 8.6, 8.373913043478261)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 27.333333333333332)","(5.0, 6.6, 6.42)","(2.9, 3.5, 3.49)","(16.0, 99999, 99990)","(2.4, 2.86, 2.8099999999999996)"
12-01-2023 14:41:43.758969,"(6.5, 8.6, 8.34)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 30.4)","(5.0, 6.6, 6.415384615384615)","(2.9, 3.5, 3.4925)","(16.0, 99999, 99990)","(2.4, 2.86, 2.7778947368421054)"
12-01-2023 14:41:44.944571,"(6.5, 8.6, 8.34)","(41.0, 75.0, 67.77777777777777)","(20.0, 34.0, 35.354838709677416)","(5.0, 6.6, 6.363636363636363)","(2.9, 3.5, 3.4875)","(16.0, 99999, 99990)","(2.4, 2.82, 2.772)"
12-01-2023 14:41:46.074405,"(6.5, 8.6, 8.34)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 35.354838709677416)","(5.0, 6.8, 6.363636363636363)","(2.9, 3.5, 3.4892857142857143)","(16.0, 99999, 99990)","(2.4, 2.82, 2.7475)"
12-01-2023 14:41:47.076133,"(6.5, 8.6, 8.373913043478261)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 32.0)","(5.0, 6.8, 6.4)","(2.9, 3.5, 3.4892857142857143)","(16.0, 99999, 99990)","(2.4, 2.78, 2.7526315789473683)"
12-01-2023 14:41:48.152862,"(6.5, 8.6, 8.383333333333333)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 32.5)","(5.0, 6.8, 6.517647058823529)","(2.9, 3.5, 3.475)","(16.0, 99999, 99990)","(2.4, 2.78, 2.728)"
12-01-2023 14:41:49.279187,"(6.5, 8.6, 8.442424242424241)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 33.81818181818182)","(5.0, 6.8, 6.581818181818182)","(2.9, 3.5, 3.4299999999999997)","(16.0, 99999, 99990)","(2.4, 2.78, 2.7479999999999998)"
12-01-2023 14:41:50.298664,"(6.5, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(20.0, 36.0, 33.81818181818182)","(5.0, 6.8, 6.581818181818182)","(2.9, 3.55, 3.4299999999999997)","(16.0, 99999, 99990)","(2.4, 2.76, 2.7474999999999996)"
12-01-2023 14:41:51.312927,"(6.5, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(21.0, 36.0, 33.81818181818182)","(5.0, 6.8, 6.5)","(2.9, 3.55, 3.4299999999999997)","(17.0, 99999, 99990)","(2.4, 2.76, 2.7399999999999998)"
12-01-2023 14:41:52.371661,"(6.5, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(21.0, 36.0, 33.81818181818182)","(5.0, 6.8, 6.5)","(2.9, 3.55, 3.4346153846153844)","(17.0, 99999, 99990)","(2.4, 2.76, 2.717777777777778)"
12-01-2023 14:41:53.440946,"(6.5, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(21.0, 36.0, 33.81818181818182)","(5.0, 6.8, 6.5)","(2.9, 3.55, 3.4299999999999997)","(17.0, 99999, 99990)","(2.4, 2.74, 2.705217391304348)"
12-01-2023 14:41:54.549402,"(6.5, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(21.0, 36.0, 33.81818181818182)","(5.0, 6.8, 6.5)","(2.9, 3.55, 3.4299999999999997)","(16.0, 99999, 99990)","(2.4, 2.74, 2.705217391304348)"
12-01-2023 14:41:55.762308,"(6.5, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(21.0, 36.0, 31.2)","(5.0, 6.8, 6.64)","(2.9, 3.55, 3.4059999999999997)","(16.0, 99999, 99990)","(2.4, 2.74, 2.7012903225806455)"
12-01-2023 14:41:56.976031,"(6.5, 8.6, 8.45)","(41.0, 75.0, 67.77777777777777)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.64)","(2.9, 3.55, 3.455263157894737)","(16.0, 99999, 99990)","(2.4, 2.74, 2.7012903225806455)"
12-01-2023 14:41:58.181087,"(6.5, 8.6, 8.45)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.64)","(2.9, 3.55, 3.455263157894737)","(16.0, 99999, 99990)","(2.4, 2.74, 2.7012903225806455)"
12-01-2023 14:41:59.234233,"(6.5, 8.6, 8.45)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 33.0)","(5.0, 6.8, 6.64)","(2.9, 3.55, 3.4059999999999997)","(16.0, 99999, 99990)","(2.4, 2.74, 2.7012903225806455)"
12-01-2023 14:42:00.375770,"(6.5, 8.8, 8.540000000000001)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 33.0)","(5.0, 6.8, 6.64)","(2.9, 3.55, 3.4059999999999997)","(16.0, 99999, 99990)","(2.4, 2.74, 2.7012903225806455)"
12-01-2023 14:42:01.536905,"(6.5, 8.8, 8.540000000000001)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.571428571428571)","(2.9, 3.55, 3.4059999999999997)","(16.0, 99999, 99990)","(2.4, 2.74, 2.6971428571428575)"
12-01-2023 14:42:02.671288,"(6.5, 8.8, 8.540000000000001)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.5473684210526315)","(2.9, 3.55, 3.46)","(16.0, 99999, 99990)","(2.4, 2.74, 2.675416666666667)"
12-01-2023 14:42:03.722226,"(6.5, 8.8, 8.573913043478262)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 33.0)","(5.0, 6.8, 6.673684210526315)","(2.9, 3.55, 3.472857142857143)","(16.0, 99999, 99990)","(2.4, 2.74, 2.675416666666667)"
12-01-2023 14:42:04.930205,"(6.5, 8.8, 8.573913043478262)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 33.0)","(5.0, 6.8, 6.673684210526315)","(2.9, 3.55, 3.472857142857143)","(16.0, 99999, 99990)","(2.4, 2.74, 2.6846428571428573)"
12-01-2023 14:42:06.187492,"(6.5, 8.8, 8.573913043478262)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.673684210526315)","(2.9, 3.55, 3.472857142857143)","(16.0, 99999, 99990)","(2.4, 2.74, 2.682592592592593)"
12-01-2023 14:42:07.359263,"(6.5, 8.8, 8.573913043478262)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.5600000000000005)","(2.9, 3.55, 3.49)","(16.0, 99999, 99990)","(2.4, 2.74, 2.6930303030303033)"
12-01-2023 14:42:08.575513,"(6.5, 8.8, 8.573913043478262)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.5600000000000005)","(2.9, 3.55, 3.4939024390243905)","(16.0, 99999, 99990)","(2.4, 2.74, 2.6930303030303033)"
12-01-2023 14:42:09.784775,"(6.5, 8.8, 8.573913043478262)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.5600000000000005)","(2.9, 3.55, 3.4939024390243905)","(16.0, 99999, 99990)","(2.4, 2.74, 2.6930303030303033)"
12-01-2023 14:42:10.946369,"(6.5, 8.8, 8.573913043478262)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.701639344262295)","(2.9, 3.55, 3.5388888888888888)","(16.0, 99999, 99990)","(2.4, 2.74, 2.6930303030303033)"
12-01-2023 14:42:12.004020,"(6.5, 9.2, 8.91)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.7172413793103445)","(2.9, 3.55, 3.5227272727272725)","(16.0, 99999, 99990)","(2.4, 2.74, 2.690793650793651)"
12-01-2023 14:42:13.201526,"(6.5, 9.2, 8.91)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.7172413793103445)","(2.9, 3.55, 3.5227272727272725)","(16.0, 99999, 99990)","(2.4, 2.74, 2.669811320754717)"
12-01-2023 14:42:14.384294,"(6.5, 9.2, 8.91)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.628571428571429)","(2.9, 3.55, 3.5227272727272725)","(16.0, 99999, 99990)","(2.4, 2.74, 2.681818181818182)"
12-01-2023 14:42:15.489263,"(6.5, 9.2, 8.91891891891892)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.628571428571429)","(2.9, 3.55, 3.5382352941176474)","(16.0, 99999, 99990)","(2.4, 2.7, 2.6072727272727274)"
12-01-2023 14:42:16.655677,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.628571428571429)","(2.9, 3.6, 3.5500000000000003)","(16.0, 99999, 99990)","(2.4, 2.7, 2.6141176470588237)"
12-01-2023 14:42:17.884372,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 32.0)","(5.0, 6.8, 6.628571428571429)","(2.9, 3.6, 3.5500000000000003)","(16.0, 99999, 99990)","(2.4, 2.68, 2.6225)"
12-01-2023 14:42:19.092258,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 33.0)","(5.0, 6.8, 6.727272727272727)","(2.9, 3.6, 3.5428571428571427)","(16.0, 99999, 99990)","(2.4, 2.66, 2.6276190476190475)"
12-01-2023 14:42:20.277724,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 33.0)","(5.0, 6.8, 6.866666666666666)","(2.9, 3.6, 3.5428571428571427)","(16.0, 99999, 99990)","(2.4, 2.66, 2.625128205128205)"
12-01-2023 14:42:21.475157,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 34.0)","(5.0, 7.0, 6.818181818181818)","(2.9, 3.6, 3.553846153846154)","(17.0, 99999, 99990)","(2.35, 2.66, 2.6100000000000003)"
12-01-2023 14:42:22.666888,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 33.0)","(5.0, 7.0, 6.92)","(2.9, 3.6, 3.4971428571428573)","(17.0, 99999, 99990)","(2.35, 2.66, 2.623783783783784)"
12-01-2023 14:42:23.780606,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.34782608695652)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.95)","(2.9, 3.6, 3.4838709677419355)","(17.0, 99999, 99990)","(2.35, 2.64, 2.59)"
12-01-2023 14:42:25.004775,"(6.5, 9.2, 8.95813953488372)","(41.0, 75.0, 69.58333333333333)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.845454545454546)","(2.9, 3.6, 3.5294117647058827)","(17.0, 99999, 99990)","(2.35, 2.62, 2.5685714285714285)"
12-01-2023 14:42:26.273028,"(6.5, 9.2, 9.007407407407408)","(41.0, 75.0, 69.58333333333333)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.8875)","(2.9, 3.6, 3.536842105263158)","(17.0, 99999, 99990)","(2.35, 2.62, 2.5788571428571427)"
12-01-2023 14:42:27.502860,"(6.5, 9.4, 9.22857142857143)","(41.0, 75.0, 68.5)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.8875)","(2.9, 3.6, 3.536842105263158)","(17.0, 99999, 99990)","(2.35, 2.62, 2.636220472440945)"
12-01-2023 14:42:28.672424,"(6.5, 9.4, 9.3)","(41.0, 75.0, 68.5)","(21.0, 36.0, 33.333333333333336)","(5.0, 7.0, 6.814285714285714)","(2.9, 3.6, 3.5125)","(17.0, 99999, 99990)","(2.35, 2.64, 2.628)"
12-01-2023 14:42:29.783813,"(6.5, 9.4, 9.342857142857143)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 33.333333333333336)","(5.0, 7.0, 6.814285714285714)","(2.9, 3.6, 3.490625)","(17.0, 99999, 99990)","(2.35, 2.66, 2.628)"
12-01-2023 14:42:31.007801,"(6.5, 9.4, 9.342857142857143)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.847058823529411)","(2.9, 3.55, 3.472972972972973)","(17.0, 99999, 99990)","(2.35, 2.66, 2.648)"
12-01-2023 14:42:32.254125,"(6.5, 9.4, 9.342857142857143)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.894117647058823)","(2.9, 3.55, 3.466176470588235)","(17.0, 99999, 99990)","(2.35, 2.66, 2.651818181818182)"
12-01-2023 14:42:33.408867,"(6.5, 9.4, 9.305882352941177)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.894117647058823)","(2.9, 3.55, 3.472972972972973)","(17.0, 99999, 99990)","(2.35, 2.66, 2.650526315789474)"
12-01-2023 14:42:34.534019,"(6.5, 9.4, 9.3)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 34.285714285714285)","(5.0, 7.0, 6.748387096774193)","(2.9, 3.55, 3.47875)","(17.0, 99999, 99990)","(2.35, 2.66, 2.650526315789474)"
12-01-2023 14:42:35.664698,"(6.5, 9.4, 9.3)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 34.285714285714285)","(5.0, 6.8, 6.743589743589744)","(2.9, 3.55, 3.472972972972973)","(17.0, 99999, 99990)","(2.35, 2.66, 2.6672000000000002)"
12-01-2023 14:42:36.823737,"(6.5, 9.4, 9.285714285714286)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 34.285714285714285)","(5.0, 6.8, 6.743589743589744)","(2.9, 3.55, 3.472972972972973)","(17.0, 99999, 99990)","(2.35, 2.68, 2.6685714285714286)"
12-01-2023 14:42:37.954153,"(6.5, 9.4, 9.285714285714286)","(41.0, 75.0, 68.15789473684211)","(21.0, 36.0, 34.285714285714285)","(5.0, 6.8, 6.892307692307692)","(2.9, 3.55, 3.2123655913978495)","(17.0, 99999, 99990)","(2.35, 2.68, 2.6842105263157894)"
12-01-2023 14:42:39.101816,"(6.5, 9.6, 9.485714285714286)","(41.0, 75.0, 68.52941176470588)","(21.0, 36.0, 36.54545454545455)","(5.0, 7.2, 6.961702127659574)","(2.9, 3.3, 3.2194444444444446)","(17.0, 99999, 99990)","(2.35, 2.76, 2.7119298245614036)"
12-01-2023 14:42:40.282875,"(6.5, 9.6, 9.485714285714286)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.54545454545455)","(5.0, 7.2, 6.965217391304348)","(2.9, 3.25, 3.2202764976958527)","(17.0, 99999, 99990)","(2.35, 2.74, 2.702105263157895)"
12-01-2023 14:42:41.377416,"(6.5, 9.6, 9.485714285714286)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.54545454545455)","(5.0, 7.2, 6.979591836734694)","(2.9, 3.3, 3.246774193548387)","(17.0, 99999, 99990)","(2.35, 2.74, 2.6935483870967745)"
12-01-2023 14:42:42.615136,"(6.5, 9.6, 9.5)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.54545454545455)","(5.0, 7.2, 6.980952380952381)","(2.7, 3.25, 3.2491525423728813)","(17.0, 99999, 99990)","(2.35, 2.74, 2.7506896551724136)"
12-01-2023 14:42:43.843375,"(7.0, 9.6, 9.5)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.54545454545455)","(5.0, 7.2, 6.9185185185185185)","(2.7, 3.3, 3.223684210526316)","(17.0, 99999, 99990)","(2.35, 2.76, 2.7054545454545456)"
12-01-2023 14:42:45.062726,"(7.0, 9.8, 9.311627906976744)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.54545454545455)","(5.0, 7.0, 6.876190476190476)","(2.7, 3.3, 3.28728813559322)","(17.0, 99999, 99990)","(2.35, 2.76, 2.729142857142857)"
12-01-2023 14:42:46.195956,"(7.0, 9.6, 9.428571428571429)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.54545454545455)","(5.0, 7.0, 6.8533333333333335)","(2.7, 3.3, 3.2888059701492534)","(17.0, 99999, 99990)","(2.35, 2.76, 2.727272727272727)"
12-01-2023 14:42:47.327458,"(7.0, 9.8, 9.311627906976744)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.54545454545455)","(5.0, 7.0, 6.823529411764706)","(2.7, 3.3, 3.245876288659794)","(17.0, 99999, 99990)","(2.35, 2.76, 2.727272727272727)"
12-01-2023 14:42:48.490113,"(7.0, 9.8, 9.371428571428572)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.76923076923077)","(5.0, 7.0, 6.828571428571428)","(2.7, 3.3, 3.252272727272727)","(17.0, 99999, 99990)","(2.35, 2.76, 2.705714285714286)"
12-01-2023 14:42:49.621061,"(7.0, 9.8, 9.371428571428572)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.76923076923077)","(5.0, 7.0, 6.828571428571428)","(2.7, 3.3, 3.2504716981132074)","(17.0, 99999, 99990)","(2.35, 2.76, 2.76875)"
12-01-2023 14:42:50.766743,"(7.0, 9.8, 9.704918032786885)","(41.0, 75.0, 68.52941176470588)","(21.0, 38.0, 36.76923076923077)","(5.0, 7.0, 6.779999999999999)","(2.7, 3.3, 3.2253164556962024)","(17.0, 99999, 99990)","(2.35, 2.78, 2.7341176470588233)"
12-01-2023 14:42:52.003694,"(7.0, 9.8, 9.708771929824561)","(41.0, 75.0, 67.66666666666667)","(21.0, 38.0, 36.76923076923077)","(5.0, 7.0, 6.646153846153846)","(2.7, 3.3, 3.2194444444444446)","(18.0, 99999, 99990)","(2.35, 2.78, 2.717714285714286)"
12-01-2023 14:42:53.208946,"(7.0, 10.0, 9.733333333333333)","(41.0, 75.0, 65.35714285714286)","(21.0, 38.0, 38.73684210526316)","(5.0, 6.8, 6.745454545454545)","(2.7, 3.3, 3.2147058823529413)","(18.0, 99999, 99990)","(2.35, 2.74, 2.6941176470588237)"
12-01-2023 14:42:54.338399,"(7.0, 10.5, 9.807692307692307)","(41.0, 75.0, 65.35714285714286)","(21.0, 44.0, 36.8421052631579)","(5.0, 6.8, 6.776470588235294)","(2.7, 3.3, 3.2205882352941178)","(18.0, 99999, 99990)","(2.35, 2.74, 2.692727272727273)"
12-01-2023 14:42:55.511096,"(7.0, 10.5, 10.14)","(41.0, 75.0, 65.35714285714286)","(21.0, 40.0, 36.8421052631579)","(5.0, 6.8, 6.709090909090909)","(2.7, 3.25, 3.21875)","(18.0, 99999, 99990)","(2.35, 2.74, 2.688)"
12-01-2023 14:42:56.815724,"(7.0, 10.5, 10.200000000000001)","(41.0, 75.0, 60.0)","(21.0, 40.0, 37.0)","(5.0, 7.0, 6.957142857142857)","(2.7, 3.25, 3.2232142857142856)","(18.0, 99999, 99990)","(2.35, 2.74, 2.6784615384615384)"
12-01-2023 14:42:57.987551,"(7.0, 10.5, 10.203846153846154)","(41.0, 75.0, 59.61538461538461)","(21.0, 40.0, 37.25)","(5.0, 7.0, 7.088)","(2.7, 3.25, 3.2265625)","(18.0, 99999, 99990)","(2.35, 2.74, 2.7133333333333334)"
12-01-2023 14:42:59.021540,"(7.0, 10.5, 10.243333333333334)","(41.0, 75.0, 60.714285714285715)","(21.0, 40.0, 37.25)","(5.0, 7.2, 7.0)","(2.7, 3.25, 3.2265625)","(18.0, 99999, 99990)","(2.35, 2.74, 2.714193548387097)"
12-01-2023 14:43:00.197371,"(7.0, 10.5, 10.243333333333334)","(41.0, 75.0, 58.333333333333336)","(21.0, 40.0, 37.25)","(5.0, 7.0, 6.728888888888888)","(2.7, 3.25, 3.2333333333333334)","(18.0, 99999, 99990)","(2.35, 2.72, 2.72)"
12-01-2023 14:43:01.431265,"(7.0, 10.5, 10.318518518518518)","(41.0, 70.0, 58.333333333333336)","(21.0, 40.0, 38.125)","(5.0, 6.8, 6.740983606557377)","(2.7, 3.25, 3.2373417721518987)","(17.0, 99999, 99990)","(2.35, 2.74, 2.7107317073170734)"
12-01-2023 14:43:02.699097,"(7.0, 10.5, 10.285714285714286)","(41.0, 70.0, 60.45454545454545)","(21.0, 40.0, 38.125)","(5.0, 6.8, 6.696385542168675)","(2.7, 3.25, 3.1957627118644067)","(17.0, 99999, 99990)","(2.35, 2.74, 2.6933333333333334)"
12-01-2023 14:43:03.888391,"(7.0, 11.0, 10.018181818181818)","(41.0, 65.0, 60.0)","(21.0, 40.0, 37.92307692307692)","(5.0, 7.0, 6.699999999999999)","(2.7, 3.2, 3.232142857142857)","(17.0, 99999, 99990)","(2.35, 2.74, 2.704)"
12-01-2023 14:43:05.062718,"(7.0, 10.5, 10.325)","(41.0, 65.0, 60.0)","(21.0, 40.0, 37.92307692307692)","(5.0, 7.0, 6.801369863013698)","(2.7, 3.25, 3.2142857142857144)","(17.0, 99999, 99990)","(2.35, 2.72, 2.712727272727273)"
12-01-2023 14:43:06.357402,"(7.0, 10.0, 9.88)","(41.0, 65.0, 59.61538461538461)","(21.0, 40.0, 37.75)","(5.0, 7.0, 6.691489361702128)","(2.7, 3.25, 3.2436708860759493)","(17.0, 99999, 99990)","(2.35, 2.72, 2.704615384615385)"
12-01-2023 14:43:07.576682,"(7.0, 10.0, 9.7)","(41.0, 65.0, 59.166666666666664)","(21.0, 40.0, 37.65217391304348)","(5.0, 7.0, 6.698203592814371)","(2.7, 3.25, 3.236842105263158)","(17.0, 99999, 99990)","(2.35, 2.76, 2.7192857142857143)"
12-01-2023 14:43:08.927153,"(7.0, 10.0, 9.813333333333333)","(41.0, 65.0, 59.166666666666664)","(21.0, 40.0, 36.4)","(5.0, 7.0, 6.698203592814371)","(2.7, 3.25, 3.2413793103448274)","(17.0, 99999, 99990)","(2.35, 2.76, 2.7192857142857143)"
12-01-2023 14:43:10.303101,"(7.0, 10.0, 9.846153846153847)","(41.0, 65.0, 59.166666666666664)","(21.0, 40.0, 36.4)","(5.0, 7.0, 6.5181818181818185)","(2.7, 3.25, 3.2884615384615383)","(17.0, 99999, 99990)","(2.35, 2.76, 2.73)"
