,Running Cloud,Sword Of War,Bellman,Maatsuyker,Royal Fox,Wagon Wheel,Duhlata,Great Ambition,Supreme Thunder,One Out,Lottacheex,Buoyant
08-01-2023 16:01:20.068153,"(6.5, 9.6, 9.384615384615385)","(9.0, 99999, 99990)","(5.0, 6.6, 6.1625)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.333333333333332)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:21.473916,"(6.5, 9.6, 9.384615384615385)","(9.0, 99999, 99990)","(5.0, 6.6, 6.1625)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.333333333333332)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:22.892864,"(6.5, 9.6, 9.384615384615385)","(9.0, 99999, 99990)","(5.0, 6.6, 6.1625)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:24.238451,"(6.5, 9.6, 9.384615384615385)","(9.0, 99999, 99990)","(5.0, 6.6, 6.1625)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:25.596399,"(6.5, 9.6, 9.384615384615385)","(9.0, 99999, 99990)","(5.0, 6.6, 6.1625)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:27.004965,"(6.5, 9.6, 9.384615384615385)","(9.0, 99999, 99990)","(5.0, 6.6, 6.1625)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:28.554889,"(6.5, 9.6, 9.384615384615385)","(9.0, 99999, 99990)","(5.0, 6.6, 6.1625)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:29.989487,"(6.5, 9.6, 9.05)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.061538461538461)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:31.491954,"(6.5, 9.6, 9.05)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.061538461538461)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:32.955976,"(6.5, 9.6, 9.05)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.7)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 9.8, 9.061538461538461)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:34.324651,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 25.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:35.733602,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.450000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:37.103123,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:38.593869,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:39.947351,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 6.016666666666667)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 9.8, 9.32)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:41.251510,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 5.85)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 9.8, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:42.625710,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 5.85)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:44.037788,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.6, 5.84)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:45.467117,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.4, 5.84)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 27.5)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:46.781704,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.4, 5.933333333333334)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.3)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:48.184522,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.4, 5.933333333333334)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 20.785714285714285)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:49.584915,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.4, 5.933333333333334)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 24.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:50.954512,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.4, 6.254545454545455)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:52.372645,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.4, 6.254545454545455)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 30.0)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:53.787285,"(6.5, 9.6, 9.49)","(9.0, 99999, 99990)","(5.0, 6.4, 6.12)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:55.228516,"(6.5, 9.6, 9.292307692307691)","(9.0, 99999, 99990)","(5.0, 6.4, 6.12)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:56.637710,"(6.5, 9.6, 9.292307692307691)","(9.0, 99999, 99990)","(5.0, 6.4, 6.12)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:58.094177,"(6.5, 9.6, 9.292307692307691)","(9.0, 99999, 99990)","(5.0, 6.4, 6.12)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:01:59.579367,"(6.5, 9.6, 9.487499999999999)","(9.0, 99999, 99990)","(5.0, 6.4, 6.12)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:01.065522,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.4, 6.12)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:02.491831,"(6.5, 9.6, 9.142857142857142)","(9.0, 99999, 99990)","(5.0, 6.4, 6.12)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:03.946785,"(6.5, 9.6, 9.142857142857142)","(9.0, 99999, 99990)","(5.0, 6.4, 6.2)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:05.357411,"(6.5, 9.6, 9.2)","(9.0, 99999, 99990)","(5.0, 6.4, 6.2)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 14.973684210526315)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:06.743916,"(6.5, 9.6, 9.2)","(9.0, 99999, 99990)","(5.0, 6.4, 6.2)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.071428571428571)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:08.109632,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.4, 6.2)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.071428571428571)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:09.528263,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.4, 6.2)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.071428571428571)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:10.950224,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.4, 6.2)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.071428571428571)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:12.322161,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.4, 6.2)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.071428571428571)","(21.0, 23.0, 21.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:13.805617,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.4, 6.0125)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.071428571428571)","(20.0, 23.0, 22.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:15.210302,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.2, 6.0125)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 22.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:16.593824,"(6.5, 9.6, 9.443478260869565)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 22.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:17.980301,"(6.5, 9.6, 9.353846153846154)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 22.25)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:19.408380,"(6.5, 9.6, 9.353846153846154)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.333333333333332)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:20.864973,"(6.5, 9.6, 9.353846153846154)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.333333333333332)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:22.282217,"(6.5, 9.6, 9.353846153846154)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.333333333333332)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:23.793488,"(6.5, 9.6, 9.478260869565217)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.333333333333332)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:25.200377,"(6.5, 9.6, 9.366666666666667)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.333333333333332)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:26.663476,"(6.5, 9.6, 9.366666666666667)","(9.0, 99999, 99990)","(5.0, 6.2, 6.066666666666666)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.88888888888889)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.3)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:28.122051,"(6.5, 9.6, 9.366666666666667)","(9.0, 99999, 99990)","(5.0, 6.2, 6.1)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.88888888888889)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 32.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:29.547379,"(6.5, 9.6, 9.366666666666667)","(9.0, 99999, 99990)","(5.0, 6.2, 6.1)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 22.454545454545453)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:30.976498,"(6.5, 9.6, 9.366666666666667)","(9.0, 99999, 99990)","(5.0, 6.2, 6.1)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 22.454545454545453)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:32.375298,"(6.5, 9.6, 9.399999999999999)","(9.0, 99999, 99990)","(5.0, 6.2, 6.1)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.5)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:33.842337,"(6.5, 9.6, 8.666666666666666)","(9.0, 99999, 99990)","(5.0, 6.2, 6.0)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.5)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:35.200461,"(6.5, 9.6, 8.666666666666666)","(9.0, 99999, 99990)","(5.0, 6.2, 6.0)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.5)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:36.576376,"(6.5, 9.6, 9.26153846153846)","(9.0, 99999, 99990)","(5.0, 6.2, 6.0)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.5)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:37.939920,"(6.5, 9.4, 8.775)","(9.0, 99999, 99990)","(5.0, 6.2, 6.0)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.5)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
08-01-2023 16:02:39.396884,"(6.5, 9.4, 8.775)","(9.0, 99999, 99990)","(5.0, 6.2, 6.0)","(6.5, 9.8, 9.600000000000001)","(14.0, 16.0, 15.093023255813954)","(20.0, 25.0, 21.5)","(14.0, 18.5, 17.566666666666666)","(51.0, 95.0, 90.55555555555556)","(3.9, 4.6, 4.235087719298246)","(19.0, 30.0, 29.125)","(7.0, 10.0, 8.666666666666666)","(41.0, 95.0, 84.83333333333333)"
