,Pierre Bale,Zipping Bronte,War Time Novelty,Acclaimed,Stella Girl,Blazing Arnie,Audenzia,Pandorica
10-01-2023 15:49:12.047390,"(2.4, 2.62, 2.5366666666666666)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(19.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.444444444444443)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:13.212000,"(2.4, 2.62, 2.5366666666666666)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(19.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:14.393081,"(2.4, 2.62, 2.5366666666666666)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(19.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:15.646641,"(2.4, 2.62, 2.5366666666666666)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(19.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:16.815651,"(2.4, 2.62, 2.595)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:17.899321,"(2.4, 2.62, 2.5961904761904764)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:19.094732,"(2.4, 2.62, 2.5961904761904764)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 61.36363636363636)","(11.0, 32.0, 31.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:20.280046,"(2.4, 2.62, 2.5961904761904764)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:21.530933,"(2.4, 2.64, 2.6333333333333333)","(2.5, 3.35, 3.0949999999999998)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.75)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:22.655984,"(2.4, 2.64, 2.63)","(2.5, 3.35, 2.90375)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.0)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:23.776416,"(2.4, 2.64, 2.63)","(2.5, 3.35, 2.90375)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.0)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:24.954130,"(2.4, 2.64, 2.63)","(2.5, 3.35, 2.90375)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 16.0)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:26.410783,"(2.4, 2.64, 2.63)","(2.5, 3.35, 2.90375)","(5.5, 7.4, 6.6000000000000005)","(11.0, 17.5, 15.0625)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:27.975635,"(2.4, 2.64, 2.77)","(2.5, 3.35, 2.90375)","(5.5, 7.4, 6.866666666666667)","(12.0, 17.5, 15.0625)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:29.212708,"(2.4, 2.8, 2.77)","(2.5, 3.35, 2.90375)","(5.5, 7.2, 6.314285714285714)","(12.0, 17.5, 15.4)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:30.411988,"(2.4, 2.78, 2.753333333333333)","(2.5, 3.35, 2.90375)","(5.5, 7.4, 6.314285714285714)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:31.578984,"(2.4, 2.78, 2.6815384615384614)","(2.5, 3.35, 2.90375)","(5.5, 7.4, 6.314285714285714)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:32.913480,"(2.4, 2.76, 2.7366666666666664)","(2.45, 3.35, 2.90375)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:34.375758,"(2.4, 2.74, 2.6950000000000003)","(2.45, 3.35, 2.90375)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:35.651899,"(2.4, 2.72, 2.6825)","(2.45, 3.35, 2.90375)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.608695652173914)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:36.897018,"(2.4, 2.72, 2.67)","(2.45, 3.35, 2.90375)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:37.961546,"(2.4, 2.7, 2.686666666666667)","(2.45, 3.35, 2.90375)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:39.156024,"(2.4, 2.7, 2.686666666666667)","(2.45, 3.35, 2.90375)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:40.496831,"(2.4, 2.72, 2.7033333333333336)","(2.45, 3.35, 2.925)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 59.9375)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:41.759025,"(2.4, 2.72, 2.7044444444444444)","(2.45, 3.35, 2.925)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 31.285714285714285)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:43.062794,"(2.4, 2.7, 2.6833333333333336)","(2.45, 3.35, 2.925)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 90.0, 62.291666666666664)","(11.0, 32.0, 33.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:44.196059,"(2.4, 2.7, 2.6416666666666666)","(2.45, 3.35, 2.925)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 90.0, 62.291666666666664)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:45.441493,"(2.4, 2.7, 2.6454545454545455)","(2.45, 3.35, 2.925)","(5.5, 7.4, 6.408695652173913)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 90.0, 62.291666666666664)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:46.737430,"(2.4, 2.68, 2.666666666666667)","(2.45, 3.35, 2.925)","(5.5, 7.4, 6.45)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 90.0, 69.28571428571429)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:48.012653,"(2.4, 2.68, 2.666666666666667)","(2.45, 3.35, 2.90375)","(5.5, 7.2, 6.68)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 75.0, 57.857142857142854)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:49.246046,"(2.4, 2.68, 2.67)","(2.45, 3.35, 2.90375)","(5.5, 7.0, 6.64)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 75.0, 57.857142857142854)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:50.584543,"(2.4, 2.68, 2.67)","(2.45, 3.35, 2.90375)","(5.5, 7.0, 6.64)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 75.0, 71.66666666666666)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:51.874289,"(2.4, 2.68, 2.67)","(2.45, 3.35, 2.90375)","(5.5, 7.0, 6.64)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 80.0, 70.88235294117646)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:53.110836,"(2.4, 2.68, 2.67)","(2.45, 3.35, 2.90375)","(5.5, 7.0, 6.64)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 85.0, 75.76923076923077)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:54.357472,"(2.4, 2.68, 2.67)","(2.45, 3.35, 2.90375)","(5.5, 7.0, 6.64)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 85.0, 75.76923076923077)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:55.604036,"(2.4, 2.68, 2.67)","(2.45, 3.35, 2.912857142857143)","(5.5, 7.0, 6.64)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 85.0, 75.76923076923077)","(11.0, 34.0, 33.0)","(31.0, 190.0, 115.0)"
10-01-2023 15:49:56.864026,"(2.4, 2.68, 2.635555555555556)","(2.45, 3.35, 2.925)","(5.5, 7.0, 6.64)","(12.0, 17.5, 15.884615384615385)","(19.0, 65.0, 57.5)","(18.0, 85.0, 72.3076923076923)","(11.0, 34.0, 33.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:58.058945,"(2.4, 2.54, 2.5)","(2.45, 3.35, 3.1)","(6.0, 7.0, 6.8)","(12.0, 17.5, 15.75)","(20.0, 65.0, 57.5)","(18.0, 80.0, 72.3076923076923)","(11.0, 34.0, 33.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:49:59.334495,"(2.4, 2.54, 2.49)","(2.45, 3.35, 3.1)","(6.0, 7.0, 6.8)","(12.0, 17.5, 15.75)","(20.0, 65.0, 57.5)","(18.0, 80.0, 72.3076923076923)","(11.0, 34.0, 33.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:50:00.649711,"(2.4, 2.54, 2.49)","(2.45, 3.35, 3.1)","(6.0, 7.0, 6.8)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 80.0, 72.3076923076923)","(11.0, 34.0, 33.0)","(31.0, 190.0, 118.0)"
10-01-2023 15:50:01.985020,"(2.4, 2.54, 2.5044444444444443)","(2.45, 3.35, 3.1)","(6.0, 7.0, 6.8)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 80.0, 81.25)","(11.0, 34.0, 33.0)","(31.0, 190.0, 150.0)"
10-01-2023 15:50:03.257148,"(2.4, 2.54, 2.513333333333333)","(2.45, 3.35, 3.1)","(6.0, 7.0, 6.7)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 75.76923076923077)","(11.0, 34.0, 33.0)","(31.0, 190.0, 160.9090909090909)"
10-01-2023 15:50:04.351341,"(2.4, 2.56, 2.5371428571428574)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.4)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 85.0, 75.76923076923077)","(11.0, 34.0, 33.0)","(31.0, 190.0, 172.22222222222223)"
10-01-2023 15:50:05.661477,"(2.4, 2.56, 2.5476923076923077)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.836363636363637)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 85.0, 75.76923076923077)","(11.0, 34.0, 33.0)","(31.0, 190.0, 172.22222222222223)"
10-01-2023 15:50:07.003579,"(2.4, 2.56, 2.54)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.836363636363637)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 85.0, 75.76923076923077)","(11.0, 34.0, 33.0)","(31.0, 190.0, 172.22222222222223)"
10-01-2023 15:50:08.336660,"(2.4, 2.56, 2.54)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.836363636363637)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 85.0, 71.57894736842105)","(11.0, 34.0, 33.0)","(31.0, 190.0, 158.0)"
10-01-2023 15:50:09.582423,"(2.4, 2.56, 2.54)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.836363636363637)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.0)","(11.0, 34.0, 33.0)","(31.0, 190.0, 158.0)"
10-01-2023 15:50:10.723974,"(2.4, 2.56, 2.54)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.6375)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.0)","(11.0, 34.0, 33.0)","(31.0, 190.0, 158.0)"
10-01-2023 15:50:11.962764,"(2.4, 2.56, 2.54)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.6375)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.0)","(11.0, 34.0, 33.0)","(31.0, 190.0, 158.0)"
10-01-2023 15:50:13.303744,"(2.4, 2.56, 2.5366666666666666)","(2.45, 3.35, 2.9416666666666664)","(6.0, 7.2, 6.48)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.06666666666666)","(18.0, 90.0, 76.0)","(11.0, 34.0, 33.0)","(31.0, 190.0, 158.0)"
10-01-2023 15:50:14.625509,"(2.4, 2.56, 2.5366666666666666)","(2.45, 3.35, 2.9416666666666664)","(6.0, 7.2, 6.48)","(12.0, 17.5, 16.25)","(20.0, 60.0, 57.5)","(18.0, 90.0, 71.57894736842105)","(11.0, 34.0, 33.0)","(31.0, 190.0, 148.57142857142856)"
10-01-2023 15:50:15.951137,"(2.4, 2.56, 2.5366666666666666)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.48)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 71.57894736842105)","(11.0, 34.0, 33.0)","(31.0, 200.0, 148.57142857142856)"
10-01-2023 15:50:17.198372,"(2.4, 2.56, 2.5366666666666666)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.48)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 71.57894736842105)","(11.0, 34.0, 32.0)","(31.0, 200.0, 148.57142857142856)"
10-01-2023 15:50:18.518150,"(2.4, 2.56, 2.5366666666666666)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.48)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 32.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:19.776038,"(2.4, 2.56, 2.5366666666666666)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.381818181818182)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:21.031389,"(2.4, 2.56, 2.5433333333333334)","(2.45, 3.35, 2.9857142857142858)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:22.273298,"(2.4, 2.56, 2.5314285714285716)","(2.45, 3.35, 3.0666666666666664)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:23.490682,"(2.4, 2.56, 2.5054545454545454)","(2.45, 3.35, 3.1538461538461537)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:24.830165,"(2.4, 2.56, 2.5314285714285716)","(2.45, 3.35, 3.0666666666666664)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:26.072097,"(2.4, 2.56, 2.5314285714285716)","(2.45, 3.35, 3.0666666666666664)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.875)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:27.275971,"(2.4, 2.54, 2.45)","(2.45, 3.35, 3.105)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:28.514987,"(2.4, 2.52, 2.5033333333333334)","(2.45, 3.35, 2.958333333333333)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:29.759430,"(2.4, 2.52, 2.5033333333333334)","(2.45, 3.35, 2.958333333333333)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 16.25)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:31.040804,"(2.4, 2.52, 2.5033333333333334)","(2.45, 3.35, 2.958333333333333)","(6.0, 7.2, 6.4222222222222225)","(12.0, 17.5, 15.75)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.875)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:32.250500,"(2.4, 2.52, 2.5033333333333334)","(2.45, 3.35, 2.958333333333333)","(6.0, 7.2, 6.435294117647059)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:33.562563,"(2.4, 2.52, 2.5033333333333334)","(2.45, 3.35, 2.958333333333333)","(6.0, 7.2, 6.435294117647059)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 155.0)"
10-01-2023 15:50:34.927119,"(2.4, 2.52, 2.5085714285714285)","(2.45, 3.35, 2.958333333333333)","(6.0, 7.2, 6.435294117647059)","(12.0, 17.5, 16.264705882352942)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.875)","(11.0, 34.0, 33.0)","(31.0, 200.0, 167.27272727272728)"
10-01-2023 15:50:36.428844,"(2.4, 2.52, 2.3873684210526314)","(2.45, 3.35, 3.2325)","(6.0, 7.2, 6.435294117647059)","(12.0, 17.5, 16.264705882352942)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.875)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:39.031557,"(2.4, 2.52, 2.3873684210526314)","(2.45, 3.35, 3.2325)","(6.0, 7.2, 6.435294117647059)","(12.0, 17.5, 16.264705882352942)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:40.525538,"(2.4, 2.52, 2.3873684210526314)","(2.45, 3.35, 3.2325)","(6.0, 7.2, 6.435294117647059)","(12.0, 17.5, 16.264705882352942)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.875)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:41.843420,"(2.4, 2.52, 2.3873684210526314)","(2.45, 3.35, 3.2325)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:43.053762,"(2.4, 2.52, 2.459047619047619)","(2.45, 3.35, 3.2263157894736842)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:44.276535,"(2.4, 2.52, 2.459047619047619)","(2.45, 3.35, 3.2263157894736842)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:45.648886,"(2.4, 2.52, 2.459047619047619)","(2.45, 3.35, 3.2263157894736842)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:47.004774,"(2.4, 2.52, 2.459047619047619)","(2.45, 3.35, 3.211764705882353)","(6.0, 7.2, 6.507692307692308)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 175.45454545454544)"
10-01-2023 15:50:48.298557,"(2.4, 2.52, 2.4610526315789474)","(2.45, 3.35, 3.211764705882353)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 76.875)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:49.608818,"(2.4, 2.52, 2.4219999999999997)","(2.45, 3.35, 3.08125)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:50.864480,"(2.4, 2.5, 2.4699999999999998)","(2.45, 3.35, 3.08125)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:52.117113,"(2.4, 2.5, 2.4699999999999998)","(2.45, 3.35, 3.08125)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:53.379018,"(2.4, 2.5, 2.4699999999999998)","(2.45, 3.35, 3.08125)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 170.0)"
10-01-2023 15:50:54.585921,"(2.4, 2.5, 2.4699999999999998)","(2.45, 3.35, 3.08125)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 136.0)"
10-01-2023 15:50:55.856415,"(2.4, 2.5, 2.4485714285714284)","(2.45, 3.35, 3.08125)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 72.5)","(11.0, 34.0, 33.0)","(31.0, 200.0, 136.0)"
10-01-2023 15:50:57.161735,"(2.4, 2.5, 2.486666666666667)","(2.45, 3.35, 2.9916666666666667)","(6.0, 7.2, 6.533333333333333)","(12.0, 17.5, 15.884615384615385)","(20.0, 65.0, 57.5)","(18.0, 90.0, 68.125)","(11.0, 34.0, 33.0)","(31.0, 200.0, 136.0)"
10-01-2023 15:50:58.362781,"(2.3, 2.5, 2.486666666666667)","(2.45, 3.35, 2.9916666666666667)","(6.0, 7.2, 6.533333333333333)","(13.0, 17.5, 15.884615384615385)","(21.0, 65.0, 57.5)","(19.0, 90.0, 72.5)","(12.0, 34.0, 33.0)","(41.0, 200.0, 136.0)"
10-01-2023 15:50:59.568297,"(2.3, 2.5, 2.486666666666667)","(2.45, 3.35, 2.9916666666666667)","(6.0, 7.2, 6.533333333333333)","(13.0, 17.5, 15.884615384615385)","(21.0, 65.0, 57.5)","(19.0, 90.0, 72.5)","(12.0, 34.0, 33.0)","(41.0, 200.0, 136.0)"
10-01-2023 15:51:00.763950,"(2.3, 2.5, 2.486666666666667)","(2.45, 3.35, 2.9916666666666667)","(6.0, 7.2, 6.533333333333333)","(13.0, 17.5, 15.884615384615385)","(21.0, 65.0, 57.5)","(19.0, 90.0, 72.5)","(12.0, 34.0, 33.0)","(41.0, 200.0, 136.0)"
