,The Inside Scoop,Happy Dayz,Zac Your Nobody,Endoftheroad,Bealawyer,Im Drinkindoubles,Yankeedelight Nz,Nomorecheeseplease,Tiger Toast,Cherry On The Cake,Luke Attack
75,"[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 16, 96812), 2.0, 2.6]"
76,"[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 17, 353600), 2.0, 2.6]"
77,"[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 18, 651544), 2.0, 2.6]"
78,"[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 19, 948386), 2.0, 2.6]"
79,"[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 21, 245530), 2.0, 2.6]"
80,"[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 22, 531621), 2.0, 2.6]"
81,"[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 23, 805457), 2.0, 2.6]"
82,"[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 25, 98587), 2.0, 2.6]"
83,"[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 26, 364023), 2.0, 2.6]"
84,"[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 27, 638495), 2.0, 2.6]"
85,"[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 20.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 28, 918584), 2.0, 2.6]"
86,"[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 30, 243531), 2.0, 2.6]"
87,"[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 31, 519815), 2.0, 2.6]"
88,"[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 32, 809840), 2.0, 2.6]"
89,"[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 34, 80049), 2.0, 2.6]"
90,"[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 35, 353840), 2.0, 2.6]"
91,"[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 36, 616349), 2.0, 2.6]"
92,"[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 37, 889595), 2.0, 2.6]"
93,"[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 39, 199939), 2.0, 2.6]"
94,"[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 40, 478837), 2.0, 2.6]"
95,"[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 41, 775482), 2.0, 2.6]"
96,"[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 43, 39348), 2.0, 2.6]"
97,"[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 44, 322355), 2.0, 2.6]"
98,"[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 45, 588386), 2.0, 2.6]"
99,"[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 46, 869914), 2.0, 2.6]"
100,"[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 48, 176579), 2.0, 2.6]"
101,"[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 49, 457199), 2.0, 2.6]"
102,"[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 50, 721190), 2.0, 2.6]"
103,"[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 10.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 9.0, 17.5]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 101.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 5.5, 99999]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 61.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 7.0, 9.2]","[datetime.datetime(2022, 11, 28, 17, 3, 52, 42132), 2.0, 2.6]"
