,Orson Time,Broombrae Blaze,Systems Down,Sleepy Joe,Italian Steal,Genius You
06-01-2023 12:20:33.578005,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:34.590069,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:35.691834,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:36.719843,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:37.662774,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:38.610394,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:39.693646,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:40.724182,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:41.655058,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 11.833333333333332)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:42.857850,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 12.700000000000001)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:43.911785,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:44.776067,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:45.821388,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:46.932712,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:47.863868,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:48.763956,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:49.846184,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:50.964737,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:51.986383,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:52.950611,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:53.875212,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:54.915172,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:55.935177,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:56.836354,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:57.782384,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:58.808538,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:20:59.726735,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:00.719449,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:01.845281,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:02.907166,"(6.5, 12.5, 11.483333333333334)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:03.758680,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:04.791069,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:05.845231,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:06.722383,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:07.616893,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:08.679269,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:09.709014,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:10.601682,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:11.603210,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:12.590519,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:13.598750,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:14.572090,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:15.568944,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:16.561519,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:17.526994,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:18.431458,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:19.454802,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:20.580361,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:21.616996,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:22.514700,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:23.679804,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:24.884734,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.4)","(2.3, 3.35, 2.4166666666666665)"
06-01-2023 12:21:25.916170,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.1000000000000005)","(2.3, 3.35, 2.703846153846154)"
06-01-2023 12:21:26.825151,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.1000000000000005)","(2.3, 3.35, 2.6009090909090906)"
06-01-2023 12:21:27.878840,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.12)","(2.3, 3.35, 2.6009090909090906)"
06-01-2023 12:21:28.916629,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.12)","(2.3, 3.35, 2.6009090909090906)"
06-01-2023 12:21:29.894564,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.12)","(2.3, 3.35, 2.6009090909090906)"
06-01-2023 12:21:30.875767,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.12)","(2.3, 3.35, 2.6009090909090906)"
06-01-2023 12:21:32.009088,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.12)","(2.3, 3.35, 2.6009090909090906)"
06-01-2023 12:21:33.071632,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 16.014285714285712)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.12)","(2.3, 3.35, 2.6009090909090906)"
06-01-2023 12:21:34.059547,"(6.5, 13.0, 8.757142857142858)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.800000000000001)","(3.5, 6.2, 5.12)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:35.160171,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 10.94)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:36.282771,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:37.426866,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:38.395927,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:39.417355,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:40.460795,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:41.511033,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:42.406293,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:43.565055,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:44.633162,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:45.629141,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:46.624778,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:47.576211,"(6.5, 13.0, 7.239999999999999)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:48.619735,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:49.668052,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:50.611292,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:51.623479,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:52.628939,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:53.654947,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:54.538676,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:55.557933,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:56.563809,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:21:57.534126,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:58.447536,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:21:59.422881,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:00.506108,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 13.428571428571429)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:01.569464,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:02.464475,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:03.366783,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:04.446059,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:05.461117,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:06.337229,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:07.305028,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:08.383752,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.663333333333333)"
06-01-2023 12:22:09.481777,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:10.426530,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 14.625)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:11.464594,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.95)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:12.575008,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.95)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:13.651566,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.95)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:14.655241,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.95)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:15.627883,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.95)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:16.710638,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.95)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:17.713750,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.95)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:18.718556,"(6.5, 12.5, 9.55)","(10.0, 18.5, 12.833333333333334)","(10.0, 23.0, 12.036363636363635)","(5.5, 8.8, 6.08)","(3.5, 6.2, 5.3)","(2.3, 3.35, 2.6154545454545453)"
06-01-2023 12:22:19.816931,"(6.5, 12.5, 9.55)","(10.0, 18.5, 10.73076923076923)","(10.0, 23.0, 12.166666666666666)","(5.5, 8.8, 5.466666666666667)","(3.5, 6.2, 5.36923076923077)","(2.3, 3.35, 2.603478260869565)"
06-01-2023 12:22:20.880147,"(6.5, 12.5, 11.075)","(10.0, 19.5, 10.73076923076923)","(10.0, 23.0, 12.166666666666666)","(5.5, 6.0, 5.933333333333334)","(3.5, 6.2, 5.36923076923077)","(2.3, 3.35, 2.6182608695652174)"
