,Blackbrush Scott,Dont Tell Margy,Kakariki,Dewana Imagine,Nanny In Town,Highgate Billie,Copper Mountain,Dewana Be Happy
0,"[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 18, 995853), 8.0, 16.0]"
1,"[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 20, 128784), 8.0, 16.0]"
2,"[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 21, 258408), 8.0, 16.0]"
3,"[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 22, 392297), 8.0, 16.0]"
4,"[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 23, 514227), 8.0, 16.0]"
5,"[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 24, 639655), 8.0, 16.0]"
6,"[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 25, 762327), 8.0, 16.0]"
7,"[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 26, 914151), 8.0, 16.0]"
8,"[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 28, 47092), 8.0, 16.0]"
9,"[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 29, 173795), 8.0, 16.0]"
10,"[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 30, 301954), 8.0, 16.0]"
11,"[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 31, 422014), 8.0, 16.0]"
12,"[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 32, 549331), 8.0, 16.0]"
13,"[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 33, 669640), 8.0, 16.0]"
14,"[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 34, 794292), 8.0, 16.0]"
15,"[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 35, 916984), 8.0, 16.0]"
16,"[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 37, 42634), 8.0, 16.0]"
17,"[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 20, 38, 38, 171373), 8.0, 16.0]"
18,"[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 39, 293194), 8.0, 16.0]"
19,"[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 40, 455053), 8.0, 16.0]"
20,"[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 41, 581560), 8.0, 16.0]"
21,"[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 42, 706188), 8.0, 16.0]"
22,"[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 43, 831779), 8.0, 16.0]"
23,"[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 44, 958393), 8.0, 16.0]"
24,"[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 46, 86848), 8.0, 16.0]"
25,"[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 47, 212730), 8.0, 16.0]"
26,"[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 48, 339030), 8.0, 16.0]"
27,"[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 49, 460557), 8.0, 16.0]"
28,"[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 50, 590098), 8.0, 16.0]"
29,"[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 51, 712769), 8.0, 16.0]"
30,"[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 52, 842983), 8.0, 16.0]"
31,"[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 53, 973966), 8.0, 16.0]"
32,"[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 55, 97625), 8.0, 16.0]"
33,"[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 56, 221275), 8.0, 16.0]"
34,"[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 31.0, 110.0]","[datetime.datetime(2022, 11, 28, 20, 38, 57, 340851), 8.0, 16.0]"
35,"[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 20, 38, 58, 476117), 8.0, 16.0]"
36,"[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 20, 38, 59, 609886), 8.0, 16.0]"
37,"[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 20, 39, 0, 751255), 8.0, 16.0]"
38,"[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 20, 39, 1, 887350), 8.0, 16.0]"
39,"[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 3.4, 5.7]","[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 1.7, 2.0]","[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 18.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 15.0, 40.0]","[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 21.0, 70.0]","[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 20, 39, 3, 15425), 8.0, 16.0]"
