,Abdominis,Reservior Frank,Fur Real Zeal,Solar Tigress,Juice,Jonos Eagle,Speedy Cashew
09-01-2023 17:11:40.518316,"(1.45, 1.5, 1.4794117647058824)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.73076923076923)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:41.500697,"(1.45, 1.5, 1.478125)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.73076923076923)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:42.472286,"(1.45, 1.5, 1.478125)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.73076923076923)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:43.520616,"(1.45, 1.5, 1.478125)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.73076923076923)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:44.526649,"(1.45, 1.5, 1.478125)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:45.488019,"(1.45, 1.5, 1.478125)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:46.473876,"(1.45, 1.5, 1.4616129032258065)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:47.439435,"(1.45, 1.49, 1.4616129032258065)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:48.459664,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 86.66666666666667)"
09-01-2023 17:11:49.498447,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 79.375)"
09-01-2023 17:11:50.580581,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 79.375)"
09-01-2023 17:11:51.831556,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 83.75)"
09-01-2023 17:11:52.895317,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 83.75)"
09-01-2023 17:11:53.852514,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 83.75)"
09-01-2023 17:11:54.838214,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:11:55.796671,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:11:56.827072,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:11:57.867819,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:11:58.882303,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:11:59.902596,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.2, 7.333333333333333)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:12:00.972649,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.0, 7.446153846153846)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:12:02.040278,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 28.125)","(4.8, 8.0, 7.446153846153846)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:12:03.104277,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 25.555555555555557)","(4.8, 8.0, 7.446153846153846)","(7.0, 16.5, 15.088235294117647)","(26.0, 110.0, 92.5)"
09-01-2023 17:12:04.171061,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 26.363636363636363)","(4.8, 8.0, 7.328)","(7.0, 16.5, 14.85)","(26.0, 110.0, 92.5)"
09-01-2023 17:12:05.303446,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 26.363636363636363)","(4.8, 8.0, 7.328)","(7.0, 15.0, 14.7)","(26.0, 110.0, 92.5)"
09-01-2023 17:12:06.376339,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 26.363636363636363)","(4.8, 8.0, 7.328)","(7.0, 15.0, 13.75)","(26.0, 110.0, 92.5)"
09-01-2023 17:12:07.432909,"(1.45, 1.48, 1.4707692307692308)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 26.363636363636363)","(4.8, 8.0, 7.328)","(7.0, 15.0, 13.75)","(26.0, 110.0, 90.55555555555556)"
09-01-2023 17:12:08.500921,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 27.77777777777778)","(4.8, 8.0, 7.328)","(7.0, 15.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:09.509954,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 27.77777777777778)","(4.8, 8.0, 7.328)","(7.0, 15.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:10.571135,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 27.77777777777778)","(4.8, 8.0, 7.328)","(7.0, 15.0, 14.0)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:11.646236,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 27.77777777777778)","(4.8, 8.0, 7.328)","(7.0, 14.5, 14.0)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:12.773407,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 27.77777777777778)","(4.8, 8.0, 7.328)","(7.0, 14.5, 14.0)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:13.754701,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 27.77777777777778)","(4.8, 8.0, 7.328)","(7.0, 14.5, 14.0)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:14.702987,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 27.77777777777778)","(4.8, 8.0, 7.328)","(7.0, 14.5, 14.0)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:15.676331,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 30.0, 33.9)","(4.8, 8.0, 7.328)","(7.0, 14.5, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:16.713586,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 36.0, 33.9)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:17.725192,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 36.0, 31.916666666666668)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:18.765328,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.833333333333332)","(11.0, 36.0, 31.916666666666668)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:19.739125,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.333333333333332)","(11.0, 36.0, 30.814814814814817)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:20.726730,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.333333333333332)","(11.0, 36.0, 30.814814814814817)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:21.683845,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.333333333333332)","(11.0, 36.0, 30.814814814814817)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:22.689275,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.935483870967744)","(11.0, 36.0, 31.153846153846153)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:23.673842,"(1.45, 1.5, 1.4875)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.935483870967744)","(11.0, 36.0, 31.153846153846153)","(4.8, 8.0, 7.328)","(7.0, 14.0, 13.75)","(26.0, 110.0, 85.0)"
09-01-2023 17:12:24.681820,"(1.45, 1.5, 1.4660714285714285)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 17.935483870967744)","(11.0, 36.0, 31.153846153846153)","(4.8, 8.0, 7.328)","(7.0, 14.0, 14.5)","(26.0, 110.0, 95.0)"
09-01-2023 17:12:25.697107,"(1.45, 1.5, 1.4603448275862068)","(31.0, 75.0, 72.26666666666667)","(10.0, 18.5, 18.37037037037037)","(11.0, 36.0, 31.153846153846153)","(4.8, 8.0, 7.328)","(7.0, 15.5, 13.833333333333334)","(26.0, 110.0, 94.28571428571429)"
09-01-2023 17:12:26.722929,"(1.45, 1.49, 1.474)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 18.3125)","(11.0, 34.0, 31.444444444444443)","(4.8, 8.0, 7.328)","(7.0, 15.5, 13.833333333333334)","(26.0, 100.0, 88.0)"
09-01-2023 17:12:27.742366,"(1.45, 1.49, 1.4776923076923076)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.386363636363637)","(11.0, 32.0, 31.444444444444443)","(4.8, 8.0, 7.328)","(7.0, 15.5, 13.75)","(26.0, 100.0, 90.0)"
09-01-2023 17:12:28.744547,"(1.45, 1.49, 1.4776923076923076)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 18.5)","(11.0, 30.0, 29.555555555555557)","(4.8, 8.0, 6.675862068965517)","(7.0, 15.0, 14.25)","(26.0, 100.0, 90.0)"
09-01-2023 17:12:29.776039,"(1.45, 1.49, 1.4776923076923076)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 18.5)","(11.0, 32.0, 31.444444444444443)","(4.8, 8.0, 6.675862068965517)","(7.0, 16.5, 14.25)","(26.0, 100.0, 90.0)"
09-01-2023 17:12:30.831890,"(1.45, 1.49, 1.4776923076923076)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.36842105263158)","(11.0, 32.0, 31.444444444444443)","(4.8, 7.8, 6.9)","(7.0, 16.5, 13.777777777777779)","(26.0, 100.0, 93.33333333333333)"
09-01-2023 17:12:31.888599,"(1.45, 1.49, 1.4776923076923076)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.36842105263158)","(11.0, 32.0, 31.444444444444443)","(4.8, 7.8, 6.9)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 93.33333333333333)"
09-01-2023 17:12:32.986442,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.36842105263158)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.8, 6.7043478260869565)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:34.004630,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.36842105263158)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.8, 6.7043478260869565)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:35.016634,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.4)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.8, 6.7043478260869565)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:35.957919,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.4)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.8, 6.7043478260869565)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:36.940503,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.77777777777778)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 7.0)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:37.874620,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.125)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.733333333333333)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:38.897902,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.0, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:39.932619,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 89.16666666666667)"
09-01-2023 17:12:41.032741,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 88.125)"
09-01-2023 17:12:42.256583,"(1.45, 1.49, 1.4827272727272727)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:43.703242,"(1.45, 1.49, 1.450703125)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:45.091928,"(1.45, 1.5, 1.4504366812227074)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:46.304767,"(1.45, 1.5, 1.4504366812227074)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:47.539342,"(1.45, 1.5, 1.4504366812227074)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:48.694045,"(1.45, 1.5, 1.4504366812227074)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:49.838575,"(1.45, 1.5, 1.4504366812227074)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:51.027248,"(1.45, 1.5, 1.4504366812227074)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:52.132844,"(1.45, 1.5, 1.4550847457627119)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.671428571428571)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:53.156291,"(1.45, 1.51, 1.5014285714285713)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:54.233462,"(1.45, 1.49, 1.47)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:55.339982,"(1.45, 1.49, 1.4849999999999999)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 95.41666666666667)"
09-01-2023 17:12:56.371395,"(1.45, 1.49, 1.4849999999999999)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:12:57.589999,"(1.45, 1.49, 1.4849999999999999)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.805555555555557)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 16.0, 13.8125)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:12:58.961949,"(1.45, 1.49, 1.4849999999999999)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 16.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:00.295079,"(1.45, 1.49, 1.4849999999999999)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:01.418359,"(1.45, 1.49, 1.4849999999999999)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.81578947368421)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:02.694874,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.81578947368421)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:03.797735,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.81578947368421)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:04.990111,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:06.117282,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:07.135415,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.26666666666667)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:08.259324,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.81578947368421)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:09.397954,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:10.387703,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:11.485894,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:12.590692,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.81578947368421)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:13.654185,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.81578947368421)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:14.739194,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:15.782729,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 97.5)"
09-01-2023 17:13:16.900874,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.84090909090909)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
09-01-2023 17:13:18.060889,"(1.45, 1.52, 1.49)","(31.0, 75.0, 72.4375)","(10.0, 20.0, 19.81578947368421)","(11.0, 32.0, 29.727272727272727)","(4.8, 7.6, 6.658823529411764)","(7.5, 15.0, 14.0)","(26.0, 110.0, 94.0909090909091)"
