,Abdominis,Reservior Frank,Fur Real Zeal,Solar Tigress,Juice,Jonos Eagle,Speedy Cashew
09-01-2023 17:04:42.120439,"(1.5, 1.79, 1.722)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 24.0, 18.666666666666668)","(4.8, 8.6, 6.2)","(7.0, 16.0, 15.222222222222221)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:43.108581,"(1.5, 1.79, 1.722)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 18.666666666666668)","(4.8, 8.6, 6.333333333333333)","(7.0, 16.0, 15.222222222222221)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:44.103862,"(1.5, 1.79, 1.722)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 18.666666666666668)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 15.222222222222221)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:45.097481,"(1.5, 1.79, 1.722)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 18.666666666666668)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 15.222222222222221)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:46.099103,"(1.5, 1.79, 1.722)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 18.666666666666668)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 15.222222222222221)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:47.076354,"(1.5, 1.79, 1.722)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 18.666666666666668)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 15.222222222222221)","(21.0, 250.0, 90.71428571428572)"
09-01-2023 17:04:48.101268,"(1.5, 1.79, 1.722)","(31.0, 130.0, 57.14285714285714)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 18.666666666666668)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 12.333333333333334)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:49.243009,"(1.5, 1.79, 1.722)","(31.0, 130.0, 71.71428571428572)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.333333333333332)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:50.272204,"(1.5, 1.79, 1.7874825174825175)","(31.0, 130.0, 71.71428571428572)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.333333333333332)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:51.398090,"(1.5, 1.79, 1.7874825174825175)","(31.0, 130.0, 71.71428571428572)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 12.923076923076923)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:52.501007,"(1.5, 1.79, 1.7874825174825175)","(31.0, 130.0, 71.71428571428572)","(9.0, 20.0, 16.97142857142857)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 12.454545454545453)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:53.586206,"(1.5, 1.79, 1.7874825174825175)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 12.454545454545453)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:54.619277,"(1.5, 1.79, 1.7436196319018404)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.777777777777779)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:55.698843,"(1.5, 1.79, 1.7436196319018404)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 10.571428571428571)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:56.735934,"(1.5, 1.79, 1.7436196319018404)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.375)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:57.774068,"(1.5, 1.79, 1.7436196319018404)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.375)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:58.729760,"(1.5, 1.79, 1.7436196319018404)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.375)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:04:59.688917,"(1.5, 1.79, 1.7436196319018404)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.375)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:05:00.640347,"(1.5, 1.79, 1.7018518518518517)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.375)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:05:01.610150,"(1.5, 1.79, 1.7018518518518517)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.375)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:05:02.580706,"(1.5, 1.78, 1.7328571428571429)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 10.625)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:05:03.585646,"(1.5, 1.78, 1.7038461538461538)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.125)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:05:04.833765,"(1.5, 1.78, 1.7038461538461538)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.125)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:05:06.190846,"(1.5, 1.78, 1.7038461538461538)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 6.333333333333333)","(7.0, 16.0, 11.125)","(21.0, 250.0, 122.57142857142857)"
09-01-2023 17:05:07.337000,"(1.5, 1.78, 1.7038461538461538)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.0, 5.3)","(7.0, 16.0, 11.125)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:08.474174,"(1.5, 1.78, 1.7038461538461538)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 11.125)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:09.539940,"(1.5, 1.78, 1.7038461538461538)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.272727272727273)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:10.555438,"(1.5, 1.78, 1.7038461538461538)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.1)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:11.574177,"(1.5, 1.77, 1.69)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.833333333333334)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:12.536881,"(1.5, 1.77, 1.69)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.3)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:13.529542,"(1.5, 1.74, 1.7352459016393442)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.3)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:14.498400,"(1.5, 1.74, 1.7352459016393442)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.3)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:15.481801,"(1.5, 1.74, 1.7352459016393442)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.3)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:16.514689,"(1.5, 1.74, 1.73275)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 13.384615384615383)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:17.553591,"(1.5, 1.74, 1.73275)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 13.384615384615383)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:18.607788,"(1.5, 1.74, 1.73275)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.3)","(7.0, 16.0, 12.333333333333334)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:19.698156,"(1.5, 1.74, 1.73275)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 13.861538461538462)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.56)","(7.0, 16.0, 11.82857142857143)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:20.746650,"(1.5, 1.74, 1.4936)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.2, 5.613333333333333)","(7.0, 13.5, 11.82857142857143)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:21.763276,"(1.5, 1.74, 1.4936)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 5.613333333333333)","(7.0, 13.5, 11.82857142857143)","(21.0, 250.0, 112.76923076923077)"
09-01-2023 17:05:22.756436,"(1.5, 1.74, 1.4936)","(31.0, 130.0, 71.71428571428572)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 5.613333333333333)","(7.0, 13.5, 13.538461538461538)","(21.0, 250.0, 145.33333333333334)"
09-01-2023 17:05:23.808647,"(1.5, 1.74, 1.4936)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 5.613333333333333)","(7.0, 16.0, 12.125)","(21.0, 240.0, 196.16666666666669)"
09-01-2023 17:05:24.834187,"(1.5, 1.74, 1.4936)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 16.0, 12.75)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:25.904887,"(1.5, 1.74, 1.4936)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 13.5, 12.9)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:26.966454,"(1.5, 1.74, 1.4936)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 13.5, 14.1)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:28.247335,"(1.5, 1.74, 1.6354098360655738)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.0, 13.0)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:29.510151,"(1.5, 1.74, 1.6354098360655738)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 16.0, 13.0)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:30.631311,"(1.5, 1.74, 1.6354098360655738)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 16.0, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:31.877406,"(1.5, 1.74, 1.6354098360655738)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:33.033193,"(1.5, 1.74, 1.6354098360655738)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:34.083209,"(1.5, 1.73, 1.6728571428571428)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:35.244094,"(1.5, 1.72, 1.6740425531914893)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:36.249121,"(1.5, 1.72, 1.6740425531914893)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:37.325270,"(1.5, 1.72, 1.6740425531914893)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:38.343764,"(1.5, 1.71, 1.619)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:39.365775,"(1.5, 1.71, 1.619)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 10.866666666666667)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:40.422092,"(1.5, 1.71, 1.49125)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 13.4)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:41.490076,"(1.5, 1.68, 1.625)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 13.4)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 14.5)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:42.615468,"(1.5, 1.68, 1.625)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 14.714285714285715)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.5, 12.55)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:43.780306,"(1.5, 1.68, 1.625)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 14.714285714285715)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.0, 12.55)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:44.887885,"(1.5, 1.68, 1.625)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 14.714285714285715)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.0, 12.666666666666666)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:46.131071,"(1.5, 1.59, 1.5678947368421052)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.0, 12.666666666666666)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:47.287965,"(1.5, 1.59, 1.499)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 6.609999999999999)","(7.0, 15.0, 9.985714285714286)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:48.549766,"(1.5, 1.58, 1.5765625)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 5.421428571428571)","(7.0, 15.0, 11.76)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:49.802493,"(1.5, 1.55, 1.5275)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 5.421428571428571)","(7.0, 15.0, 11.76)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:51.438458,"(1.5, 1.55, 1.5325)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 9.6, 5.485714285714286)","(7.0, 15.0, 11.76)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:52.929241,"(1.5, 1.55, 1.5475)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.5, 5.485714285714286)","(7.0, 15.0, 11.76)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:54.153640,"(1.5, 1.55, 1.5466666666666666)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 5.8)","(7.0, 15.0, 10.153846153846153)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:55.312430,"(1.5, 1.55, 1.5466666666666666)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 5.8)","(7.0, 15.0, 10.153846153846153)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:56.543489,"(1.5, 1.55, 1.5466666666666666)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 5.8)","(7.0, 15.0, 10.153846153846153)","(21.0, 230.0, 196.16666666666669)"
09-01-2023 17:05:57.931214,"(1.5, 1.55, 1.5466666666666666)","(31.0, 130.0, 67.84615384615384)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 5.8)","(7.0, 15.0, 9.6)","(21.0, 230.0, 179.5)"
09-01-2023 17:05:59.239842,"(1.5, 1.54, 1.4981818181818183)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 7.876923076923077)","(7.0, 15.0, 10.153846153846153)","(21.0, 210.0, 179.5)"
09-01-2023 17:06:00.837533,"(1.5, 1.54, 1.4981818181818183)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 7.876923076923077)","(7.0, 15.0, 10.559999999999999)","(21.0, 210.0, 179.5)"
09-01-2023 17:06:02.300181,"(1.5, 1.54, 1.4981818181818183)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 7.876923076923077)","(7.0, 15.0, 10.371428571428572)","(21.0, 210.0, 179.5)"
09-01-2023 17:06:03.704945,"(1.5, 1.54, 1.4981818181818183)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 7.876923076923077)","(7.0, 15.0, 10.371428571428572)","(21.0, 210.0, 179.5)"
09-01-2023 17:06:04.987520,"(1.5, 1.54, 1.4981818181818183)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 7.876923076923077)","(7.0, 15.0, 10.8)","(21.0, 210.0, 88.78571428571429)"
09-01-2023 17:06:06.280703,"(1.5, 1.54, 1.4981818181818183)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 21.23076923076923)","(4.8, 10.0, 7.876923076923077)","(7.0, 15.0, 9.436363636363636)","(21.0, 200.0, 128.875)"
09-01-2023 17:06:07.504829,"(1.5, 1.54, 1.4981818181818183)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 27.0, 20.615384615384613)","(4.8, 10.0, 7.545454545454545)","(7.0, 15.0, 10.8)","(21.0, 190.0, 108.5)"
09-01-2023 17:06:08.718385,"(1.5, 1.53, 1.4964705882352942)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 26.0, 20.615384615384613)","(4.8, 10.0, 7.545454545454545)","(7.0, 15.0, 10.292307692307691)","(21.0, 190.0, 108.5)"
09-01-2023 17:06:10.060483,"(1.5, 1.53, 1.4964705882352942)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 26.0, 20.615384615384613)","(4.8, 10.0, 7.359999999999999)","(7.0, 15.0, 10.292307692307691)","(21.0, 190.0, 122.625)"
09-01-2023 17:06:11.290314,"(1.5, 1.53, 1.4964705882352942)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 26.0, 20.615384615384613)","(4.8, 10.0, 7.359999999999999)","(7.0, 15.0, 11.505882352941176)","(21.0, 180.0, 98.5)"
09-01-2023 17:06:12.456674,"(1.5, 1.53, 1.4964705882352942)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 15.133333333333333)","(11.0, 26.0, 20.615384615384613)","(4.8, 10.0, 7.359999999999999)","(7.0, 15.0, 11.505882352941176)","(21.0, 170.0, 98.5)"
09-01-2023 17:06:13.634780,"(1.5, 1.53, 1.4964705882352942)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 20.615384615384613)","(4.8, 10.0, 7.359999999999999)","(7.0, 15.0, 11.014285714285714)","(21.0, 170.0, 98.5)"
09-01-2023 17:06:14.762363,"(1.5, 1.53, 1.4964705882352942)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 20.615384615384613)","(4.8, 10.0, 7.359999999999999)","(7.0, 15.0, 11.014285714285714)","(21.0, 170.0, 98.5)"
09-01-2023 17:06:15.875483,"(1.5, 1.53, 1.4964705882352942)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 20.615384615384613)","(4.8, 10.0, 7.359999999999999)","(7.0, 15.0, 11.014285714285714)","(21.0, 170.0, 98.5)"
09-01-2023 17:06:17.156104,"(1.5, 1.52, 1.4865454545454546)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 15.166666666666666)","(4.8, 10.0, 7.48)","(7.0, 14.5, 12.3625)","(21.0, 170.0, 105.0)"
09-01-2023 17:06:18.356381,"(1.5, 1.52, 1.4865454545454546)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 15.166666666666666)","(4.8, 10.0, 7.48)","(7.0, 14.5, 13.0)","(21.0, 170.0, 105.0)"
09-01-2023 17:06:19.499132,"(1.5, 1.52, 1.4865454545454546)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 15.166666666666666)","(4.8, 10.0, 7.48)","(7.0, 14.5, 13.0)","(21.0, 170.0, 105.0)"
09-01-2023 17:06:20.659151,"(1.5, 1.52, 1.4865454545454546)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 15.166666666666666)","(4.8, 10.0, 7.48)","(7.0, 14.5, 13.0)","(21.0, 170.0, 93.0)"
09-01-2023 17:06:21.838208,"(1.5, 1.52, 1.4865454545454546)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 15.166666666666666)","(4.8, 10.0, 7.48)","(7.0, 14.5, 12.5125)","(21.0, 170.0, 93.0)"
09-01-2023 17:06:22.988819,"(1.5, 1.52, 1.4865454545454546)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 15.166666666666666)","(4.8, 10.0, 7.48)","(7.0, 14.5, 13.10909090909091)","(21.0, 170.0, 93.0)"
09-01-2023 17:06:24.320378,"(1.5, 1.52, 1.4865454545454546)","(31.0, 130.0, 65.07142857142857)","(9.0, 21.0, 16.36842105263158)","(11.0, 26.0, 15.166666666666666)","(4.8, 10.0, 7.48)","(7.0, 14.5, 12.4)","(21.0, 170.0, 93.0)"
