,Diamond Chipper,Ohoka Torey,Goldstar Linda,Aramoana,Money Bags,Maisey,Culvie Bun,Homebush Honey
08-12-2022 13:01:55.541986,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 18.4)","(2.4, 3.1, 2.668)","(7.0, 13.0, 11.8)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:01:56.795462,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 18.4)","(2.4, 3.1, 2.7823529411764705)","(7.0, 13.0, 11.8)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:01:58.112820,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 18.4)","(2.4, 3.1, 2.692)","(7.0, 13.0, 11.8)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:01:59.402791,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 18.4)","(2.4, 3.1, 2.986666666666667)","(7.0, 13.0, 11.8)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:00.985643,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 18.4)","(2.4, 3.0, 2.9033333333333333)","(7.0, 13.0, 11.8)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:02.469329,"(4.6, 8.0, 7.34)","(12.0, 27.0, 25.56666666666667)","(2.4, 3.0, 2.643076923076923)","(7.0, 13.0, 11.0)","(4.8, 8.8, 7.564705882352941)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 14.066666666666666)"
08-12-2022 13:02:03.878401,"(4.6, 9.2, 8.299999999999999)","(12.0, 27.0, 25.56666666666667)","(2.4, 3.0, 2.643076923076923)","(7.0, 12.5, 11.0)","(4.8, 13.0, 7.564705882352941)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 23.0, 14.066666666666666)"
08-12-2022 13:02:05.308064,"(4.6, 9.2, 8.299999999999999)","(12.0, 27.0, 25.56666666666667)","(2.4, 3.0, 2.643076923076923)","(7.0, 12.5, 11.0)","(4.8, 13.0, 7.564705882352941)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 23.0, 14.066666666666666)"
08-12-2022 13:02:06.656800,"(4.6, 9.2, 8.299999999999999)","(12.0, 27.0, 18.4)","(2.4, 3.0, 2.643076923076923)","(7.0, 12.5, 11.0)","(4.8, 13.0, 7.564705882352941)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 23.0, 14.066666666666666)"
08-12-2022 13:02:08.056413,"(4.6, 9.2, 8.299999999999999)","(12.0, 27.0, 18.4)","(2.4, 3.0, 2.643076923076923)","(7.0, 12.5, 11.0)","(4.8, 13.0, 7.564705882352941)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 23.0, 14.066666666666666)"
08-12-2022 13:02:09.437765,"(4.6, 9.2, 8.299999999999999)","(12.0, 27.0, 18.4)","(2.4, 3.0, 2.643076923076923)","(7.0, 12.5, 11.0)","(4.8, 13.0, 7.564705882352941)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 23.0, 14.066666666666666)"
08-12-2022 13:02:10.821768,"(4.6, 9.2, 8.299999999999999)","(12.0, 27.0, 18.4)","(2.4, 3.0, 2.643076923076923)","(7.0, 12.5, 12.6)","(4.8, 13.0, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 23.0, 13.733333333333334)"
08-12-2022 13:02:12.190612,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 18.4)","(2.4, 3.0, 2.643076923076923)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:13.480618,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 25.56666666666667)","(2.4, 3.0, 2.643076923076923)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:14.697334,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 21.333333333333336)","(2.4, 3.0, 2.643076923076923)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:15.998385,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 21.333333333333336)","(2.4, 3.0, 2.643076923076923)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:17.312702,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 21.333333333333336)","(2.4, 3.0, 2.643076923076923)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:18.683942,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 15.533333333333335)","(2.4, 2.96, 2.87)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:20.043811,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.96, 2.7199999999999998)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:21.415974,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.96, 2.7199999999999998)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:22.785168,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.96, 2.7199999999999998)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:24.162841,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 15.533333333333335)","(2.4, 2.96, 2.7199999999999998)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:25.536405,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.94, 2.6799999999999997)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:27.033748,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.9, 2.62)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 18.666666666666668)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:28.566364,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.9, 2.62)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 30.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:29.855062,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.9, 2.62)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 7.12)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:31.104848,"(4.6, 8.0, 6.166666666666667)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.9, 2.62)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:32.313238,"(4.6, 8.0, 5.9)","(12.0, 27.0, 24.353846153846156)","(2.4, 2.9, 2.62)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:33.562324,"(4.6, 8.0, 5.9)","(12.0, 27.0, 15.533333333333335)","(2.4, 2.9, 2.57)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:34.823272,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.9, 2.57)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:36.144788,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.9, 2.57)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:37.383578,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.88, 2.6905882352941175)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:38.650512,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.88, 2.6905882352941175)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:39.973811,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:41.237728,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:42.550743,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:43.889838,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:45.182564,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:46.514825,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:47.742015,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:48.975482,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:50.341469,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:51.559314,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:52.896499,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:54.104116,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.88, 2.6116666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:55.576303,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.88, 2.6788235294117646)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:57.001888,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.86, 2.6788235294117646)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:58.438993,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.86, 2.6788235294117646)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:02:59.885572,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.86, 2.603333333333333)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:01.257000,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.86, 2.5815384615384613)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:02.691630,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.84, 2.6113043478260867)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:04.140907,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.82, 2.6113043478260867)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:05.500362,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.82, 2.5666666666666664)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:06.890559,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.82, 2.629)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:08.256187,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.8, 2.629)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:09.711052,"(4.6, 8.0, 5.9)","(12.0, 27.0, 22.5)","(2.4, 2.8, 2.629)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:11.000354,"(4.6, 8.0, 5.9)","(12.0, 27.0, 22.5)","(2.4, 2.8, 2.629)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:12.389595,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.78, 2.6152941176470588)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.8, 6.538461538461538)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:13.696001,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.78, 2.436363636363636)","(7.0, 14.0, 11.5)","(4.8, 8.8, 6.1)","(12.0, 27.0, 17.0)","(14.0, 32.0, 29.076923076923077)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:15.011096,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.78, 2.436363636363636)","(7.0, 14.0, 11.5)","(4.8, 8.6, 7.45)","(12.0, 27.0, 17.0)","(14.0, 32.0, 22.75)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:16.283029,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.78, 2.436363636363636)","(7.0, 14.0, 11.5)","(4.8, 8.4, 7.45)","(12.0, 27.0, 17.0)","(14.0, 32.0, 22.75)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:17.550969,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.78, 2.436363636363636)","(7.0, 14.0, 11.5)","(4.8, 8.4, 6.4)","(12.0, 27.0, 17.0)","(14.0, 32.0, 22.75)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:18.859051,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.78, 2.4066666666666667)","(7.0, 14.0, 11.5)","(4.8, 8.8, 6.4)","(12.0, 27.0, 17.0)","(14.0, 32.0, 19.333333333333332)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:20.132453,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.4327272727272726)","(7.0, 14.0, 11.5)","(4.8, 8.8, 7.45)","(12.0, 27.0, 17.0)","(14.0, 32.0, 29.076923076923077)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:21.325701,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.4327272727272726)","(7.0, 14.0, 11.5)","(4.8, 8.4, 7.45)","(12.0, 27.0, 17.0)","(14.0, 32.0, 24.6)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:22.623729,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.4, 7.45)","(12.0, 27.0, 17.0)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:23.911933,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.4, 6.4)","(12.0, 27.0, 17.0)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:25.208163,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.8, 6.4)","(12.0, 27.0, 22.428571428571427)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:26.629307,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 9.0)","(4.8, 8.8, 6.1)","(12.0, 27.0, 17.333333333333332)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:27.971024,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 10.818181818181818)","(4.8, 8.6, 6.1)","(12.0, 27.0, 17.333333333333332)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:29.648189,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.307692307692307)","(4.8, 8.6, 6.4)","(12.0, 27.0, 17.333333333333332)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:31.523849,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.8, 6.4)","(12.0, 27.0, 17.333333333333332)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:33.073477,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.8, 6.1)","(12.0, 27.0, 17.333333333333332)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:34.544345,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.6, 6.1)","(12.0, 27.0, 22.166666666666664)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:35.952128,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.6, 6.4)","(12.0, 27.0, 22.166666666666664)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:37.382328,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.8, 6.1)","(12.0, 27.0, 19.25)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:38.746655,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.76, 2.404444444444444)","(7.0, 14.0, 11.5)","(4.8, 8.6, 6.1)","(12.0, 27.0, 15.4)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:40.112122,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.74, 2.402222222222222)","(7.0, 14.0, 11.5)","(4.8, 8.6, 6.1)","(12.0, 27.0, 15.4)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:41.503079,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.74, 2.402222222222222)","(7.0, 14.0, 11.5)","(4.8, 8.6, 6.4)","(12.0, 27.0, 15.4)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:42.878390,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.74, 2.602307692307692)","(7.0, 14.0, 11.5)","(4.8, 8.8, 6.1)","(12.0, 27.0, 15.4)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:44.211834,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.72, 2.555151515151515)","(7.0, 14.0, 11.5)","(4.8, 8.6, 5.523076923076923)","(12.0, 27.0, 15.4)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:45.613069,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.25)","(2.4, 2.72, 2.608979591836735)","(7.0, 14.0, 11.5)","(4.8, 8.6, 5.523076923076923)","(12.0, 27.0, 15.4)","(14.0, 32.0, 25.833333333333336)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:46.934689,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.72, 2.608979591836735)","(7.0, 14.0, 11.5)","(4.8, 8.6, 6.1)","(12.0, 27.0, 15.0)","(14.0, 32.0, 20.0)","(10.0, 22.0, 13.733333333333334)"
08-12-2022 13:03:48.273932,"(4.6, 8.0, 5.9)","(12.0, 27.0, 25.333333333333336)","(2.4, 2.72, 2.555151515151515)","(7.0, 14.0, 11.5)","(4.8, 8.6, 6.314285714285714)","(12.0, 27.0, 15.8)","(14.0, 32.0, 20.0)","(10.0, 22.0, 13.733333333333334)"
