,From The Shire,Mr Original,Sonic Groove,Jess Trees,Loveless,Little Hercules,Wheres Eddie
06-01-2023 10:44:39.591378,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.2, 5.178947368421052)","(11.0, 26.0, 23.1)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.5, 8.9)"
06-01-2023 10:44:40.762140,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.2, 5.178947368421052)","(11.0, 26.0, 23.1)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.5, 8.9)"
06-01-2023 10:44:41.965659,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.2, 5.178947368421052)","(11.0, 26.0, 23.1)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.5, 8.9)"
06-01-2023 10:44:43.082883,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.2, 5.178947368421052)","(11.0, 26.0, 23.1)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.5, 8.9)"
06-01-2023 10:44:44.259658,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.2, 5.178947368421052)","(11.0, 26.0, 23.1)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.5, 8.9)"
06-01-2023 10:44:45.326536,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.2, 5.178947368421052)","(11.0, 26.0, 23.1)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.5, 8.9)"
06-01-2023 10:44:46.307289,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.2, 5.178947368421052)","(11.0, 26.0, 23.1)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.5, 11.17142857142857)"
06-01-2023 10:44:47.416740,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:48.500676,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:49.855287,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:51.164227,"(4.8, 9.0, 6.6)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:52.407173,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 138.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:53.515367,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 160.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:54.630809,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:55.788145,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:56.963862,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:58.162439,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:44:59.217082,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:45:00.273437,"(4.8, 9.0, 7.133333333333333)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:45:01.335995,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:45:02.339752,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 11.17142857142857)"
06-01-2023 10:45:03.296080,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 21.166666666666664)","(7.5, 15.0, 12.120000000000001)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:04.365803,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:05.406670,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:06.486439,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:07.604048,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:08.681679,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:09.777496,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:10.850036,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:11.888016,"(4.8, 9.0, 7.133333333333333)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:12.982506,"(4.8, 9.0, 5.64)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:14.064481,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:15.159016,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:16.245814,"(4.8, 9.0, 6.714285714285714)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.35)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 12.533333333333333)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:17.351770,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.666666666666668)","(7.5, 15.0, 10.2)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:18.367978,"(4.8, 9.0, 6.3999999999999995)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 23.857142857142858)","(7.5, 15.0, 10.2)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 9.1)"
06-01-2023 10:45:19.465522,"(4.8, 9.0, 7.7384615384615385)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:20.510836,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:21.598702,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:22.601864,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:23.607165,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 220.0, 188.16666666666666)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:24.621394,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 220.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:25.600709,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:26.532593,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:27.585519,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:28.654414,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:29.781980,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:30.806155,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:31.823559,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:32.971264,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:34.223450,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:35.272977,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:36.295741,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:37.307992,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:38.257654,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:39.357182,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:40.436017,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:41.795320,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:43.018062,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:44.242172,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:45.258289,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:46.353890,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:47.510372,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:48.549664,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:49.634078,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:50.641996,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:51.672273,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1133333333333333)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:52.786140,"(4.8, 9.0, 7.4)","(1.95, 3.1, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:53.806712,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:54.831385,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:55.903476,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:56.963182,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:57.943689,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:58.941768,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:45:59.961657,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:00.966608,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:02.052538,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:03.116777,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:04.207604,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:05.272666,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:06.380424,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:07.408095,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:08.449093,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:09.519442,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:10.466378,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:11.626918,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:12.627076,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:13.721285,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 171.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:14.693596,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 200.0, 119.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:15.738291,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:16.758751,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:17.842751,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:18.947710,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:20.034439,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:21.116630,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.55)"
06-01-2023 10:46:22.153292,"(4.8, 9.0, 7.4)","(1.95, 3.05, 2.1077777777777778)","(4.2, 8.0, 7.05)","(11.0, 26.0, 16.333333333333332)","(7.5, 15.0, 10.2)","(31.0, 210.0, 119.5)","(6.5, 12.0, 10.55)"
