,Autumn Doll,Cab Fare Home,Tinker Yvonne,Foxtrot Tango,Zaras Princess,Blue Tick Maya
07-01-2023 20:46:17.067691,"(10.0, 26.0, 24.4375)","(3.3, 5.2, 4.3933333333333335)","(7.0, 11.0, 8.6)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.74, 2.5363636363636366)"
07-01-2023 20:46:18.405521,"(10.0, 25.0, 21.375)","(3.3, 5.2, 4.5)","(7.0, 11.0, 9.17142857142857)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.74, 2.5363636363636366)"
07-01-2023 20:46:19.654371,"(10.0, 25.0, 23.25)","(3.3, 5.2, 4.5)","(7.0, 10.5, 8.777777777777779)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.74, 2.6333333333333333)"
07-01-2023 20:46:20.912957,"(10.0, 25.0, 23.25)","(3.3, 5.2, 4.142307692307693)","(7.0, 10.5, 8.325)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.74, 2.6333333333333333)"
07-01-2023 20:46:22.557221,"(10.0, 25.0, 21.916666666666668)","(3.3, 5.2, 4.142307692307693)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.5375)","(2.5, 2.7, 2.5307692307692307)"
07-01-2023 20:46:23.986228,"(10.0, 24.0, 21.916666666666668)","(3.3, 5.2, 4.142307692307693)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.7, 2.570588235294118)"
07-01-2023 20:46:25.677894,"(10.0, 24.0, 21.916666666666668)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.7, 2.570588235294118)"
07-01-2023 20:46:26.934881,"(10.0, 24.0, 21.916666666666668)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.7, 2.570588235294118)"
07-01-2023 20:46:28.061628,"(10.0, 24.0, 21.916666666666668)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.7, 2.5307692307692307)"
07-01-2023 20:46:29.221106,"(10.0, 24.0, 21.4)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.7, 2.525)"
07-01-2023 20:46:30.310899,"(10.0, 24.0, 21.4)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:31.432983,"(10.0, 24.0, 21.4)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:32.501409,"(10.0, 24.0, 21.4)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:33.639262,"(10.0, 24.0, 21.4)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:34.865758,"(10.0, 24.0, 21.0)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 15.0, 14.8125)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:36.000526,"(10.0, 24.0, 21.0)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 15.0, 14.8125)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:37.069653,"(10.0, 24.0, 21.0)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 15.0, 14.8125)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:38.219341,"(10.0, 24.0, 21.0)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.6875)","(9.0, 15.0, 14.8125)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:39.435805,"(10.0, 27.0, 16.454545454545453)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 7.583333333333333)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:40.619651,"(10.0, 27.0, 19.53333333333333)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:41.744887,"(10.0, 27.0, 19.285714285714285)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:42.828501,"(10.0, 27.0, 17.545454545454547)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:43.927620,"(10.0, 27.0, 17.545454545454547)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 7.583333333333333)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:44.972420,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 7.583333333333333)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:45.943697,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:46.977972,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:48.139594,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:49.266444,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.3125)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.5375)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:50.279963,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.6, 6.361904761904762)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:51.221574,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:52.267515,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:53.489571,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:54.619821,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:55.665714,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 9.041666666666668)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.525)"
07-01-2023 20:46:56.623378,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:46:57.603547,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 7.583333333333333)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:46:58.885327,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:00.149673,"(10.0, 27.0, 21.647058823529413)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:01.159683,"(10.0, 27.0, 19.708333333333336)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:02.101881,"(10.0, 27.0, 22.058823529411764)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:03.015539,"(10.0, 27.0, 22.058823529411764)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:04.084266,"(10.0, 27.0, 22.058823529411764)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:05.349354,"(10.0, 27.0, 22.058823529411764)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:06.424203,"(10.0, 27.0, 22.058823529411764)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.4375)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:07.522894,"(10.0, 27.0, 21.076923076923077)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.777777777777779)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:08.759577,"(10.0, 27.0, 22.1875)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.777777777777779)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:09.759412,"(10.0, 26.0, 25.0)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.5, 8.777777777777779)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:10.821135,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.555555555555555)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:11.941136,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.555555555555555)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:13.244571,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.25)","(9.0, 16.5, 14.755102040816325)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:14.489193,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.75)","(9.0, 15.0, 14.755102040816325)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:15.572855,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.75)","(9.0, 15.0, 14.755102040816325)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:16.552173,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.444444444444445)","(9.0, 15.0, 14.755102040816325)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:17.465087,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.444444444444445)","(9.0, 15.0, 14.755102040816325)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:18.447179,"(10.0, 26.0, 21.625)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:19.497924,"(10.0, 26.0, 19.0)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:20.548344,"(10.0, 26.0, 21.153846153846153)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:21.550962,"(10.0, 26.0, 21.153846153846153)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:22.456103,"(10.0, 26.0, 19.77777777777778)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:23.384772,"(10.0, 26.0, 21.692307692307693)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:24.423939,"(10.0, 26.0, 20.75)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:25.516919,"(10.0, 26.0, 20.555555555555557)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:26.562582,"(10.0, 26.0, 21.916666666666668)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:27.430892,"(10.0, 26.0, 21.916666666666668)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:28.300559,"(10.0, 26.0, 21.916666666666668)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:29.352662,"(10.0, 26.0, 21.45)","(3.3, 5.2, 4.733333333333333)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:30.442772,"(10.0, 26.0, 21.125)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:31.496119,"(10.0, 26.0, 21.125)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:32.472557,"(10.0, 26.0, 21.125)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:33.370541,"(10.0, 26.0, 21.125)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:34.296412,"(10.0, 26.0, 21.125)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.129411764705883)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:35.350517,"(10.0, 26.0, 21.125)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.2, 6.129411764705883)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:36.331206,"(10.0, 26.0, 21.125)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.2, 6.129411764705883)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:37.208045,"(10.0, 26.0, 22.4)","(3.3, 5.2, 4.6)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.2, 6.129411764705883)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:38.186624,"(10.0, 26.0, 23.545454545454547)","(3.3, 5.2, 4.6)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.2, 6.129411764705883)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:39.122251,"(10.0, 26.0, 23.545454545454547)","(3.3, 5.2, 4.6)","(7.0, 10.0, 8.923076923076923)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.2, 6.129411764705883)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:40.041741,"(10.0, 26.0, 23.545454545454547)","(3.3, 5.2, 4.6)","(7.0, 10.0, 8.923076923076923)","(9.0, 15.0, 14.755102040816325)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:41.008498,"(10.0, 26.0, 23.545454545454547)","(3.3, 5.2, 4.6)","(7.0, 10.0, 8.51764705882353)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:41.921300,"(10.0, 26.0, 23.545454545454547)","(3.3, 5.2, 4.6)","(7.0, 10.0, 8.51764705882353)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:42.852310,"(10.0, 26.0, 23.545454545454547)","(3.3, 5.2, 4.942857142857143)","(7.0, 10.0, 8.51764705882353)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 6.361904761904762)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:43.881432,"(10.0, 26.0, 23.545454545454547)","(3.3, 5.2, 4.942857142857143)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 6.4, 7.173770491803279)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:44.938197,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.55)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.123809523809523)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:46.002193,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:47.016049,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:48.202235,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:49.330365,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:50.351377,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:51.301446,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:52.264398,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:53.401356,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:54.620105,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:55.663789,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:56.645369,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:57.591487,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:58.581375,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:47:59.617916,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:48:00.647399,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:48:01.563032,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:48:02.503881,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:48:03.424017,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 6.952112676056338)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:48:04.444305,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.9, 4.390909090909091)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:48:05.416683,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.8, 4.449999999999999)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.66, 2.5045454545454544)"
07-01-2023 20:48:06.438913,"(10.0, 26.0, 23.545454545454547)","(3.3, 4.8, 4.449999999999999)","(7.0, 10.0, 9.236363636363636)","(9.0, 16.5, 16.30851063829787)","(4.6, 7.2, 7.032835820895523)","(2.5, 2.66, 2.5045454545454544)"
