,Dayseas Trudie,Mayfair Fantasy,Got No Torque,Meg Bee,Heres Caza,Me And You,Calla Sue,Miss Sassy
04-01-2023 14:44:52.563574,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 4.2188888888888885)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.2363636363636363)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:53.689168,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 4.2188888888888885)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:54.862727,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 3.8327999999999998)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:55.968726,"(61.0, 200.0, 170.0)","(2.8, 4.3, 3.8327999999999998)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:57.057312,"(61.0, 200.0, 170.0)","(2.8, 4.3, 3.8327999999999998)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:58.156650,"(61.0, 200.0, 170.0)","(2.8, 4.3, 3.8327999999999998)","(3.7, 5.4, 4.575)","(13.0, 30.0, 16.5)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:44:59.221776,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.2363636363636363)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:00.342747,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.6624999999999996)","(10.0, 99999, 99990)","(10.0, 20.0, 12.5)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:01.429655,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.4846153846153847)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:02.510611,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:03.634359,"(61.0, 200.0, 172.72727272727275)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.564285714285714)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:04.697906,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:05.798260,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:06.877601,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 4.575)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:07.856842,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:08.834176,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 14.833333333333334)","(3.2, 4.6, 3.564285714285714)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:09.797706,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 12.125)","(14.0, 34.0, 15.208333333333334)"
04-01-2023 14:45:10.788696,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 16.653846153846153)"
04-01-2023 14:45:11.864086,"(61.0, 200.0, 106.66666666666666)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6624999999999996)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 16.653846153846153)"
04-01-2023 14:45:13.038136,"(61.0, 200.0, 153.33333333333331)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.564285714285714)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 16.653846153846153)"
04-01-2023 14:45:14.151428,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 16.653846153846153)"
04-01-2023 14:45:15.280939,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 16.653846153846153)"
04-01-2023 14:45:16.284017,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.523076923076923)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 16.653846153846153)"
04-01-2023 14:45:17.286003,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.4, 3.977777777777778)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6357142857142857)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 18.285714285714285)"
04-01-2023 14:45:18.394643,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9666666666666663)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.5999999999999996)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:19.414697,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.5999999999999996)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 21.38235294117647)"
04-01-2023 14:45:20.409139,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.4461538461538463)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 21.38235294117647)"
04-01-2023 14:45:21.461892,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 21.38235294117647)"
04-01-2023 14:45:22.439094,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.5615384615384613)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 19.07142857142857)"
04-01-2023 14:45:23.483472,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.5615384615384613)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 19.07142857142857)"
04-01-2023 14:45:24.508439,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.4846153846153847)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 20.066666666666666)"
04-01-2023 14:45:25.597224,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.4846153846153847)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 20.066666666666666)"
04-01-2023 14:45:26.645460,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.5615384615384613)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 19.464285714285715)"
04-01-2023 14:45:27.734740,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.5615384615384613)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:28.832292,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.5615384615384613)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:29.878909,"(61.0, 200.0, 113.33333333333334)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6714285714285713)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:30.947636,"(61.0, 200.0, 110.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6384615384615384)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:31.981017,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6384615384615384)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:33.040301,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6384615384615384)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:34.169087,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.6384615384615384)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:35.242460,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.4846153846153847)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:36.320819,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.857142857142858)","(3.2, 4.6, 3.4846153846153847)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:37.383505,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 15.2)","(3.2, 4.6, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:38.427073,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.727272727272727)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:39.585190,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:40.607415,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:41.670340,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:42.765738,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:44.014032,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:45.218079,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:46.380091,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:47.512652,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:48.576871,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:49.710716,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:50.799080,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:51.970414,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:53.133188,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:54.328489,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:55.542345,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:56.877328,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:58.066101,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:45:59.213835,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:00.398364,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:01.502140,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:02.592700,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:03.670319,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:04.711006,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:05.715433,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:06.722236,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:07.783450,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:08.813468,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:09.914658,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:11.049549,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:12.266694,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:13.453792,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:14.739919,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.0)","(3.2, 4.9, 3.3444444444444446)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:16.059481,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 15.727272727272727)","(3.2, 4.9, 3.442857142857143)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 17.5)"
04-01-2023 14:46:17.399433,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 16.2)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 21.625)"
04-01-2023 14:46:18.468759,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.2)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 21.625)"
04-01-2023 14:46:19.512887,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.2)","(3.2, 4.9, 3.4333333333333336)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 21.625)"
04-01-2023 14:46:20.494193,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.2)","(3.2, 4.9, 3.4)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 20.25)"
04-01-2023 14:46:21.493333,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 16.2)","(3.2, 4.9, 3.5285714285714285)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 18.416666666666668)"
04-01-2023 14:46:22.545820,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 29.0, 18.333333333333332)","(3.2, 4.9, 3.522222222222222)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 18.416666666666668)"
04-01-2023 14:46:23.639737,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 18.0)","(3.2, 4.9, 3.522222222222222)","(10.0, 99999, 99990)","(10.0, 20.0, 13.0)","(14.0, 34.0, 18.416666666666668)"
04-01-2023 14:46:24.758011,"(61.0, 200.0, 120.0)","(2.8, 4.3, 3.0555555555555554)","(3.7, 5.3, 3.9499999999999997)","(13.0, 28.0, 20.5)","(3.2, 4.9, 3.6272727272727274)","(10.0, 99999, 99990)","(10.0, 20.0, 14.75)","(14.0, 34.0, 18.416666666666668)"
