,Debs Baby,White Snake,Sketchy Zara,Walking On Fire,White Ticket,Super Keen,Kaidee Dixie,Arrogant Suzy
12-01-2023 16:55:17.529250,"(16.0, 38.0, 33.25)","(3.3, 5.7, 5.046666666666667)","(26.0, 48.0, 37.5)","(21.0, 70.0, 67.6923076923077)","(21.0, 46.0, 35.5)","(1.4, 1.73, 1.664)","(11.0, 20.0, 18.625)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:18.843115,"(16.0, 36.0, 34.26315789473684)","(3.3, 5.7, 5.046666666666667)","(26.0, 46.0, 37.5)","(21.0, 70.0, 67.6923076923077)","(21.0, 44.0, 35.5)","(1.4, 1.73, 1.664)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:20.121351,"(16.0, 36.0, 25.333333333333332)","(3.3, 5.7, 5.046666666666667)","(26.0, 46.0, 31.428571428571427)","(21.0, 70.0, 67.6923076923077)","(21.0, 44.0, 29.833333333333332)","(1.4, 1.73, 1.664)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:21.370900,"(16.0, 36.0, 21.0)","(3.3, 5.7, 5.046666666666667)","(26.0, 46.0, 36.5)","(21.0, 70.0, 67.6923076923077)","(21.0, 44.0, 34.5)","(1.4, 1.73, 1.664)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:22.637334,"(16.0, 34.0, 24.666666666666668)","(3.3, 5.7, 5.046666666666667)","(26.0, 44.0, 31.142857142857142)","(21.0, 70.0, 56.0)","(21.0, 42.0, 29.142857142857142)","(1.4, 1.73, 1.664)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:24.507365,"(16.0, 34.0, 21.166666666666668)","(3.3, 5.7, 5.046666666666667)","(26.0, 44.0, 35.5)","(21.0, 70.0, 67.6923076923077)","(21.0, 42.0, 33.5)","(1.4, 1.73, 1.664)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:25.951292,"(16.0, 34.0, 21.5)","(3.3, 5.7, 5.046666666666667)","(26.0, 42.0, 30.625)","(21.0, 70.0, 67.6923076923077)","(21.0, 40.0, 29.166666666666668)","(1.4, 1.73, 1.664)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:27.248789,"(16.0, 32.0, 21.5)","(3.3, 5.7, 5.046666666666667)","(26.0, 42.0, 34.5)","(21.0, 70.0, 67.6923076923077)","(21.0, 40.0, 32.5)","(1.4, 1.73, 1.6533333333333333)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:28.672832,"(16.0, 30.0, 22.5)","(3.3, 5.7, 5.046666666666667)","(26.0, 40.0, 30.375)","(21.0, 70.0, 66.5)","(21.0, 38.0, 29.2)","(1.4, 1.73, 1.6533333333333333)","(11.0, 20.0, 18.0)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:30.136391,"(16.0, 30.0, 28.1)","(3.3, 5.7, 5.046666666666667)","(26.0, 40.0, 35.0)","(21.0, 70.0, 68.0)","(21.0, 38.0, 31.5)","(1.4, 1.73, 1.6533333333333333)","(11.0, 20.0, 19.142857142857142)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:31.526889,"(16.0, 29.0, 28.1)","(3.3, 5.7, 5.046666666666667)","(26.0, 38.0, 30.8)","(21.0, 70.0, 68.0)","(21.0, 36.0, 29.25)","(1.4, 1.73, 1.6466666666666667)","(11.0, 20.0, 18.625)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:32.862957,"(16.0, 29.0, 27.22222222222222)","(3.3, 5.7, 4.859999999999999)","(26.0, 38.0, 33.666666666666664)","(21.0, 70.0, 68.0)","(21.0, 36.0, 30.5)","(1.4, 1.72, 1.7016)","(11.0, 20.0, 18.625)","(71.0, 360.0, 185.0)"
12-01-2023 16:55:34.062237,"(16.0, 28.0, 26.6)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.74, 1.71)","(11.0, 20.0, 18.8)","(71.0, 360.0, 193.75)"
12-01-2023 16:55:35.401980,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.75, 1.71)","(11.0, 20.0, 18.8)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:36.643696,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.75, 1.71)","(11.0, 20.0, 18.8)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:37.926086,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6453846153846154)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:39.270936,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6453846153846154)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:40.567861,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.041176470588236)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.62)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:41.887268,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6566666666666667)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:43.215919,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.4)","(1.4, 1.73, 1.71)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:44.475350,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6566666666666667)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:45.703264,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6566666666666667)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:46.921559,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 68.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6566666666666667)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:48.183595,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 70.0, 57.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6566666666666667)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:49.383864,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.041176470588236)","(26.0, 36.0, 30.4)","(21.0, 70.0, 57.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.62)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:50.608365,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.041176470588236)","(26.0, 36.0, 30.4)","(21.0, 70.0, 57.0)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.62)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 265.0)"
12-01-2023 16:55:52.097758,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.041176470588236)","(26.0, 36.0, 30.4)","(21.0, 70.0, 65.3125)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.62)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:55:53.596959,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.110526315789474)","(26.0, 36.0, 30.4)","(21.0, 75.0, 63.84615384615385)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6266666666666667)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:55:54.894350,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.110526315789474)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.72, 1.6433333333333333)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:55:56.251435,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.71, 1.6433333333333333)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:55:57.593225,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.71, 1.6433333333333333)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:55:59.112808,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.71, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:00.643452,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:01.821263,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:03.039029,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:04.446653,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:05.851969,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:07.169151,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 66.71428571428572)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:08.550890,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 53.4)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:09.784237,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 53.4)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:10.905642,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 53.4)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:12.079014,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 75.0, 57.5)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 202.5)"
12-01-2023 16:56:13.439844,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 80.0, 57.5)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:14.729074,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:16.076441,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:17.395678,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.656153846153846)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:18.797000,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.233333333333333)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.6257894736842105)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:20.324689,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.7238461538461538)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:21.675469,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6014285714285714)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:22.944709,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6014285714285714)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:24.196274,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.6014285714285714)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 227.77777777777777)"
12-01-2023 16:56:25.638735,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.859999999999999)","(26.0, 36.0, 30.4)","(21.0, 80.0, 73.57142857142857)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.73, 1.615)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 227.77777777777777)"
12-01-2023 16:56:26.966253,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 80.0, 76.66666666666666)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.72, 1.6125)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:28.367874,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 90.0, 60.833333333333336)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.71, 1.6125)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:29.718775,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 4.953333333333334)","(26.0, 36.0, 30.4)","(21.0, 90.0, 77.5)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.71, 1.6125)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:31.081715,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.041176470588236)","(26.0, 36.0, 30.4)","(21.0, 90.0, 78.46153846153845)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.71, 1.5933333333333335)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:32.436689,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.041176470588236)","(26.0, 36.0, 30.4)","(21.0, 90.0, 76.11111111111111)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.5933333333333335)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:33.795296,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.041176470588236)","(26.0, 36.0, 30.4)","(21.0, 90.0, 77.5)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.5933333333333335)","(11.0, 20.0, 19.214285714285715)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:35.221814,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.110526315789474)","(26.0, 36.0, 30.4)","(21.0, 90.0, 77.5)","(21.0, 34.0, 32.54545454545455)","(1.4, 1.7, 1.67)","(11.0, 20.0, 18.785714285714285)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:36.550792,"(16.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.110526315789474)","(26.0, 36.0, 30.4)","(21.0, 90.0, 78.88888888888889)","(21.0, 34.0, 32.4)","(1.4, 1.7, 1.6716666666666666)","(11.0, 19.5, 17.833333333333332)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:37.845619,"(16.0, 28.0, 26.6)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 30.4)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.69, 1.6716666666666666)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:39.112575,"(17.0, 28.0, 26.6)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 30.4)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.69, 1.6716666666666666)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 220.0)"
12-01-2023 16:56:40.469455,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.69, 1.68)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:41.712972,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.7, 1.68)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:43.125566,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.7, 1.68)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:44.653791,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.7, 1.68)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:46.085676,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.046666666666667)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.7, 1.68)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 211.25)"
12-01-2023 16:56:47.405418,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.14)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6692857142857143)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 235.0)"
12-01-2023 16:56:48.728038,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6692857142857143)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 270.0)"
12-01-2023 16:56:50.017130,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6692857142857143)","(11.0, 19.5, 17.666666666666668)","(71.0, 330.0, 235.0)"
12-01-2023 16:56:51.316192,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 235.0)"
12-01-2023 16:56:52.638715,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:56:53.993866,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:56:55.306152,"(17.0, 28.0, 26.727272727272727)","(3.3, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:56:56.592729,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 81.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:56:57.917099,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.7, 5.128571428571428)","(26.0, 36.0, 29.77777777777778)","(21.0, 90.0, 100.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:56:59.220157,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.7, 5.155555555555555)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 100.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:57:00.658549,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.6, 5.14)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 100.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:57:02.011040,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.5, 5.133333333333333)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 100.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:57:03.328290,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.5, 5.133333333333333)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 100.0)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6125)","(11.0, 19.5, 17.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:57:04.892779,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.5, 5.133333333333333)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 88.57142857142857)","(21.0, 34.0, 32.4)","(1.4, 1.68, 1.6175000000000002)","(11.0, 19.5, 13.954545454545455)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:57:06.273808,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.5, 5.071428571428572)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 88.57142857142857)","(21.0, 34.0, 32.4)","(1.4, 1.7, 1.6044444444444446)","(11.0, 20.0, 14.857142857142858)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:57:07.561250,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.5, 5.071428571428572)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 88.57142857142857)","(21.0, 34.0, 32.4)","(1.4, 1.72, 1.6044444444444446)","(11.0, 19.5, 16.666666666666668)","(71.0, 360.0, 243.33333333333334)"
12-01-2023 16:57:08.982163,"(17.0, 28.0, 26.727272727272727)","(3.4, 5.5, 5.15)","(26.0, 36.0, 29.77777777777778)","(21.0, 110.0, 88.57142857142857)","(21.0, 34.0, 32.4)","(1.4, 1.72, 1.6116666666666668)","(11.0, 18.5, 16.666666666666668)","(71.0, 360.0, 243.33333333333334)"
