,Debs Baby,White Snake,Sketchy Zara,Walking On Fire,White Ticket,Super Keen,Kaidee Dixie,Arrogant Suzy
12-01-2023 16:48:22.068367,"(16.0, 44.0, 27.8)","(3.3, 6.4, 5.371428571428571)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 44.93333333333334)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 18.75)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:23.148808,"(16.0, 44.0, 27.8)","(3.3, 6.2, 4.8)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 35.81818181818181)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:24.197100,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.170588235294118)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:25.392249,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 4.294444444444444)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:26.720670,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 4.294444444444444)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:27.984805,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 4.294444444444444)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:29.125798,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 4.294444444444444)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:30.343462,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 4.294444444444444)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:31.568620,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.0, 4.25)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:32.679852,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.0, 4.25)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:33.761393,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.0, 4.25)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:34.872308,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.0, 4.25)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:36.116628,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.0, 4.25)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:37.286369,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.0, 4.25)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:38.477702,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.0, 4.25)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:39.607189,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.8, 4.04047619047619)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:40.770242,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.9, 4.227777777777778)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:41.969113,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.9, 4.227777777777778)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:43.098972,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.9, 4.227777777777778)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:44.080316,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.9, 4.675)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:45.145190,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.9, 5.102777777777778)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:46.344333,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.9, 4.659090909090909)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:47.579207,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.9, 4.566666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:48.660144,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.8, 4.566666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:49.730975,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.8, 4.566666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:50.867358,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.8, 4.566666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:52.094816,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.8, 4.566666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:53.253519,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.8, 4.566666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:54.396935,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.8, 4.566666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:55.665910,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.8, 4.34)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:56.984097,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.7, 4.34)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:58.067779,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.7, 4.34)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:48:59.217797,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.7, 4.34)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:00.378575,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.7, 4.34)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:01.668740,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.7, 4.34)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:02.706718,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.7, 4.34)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.50375)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:03.770588,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.6, 4.32)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.95, 1.4966666666666666)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:04.825187,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.6, 4.968421052631578)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.78, 1.4966666666666666)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:05.992056,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.6, 4.857142857142857)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.78, 1.4966666666666666)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:07.095420,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.6, 5.066666666666666)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.78, 1.4966666666666666)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:08.301884,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.6, 5.142857142857142)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.78, 1.4448039215686275)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:09.612462,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.6, 5.142857142857142)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.93, 1.472)","(11.0, 26.0, 15.818181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:10.899757,"(16.0, 44.0, 26.333333333333336)","(3.3, 5.6, 5.375)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.472)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:12.189914,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.8, 5.7)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.49875)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:13.467049,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.7)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.49875)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:14.789702,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.7)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:16.043195,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.7)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:17.222599,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.7)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:18.323544,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 85.0, 66.84615384615384)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 276.1538461538462)"
12-01-2023 16:49:19.470979,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 85.0, 74.6)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 590.0, 421.66666666666663)"
12-01-2023 16:49:20.699320,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 80.0, 74.6)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:21.878984,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 80.0, 74.6)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:23.007000,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:24.160634,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:25.356984,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:26.562626,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.776470588235294)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.4647368421052631)","(11.0, 26.0, 16.18181818181818)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:27.813962,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.066666666666666)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.76, 1.4933333333333332)","(11.0, 26.0, 16.18181818181818)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:28.977348,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.876190476190477)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.76, 1.4933333333333332)","(11.0, 26.0, 16.545454545454547)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:30.233407,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.876190476190477)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.76, 1.5966666666666667)","(11.0, 26.0, 16.545454545454547)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:31.764318,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.980645161290322)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.91, 1.5999999999999999)","(11.0, 26.0, 16.545454545454547)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:33.178404,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.707692307692308)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5999999999999999)","(11.0, 26.0, 16.545454545454547)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:34.666376,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.707692307692308)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5)","(11.0, 26.0, 16.545454545454547)","(71.0, 490.0, 421.66666666666663)"
12-01-2023 16:49:36.010000,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.4652631578947368)","(11.0, 26.0, 16.545454545454547)","(71.0, 490.0, 293.6363636363636)"
12-01-2023 16:49:37.321348,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.4652631578947368)","(11.0, 26.0, 16.545454545454547)","(71.0, 550.0, 289.0909090909091)"
12-01-2023 16:49:38.662160,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.4652631578947368)","(11.0, 26.0, 16.545454545454547)","(71.0, 540.0, 289.0909090909091)"
12-01-2023 16:49:40.045331,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.4652631578947368)","(11.0, 26.0, 16.545454545454547)","(71.0, 540.0, 455.0)"
12-01-2023 16:49:41.271979,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.4652631578947368)","(11.0, 26.0, 16.545454545454547)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:42.404557,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.4652631578947368)","(11.0, 26.0, 18.25)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:43.554052,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 18.25)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:44.731325,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 18.25)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:46.045725,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 18.25)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:47.229200,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 18.25)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:48.338064,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.4)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 16.81818181818182)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:49.437122,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.847058823529412)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 16.81818181818182)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:50.586897,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.2, 5.847058823529412)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 16.81818181818182)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:51.741686,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.8, 5.553125)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 16.81818181818182)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:52.903954,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.805)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.5443478260869565)","(11.0, 27.0, 16.81818181818182)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:54.095086,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.680769230769231)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.92, 1.6)","(11.0, 27.0, 16.81818181818182)","(71.0, 530.0, 330.0)"
12-01-2023 16:49:55.264750,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.680769230769231)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.76, 1.6)","(11.0, 27.0, 16.81818181818182)","(71.0, 530.0, 446.66666666666663)"
12-01-2023 16:49:56.550363,"(16.0, 44.0, 26.333333333333336)","(3.3, 6.4, 5.680769230769231)","(26.0, 85.0, 65.33333333333333)","(21.0, 70.0, 35.81818181818181)","(21.0, 70.0, 36.54545454545455)","(1.4, 1.76, 1.6)","(11.0, 27.0, 16.81818181818182)","(71.0, 520.0, 446.66666666666663)"
