,Dr Racheal,Nyah Nyah Demon,Hustle Nina,Be Yourself,Hot Fudge,Mini Mason,Tinker Dan,Be Little
07-12-2022 18:01:22.717442,"(8.5, 10.5, 10.035714285714286)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.0, 4.982352941176471)","(61.0, 190.0, 184.7826086956522)","(9.0, 11.0, 10.725806451612904)","(17.0, 29.0, 27.30188679245283)","(15.0, 24.0, 23.95)","(13.0, 27.0, 26.953488372093023)"
07-12-2022 18:01:24.101861,"(8.5, 10.5, 10.035714285714286)","(1.75, 2.08, 2.0793415637860084)","(4.2, 5.0, 4.976923076923077)","(61.0, 190.0, 184.375)","(9.0, 11.0, 10.725806451612904)","(17.0, 29.0, 27.636363636363637)","(15.0, 24.0, 23.95)","(13.0, 27.0, 29.48936170212766)"
07-12-2022 18:01:25.434308,"(8.5, 10.5, 10.027777777777779)","(1.75, 2.08, 2.0791803278688525)","(4.2, 5.0, 4.976923076923077)","(61.0, 190.0, 184.375)","(9.0, 11.0, 10.725806451612904)","(17.0, 29.0, 27.636363636363637)","(15.0, 24.0, 23.75)","(13.0, 30.0, 29.6734693877551)"
07-12-2022 18:01:26.771579,"(8.5, 10.5, 10.022727272727273)","(1.75, 2.08, 2.0792156862745097)","(4.2, 5.0, 4.9799999999999995)","(61.0, 190.0, 181.54929577464787)","(9.0, 11.0, 10.690140845070422)","(17.0, 29.0, 28.162790697674417)","(15.0, 24.0, 23.75)","(13.0, 30.0, 29.529411764705884)"
07-12-2022 18:01:28.077594,"(8.5, 10.5, 10.025806451612903)","(1.75, 2.08, 2.0792156862745097)","(4.2, 5.1, 5.0)","(61.0, 190.0, 181.54929577464787)","(9.0, 11.0, 10.73134328358209)","(17.0, 29.0, 28.37142857142857)","(15.0, 24.0, 18.172043010752688)","(13.0, 30.0, 29.529411764705884)"
07-12-2022 18:01:29.388007,"(8.5, 10.5, 10.025806451612903)","(1.75, 2.1, 2.099047619047619)","(4.2, 5.2, 4.9750000000000005)","(61.0, 190.0, 181.54929577464787)","(9.0, 11.0, 10.816666666666666)","(17.0, 29.0, 28.42105263157895)","(15.0, 22.0, 19.6)","(13.0, 30.0, 28.5)"
07-12-2022 18:01:30.925206,"(8.5, 10.5, 10.142857142857142)","(1.75, 2.1, 2.0789473684210527)","(4.2, 5.2, 5.036363636363637)","(61.0, 190.0, 181.54929577464787)","(9.0, 11.0, 10.816666666666666)","(17.0, 29.0, 28.42105263157895)","(15.0, 20.0, 20.25)","(13.0, 30.0, 28.5)"
07-12-2022 18:01:32.423939,"(8.5, 10.5, 10.058823529411764)","(1.75, 2.12, 2.07125)","(4.2, 5.2, 5.015384615384615)","(61.0, 190.0, 181.54929577464787)","(9.0, 11.0, 11.166666666666666)","(17.0, 29.0, 28.42105263157895)","(15.0, 22.0, 19.428571428571427)","(13.0, 30.0, 29.75)"
07-12-2022 18:01:33.857198,"(8.5, 10.5, 10.03125)","(1.75, 2.12, 2.0678260869565217)","(4.2, 5.2, 5.05)","(61.0, 190.0, 181.54929577464787)","(9.0, 11.5, 11.09375)","(17.0, 29.0, 28.42105263157895)","(15.0, 22.0, 19.428571428571427)","(13.0, 30.0, 29.75)"
07-12-2022 18:01:35.329121,"(8.5, 10.5, 10.121621621621623)","(1.75, 2.12, 2.0964705882352943)","(4.2, 5.1, 5.05)","(61.0, 190.0, 181.54929577464787)","(9.0, 11.5, 11.09375)","(17.0, 29.0, 28.42105263157895)","(15.0, 22.0, 19.571428571428573)","(13.0, 30.0, 30.934426229508198)"
07-12-2022 18:01:36.852366,"(8.5, 10.5, 10.233333333333333)","(1.75, 2.1, 2.0685714285714285)","(4.2, 5.0, 4.909090909090909)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.14)","(17.0, 34.0, 30.714285714285715)","(14.0, 21.0, 19.333333333333332)","(13.0, 32.0, 30.4)"
07-12-2022 18:01:38.414174,"(8.5, 10.5, 10.145833333333334)","(1.75, 2.1, 2.0851851851851855)","(4.2, 5.0, 4.928571428571429)","(61.0, 190.0, 167.5)","(9.0, 11.5, 11.14)","(17.0, 32.0, 30.714285714285715)","(14.0, 21.0, 19.333333333333332)","(13.0, 32.0, 33.660377358490564)"
07-12-2022 18:01:40.038057,"(8.5, 10.5, 10.145833333333334)","(1.75, 2.1, 2.08)","(4.2, 5.0, 4.9206896551724135)","(61.0, 190.0, 167.5)","(9.0, 11.5, 11.14)","(17.0, 32.0, 30.875)","(14.0, 21.0, 19.333333333333332)","(13.0, 34.0, 32.8421052631579)"
07-12-2022 18:01:41.462832,"(8.5, 10.5, 10.145833333333334)","(1.75, 2.1, 2.08)","(4.2, 5.1, 4.892)","(61.0, 190.0, 167.5)","(9.0, 11.5, 11.125)","(17.0, 32.0, 30.875)","(14.0, 21.0, 19.333333333333332)","(13.0, 34.0, 33.26315789473684)"
07-12-2022 18:01:42.886657,"(8.5, 10.5, 10.145833333333334)","(1.75, 2.1, 2.097777777777778)","(4.2, 5.0, 4.928571428571429)","(61.0, 190.0, 167.5)","(9.0, 11.5, 11.125)","(17.0, 32.0, 30.875)","(14.0, 21.0, 19.333333333333332)","(13.0, 34.0, 32.541666666666664)"
07-12-2022 18:01:44.240393,"(8.5, 10.5, 10.145833333333334)","(1.75, 2.1, 2.097777777777778)","(4.2, 5.0, 4.928571428571429)","(61.0, 190.0, 167.5)","(9.0, 11.5, 11.125)","(17.0, 32.0, 31.142857142857142)","(14.0, 21.0, 19.333333333333332)","(13.0, 34.0, 33.411764705882355)"
07-12-2022 18:01:45.751492,"(8.5, 10.5, 10.145833333333334)","(1.75, 2.1, 2.097777777777778)","(4.2, 5.0, 4.928571428571429)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.125)","(17.0, 32.0, 31.142857142857142)","(14.0, 21.0, 18.794117647058822)","(13.0, 34.0, 33.411764705882355)"
07-12-2022 18:01:47.226927,"(8.5, 10.5, 10.134615384615385)","(1.75, 2.12, 2.116923076923077)","(4.2, 4.9, 4.892)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 10.931034482758621)","(17.0, 32.0, 31.142857142857142)","(14.0, 21.0, 18.794117647058822)","(13.0, 34.0, 33.4)"
07-12-2022 18:01:48.919178,"(8.5, 10.5, 10.041379310344828)","(1.75, 2.14, 2.1044)","(4.2, 5.0, 4.892)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.0, 10.942857142857143)","(17.0, 32.0, 31.142857142857142)","(14.0, 21.0, 18.794117647058822)","(13.0, 34.0, 33.6875)"
07-12-2022 18:01:50.347646,"(8.5, 10.5, 10.041379310344828)","(1.75, 2.14, 2.103666666666667)","(4.2, 5.0, 4.892)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.0, 10.928571428571429)","(17.0, 32.0, 30.857142857142858)","(14.0, 21.0, 18.794117647058822)","(13.0, 34.0, 33.6)"
07-12-2022 18:01:51.917440,"(8.5, 10.5, 10.108823529411765)","(1.75, 2.14, 2.103361344537815)","(4.2, 5.0, 4.892)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.0, 10.944444444444445)","(17.0, 32.0, 30.857142857142858)","(14.0, 21.0, 18.794117647058822)","(14.0, 34.0, 33.6)"
07-12-2022 18:01:53.405773,"(8.5, 10.5, 10.108823529411765)","(1.75, 2.14, 2.1145299145299146)","(4.2, 5.0, 4.871428571428572)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.0, 11.110169491525424)","(17.0, 32.0, 30.857142857142858)","(14.0, 21.0, 18.794117647058822)","(14.0, 34.0, 33.76)"
07-12-2022 18:01:54.843104,"(8.5, 10.5, 10.108823529411765)","(1.75, 2.12, 2.11353711790393)","(4.2, 5.0, 4.871428571428572)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.018518518518519)","(17.0, 32.0, 30.857142857142858)","(14.0, 21.0, 18.61904761904762)","(14.0, 34.0, 33.53846153846154)"
07-12-2022 18:01:56.203685,"(8.5, 10.5, 10.0625)","(1.75, 2.12, 2.0994444444444444)","(4.2, 5.0, 4.908695652173913)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.033333333333333)","(17.0, 32.0, 30.857142857142858)","(14.0, 21.0, 18.727272727272727)","(14.0, 34.0, 33.53846153846154)"
07-12-2022 18:01:57.545304,"(8.5, 10.5, 10.0625)","(1.75, 2.1, 2.0967464114832537)","(4.2, 5.0, 4.883870967741935)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.033333333333333)","(17.0, 32.0, 30.857142857142858)","(14.0, 21.0, 18.61904761904762)","(14.0, 34.0, 33.57142857142857)"
07-12-2022 18:01:58.954880,"(8.5, 10.5, 10.0625)","(1.75, 2.1, 2.092183908045977)","(4.2, 5.0, 4.883870967741935)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.678571428571429)","(17.0, 32.0, 31.4)","(14.0, 21.0, 18.75)","(14.0, 34.0, 33.1578947368421)"
07-12-2022 18:02:00.335154,"(8.5, 10.5, 10.0625)","(1.75, 2.08, 2.05)","(4.2, 5.1, 4.980952380952381)","(61.0, 190.0, 184.46153846153845)","(9.0, 12.0, 11.826923076923077)","(17.0, 32.0, 31.4)","(14.0, 19.5, 18.61111111111111)","(14.0, 34.0, 33.1578947368421)"
07-12-2022 18:02:01.737788,"(8.5, 10.5, 10.0625)","(1.75, 2.08, 2.066046511627907)","(4.2, 5.0, 4.980952380952381)","(61.0, 190.0, 184.46153846153845)","(9.0, 12.0, 11.1)","(17.0, 32.0, 31.4)","(14.0, 19.5, 18.61111111111111)","(14.0, 34.0, 33.1578947368421)"
07-12-2022 18:02:03.421067,"(8.5, 10.5, 10.120000000000001)","(1.75, 2.08, 2.0761290322580646)","(4.2, 5.0, 4.980952380952381)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.1875)","(17.0, 32.0, 31.4)","(14.0, 19.5, 18.7)","(14.0, 34.0, 33.2)"
07-12-2022 18:02:04.920312,"(8.5, 10.5, 10.120000000000001)","(1.75, 2.08, 2.0761290322580646)","(4.2, 5.0, 4.980952380952381)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.23076923076923)","(17.0, 32.0, 31.4)","(14.0, 19.5, 18.61111111111111)","(14.0, 34.0, 33.2)"
07-12-2022 18:02:06.503818,"(8.5, 10.5, 10.120000000000001)","(1.75, 2.08, 2.071)","(4.2, 5.0, 4.977777777777778)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.23076923076923)","(17.0, 32.0, 31.4)","(14.0, 19.5, 19.385714285714286)","(14.0, 34.0, 33.21951219512195)"
07-12-2022 18:02:07.934899,"(8.5, 10.5, 10.121621621621623)","(1.75, 2.08, 2.071)","(4.2, 5.0, 4.977777777777778)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.23076923076923)","(17.0, 32.0, 30.8)","(14.0, 19.5, 20.166666666666668)","(14.0, 34.0, 33.13513513513514)"
07-12-2022 18:02:09.487819,"(8.5, 10.5, 10.121621621621623)","(1.75, 2.08, 2.0669565217391304)","(4.2, 5.0, 4.977777777777778)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.23076923076923)","(17.0, 32.0, 30.8)","(14.0, 22.0, 20.166666666666668)","(14.0, 34.0, 33.13513513513514)"
07-12-2022 18:02:11.233919,"(8.5, 10.5, 10.121621621621623)","(1.75, 2.08, 2.0669565217391304)","(4.2, 5.0, 4.977777777777778)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.23076923076923)","(17.0, 32.0, 30.8)","(14.0, 22.0, 20.0)","(14.0, 34.0, 33.13513513513514)"
07-12-2022 18:02:13.004496,"(8.5, 10.5, 10.121621621621623)","(1.75, 2.08, 2.054222222222222)","(4.2, 5.0, 4.992857142857143)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.266666666666667)","(17.0, 32.0, 30.285714285714285)","(14.0, 21.0, 18.983870967741936)","(14.0, 34.0, 33.2)"
07-12-2022 18:02:14.830892,"(8.5, 10.5, 9.218032786885246)","(1.75, 2.08, 2.055211267605634)","(4.2, 5.0, 5.025)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.333333333333334)","(17.0, 32.0, 31.1)","(14.0, 19.0, 18.125)","(14.0, 34.0, 33.891891891891895)"
07-12-2022 18:02:16.562384,"(8.5, 9.4, 9.18095238095238)","(1.75, 2.08, 2.055890410958904)","(4.2, 5.1, 5.025)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.333333333333334)","(17.0, 32.0, 31.1)","(14.0, 19.0, 18.125)","(14.0, 34.0, 33.63636363636364)"
07-12-2022 18:02:18.213377,"(8.5, 9.2, 8.722222222222221)","(1.75, 2.08, 2.050666666666667)","(4.2, 5.1, 5.066666666666666)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.333333333333334)","(17.0, 32.0, 31.1)","(14.0, 19.0, 19.272727272727273)","(14.0, 34.0, 33.609756097560975)"
07-12-2022 18:02:19.696106,"(8.5, 9.0, 8.722222222222221)","(1.75, 2.08, 2.050666666666667)","(4.2, 5.2, 5.0875)","(61.0, 190.0, 184.46153846153845)","(9.0, 11.5, 11.333333333333334)","(17.0, 32.0, 31.1)","(14.0, 19.5, 19.272727272727273)","(14.0, 34.0, 32.666666666666664)"
07-12-2022 18:02:21.431052,"(8.5, 9.0, 8.52)","(1.75, 2.08, 2.103448275862069)","(4.2, 5.2, 5.1)","(61.0, 190.0, 179.4736842105263)","(9.0, 11.5, 11.23076923076923)","(17.0, 32.0, 31.1)","(14.0, 19.5, 19.205882352941178)","(14.0, 36.0, 34.61538461538461)"
07-12-2022 18:02:22.997274,"(8.5, 8.6, 8.52)","(1.75, 2.12, 2.110666666666667)","(4.2, 5.2, 5.076923076923077)","(61.0, 180.0, 174.70588235294116)","(9.0, 11.5, 11.538461538461538)","(17.0, 32.0, 30.90909090909091)","(14.0, 19.5, 19.19047619047619)","(14.0, 36.0, 33.878787878787875)"
07-12-2022 18:02:24.589261,"(8.5, 8.6, 8.510526315789473)","(1.75, 2.12, 2.109206349206349)","(4.2, 5.2, 5.0181818181818185)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.0, 11.482758620689655)","(17.0, 32.0, 31.1)","(14.0, 19.5, 19.175)","(14.0, 34.0, 33.878787878787875)"
07-12-2022 18:02:26.131205,"(8.5, 8.6, 8.564102564102564)","(1.75, 2.12, 2.1080701754385966)","(4.2, 5.2, 5.0181818181818185)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.0, 11.545454545454545)","(17.0, 32.0, 31.1)","(14.0, 19.5, 19.175)","(14.0, 34.0, 33.878787878787875)"
07-12-2022 18:02:27.815659,"(8.0, 8.6, 8.678260869565218)","(1.75, 2.12, 2.069677419354839)","(4.2, 5.2, 5.0285714285714285)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.0, 11.923076923076923)","(17.0, 32.0, 30.5)","(14.0, 19.5, 19.18421052631579)","(14.0, 36.0, 34.604651162790695)"
07-12-2022 18:02:29.509152,"(8.0, 8.8, 8.628571428571428)","(1.75, 2.12, 2.0289285714285716)","(4.2, 5.2, 5.153846153846154)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.0, 11.806122448979592)","(17.0, 34.0, 30.4)","(14.0, 19.5, 19.363636363636363)","(14.0, 36.0, 34.857142857142854)"
07-12-2022 18:02:31.131494,"(8.0, 9.0, 8.628571428571428)","(1.75, 2.06, 2.003243243243243)","(4.2, 5.2, 5.25)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.5, 11.833333333333334)","(17.0, 34.0, 30.4)","(14.0, 20.0, 19.307692307692307)","(14.0, 36.0, 34.57142857142857)"
07-12-2022 18:02:32.552192,"(8.0, 9.0, 8.62782608695652)","(1.75, 2.06, 2.022162162162162)","(4.2, 5.3, 5.25)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.112903225806452)","(17.0, 34.0, 30.4)","(14.0, 20.0, 19.307692307692307)","(14.0, 36.0, 35.714285714285715)"
07-12-2022 18:02:33.871963,"(8.0, 9.0, 8.62782608695652)","(1.75, 2.06, 2.016551724137931)","(4.2, 5.3, 5.1875)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.0)","(17.0, 34.0, 30.4)","(14.0, 20.0, 19.307692307692307)","(14.0, 38.0, 35.63636363636364)"
07-12-2022 18:02:35.402413,"(8.0, 8.8, 8.606666666666666)","(1.75, 2.06, 2.02327868852459)","(4.2, 5.3, 5.233333333333333)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.0)","(17.0, 34.0, 30.4)","(14.0, 20.0, 19.32)","(14.0, 36.0, 34.72727272727273)"
07-12-2022 18:02:37.103481,"(8.0, 8.8, 8.606666666666666)","(1.75, 2.06, 2.0304918032786885)","(4.2, 5.3, 5.281818181818181)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.083333333333334)","(17.0, 34.0, 30.4)","(14.0, 20.0, 19.32)","(14.0, 38.0, 35.6)"
07-12-2022 18:02:38.691026,"(8.0, 8.8, 8.606666666666666)","(1.75, 2.06, 2.0310344827586206)","(4.2, 5.3, 5.262962962962963)","(61.0, 180.0, 174.70588235294116)","(9.0, 12.5, 11.96875)","(17.0, 34.0, 30.4)","(14.0, 20.0, 19.32)","(14.0, 38.0, 35.46153846153846)"
07-12-2022 18:02:40.321323,"(7.5, 8.8, 8.606666666666666)","(1.75, 2.06, 2.0255172413793106)","(4.4, 5.3, 5.262962962962963)","(71.0, 180.0, 174.70588235294116)","(9.0, 12.5, 11.96875)","(20.0, 34.0, 31.5)","(15.0, 20.0, 19.32)","(18.0, 38.0, 32.4)"
07-12-2022 18:02:42.374714,"(7.5, 8.8, 8.60909090909091)","(1.75, 2.06, 2.008936170212766)","(4.4, 5.3, 5.295238095238095)","(71.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.25)","(20.0, 34.0, 31.5)","(15.0, 20.0, 19.419354838709676)","(18.0, 34.0, 32.78260869565217)"
07-12-2022 18:02:43.970869,"(7.5, 8.8, 8.606896551724137)","(1.75, 2.04, 2.006521739130435)","(4.4, 5.4, 5.36)","(71.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.1)","(20.0, 34.0, 30.57894736842105)","(15.0, 20.0, 19.541666666666668)","(18.0, 34.0, 32.78260869565217)"
07-12-2022 18:02:45.623598,"(7.5, 8.8, 8.606896551724137)","(1.75, 2.04, 2.0046875)","(4.4, 5.4, 5.34)","(71.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.071428571428571)","(20.0, 32.0, 30.666666666666668)","(15.0, 20.0, 19.46153846153846)","(18.0, 34.0, 32.78260869565217)"
07-12-2022 18:02:47.196798,"(7.5, 8.8, 8.606896551724137)","(1.75, 2.02, 1.9853191489361701)","(4.4, 5.5, 5.583333333333333)","(71.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.382352941176471)","(20.0, 32.0, 30.666666666666668)","(15.0, 20.0, 19.48148148148148)","(18.0, 34.0, 32.78260869565217)"
07-12-2022 18:02:48.873057,"(7.5, 8.8, 8.606896551724137)","(1.75, 2.0, 1.9891489361702128)","(4.4, 5.6, 5.583333333333333)","(71.0, 180.0, 174.70588235294116)","(9.0, 12.5, 12.382352941176471)","(20.0, 32.0, 30.666666666666668)","(15.0, 20.0, 19.448275862068964)","(18.0, 34.0, 32.78260869565217)"
07-12-2022 18:02:50.411065,"(7.5, 8.8, 8.615384615384615)","(1.75, 2.0, 2.005)","(4.4, 5.6, 5.5)","(71.0, 180.0, 175.07462686567163)","(9.0, 12.5, 12.6)","(20.0, 32.0, 31.142857142857142)","(15.0, 20.0, 18.54)","(18.0, 34.0, 32.6)"
07-12-2022 18:02:51.935724,"(7.5, 8.8, 8.649056603773584)","(1.75, 2.04, 2.013)","(4.4, 5.6, 5.35)","(71.0, 180.0, 175.4794520547945)","(9.0, 13.0, 12.615384615384615)","(20.0, 32.0, 31.0625)","(15.0, 19.5, 18.6)","(18.0, 34.0, 32.78260869565217)"
07-12-2022 18:02:53.539113,"(7.5, 9.0, 8.824528301886794)","(1.75, 2.02, 2.024918032786885)","(4.4, 5.6, 5.242857142857143)","(71.0, 180.0, 175.4794520547945)","(9.0, 13.0, 12.565217391304348)","(20.0, 32.0, 31.0625)","(15.0, 19.5, 18.65625)","(18.0, 34.0, 32.90909090909091)"
07-12-2022 18:02:55.130719,"(7.5, 8.8, 8.544)","(1.75, 2.04, 2.024918032786885)","(4.4, 5.3, 5.1)","(71.0, 180.0, 175.07462686567163)","(9.0, 13.0, 12.772727272727273)","(20.0, 32.0, 30.736842105263158)","(15.0, 19.5, 18.45)","(18.0, 34.0, 33.05882352941177)"
07-12-2022 18:02:57.153838,"(7.5, 8.8, 8.538461538461538)","(1.75, 2.1, 2.0746153846153845)","(4.4, 5.1, 5.0625)","(71.0, 180.0, 175.4794520547945)","(9.0, 13.0, 12.772727272727273)","(20.0, 32.0, 30.941176470588236)","(15.0, 18.5, 17.87037037037037)","(18.0, 34.0, 33.368421052631575)"
07-12-2022 18:02:58.616468,"(7.5, 8.8, 8.544)","(1.75, 2.1, 2.0746153846153845)","(4.4, 5.1, 5.0285714285714285)","(71.0, 180.0, 176.95652173913044)","(9.0, 13.0, 12.772727272727273)","(20.0, 32.0, 30.941176470588236)","(15.0, 18.5, 17.59090909090909)","(18.0, 34.0, 33.368421052631575)"
07-12-2022 18:02:59.977197,"(7.5, 8.6, 8.233333333333333)","(1.75, 2.1, 2.0851162790697675)","(4.4, 5.2, 5.0285714285714285)","(71.0, 180.0, 178.05194805194805)","(9.0, 13.0, 12.833333333333334)","(20.0, 32.0, 30.875)","(15.0, 18.5, 17.595238095238095)","(18.0, 34.0, 33.368421052631575)"
07-12-2022 18:03:01.430541,"(7.5, 8.4, 8.32)","(1.75, 2.1, 2.128)","(4.4, 5.2, 5.038461538461538)","(71.0, 180.0, 169.45945945945945)","(9.0, 13.0, 12.416666666666666)","(20.0, 32.0, 30.875)","(15.0, 18.5, 17.823529411764707)","(18.0, 34.0, 31.714285714285715)"
07-12-2022 18:03:02.865786,"(7.5, 8.4, 8.083333333333334)","(1.75, 2.14, 2.1228571428571428)","(4.4, 5.1, 5.0125)","(71.0, 170.0, 169.45945945945945)","(9.0, 12.5, 12.484848484848484)","(20.0, 32.0, 31.0)","(15.0, 18.0, 17.625)","(18.0, 32.0, 31.714285714285715)"
07-12-2022 18:03:04.299081,"(7.5, 8.4, 8.241666666666665)","(1.75, 2.14, 2.13)","(4.4, 5.1, 5.033333333333333)","(71.0, 170.0, 169.45945945945945)","(9.0, 13.0, 12.5625)","(20.0, 32.0, 30.615384615384617)","(15.0, 18.0, 17.625)","(18.0, 32.0, 31.714285714285715)"
07-12-2022 18:03:05.833892,"(7.5, 8.0, 7.768421052631579)","(1.75, 2.14, 2.1333333333333333)","(4.4, 5.1, 5.013333333333334)","(71.0, 170.0, 169.41176470588235)","(9.0, 13.0, 12.5)","(20.0, 32.0, 30.615384615384617)","(14.0, 18.0, 17.625)","(18.0, 32.0, 31.714285714285715)"
07-12-2022 18:03:07.394859,"(7.5, 7.8, 7.75)","(1.75, 2.16, 2.1258064516129034)","(4.4, 5.1, 5.066666666666666)","(71.0, 170.0, 169.3939393939394)","(9.0, 13.0, 12.48)","(20.0, 32.0, 30.615384615384617)","(14.0, 18.0, 17.5625)","(18.0, 32.0, 31.6)"
07-12-2022 18:03:08.935641,"(7.5, 7.8, 7.75)","(1.75, 2.14, 2.1274285714285717)","(4.4, 5.2, 5.077551020408164)","(71.0, 170.0, 169.40298507462686)","(9.0, 12.5, 12.48)","(20.0, 32.0, 30.615384615384617)","(14.0, 18.0, 17.125)","(20.0, 32.0, 31.6)"
07-12-2022 18:03:10.565063,"(7.5, 7.8, 7.705882352941177)","(1.75, 2.14, 2.1258064516129034)","(4.4, 5.2, 5.1045454545454545)","(71.0, 170.0, 169.40298507462686)","(9.0, 12.5, 12.48)","(20.0, 32.0, 31.05263157894737)","(14.0, 17.5, 17.125)","(20.0, 32.0, 31.6)"
07-12-2022 18:03:12.137949,"(7.5, 8.0, 7.733333333333333)","(1.75, 2.14, 2.104963503649635)","(4.4, 5.2, 5.17037037037037)","(71.0, 170.0, 169.40298507462686)","(9.0, 12.5, 12.615384615384615)","(20.0, 32.0, 31.05263157894737)","(14.0, 17.5, 17.125)","(20.0, 32.0, 31.5)"
07-12-2022 18:03:13.745323,"(7.5, 7.8, 7.697297297297297)","(1.75, 2.12, 2.1010185185185186)","(4.4, 5.3, 5.095238095238095)","(71.0, 170.0, 179.1044776119403)","(9.0, 13.0, 12.615384615384615)","(20.0, 32.0, 30.941176470588236)","(14.0, 17.5, 17.535714285714285)","(20.0, 32.0, 33.142857142857146)"
07-12-2022 18:03:15.439177,"(7.5, 8.0, 7.7155555555555555)","(1.75, 2.12, 2.083836589698046)","(4.4, 5.2, 5.190625)","(71.0, 180.0, 177.85714285714286)","(9.0, 13.0, 12.681818181818182)","(20.0, 32.0, 29.875)","(14.0, 18.0, 17.67142857142857)","(20.0, 34.0, 32.44444444444444)"
07-12-2022 18:03:17.168901,"(7.5, 8.0, 7.7155555555555555)","(1.75, 2.12, 2.083836589698046)","(4.4, 5.3, 5.220689655172414)","(71.0, 180.0, 177.85714285714286)","(9.0, 13.0, 12.78125)","(20.0, 30.0, 30.153846153846153)","(14.0, 18.5, 17.758064516129032)","(20.0, 34.0, 32.44444444444444)"
07-12-2022 18:03:18.798756,"(7.5, 7.8, 7.696)","(1.75, 2.1, 2.0697297297297297)","(4.4, 5.3, 5.275)","(71.0, 180.0, 177.85714285714286)","(9.0, 13.0, 12.931818181818182)","(20.0, 32.0, 30.5)","(14.0, 18.5, 17.9390243902439)","(20.0, 34.0, 32.72727272727273)"
07-12-2022 18:03:20.382277,"(7.5, 7.8, 7.684444444444445)","(1.75, 2.08, 2.06)","(4.4, 5.4, 5.424137931034482)","(71.0, 180.0, 177.85714285714286)","(9.0, 13.0, 13.289473684210526)","(20.0, 32.0, 31.23076923076923)","(14.0, 18.5, 17.93243243243243)","(20.0, 34.0, 33.0)"
07-12-2022 18:03:22.017242,"(7.5, 8.0, 7.768)","(1.75, 2.06, 2.034392523364486)","(4.4, 5.5, 5.423529411764706)","(71.0, 180.0, 177.85714285714286)","(9.0, 13.5, 13.25)","(20.0, 32.0, 31.5)","(14.0, 18.5, 18.023809523809526)","(20.0, 34.0, 33.0)"
07-12-2022 18:03:23.820123,"(7.5, 8.0, 7.747826086956522)","(1.75, 2.04, 2.0294285714285714)","(4.4, 5.5, 5.428571428571429)","(71.0, 180.0, 177.69230769230768)","(9.0, 13.5, 13.477777777777778)","(20.0, 32.0, 31.565217391304348)","(14.0, 18.5, 18.023809523809526)","(20.0, 34.0, 33.0)"
07-12-2022 18:03:25.372352,"(7.0, 8.0, 7.768)","(1.75, 2.06, 2.0365853658536586)","(4.4, 5.5, 5.428571428571429)","(71.0, 180.0, 177.69230769230768)","(9.0, 13.5, 13.477272727272727)","(20.0, 34.0, 31.846153846153847)","(14.0, 18.5, 18.4)","(20.0, 34.0, 33.7037037037037)"
07-12-2022 18:03:26.931231,"(7.0, 8.0, 7.804444444444444)","(1.75, 2.06, 2.0174074074074073)","(4.4, 5.5, 5.571428571428571)","(71.0, 180.0, 177.69230769230768)","(9.0, 13.5, 13.422222222222222)","(20.0, 34.0, 31.894736842105264)","(14.0, 19.0, 18.72222222222222)","(20.0, 34.0, 33.36)"
