,Kaypat World,Aerobic Maximum,Urban Girl,Side Kick,All Vogue,Maywyn Kama,Out Of Turmoil
16-12-2022 15:05:38.052673,"(12.0, 34.0, 23.72222222222222)","(14.0, 40.0, 29.0)","(5.0, 8.2, 6.387499999999999)","(2.7, 3.9, 3.325)","(5.0, 8.2, 7.15)","(2.9, 4.5, 3.85)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:39.271948,"(12.0, 34.0, 23.72222222222222)","(14.0, 40.0, 29.0)","(5.0, 8.2, 6.387499999999999)","(2.7, 3.9, 3.325)","(5.0, 8.2, 7.15)","(2.9, 4.5, 3.85)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:40.386228,"(12.0, 34.0, 23.72222222222222)","(14.0, 40.0, 29.0)","(5.0, 8.2, 7.164285714285714)","(2.7, 3.9, 3.30625)","(5.0, 8.2, 7.15)","(2.9, 4.5, 3.71875)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:41.567951,"(12.0, 34.0, 23.0625)","(14.0, 40.0, 29.0)","(5.0, 8.2, 7.421428571428571)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.15)","(2.9, 4.5, 3.71875)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:42.985264,"(12.0, 34.0, 23.0625)","(14.0, 40.0, 29.0)","(5.0, 8.6, 7.421428571428571)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.15)","(2.9, 4.5, 3.71875)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:44.305152,"(12.0, 34.0, 23.0625)","(14.0, 40.0, 29.0)","(5.0, 8.6, 7.421428571428571)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.15)","(2.9, 4.5, 3.76)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:45.459942,"(12.0, 34.0, 23.0625)","(14.0, 40.0, 29.0)","(5.0, 8.6, 7.421428571428571)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.15)","(2.9, 4.1, 3.76)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:46.532965,"(12.0, 34.0, 23.0625)","(14.0, 40.0, 29.0)","(5.0, 8.6, 7.421428571428571)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.15)","(2.9, 4.1, 3.2039999999999997)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:47.637726,"(12.0, 34.0, 16.083333333333332)","(14.0, 40.0, 29.0)","(5.0, 8.6, 8.072222222222223)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.15)","(2.9, 4.1, 3.2039999999999997)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:48.672770,"(12.0, 34.0, 16.083333333333332)","(14.0, 40.0, 29.0)","(5.0, 8.6, 6.2875)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.1, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:49.759685,"(12.0, 34.0, 23.25)","(14.0, 40.0, 29.0)","(5.0, 8.6, 6.2875)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:50.857528,"(12.0, 34.0, 23.25)","(14.0, 40.0, 29.0)","(5.0, 8.6, 6.2875)","(2.7, 3.85, 3.30625)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:51.927159,"(12.0, 34.0, 23.5)","(14.0, 40.0, 29.0)","(5.0, 8.6, 6.2875)","(2.7, 3.85, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:53.021937,"(12.0, 34.0, 26.5)","(14.0, 40.0, 29.0)","(5.0, 8.6, 6.544444444444444)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:54.118217,"(12.0, 34.0, 26.5)","(14.0, 40.0, 29.0)","(5.0, 8.6, 6.4125)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:55.222818,"(12.0, 34.0, 26.5)","(14.0, 40.0, 29.0)","(5.0, 8.6, 6.4125)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:56.276156,"(12.0, 34.0, 26.5)","(14.0, 40.0, 29.846153846153847)","(5.0, 8.6, 6.4125)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:57.334488,"(12.0, 34.0, 22.61111111111111)","(14.0, 40.0, 29.846153846153847)","(5.0, 8.4, 5.68235294117647)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:58.314603,"(12.0, 34.0, 22.61111111111111)","(14.0, 40.0, 29.846153846153847)","(5.0, 8.4, 5.517647058823529)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.109090909090909)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:05:59.323853,"(12.0, 34.0, 22.61111111111111)","(14.0, 40.0, 29.846153846153847)","(5.0, 8.4, 5.517647058823529)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.085714285714285)","(2.9, 4.4, 3.118181818181818)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:06:00.391763,"(12.0, 34.0, 22.61111111111111)","(14.0, 40.0, 29.846153846153847)","(5.0, 8.4, 5.517647058823529)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.08)","(2.9, 4.5, 3.118181818181818)","(19.0, 60.0, 36.94444444444444)"
16-12-2022 15:06:01.448511,"(12.0, 34.0, 22.61111111111111)","(14.0, 40.0, 21.1875)","(5.0, 8.4, 5.517647058823529)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.08)","(2.9, 4.5, 3.118181818181818)","(19.0, 60.0, 34.375)"
16-12-2022 15:06:02.490480,"(12.0, 34.0, 22.61111111111111)","(14.0, 40.0, 21.1875)","(5.0, 8.6, 6.2875)","(2.7, 3.8, 3.2875)","(5.0, 8.2, 7.08)","(2.9, 4.5, 3.118181818181818)","(19.0, 60.0, 34.375)"
16-12-2022 15:06:03.551097,"(12.0, 34.0, 22.61111111111111)","(14.0, 40.0, 21.1875)","(5.0, 8.6, 5.517647058823529)","(2.7, 3.8, 3.26875)","(5.0, 8.2, 7.08)","(2.9, 4.5, 3.6058823529411765)","(19.0, 60.0, 34.375)"
16-12-2022 15:06:04.547102,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.4, 6.02)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.08)","(2.9, 4.5, 3.6058823529411765)","(19.0, 60.0, 34.375)"
16-12-2022 15:06:05.515770,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.4, 5.68235294117647)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.315789473684211)","(2.9, 4.5, 3.5)","(19.0, 60.0, 34.375)"
16-12-2022 15:06:06.511430,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.4, 5.68235294117647)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.5, 3.4545454545454546)","(19.0, 60.0, 34.375)"
16-12-2022 15:06:07.521599,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.4, 5.68235294117647)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.0, 3.4545454545454546)","(19.0, 60.0, 34.375)"
16-12-2022 15:06:08.594150,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.4, 6.0)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.0, 3.6470588235294117)","(19.0, 60.0, 44.42307692307692)"
16-12-2022 15:06:09.678396,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.8, 6.0)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.08)","(2.9, 4.0, 3.5250000000000004)","(19.0, 60.0, 44.42307692307692)"
16-12-2022 15:06:10.997691,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.6, 6.9)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.4, 3.5)","(19.0, 60.0, 44.42307692307692)"
16-12-2022 15:06:12.314405,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.6, 6.5375)","(2.7, 3.75, 3.26875)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.4, 3.5)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:13.359193,"(12.0, 34.0, 21.8125)","(14.0, 40.0, 21.1875)","(5.0, 8.6, 6.5375)","(2.7, 3.75, 3.1725)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.4, 3.4689655172413794)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:14.366085,"(12.0, 34.0, 25.136363636363637)","(14.0, 40.0, 20.153846153846153)","(5.0, 8.6, 7.225)","(2.7, 3.75, 3.288)","(5.0, 8.2, 7.08)","(2.9, 4.4, 3.4346153846153844)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:15.425122,"(12.0, 34.0, 26.291666666666668)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.6, 7.225)","(2.7, 3.7, 3.2680000000000002)","(5.0, 8.2, 7.08)","(2.9, 4.3, 3.4346153846153844)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:16.474067,"(12.0, 34.0, 26.291666666666668)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 6.243478260869566)","(2.7, 3.7, 3.2680000000000002)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.3, 3.7)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:17.471226,"(12.0, 34.0, 26.291666666666668)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 7.191666666666666)","(2.7, 3.7, 3.2680000000000002)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.3, 3.7)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:18.526656,"(12.0, 34.0, 26.291666666666668)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 7.191666666666666)","(2.7, 3.7, 3.2680000000000002)","(5.0, 8.2, 7.463157894736842)","(2.9, 4.3, 3.7)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:19.560129,"(12.0, 34.0, 26.291666666666668)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 7.191666666666666)","(2.7, 3.7, 3.2680000000000002)","(5.0, 8.2, 7.15)","(2.9, 4.3, 3.4692307692307693)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:20.601128,"(12.0, 34.0, 26.291666666666668)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 6.134375)","(2.7, 3.7, 3.2680000000000002)","(5.0, 8.2, 7.15)","(2.9, 4.3, 3.4692307692307693)","(19.0, 60.0, 45.535714285714285)"
16-12-2022 15:06:21.699464,"(12.0, 34.0, 26.291666666666668)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 6.134375)","(2.7, 3.7, 3.2680000000000002)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.3, 3.7249999999999996)","(19.0, 60.0, 40.0)"
16-12-2022 15:06:22.838608,"(12.0, 34.0, 25.81818181818182)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 6.341176470588235)","(2.7, 3.7, 3.16)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.3, 3.8499999999999996)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:23.951298,"(12.0, 34.0, 25.25)","(14.0, 40.0, 20.035714285714285)","(5.0, 8.4, 6.5058823529411764)","(2.7, 3.7, 3.16)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.3, 3.355)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:24.990531,"(12.0, 34.0, 25.25)","(14.0, 40.0, 20.035714285714285)","(5.0, 7.8, 6.5058823529411764)","(2.7, 3.7, 3.16)","(5.0, 8.2, 7.12)","(2.9, 4.3, 3.46)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:26.067389,"(12.0, 34.0, 25.25)","(14.0, 40.0, 20.035714285714285)","(5.0, 7.8, 5.890909090909091)","(2.7, 3.7, 3.9399999999999995)","(5.0, 8.2, 7.12)","(2.9, 4.3, 3.46)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:27.300669,"(12.0, 34.0, 25.25)","(14.0, 40.0, 20.035714285714285)","(5.0, 7.8, 6.085714285714285)","(2.7, 4.1, 3.9399999999999995)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.3, 3.9923076923076923)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:28.332617,"(12.0, 36.0, 26.25)","(14.0, 40.0, 20.035714285714285)","(5.0, 7.8, 6.085714285714285)","(2.7, 4.1, 3.82)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.3, 3.9923076923076923)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:29.340161,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.8, 6.085714285714285)","(2.7, 4.1, 3.82)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.3, 3.9923076923076923)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:30.423788,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.8, 6.085714285714285)","(2.7, 4.1, 3.82)","(5.0, 8.2, 7.063157894736842)","(2.9, 4.3, 3.611111111111111)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:31.430732,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.8, 5.890909090909091)","(2.7, 4.1, 3.82)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.0, 3.5976190476190477)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:32.437529,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.8, 6.2615384615384615)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.417391304347826)","(2.9, 4.0, 3.5976190476190477)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:33.390697,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.4, 6.426086956521739)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.063157894736842)","(2.9, 4.0, 3.5976190476190477)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:34.396603,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.4, 6.1647058823529415)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.063157894736842)","(2.9, 4.0, 3.5976190476190477)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:35.381720,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.4, 6.1647058823529415)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.063157894736842)","(2.9, 4.0, 3.4718750000000003)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:36.444497,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.4, 5.4399999999999995)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.063157894736842)","(2.9, 4.0, 3.6285714285714286)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:37.541624,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.2, 6.733333333333333)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.063157894736842)","(2.9, 4.0, 3.5666666666666664)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:38.597358,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.0, 6.733333333333333)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.063157894736842)","(2.9, 4.0, 3.5666666666666664)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:39.633305,"(12.0, 36.0, 26.25)","(14.0, 40.0, 24.94736842105263)","(5.0, 7.0, 6.25)","(2.7, 4.1, 3.9624999999999995)","(5.0, 8.2, 7.1)","(2.9, 4.0, 3.5666666666666664)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:40.612353,"(12.0, 36.0, 26.25)","(14.0, 40.0, 25.764705882352942)","(5.0, 7.0, 6.25)","(2.7, 4.1, 3.592307692307692)","(5.0, 8.2, 7.1)","(2.9, 4.0, 3.5)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:41.626753,"(12.0, 36.0, 28.291666666666668)","(14.0, 40.0, 25.764705882352942)","(5.0, 7.0, 6.5)","(2.7, 4.1, 3.592307692307692)","(5.0, 8.2, 7.1)","(2.9, 3.95, 3.5964285714285715)","(19.0, 60.0, 31.07142857142857)"
16-12-2022 15:06:42.670774,"(12.0, 36.0, 28.291666666666668)","(14.0, 40.0, 25.764705882352942)","(5.0, 7.0, 6.783333333333333)","(2.7, 4.1, 3.592307692307692)","(5.0, 8.2, 7.125)","(2.9, 3.95, 3.5964285714285715)","(19.0, 60.0, 31.07142857142857)"
16-12-2022 15:06:43.771079,"(12.0, 36.0, 28.291666666666668)","(14.0, 40.0, 25.764705882352942)","(5.0, 7.0, 6.7)","(2.7, 4.1, 3.592307692307692)","(5.0, 8.0, 7.125)","(2.9, 3.95, 3.5964285714285715)","(19.0, 60.0, 31.07142857142857)"
16-12-2022 15:06:44.878374,"(12.0, 36.0, 28.291666666666668)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 6.7)","(2.6, 4.1, 3.592307692307692)","(5.0, 8.0, 7.125)","(2.9, 3.95, 3.5)","(19.0, 60.0, 31.07142857142857)"
16-12-2022 15:06:46.004365,"(12.0, 36.0, 28.291666666666668)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 6.65)","(2.6, 4.1, 3.592307692307692)","(5.0, 8.0, 7.125)","(2.9, 3.95, 3.5)","(19.0, 60.0, 31.07142857142857)"
16-12-2022 15:06:47.084377,"(12.0, 36.0, 28.291666666666668)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 6.65)","(2.6, 4.1, 3.592307692307692)","(5.0, 8.0, 7.125)","(2.9, 3.95, 3.5964285714285715)","(19.0, 60.0, 41.59090909090909)"
16-12-2022 15:06:48.140246,"(12.0, 36.0, 28.291666666666668)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 6.783333333333333)","(2.6, 4.1, 3.592307692307692)","(5.0, 8.0, 7.125)","(2.9, 3.95, 3.5964285714285715)","(19.0, 60.0, 41.59090909090909)"
16-12-2022 15:06:49.139956,"(12.0, 36.0, 25.0625)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 6.783333333333333)","(2.6, 4.1, 3.592307692307692)","(5.0, 8.0, 7.125)","(2.9, 3.95, 3.5964285714285715)","(19.0, 60.0, 41.59090909090909)"
16-12-2022 15:06:50.150627,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 6.783333333333333)","(2.6, 4.1, 3.592307692307692)","(5.0, 8.0, 7.533333333333333)","(2.9, 3.95, 3.5)","(19.0, 60.0, 41.59090909090909)"
16-12-2022 15:06:51.073494,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 6.15)","(2.6, 4.1, 3.592307692307692)","(5.0, 8.6, 7.533333333333333)","(2.9, 3.95, 3.5)","(19.0, 60.0, 41.59090909090909)"
16-12-2022 15:06:52.076868,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 7.0, 5.725)","(2.6, 4.1, 3.4)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.95, 3.5964285714285715)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:53.021816,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.275)","(2.6, 4.1, 3.4)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.95, 3.6307692307692307)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:54.059711,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.275)","(2.6, 4.1, 3.6041666666666665)","(5.0, 8.8, 7.6000000000000005)","(2.9, 4.0, 3.5785714285714283)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:55.001453,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.45)","(2.6, 4.0, 3.6041666666666665)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.9, 3.6)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:55.937685,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.2)","(2.6, 4.0, 3.6041666666666665)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.5)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:56.886811,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.254545454545454)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.5875)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:57.835794,"(12.0, 36.0, 28.708333333333332)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.333333333333333)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:58.819278,"(12.0, 36.0, 28.5)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.333333333333333)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 60.0, 35.625)"
16-12-2022 15:06:59.838758,"(12.0, 36.0, 28.5)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.333333333333333)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 60.0, 35.625)"
16-12-2022 15:07:00.867523,"(12.0, 36.0, 28.5)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 6.333333333333333)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.6)","(19.0, 60.0, 35.625)"
16-12-2022 15:07:01.928171,"(12.0, 36.0, 28.5)","(15.0, 40.0, 25.764705882352942)","(5.5, 6.8, 5.75)","(2.6, 4.0, 3.6041666666666665)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 60.0, 31.2)"
16-12-2022 15:07:02.931927,"(12.0, 36.0, 25.81818181818182)","(15.0, 40.0, 32.4375)","(5.5, 6.8, 6.3125)","(2.6, 4.0, 3.6041666666666665)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 55.0, 30.272727272727273)"
16-12-2022 15:07:03.901553,"(12.0, 36.0, 27.5625)","(15.0, 40.0, 22.23076923076923)","(5.5, 6.8, 6.366666666666666)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 55.0, 30.272727272727273)"
16-12-2022 15:07:04.839125,"(12.0, 36.0, 27.5625)","(15.0, 40.0, 27.47222222222222)","(5.5, 6.8, 6.366666666666666)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 55.0, 27.8)"
16-12-2022 15:07:05.815414,"(12.0, 36.0, 30.807692307692307)","(15.0, 40.0, 26.25)","(5.5, 6.8, 6.366666666666666)","(2.6, 4.0, 3.40625)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 55.0, 27.8)"
16-12-2022 15:07:06.811951,"(12.0, 36.0, 31.625)","(15.0, 40.0, 26.25)","(5.5, 6.8, 5.5200000000000005)","(2.6, 4.0, 3.6041666666666665)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.6142857142857143)","(19.0, 55.0, 27.8)"
16-12-2022 15:07:07.865128,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 29.09090909090909)","(5.5, 6.8, 5.5200000000000005)","(2.6, 4.0, 3.44375)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.713636363636364)","(19.0, 55.0, 27.8)"
16-12-2022 15:07:08.862023,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 36.4)","(5.5, 6.8, 6.133333333333333)","(2.6, 3.95, 3.44375)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.713636363636364)","(19.0, 55.0, 27.8)"
16-12-2022 15:07:09.851737,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 36.4)","(5.5, 6.8, 6.133333333333333)","(2.6, 3.95, 3.275)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.713636363636364)","(19.0, 55.0, 31.333333333333336)"
16-12-2022 15:07:10.870628,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 35.75)","(5.5, 6.8, 6.133333333333333)","(2.6, 3.95, 3.275)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.6)","(19.0, 55.0, 31.333333333333336)"
16-12-2022 15:07:11.888299,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 36.8)","(5.5, 6.8, 5.733333333333333)","(2.6, 3.95, 3.44375)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.6)","(19.0, 55.0, 31.333333333333336)"
16-12-2022 15:07:12.969037,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 36.8)","(5.5, 6.8, 6.275)","(2.6, 3.95, 3.275)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 55.0, 34.714285714285715)"
16-12-2022 15:07:14.243216,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 33.0)","(5.5, 6.8, 6.275)","(2.6, 3.95, 3.275)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 55.0, 34.714285714285715)"
16-12-2022 15:07:15.560219,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 33.0)","(5.5, 6.8, 6.275)","(2.6, 3.95, 3.275)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.68125)","(19.0, 55.0, 34.714285714285715)"
16-12-2022 15:07:16.642034,"(12.0, 36.0, 34.421052631578945)","(15.0, 40.0, 33.0)","(5.5, 6.8, 6.275)","(2.6, 3.95, 3.275)","(5.0, 8.8, 7.6000000000000005)","(2.9, 3.85, 3.6)","(19.0, 55.0, 34.714285714285715)"
