,Kaypat World,Aerobic Maximum,Urban Girl,Side Kick,All Vogue,Maywyn Kama,Out Of Turmoil
16-12-2022 15:09:58.095634,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.833333333333333)","(2.6, 3.25, 3.125)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.2437500000000004)","(19.0, 42.0, 31.636363636363637)"
16-12-2022 15:09:59.117587,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.833333333333333)","(2.6, 3.25, 3.125)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.440909090909091)","(19.0, 42.0, 31.636363636363637)"
16-12-2022 15:10:00.120699,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.775)","(2.6, 3.25, 3.125)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.440909090909091)","(19.0, 42.0, 31.636363636363637)"
16-12-2022 15:10:01.118900,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.775)","(2.6, 3.25, 3.125)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.440909090909091)","(19.0, 42.0, 31.636363636363637)"
16-12-2022 15:10:02.041745,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.775)","(2.6, 3.25, 3.159090909090909)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.440909090909091)","(19.0, 42.0, 31.636363636363637)"
16-12-2022 15:10:03.004664,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.775)","(2.6, 3.25, 3.159090909090909)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.426470588235294)","(19.0, 42.0, 31.636363636363637)"
16-12-2022 15:10:03.936252,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.85)","(2.6, 3.25, 3.159090909090909)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.3863636363636362)","(19.0, 42.0, 35.14285714285714)"
16-12-2022 15:10:04.864352,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.836363636363637)","(2.6, 3.25, 3.159090909090909)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.3863636363636362)","(19.0, 40.0, 35.14285714285714)"
16-12-2022 15:10:05.829412,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.836363636363637)","(2.6, 3.25, 3.159090909090909)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.3863636363636362)","(19.0, 40.0, 35.14285714285714)"
16-12-2022 15:10:06.822426,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.836363636363637)","(2.6, 3.25, 3.159090909090909)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.3863636363636362)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:07.830295,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.836363636363637)","(2.6, 3.25, 3.159090909090909)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.433333333333333)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:08.843917,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7)","(2.6, 3.25, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.4136363636363636)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:09.854822,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.8125)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.4136363636363636)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:10.844941,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.8125)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.4136363636363636)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:11.830075,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.8125)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.4136363636363636)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:12.785737,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.625)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.2928571428571427)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:13.757929,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.2928571428571427)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:14.682854,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.2928571428571427)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:15.655073,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.440909090909091)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:16.595389,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.8125)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(2.9, 3.55, 3.440909090909091)","(19.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:17.566920,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.8125)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(3.0, 3.55, 3.440909090909091)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:18.554395,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.678571428571429)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(3.0, 3.55, 3.440909090909091)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:19.554169,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.678571428571429)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.466666666666667)","(3.0, 3.55, 3.2928571428571427)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:20.480146,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.4750000000000005)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4749999999999996)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:21.362716,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.4750000000000005)","(2.6, 3.25, 3.183333333333333)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4749999999999996)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:22.278364,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.596153846153846)","(2.6, 3.25, 3.183333333333333)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4970588235294118)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:23.206575,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.596153846153846)","(2.6, 3.3, 3.15)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4970588235294118)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:24.182671,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.596153846153846)","(2.6, 3.3, 3.2279999999999998)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4749999999999996)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:25.124923,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.4750000000000005)","(2.6, 3.3, 3.276470588235294)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4749999999999996)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:26.104811,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.4750000000000005)","(2.6, 3.45, 3.408333333333333)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4954545454545456)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:27.031654,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7272727272727275)","(2.6, 3.45, 3.4111111111111114)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4954545454545456)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:27.975679,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7272727272727275)","(2.6, 3.45, 3.3863636363636367)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4954545454545456)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:28.877648,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7272727272727275)","(2.6, 3.45, 3.3863636363636367)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4954545454545456)","(20.0, 40.0, 30.727272727272727)"
16-12-2022 15:10:29.822867,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.7272727272727275)","(2.6, 3.35, 3.253846153846154)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4954545454545456)","(20.0, 40.0, 33.0)"
16-12-2022 15:10:30.760109,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.672727272727273)","(2.6, 3.35, 3.253846153846154)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4136363636363636)","(20.0, 40.0, 33.0)"
16-12-2022 15:10:31.651626,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.781818181818181)","(2.6, 3.35, 3.229032258064516)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4136363636363636)","(20.0, 40.0, 33.0)"
16-12-2022 15:10:32.607177,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.781818181818181)","(2.6, 3.35, 3.229032258064516)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4136363636363636)","(20.0, 40.0, 33.0)"
16-12-2022 15:10:33.509711,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.781818181818181)","(2.6, 3.35, 3.229032258064516)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4136363636363636)","(20.0, 40.0, 33.0)"
16-12-2022 15:10:34.437425,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.781818181818181)","(2.6, 3.35, 3.229032258064516)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4136363636363636)","(20.0, 40.0, 33.0)"
16-12-2022 15:10:35.327434,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.672727272727273)","(2.6, 3.35, 3.229032258064516)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.25)","(20.0, 40.0, 33.0)"
16-12-2022 15:10:36.227784,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.672727272727273)","(2.6, 3.35, 3.229032258064516)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.25)","(20.0, 40.0, 31.5)"
16-12-2022 15:10:37.143426,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.640000000000001)","(2.6, 3.35, 3.229032258064516)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.25)","(20.0, 40.0, 31.5)"
16-12-2022 15:10:38.048028,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.781818181818181)","(2.6, 3.35, 3.225)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.440909090909091)","(20.0, 40.0, 31.5)"
16-12-2022 15:10:38.977560,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.781818181818181)","(2.6, 3.35, 3.225)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.440909090909091)","(20.0, 40.0, 31.5)"
16-12-2022 15:10:39.903027,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.0, 5.781818181818181)","(2.6, 3.35, 3.225)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.440909090909091)","(20.0, 40.0, 31.5)"
16-12-2022 15:10:40.843712,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.2, 5.933333333333334)","(2.6, 3.35, 3.2642857142857142)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.440909090909091)","(20.0, 40.0, 30.933333333333334)"
16-12-2022 15:10:41.770884,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.2, 5.945454545454545)","(2.6, 3.35, 3.2642857142857142)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.3653846153846154)","(20.0, 40.0, 30.933333333333334)"
16-12-2022 15:10:42.678335,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.2, 5.945454545454545)","(2.6, 3.35, 3.2642857142857142)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.3318181818181816)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:43.585496,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.2, 5.977777777777778)","(2.6, 3.35, 3.2642857142857142)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.3863636363636362)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:44.485209,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.2, 5.977777777777778)","(2.6, 3.35, 3.2642857142857142)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.3863636363636362)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:45.391805,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.2, 5.977777777777778)","(2.6, 3.35, 3.2642857142857142)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.2928571428571427)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:46.265471,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.2, 5.96)","(2.6, 3.2, 3.1695652173913045)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.25)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:47.159963,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 5.793548387096774)","(2.6, 3.2, 3.166666666666667)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.2233333333333336)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:48.043308,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 5.938235294117647)","(2.6, 3.25, 3.210526315789474)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.3657894736842104)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:48.924906,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.0115384615384615)","(2.6, 3.25, 3.210526315789474)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.3657894736842104)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:49.833587,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.0115384615384615)","(2.6, 3.25, 3.210526315789474)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.3657894736842104)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:50.763114,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.0115384615384615)","(2.6, 3.25, 3.210526315789474)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.2233333333333336)","(20.0, 40.0, 32.44444444444444)"
16-12-2022 15:10:51.688464,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 5.871428571428572)","(2.6, 3.3, 3.2866666666666666)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.2233333333333336)","(20.0, 40.0, 36.63636363636363)"
16-12-2022 15:10:52.599504,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 5.871428571428572)","(2.6, 3.3, 3.2866666666666666)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4269230769230767)","(20.0, 38.0, 36.63636363636363)"
16-12-2022 15:10:53.537335,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.056)","(2.6, 3.3, 3.2777777777777777)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4269230769230767)","(20.0, 38.0, 36.63636363636363)"
16-12-2022 15:10:54.439714,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.056)","(2.6, 3.3, 3.2777777777777777)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4269230769230767)","(20.0, 38.0, 36.63636363636363)"
16-12-2022 15:10:55.397336,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.056)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4269230769230767)","(20.0, 38.0, 31.333333333333336)"
16-12-2022 15:10:56.285732,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.056)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.4846153846153847)","(20.0, 38.0, 33.83333333333333)"
16-12-2022 15:10:57.213050,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 5.92)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.6, 3.45375)","(20.0, 36.0, 33.83333333333333)"
16-12-2022 15:10:58.125621,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 5.92)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.6, 3.303030303030303)","(20.0, 36.0, 29.5)"
16-12-2022 15:10:59.030124,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.1240000000000006)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.6, 3.357142857142857)","(20.0, 36.0, 28.2)"
16-12-2022 15:10:59.931266,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.0590909090909095)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.357142857142857)","(20.0, 36.0, 28.2)"
16-12-2022 15:11:00.828206,"(12.0, 44.0, 38.18181818181818)","(17.0, 50.0, 46.0625)","(5.5, 6.6, 6.0590909090909095)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.423529411764705)","(3.0, 3.55, 3.375)","(20.0, 36.0, 28.17391304347826)"
16-12-2022 15:11:01.725839,"(12.0, 44.0, 40.0)","(17.0, 50.0, 45.0)","(5.5, 6.6, 6.191666666666666)","(2.6, 3.3, 3.1125)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.375)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:02.631912,"(12.0, 44.0, 40.0)","(17.0, 50.0, 41.42857142857143)","(5.5, 6.6, 6.066666666666666)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3657894736842104)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:03.541867,"(12.0, 44.0, 40.0)","(17.0, 50.0, 45.0)","(5.5, 6.6, 6.25)","(2.6, 3.3, 3.1125)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3694444444444445)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:04.443458,"(12.0, 44.0, 40.8421052631579)","(17.0, 50.0, 46.0)","(5.5, 6.6, 6.428571428571428)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3403225806451613)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:05.353988,"(12.0, 44.0, 40.8421052631579)","(17.0, 50.0, 47.0)","(5.5, 6.6, 6.428571428571428)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3403225806451613)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:06.287493,"(12.0, 44.0, 40.8421052631579)","(17.0, 50.0, 47.0)","(5.5, 6.6, 6.25)","(2.6, 3.3, 3.1125)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3403225806451613)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:07.213270,"(12.0, 44.0, 40.8421052631579)","(17.0, 50.0, 47.0)","(5.5, 6.6, 6.133333333333334)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.2233333333333336)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:08.131131,"(12.0, 44.0, 40.25)","(17.0, 50.0, 41.0)","(5.5, 6.6, 5.6375)","(2.6, 3.3, 3.1125)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.433333333333333)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:09.058971,"(12.0, 44.0, 41.0)","(17.0, 50.0, 45.5)","(5.5, 6.6, 6.428571428571428)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.4026315789473682)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:09.955907,"(12.0, 44.0, 41.0)","(17.0, 50.0, 45.5)","(5.5, 6.6, 6.428571428571428)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.433333333333333)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:10.867461,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.6, 6.428571428571428)","(2.6, 3.3, 3.157142857142857)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.4026315789473682)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:11.767717,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.6, 6.230769230769231)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.428260869565217)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:12.676761,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.6, 6.392307692307692)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3289473684210527)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:13.575308,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.6, 5.942857142857143)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3289473684210527)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:14.474054,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.4, 6.014285714285714)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.375)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:15.430659,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.4, 6.133333333333334)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3884615384615384)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:16.328568,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.4, 6.014285714285714)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.330769230769231)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:17.243597,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.6, 5.7)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.2852941176470587)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:18.175362,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.2, 5.85)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.55, 3.3714285714285714)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:19.085004,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.2, 5.9)","(2.6, 3.25, 3.0749999999999997)","(5.0, 8.2, 7.6)","(3.0, 3.5, 3.3714285714285714)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:20.013089,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.6, 5.772413793103448)","(2.6, 3.25, 3.125)","(5.0, 8.2, 7.6)","(3.0, 3.5, 3.4307692307692306)","(20.0, 36.0, 26.11764705882353)"
16-12-2022 15:11:20.953470,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.4, 5.885714285714285)","(2.6, 3.2, 3.08)","(5.0, 8.2, 7.6)","(3.0, 3.5, 3.4307692307692306)","(20.0, 36.0, 28.363636363636363)"
16-12-2022 15:11:21.900725,"(12.0, 44.0, 41.0)","(17.0, 50.0, 48.875)","(5.5, 6.4, 5.92)","(2.6, 3.2, 3.08)","(5.0, 8.2, 7.6)","(3.0, 3.5, 3.414285714285714)","(20.0, 36.0, 26.25)"
16-12-2022 15:11:22.830119,"(12.0, 44.0, 41.75)","(17.0, 50.0, 49.14285714285714)","(5.5, 6.4, 5.7846153846153845)","(2.6, 3.2, 3.08)","(5.0, 8.2, 7.6)","(3.0, 3.5, 3.4035714285714285)","(20.0, 36.0, 28.57142857142857)"
