,Watching You Dream,Testarudo,The Black Assassin,Crime Dont Pay,Jaccka Lucas Nz,Dream Copy,Dressed In Gold Nz,Flashlight Dancer,Western Ron
09-01-2023 16:53:43.258673,"(41.0, 65.0, 48.57142857142857)","(101.0, 150.0, 120.0)","(31.0, 65.0, 45.0)","(11.0, 13.0, 11.8)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 85.0, 57.5)","(2.05, 2.7, 2.646153846153846)"
09-01-2023 16:53:44.416860,"(41.0, 65.0, 55.35714285714286)","(101.0, 150.0, 120.0)","(31.0, 65.0, 45.0)","(11.0, 13.0, 12.357142857142858)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 85.0, 55.0)","(2.05, 2.7, 2.646153846153846)"
09-01-2023 16:53:45.519930,"(41.0, 65.0, 56.0)","(101.0, 150.0, 120.0)","(31.0, 65.0, 45.0)","(11.0, 13.0, 12.357142857142858)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 80.0, 47.5)","(2.05, 2.7, 2.646153846153846)"
09-01-2023 16:53:46.591898,"(41.0, 65.0, 56.0)","(101.0, 150.0, 120.0)","(31.0, 65.0, 45.0)","(11.0, 13.0, 12.357142857142858)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 65.0, 35.0)","(2.05, 2.7, 2.676)"
09-01-2023 16:53:47.644403,"(41.0, 60.0, 53.888888888888886)","(101.0, 150.0, 120.0)","(31.0, 60.0, 46.666666666666664)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 60.0, 35.0)","(2.05, 2.7, 2.676)"
09-01-2023 16:53:48.733253,"(41.0, 60.0, 53.888888888888886)","(101.0, 150.0, 120.0)","(31.0, 60.0, 41.875)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 60.0, 33.75)","(2.05, 2.7, 2.65625)"
09-01-2023 16:53:49.840706,"(41.0, 60.0, 55.875)","(101.0, 150.0, 120.0)","(31.0, 50.0, 43.333333333333336)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 50.0, 45.75)","(2.05, 2.7, 2.65625)"
09-01-2023 16:53:51.091537,"(41.0, 60.0, 55.875)","(101.0, 150.0, 120.0)","(31.0, 50.0, 47.5)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 48.0, 42.44444444444444)","(2.05, 2.7, 2.6621621621621623)"
09-01-2023 16:53:52.177393,"(41.0, 60.0, 55.875)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 46.0, 39.33333333333333)","(2.05, 2.7, 2.62)"
09-01-2023 16:53:53.358360,"(41.0, 60.0, 48.0)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 46.0, 41.63636363636364)","(2.05, 2.7, 2.62)"
09-01-2023 16:53:54.497499,"(41.0, 60.0, 53.25)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 46.0, 41.63636363636364)","(2.05, 2.7, 2.615)"
09-01-2023 16:53:55.595692,"(41.0, 60.0, 50.4)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 46.0, 41.63636363636364)","(2.05, 2.7, 2.6363636363636367)"
09-01-2023 16:53:56.716517,"(41.0, 60.0, 48.0)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 46.0, 40.666666666666664)","(2.05, 2.7, 2.6363636363636367)"
09-01-2023 16:53:57.781297,"(41.0, 60.0, 53.25)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 46.0, 40.666666666666664)","(2.05, 2.7, 2.6363636363636367)"
09-01-2023 16:53:58.883414,"(41.0, 60.0, 50.4)","(101.0, 150.0, 120.0)","(31.0, 50.0, 43.333333333333336)","(11.0, 13.0, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 46.0, 40.666666666666664)","(2.05, 2.7, 2.632)"
09-01-2023 16:54:00.003676,"(41.0, 60.0, 44.0)","(101.0, 150.0, 120.0)","(31.0, 50.0, 42.5)","(11.0, 12.5, 12.333333333333334)","(21.0, 99999, 99990)","(71.0, 100.0, 93.75)","(1.95, 99999, 99990)","(20.0, 46.0, 40.5)","(2.05, 2.7, 2.632)"
09-01-2023 16:54:01.112383,"(41.0, 60.0, 50.0)","(101.0, 150.0, 120.0)","(31.0, 50.0, 42.5)","(11.0, 13.0, 13.625)","(21.0, 99999, 99990)","(71.0, 100.0, 93.75)","(1.95, 99999, 99990)","(20.0, 44.0, 36.54545454545455)","(2.05, 2.7, 2.6492307692307695)"
09-01-2023 16:54:02.163782,"(41.0, 60.0, 48.0)","(101.0, 150.0, 120.0)","(31.0, 50.0, 42.5)","(11.0, 14.5, 13.625)","(21.0, 99999, 99990)","(71.0, 100.0, 93.75)","(1.95, 99999, 99990)","(20.0, 42.0, 37.5)","(2.05, 2.68, 2.6492307692307695)"
09-01-2023 16:54:03.239475,"(41.0, 60.0, 52.888888888888886)","(101.0, 150.0, 120.0)","(31.0, 50.0, 42.5)","(11.0, 14.0, 12.5)","(21.0, 99999, 99990)","(71.0, 100.0, 93.75)","(1.95, 99999, 99990)","(20.0, 40.0, 35.714285714285715)","(2.05, 2.68, 2.635555555555556)"
09-01-2023 16:54:04.287005,"(41.0, 60.0, 50.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 50.0, 42.5)","(11.0, 13.5, 12.214285714285714)","(21.0, 99999, 99990)","(71.0, 100.0, 93.75)","(1.95, 99999, 99990)","(20.0, 40.0, 35.714285714285715)","(2.05, 2.68, 2.596)"
09-01-2023 16:54:05.328112,"(41.0, 60.0, 44.0)","(101.0, 150.0, 120.0)","(31.0, 85.0, 62.5)","(11.0, 13.5, 12.0)","(21.0, 99999, 99990)","(71.0, 100.0, 88.0)","(1.95, 99999, 99990)","(20.0, 40.0, 35.714285714285715)","(2.05, 2.6, 2.622105263157895)"
09-01-2023 16:54:06.357495,"(31.0, 60.0, 52.0)","(101.0, 150.0, 120.0)","(31.0, 85.0, 52.85714285714286)","(9.0, 13.5, 11.7)","(21.0, 99999, 99990)","(61.0, 100.0, 88.0)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.68, 2.622105263157895)"
09-01-2023 16:54:07.492467,"(31.0, 60.0, 50.0)","(101.0, 150.0, 120.0)","(31.0, 85.0, 58.0)","(9.0, 12.5, 11.5)","(21.0, 99999, 99990)","(61.0, 100.0, 94.375)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.68, 2.5894117647058823)"
09-01-2023 16:54:08.635153,"(31.0, 60.0, 46.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 85.0, 58.0)","(9.0, 12.5, 11.3)","(21.0, 99999, 99990)","(61.0, 100.0, 94.375)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.6, 2.5894117647058823)"
09-01-2023 16:54:09.707338,"(31.0, 60.0, 52.0)","(101.0, 150.0, 120.0)","(31.0, 85.0, 58.0)","(9.0, 12.5, 11.3)","(21.0, 99999, 99990)","(61.0, 100.0, 94.375)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.6, 2.5894117647058823)"
09-01-2023 16:54:10.808496,"(31.0, 60.0, 49.333333333333336)","(101.0, 150.0, 120.0)","(31.0, 80.0, 60.0)","(9.0, 12.5, 11.3)","(21.0, 99999, 99990)","(61.0, 100.0, 94.375)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.6, 2.5894117647058823)"
09-01-2023 16:54:11.969677,"(31.0, 60.0, 46.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 70.0, 50.0)","(9.0, 12.5, 11.3)","(21.0, 99999, 99990)","(61.0, 100.0, 94.375)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.6, 2.5894117647058823)"
09-01-2023 16:54:13.057232,"(31.0, 60.0, 52.0)","(101.0, 150.0, 120.0)","(31.0, 70.0, 50.0)","(9.0, 12.5, 11.3)","(21.0, 99999, 99990)","(61.0, 100.0, 94.375)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.6, 2.5894117647058823)"
09-01-2023 16:54:14.209472,"(31.0, 60.0, 52.0)","(101.0, 150.0, 120.0)","(31.0, 70.0, 50.0)","(9.0, 12.5, 11.3)","(21.0, 99999, 99990)","(61.0, 100.0, 82.5)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.6, 2.64)"
09-01-2023 16:54:15.336856,"(31.0, 60.0, 53.25)","(101.0, 150.0, 120.0)","(31.0, 65.0, 50.0)","(9.0, 15.5, 12.95)","(21.0, 99999, 99990)","(61.0, 85.0, 82.5)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.68, 2.64)"
09-01-2023 16:54:16.519122,"(31.0, 85.0, 77.83333333333334)","(101.0, 150.0, 120.0)","(31.0, 60.0, 53.333333333333336)","(9.0, 14.0, 12.95)","(21.0, 99999, 99990)","(61.0, 85.0, 118.57142857142857)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.68, 2.6325000000000003)"
09-01-2023 16:54:17.549346,"(31.0, 85.0, 52.85714285714286)","(101.0, 150.0, 120.0)","(31.0, 60.0, 53.333333333333336)","(9.0, 14.0, 11.442307692307692)","(21.0, 99999, 99990)","(61.0, 120.0, 118.57142857142857)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.86, 2.6325000000000003)"
09-01-2023 16:54:18.650310,"(31.0, 85.0, 49.857142857142854)","(101.0, 150.0, 120.0)","(31.0, 60.0, 53.333333333333336)","(9.0, 13.5, 11.605263157894736)","(21.0, 99999, 99990)","(61.0, 110.0, 82.0)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.86, 2.795)"
09-01-2023 16:54:19.739989,"(31.0, 85.0, 57.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 60.0, 53.333333333333336)","(9.0, 13.0, 12.444444444444445)","(21.0, 99999, 99990)","(61.0, 100.0, 86.66666666666667)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.84, 2.78)"
09-01-2023 16:54:20.842238,"(31.0, 85.0, 57.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 60.0, 48.333333333333336)","(9.0, 13.0, 11.958333333333334)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 40.0, 35.714285714285715)","(2.1, 2.84, 2.772173913043478)"
09-01-2023 16:54:21.912242,"(31.0, 80.0, 70.28571428571428)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(9.0, 12.5, 11.323529411764707)","(21.0, 99999, 99990)","(61.0, 95.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 40.0, 23.75)","(2.1, 2.8, 2.697142857142857)"
09-01-2023 16:54:22.955522,"(31.0, 75.0, 61.5)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(9.0, 10.5, 10.166666666666666)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 29.0, 23.5)","(2.1, 2.8, 2.6688)"
09-01-2023 16:54:24.012710,"(31.0, 70.0, 55.333333333333336)","(101.0, 150.0, 120.0)","(31.0, 50.0, 45.0)","(9.0, 10.5, 10.166666666666666)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 29.0, 23.8)","(2.1, 2.82, 2.6553191489361705)"
09-01-2023 16:54:25.072685,"(31.0, 70.0, 51.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 50.0, 45.0)","(9.0, 10.5, 10.166666666666666)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 28.0, 24.75)","(2.1, 2.82, 2.688)"
09-01-2023 16:54:26.248275,"(31.0, 70.0, 51.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(9.0, 10.5, 10.166666666666666)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 27.0, 24.571428571428573)","(2.1, 2.7, 2.647741935483871)"
09-01-2023 16:54:27.329629,"(31.0, 70.0, 51.666666666666664)","(101.0, 150.0, 120.0)","(31.0, 55.0, 47.5)","(9.0, 10.5, 12.5)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 26.0, 23.9)","(2.1, 2.7, 2.6263636363636365)"
09-01-2023 16:54:28.408520,"(31.0, 70.0, 51.666666666666664)","(101.0, 230.0, 170.0)","(31.0, 75.0, 51.666666666666664)","(9.0, 13.0, 10.6625)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 25.0, 21.944444444444443)","(2.1, 2.7, 2.6644444444444444)"
09-01-2023 16:54:29.512334,"(31.0, 70.0, 51.666666666666664)","(101.0, 220.0, 146.66666666666666)","(31.0, 75.0, 51.666666666666664)","(9.0, 13.0, 11.016666666666666)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 25.0, 21.944444444444443)","(2.1, 2.7, 2.6644444444444444)"
09-01-2023 16:54:30.681937,"(31.0, 70.0, 51.666666666666664)","(101.0, 220.0, 146.66666666666666)","(31.0, 75.0, 47.0)","(9.0, 12.5, 11.266666666666667)","(21.0, 99999, 99990)","(61.0, 100.0, 84.44444444444444)","(2.0, 99999, 99990)","(21.0, 25.0, 21.833333333333332)","(2.1, 2.7, 2.6644444444444444)"
09-01-2023 16:54:31.780432,"(31.0, 70.0, 51.666666666666664)","(101.0, 220.0, 146.66666666666666)","(31.0, 65.0, 43.75)","(9.0, 12.0, 11.122222222222222)","(21.0, 99999, 99990)","(61.0, 100.0, 87.5)","(2.0, 99999, 99990)","(21.0, 23.0, 21.055555555555557)","(2.1, 2.7, 2.6644444444444444)"
09-01-2023 16:54:32.827905,"(31.0, 70.0, 51.666666666666664)","(101.0, 220.0, 146.66666666666666)","(31.0, 55.0, 43.75)","(9.0, 11.5, 11.122222222222222)","(21.0, 99999, 99990)","(61.0, 95.0, 84.28571428571429)","(2.0, 99999, 99990)","(21.0, 23.0, 21.055555555555557)","(2.1, 2.7, 2.6142857142857143)"
09-01-2023 16:54:33.962307,"(31.0, 65.0, 53.666666666666664)","(101.0, 210.0, 143.33333333333334)","(31.0, 55.0, 46.0)","(9.0, 11.0, 10.65)","(21.0, 99999, 99990)","(61.0, 95.0, 84.28571428571429)","(2.0, 99999, 99990)","(21.0, 23.0, 21.055555555555557)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:35.058820,"(31.0, 65.0, 50.833333333333336)","(101.0, 210.0, 143.33333333333334)","(31.0, 55.0, 46.0)","(9.0, 11.0, 10.745454545454546)","(21.0, 99999, 99990)","(61.0, 95.0, 84.28571428571429)","(2.0, 99999, 99990)","(21.0, 23.0, 21.055555555555557)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:36.222626,"(31.0, 65.0, 57.27272727272727)","(101.0, 210.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 11.0, 10.745454545454546)","(21.0, 99999, 99990)","(61.0, 95.0, 84.28571428571429)","(2.0, 99999, 99990)","(21.0, 23.0, 21.055555555555557)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:37.513637,"(31.0, 65.0, 58.285714285714285)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 11.0, 10.745454545454546)","(21.0, 99999, 99990)","(61.0, 95.0, 84.28571428571429)","(2.0, 99999, 99990)","(21.0, 23.0, 20.8125)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:38.561721,"(31.0, 60.0, 50.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 11.0, 10.745454545454546)","(21.0, 99999, 99990)","(61.0, 95.0, 86.66666666666667)","(2.0, 99999, 99990)","(21.0, 23.0, 44.5)","(2.1, 2.7, 2.625925925925926)"
09-01-2023 16:54:39.628377,"(31.0, 60.0, 56.4)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 10.5, 10.275)","(21.0, 99999, 99990)","(61.0, 90.0, 86.66666666666667)","(2.0, 99999, 99990)","(21.0, 70.0, 44.5)","(2.1, 2.7, 2.625925925925926)"
09-01-2023 16:54:40.716144,"(31.0, 60.0, 58.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 10.5, 10.275)","(21.0, 99999, 99990)","(61.0, 90.0, 83.75)","(2.0, 99999, 99990)","(21.0, 65.0, 53.166666666666664)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:41.737647,"(31.0, 60.0, 51.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 10.5, 10.336363636363636)","(21.0, 99999, 99990)","(61.0, 90.0, 83.75)","(2.0, 99999, 99990)","(21.0, 60.0, 53.166666666666664)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:42.778142,"(31.0, 60.0, 58.36363636363636)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 10.5, 10.033333333333333)","(21.0, 99999, 99990)","(61.0, 90.0, 87.36842105263158)","(2.0, 99999, 99990)","(21.0, 50.0, 41.30769230769231)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:43.811631,"(31.0, 60.0, 58.36363636363636)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 10.5, 10.033333333333333)","(21.0, 99999, 99990)","(61.0, 90.0, 87.36842105263158)","(2.0, 99999, 99990)","(21.0, 48.0, 41.30769230769231)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:44.884428,"(31.0, 55.0, 52.83333333333333)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 13.0, 12.785714285714285)","(21.0, 99999, 99990)","(61.0, 90.0, 79.28571428571429)","(2.0, 99999, 99990)","(21.0, 46.0, 37.0)","(2.1, 2.7, 2.6142857142857143)"
09-01-2023 16:54:46.039858,"(31.0, 55.0, 50.66666666666667)","(101.0, 200.0, 140.0)","(31.0, 55.0, 49.375)","(9.0, 12.5, 11.477272727272727)","(21.0, 99999, 99990)","(61.0, 85.0, 77.85714285714286)","(2.0, 99999, 99990)","(21.0, 44.0, 32.0)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:47.274238,"(31.0, 55.0, 52.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 51.45454545454545)","(9.0, 12.5, 11.805555555555555)","(21.0, 99999, 99990)","(61.0, 85.0, 77.85714285714286)","(2.0, 99999, 99990)","(21.0, 42.0, 28.875)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:48.643816,"(31.0, 55.0, 52.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 51.75)","(9.0, 12.5, 11.764705882352942)","(21.0, 99999, 99990)","(61.0, 85.0, 77.85714285714286)","(2.0, 99999, 99990)","(21.0, 42.0, 30.0)","(2.1, 2.7, 2.6166666666666667)"
09-01-2023 16:54:49.825280,"(31.0, 55.0, 52.0)","(101.0, 200.0, 140.0)","(31.0, 55.0, 51.75)","(9.0, 12.5, 11.764705882352942)","(21.0, 99999, 99990)","(61.0, 85.0, 77.85714285714286)","(2.0, 99999, 99990)","(21.0, 40.0, 30.0)","(2.1, 2.7, 2.6142857142857143)"
09-01-2023 16:54:50.936435,"(31.0, 55.0, 52.0)","(101.0, 200.0, 140.0)","(31.0, 140.0, 82.4)","(9.0, 12.5, 11.071428571428571)","(21.0, 99999, 99990)","(61.0, 85.0, 82.65625)","(2.0, 99999, 99990)","(21.0, 40.0, 31.428571428571427)","(2.1, 2.7, 2.5624675324675326)"
09-01-2023 16:54:52.067465,"(31.0, 55.0, 49.42857142857143)","(101.0, 200.0, 140.0)","(31.0, 120.0, 102.0)","(9.0, 12.5, 11.071428571428571)","(21.0, 99999, 99990)","(61.0, 85.0, 79.3103448275862)","(2.0, 99999, 99990)","(21.0, 36.0, 31.11111111111111)","(2.1, 2.58, 2.5618791946308725)"
09-01-2023 16:54:53.155181,"(31.0, 55.0, 48.25)","(101.0, 200.0, 140.0)","(31.0, 120.0, 106.9090909090909)","(9.0, 12.5, 11.071428571428571)","(21.0, 99999, 99990)","(61.0, 80.0, 79.3103448275862)","(2.0, 99999, 99990)","(21.0, 34.0, 28.700000000000003)","(2.1, 2.58, 2.5618791946308725)"
09-01-2023 16:54:54.351254,"(31.0, 55.0, 48.25)","(101.0, 200.0, 140.0)","(31.0, 110.0, 98.72727272727273)","(9.0, 12.5, 11.071428571428571)","(21.0, 99999, 99990)","(61.0, 80.0, 79.3103448275862)","(2.0, 99999, 99990)","(21.0, 32.0, 26.25)","(2.1, 2.58, 2.5615819209039548)"
09-01-2023 16:54:55.552082,"(31.0, 55.0, 52.0)","(101.0, 200.0, 140.0)","(31.0, 110.0, 98.72727272727273)","(9.0, 12.5, 11.15)","(21.0, 99999, 99990)","(61.0, 80.0, 79.3103448275862)","(2.0, 99999, 99990)","(21.0, 30.0, 26.25)","(2.1, 2.58, 2.5615819209039548)"
09-01-2023 16:54:56.738990,"(31.0, 55.0, 52.0)","(101.0, 200.0, 140.0)","(31.0, 110.0, 98.72727272727273)","(9.0, 12.5, 11.15)","(21.0, 99999, 99990)","(61.0, 80.0, 79.3103448275862)","(2.0, 99999, 99990)","(21.0, 30.0, 26.444444444444443)","(2.1, 2.58, 2.560479041916168)"
09-01-2023 16:54:57.870463,"(31.0, 55.0, 34.2)","(101.0, 200.0, 140.0)","(31.0, 110.0, 80.0)","(9.0, 12.5, 11.458333333333334)","(21.0, 99999, 99990)","(61.0, 80.0, 79.3103448275862)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.560479041916168)"
09-01-2023 16:54:58.970787,"(31.0, 55.0, 43.44444444444444)","(101.0, 200.0, 140.0)","(31.0, 110.0, 99.0909090909091)","(9.0, 12.5, 11.75)","(21.0, 99999, 99990)","(61.0, 80.0, 79.3103448275862)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.560479041916168)"
09-01-2023 16:55:00.128218,"(31.0, 55.0, 35.0)","(101.0, 200.0, 140.0)","(31.0, 110.0, 99.0909090909091)","(9.0, 12.5, 11.75)","(21.0, 99999, 99990)","(61.0, 100.0, 83.33333333333333)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.5604848484848484)"
09-01-2023 16:55:01.226502,"(31.0, 55.0, 35.0)","(101.0, 200.0, 140.0)","(31.0, 110.0, 99.0909090909091)","(9.0, 12.5, 11.75)","(21.0, 99999, 99990)","(61.0, 100.0, 85.71428571428571)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.5604848484848484)"
09-01-2023 16:55:02.279425,"(31.0, 55.0, 35.0)","(101.0, 200.0, 140.0)","(31.0, 110.0, 92.85714285714286)","(9.0, 12.5, 11.642857142857142)","(21.0, 99999, 99990)","(61.0, 100.0, 88.0)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.5604848484848484)"
09-01-2023 16:55:03.347069,"(31.0, 55.0, 35.0)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 12.5, 11.5)","(21.0, 99999, 99990)","(61.0, 100.0, 88.33333333333333)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.5604848484848484)"
09-01-2023 16:55:04.463969,"(31.0, 55.0, 35.0)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 12.0, 11.357142857142858)","(21.0, 99999, 99990)","(61.0, 100.0, 88.33333333333333)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.5604848484848484)"
09-01-2023 16:55:05.545108,"(31.0, 55.0, 36.6)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 12.0, 12.5)","(21.0, 99999, 99990)","(61.0, 100.0, 87.85714285714286)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.58, 2.520909090909091)"
09-01-2023 16:55:06.612994,"(31.0, 55.0, 44.77777777777778)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 13.0, 12.916666666666666)","(21.0, 99999, 99990)","(61.0, 95.0, 87.85714285714286)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.54, 2.5203125)"
09-01-2023 16:55:07.714246,"(31.0, 55.0, 44.77777777777778)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 13.0, 12.6)","(21.0, 99999, 99990)","(61.0, 95.0, 87.85714285714286)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.54, 2.491225806451613)"
09-01-2023 16:55:08.863402,"(31.0, 55.0, 44.77777777777778)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 13.0, 12.7)","(21.0, 99999, 99990)","(61.0, 95.0, 87.85714285714286)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.54, 2.4882191780821916)"
09-01-2023 16:55:10.026512,"(31.0, 55.0, 44.77777777777778)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 13.0, 12.7)","(21.0, 99999, 99990)","(61.0, 95.0, 78.33333333333333)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.54, 2.5232520325203254)"
09-01-2023 16:55:11.144991,"(31.0, 55.0, 44.77777777777778)","(101.0, 200.0, 140.0)","(31.0, 100.0, 87.14285714285714)","(9.0, 12.5, 12.166666666666666)","(21.0, 99999, 99990)","(61.0, 95.0, 78.33333333333333)","(2.0, 99999, 99990)","(21.0, 28.0, 24.76923076923077)","(2.1, 2.54, 2.5232520325203254)"
