,Gold On Black,But It Pours,Be My Express,Cosmic Franky,Lucky Bundy,Key Bon,Sketchy In By,Never Forgotten
04-01-2023 12:27:27.645614,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.333333333333336)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:28.695566,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.333333333333336)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:29.791330,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.333333333333336)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:30.860652,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.333333333333336)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:31.951869,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.333333333333336)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:33.051621,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:34.159113,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:35.215349,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:36.206961,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:37.224194,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:38.217712,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:39.195289,"(1.9, 3.15, 2.045)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:40.187498,"(1.9, 3.15, 2.097)","(10.0, 26.0, 16.9375)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:41.184561,"(1.9, 3.15, 2.097)","(10.0, 27.0, 23.125)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:42.185188,"(1.9, 3.15, 2.097)","(10.0, 27.0, 23.125)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:43.272852,"(1.9, 3.15, 2.097)","(10.0, 27.0, 23.125)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:44.326672,"(1.9, 3.15, 2.097)","(10.0, 27.0, 23.125)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:45.355228,"(1.9, 3.15, 2.097)","(10.0, 27.0, 23.125)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:46.346283,"(1.9, 3.15, 2.097)","(10.0, 27.0, 23.125)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:47.385967,"(1.9, 3.15, 2.097)","(10.0, 27.0, 23.125)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:48.408850,"(1.9, 3.15, 2.097)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:49.454261,"(1.9, 3.15, 2.097)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:50.509782,"(1.9, 3.15, 2.097)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:51.540247,"(1.9, 3.15, 2.045)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:52.599343,"(1.9, 3.15, 2.045)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:53.688257,"(1.9, 3.15, 2.045)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:54.700517,"(1.9, 3.15, 2.045)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:55.751808,"(1.9, 3.15, 2.045)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:56.779403,"(1.9, 3.15, 2.045)","(10.0, 28.0, 19.160714285714285)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:57.941666,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:27:58.989601,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:00.039999,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:01.076845,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:02.139762,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:03.251526,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:04.283301,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:05.354798,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:06.402388,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:07.624728,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:08.635894,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:09.649585,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:10.699894,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:11.767419,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:12.794686,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:13.840808,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:14.936383,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:16.018438,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:17.085706,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:18.169312,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:19.313790,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:20.389348,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:21.438072,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:22.464503,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 25.666666666666664)"
04-01-2023 12:28:23.444445,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 27.0, 20.842105263157897)"
04-01-2023 12:28:24.459176,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 20.842105263157897)"
04-01-2023 12:28:25.450981,"(1.9, 3.15, 2.045)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 20.842105263157897)"
04-01-2023 12:28:26.500364,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 20.842105263157897)"
04-01-2023 12:28:27.486977,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 20.842105263157897)"
04-01-2023 12:28:28.496531,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 20.842105263157897)"
04-01-2023 12:28:29.489561,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 20.842105263157897)"
04-01-2023 12:28:30.681515,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 28.0, 20.952380952380953)"
04-01-2023 12:28:32.066426,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:33.119670,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:34.203558,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:35.333858,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:36.598062,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:37.663988,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:38.817178,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:39.970460,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:40.980245,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:41.968600,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:43.050666,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:44.081596,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:45.111447,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:46.156467,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 20.952380952380953)"
04-01-2023 12:28:47.173821,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 14.25)","(21.0, 60.0, 36.0)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 22.6875)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:48.202467,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:49.266976,"(1.9, 3.15, 2.1262499999999998)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:50.347143,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:51.318647,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:52.308260,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:53.314481,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:54.375834,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:55.398794,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:56.510767,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
04-01-2023 12:28:57.574901,"(1.9, 3.15, 2.045)","(10.0, 28.0, 17.375)","(21.0, 60.0, 40.5)","(3.9, 6.2, 5.375471698113207)","(20.0, 55.0, 37.5)","(13.0, 38.0, 26.636363636363637)","(6.0, 12.0, 10.071428571428571)","(10.0, 30.0, 21.857142857142858)"
