,Oldrik Bale,Reiko Oreo,Claretown Ryan,Raving Icon,Aston Houston,Nalani Bale,Aston Tenge,Spring Bjorn
06-01-2023 16:01:50.036003,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 9.55)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:01:51.226664,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 9.45)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:01:52.559666,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:01:53.838841,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:01:55.020893,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:01:56.467062,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:01:57.814999,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:01:59.373044,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:02:00.623074,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:02:01.770556,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:02:03.033141,"(4.2, 7.4, 6.472727272727273)","(4.0, 6.4, 4.733333333333333)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 10.6)","(5.0, 8.4, 7.525)","(7.5, 18.0, 10.285714285714286)"
06-01-2023 16:02:04.288033,"(4.2, 7.4, 6.1625)","(4.0, 6.4, 4.482608695652174)","(8.0, 19.5, 11.718181818181819)","(11.0, 27.0, 18.0)","(7.0, 14.0, 10.133333333333333)","(6.0, 12.5, 8.3)","(5.0, 8.4, 5.85)","(7.5, 18.0, 11.833333333333334)"
06-01-2023 16:02:05.647371,"(4.2, 7.2, 5.7)","(4.0, 6.2, 5.1)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 11.46)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 11.833333333333334)"
06-01-2023 16:02:06.946795,"(4.2, 7.2, 4.3500000000000005)","(4.0, 6.2, 4.0814814814814815)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.1)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.26)"
06-01-2023 16:02:08.177497,"(4.2, 7.2, 4.3500000000000005)","(4.0, 6.2, 4.0814814814814815)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.34)"
06-01-2023 16:02:09.410958,"(4.2, 7.2, 4.3500000000000005)","(4.0, 6.2, 4.0814814814814815)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 13.75)"
06-01-2023 16:02:10.562894,"(4.2, 6.8, 5.5)","(4.0, 5.9, 4.95)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 13.75)"
06-01-2023 16:02:11.696554,"(4.2, 7.0, 4.76)","(4.0, 5.9, 4.95)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 13.75)"
06-01-2023 16:02:12.871474,"(4.2, 7.0, 4.76)","(4.0, 5.9, 4.95)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 13.75)"
06-01-2023 16:02:14.157336,"(4.2, 7.0, 4.76)","(4.0, 6.0, 4.2)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 13.75)"
06-01-2023 16:02:15.387348,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 13.75)"
06-01-2023 16:02:16.532853,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 13.75)"
06-01-2023 16:02:17.585304,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:18.679269,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:19.921980,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:21.142138,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:22.296960,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:23.458272,"(4.2, 7.0, 4.76)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.615384615384615)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:24.652779,"(4.2, 7.0, 4.92)","(4.0, 5.6, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:25.895244,"(4.2, 7.0, 4.833333333333334)","(4.0, 5.6, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:27.039126,"(4.2, 7.0, 4.833333333333334)","(4.0, 5.6, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:28.291341,"(4.2, 7.0, 4.833333333333334)","(4.0, 5.6, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:29.574606,"(4.2, 7.0, 4.833333333333334)","(4.0, 5.6, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:30.725458,"(4.2, 6.6, 5.6)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:31.767376,"(4.2, 6.6, 5.6)","(4.0, 5.8, 4.9)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:32.801495,"(4.2, 6.6, 5.6)","(4.0, 5.8, 4.128571428571428)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:33.886260,"(4.2, 6.6, 5.6)","(4.0, 5.8, 4.12)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:35.034226,"(4.2, 6.6, 5.6)","(4.0, 5.8, 4.12)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:36.495680,"(4.2, 6.6, 5.6)","(4.0, 5.8, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:38.016454,"(4.2, 6.6, 5.699999999999999)","(4.0, 5.6, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:39.140277,"(4.2, 6.6, 5.699999999999999)","(4.0, 5.6, 4.8)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:40.323119,"(4.2, 6.6, 5.699999999999999)","(4.0, 5.6, 5.39375)","(8.0, 19.0, 14.0)","(11.0, 27.0, 20.25)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 14.18)"
06-01-2023 16:02:41.521124,"(4.2, 6.6, 5.699999999999999)","(4.0, 5.6, 4.8)","(8.0, 19.0, 17.333333333333336)","(11.0, 27.0, 24.666666666666668)","(7.0, 13.5, 10.233333333333333)","(6.0, 12.5, 8.433333333333334)","(5.0, 8.4, 7.125)","(7.5, 17.5, 15.655555555555555)"
06-01-2023 16:02:42.540905,"(4.2, 6.6, 6.388888888888888)","(4.0, 5.6, 4.8)","(8.0, 19.0, 18.0)","(11.0, 26.0, 20.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.433333333333334)","(5.0, 7.0, 6.818181818181818)","(7.5, 17.5, 16.4625)"
06-01-2023 16:02:43.641580,"(4.2, 6.2, 6.044444444444444)","(4.0, 5.6, 5.50625)","(8.0, 18.0, 17.1)","(11.0, 26.0, 20.0)","(7.0, 9.8, 8.75)","(6.0, 12.5, 8.433333333333334)","(5.0, 5.6, 5.352941176470588)","(7.5, 17.5, 16.4625)"
06-01-2023 16:02:44.757946,"(4.2, 6.2, 6.044444444444444)","(4.0, 5.8, 5.666666666666666)","(8.0, 19.0, 15.428571428571429)","(11.0, 26.0, 20.0)","(7.0, 9.6, 10.3)","(6.0, 12.5, 8.433333333333334)","(5.0, 5.6, 6.466666666666667)","(7.5, 17.5, 16.4625)"
06-01-2023 16:02:45.778372,"(4.2, 6.6, 6.3999999999999995)","(4.0, 5.8, 5.553846153846154)","(8.0, 19.0, 15.428571428571429)","(11.0, 26.0, 20.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 11.628571428571428)","(5.0, 7.2, 6.818181818181818)","(7.5, 17.5, 16.183333333333334)"
06-01-2023 16:02:46.885718,"(4.2, 6.6, 6.26)","(4.0, 5.8, 5.633333333333333)","(8.0, 19.0, 15.5)","(11.0, 26.0, 20.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 11.686666666666667)","(5.0, 7.0, 6.818181818181818)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:47.997850,"(4.2, 6.6, 6.26)","(4.0, 5.8, 4.866666666666667)","(8.0, 19.0, 15.733333333333334)","(11.0, 26.0, 20.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 11.686666666666667)","(5.0, 7.0, 6.818181818181818)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:49.140592,"(4.2, 6.6, 6.26)","(4.0, 5.8, 4.866666666666667)","(8.0, 19.0, 15.733333333333334)","(11.0, 26.0, 20.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 11.686666666666667)","(5.0, 7.0, 6.818181818181818)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:50.392277,"(4.2, 6.6, 6.26)","(4.0, 5.8, 4.633333333333334)","(8.0, 19.0, 11.0)","(11.0, 26.0, 20.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 11.686666666666667)","(5.0, 7.0, 7.3304347826086955)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:51.512994,"(4.2, 6.6, 6.26)","(4.0, 5.7, 4.616666666666667)","(8.0, 19.0, 11.0)","(11.0, 26.0, 19.5)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 7.8, 6.525)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:52.898311,"(4.2, 6.6, 6.26)","(4.0, 5.6, 4.48)","(8.0, 19.0, 11.0)","(11.0, 25.0, 19.5)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 6.5875)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:54.064247,"(4.2, 6.6, 6.26)","(4.0, 5.6, 4.48)","(8.0, 19.0, 11.0)","(11.0, 25.0, 19.5)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:55.189815,"(4.2, 6.8, 6.42)","(4.0, 5.6, 4.386666666666667)","(8.0, 19.0, 11.0)","(11.0, 25.0, 19.5)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.358333333333334)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:56.306792,"(4.2, 6.6, 6.333333333333333)","(4.0, 5.6, 4.376470588235294)","(8.0, 19.0, 11.0)","(11.0, 25.0, 19.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 8.16842105263158)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:57.411846,"(4.2, 6.2, 5.75)","(4.0, 5.6, 4.376470588235294)","(8.0, 19.0, 11.0)","(11.0, 24.0, 19.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 8.290000000000001)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:58.423216,"(4.2, 6.4, 5.583333333333334)","(4.0, 5.6, 4.376470588235294)","(8.0, 19.0, 11.0)","(11.0, 24.0, 19.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:02:59.536739,"(4.2, 6.2, 5.6)","(4.0, 5.6, 4.376470588235294)","(8.0, 19.0, 11.0)","(11.0, 24.0, 19.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:03:00.671594,"(4.2, 6.6, 5.8)","(4.0, 5.6, 4.376470588235294)","(8.0, 19.0, 11.0)","(11.0, 24.0, 19.0)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:03:01.782689,"(4.2, 6.4, 6.166666666666667)","(4.0, 5.6, 4.376470588235294)","(8.0, 19.0, 11.0)","(11.0, 24.0, 23.299999999999997)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:03:02.877580,"(4.2, 6.4, 5.6)","(4.0, 5.6, 4.376470588235294)","(8.0, 19.0, 11.0)","(11.0, 24.0, 23.299999999999997)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:03:03.915245,"(4.2, 6.4, 5.6)","(4.0, 5.6, 4.64)","(8.0, 18.0, 10.833333333333334)","(11.0, 24.0, 23.299999999999997)","(7.0, 12.0, 10.3)","(6.0, 12.5, 8.285714285714285)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.284615384615385)"
06-01-2023 16:03:04.936701,"(4.2, 6.4, 5.6)","(4.0, 5.6, 4.2823529411764705)","(8.0, 18.0, 10.833333333333334)","(11.0, 24.0, 19.153846153846153)","(7.0, 12.0, 10.3)","(6.0, 12.5, 7.021428571428571)","(5.0, 8.4, 7.4)","(7.5, 17.5, 17.123809523809523)"
06-01-2023 16:03:06.117820,"(4.2, 6.4, 5.6)","(4.0, 5.6, 4.800000000000001)","(8.0, 18.0, 9.686666666666667)","(11.0, 24.0, 22.366666666666667)","(7.0, 12.0, 10.3)","(6.0, 12.5, 9.15)","(5.0, 8.4, 7.4)","(7.5, 17.5, 16.5)"
06-01-2023 16:03:07.146104,"(4.2, 6.4, 5.6)","(4.0, 5.4, 4.800000000000001)","(8.0, 18.0, 9.686666666666667)","(11.0, 23.0, 22.366666666666667)","(7.0, 12.0, 10.3)","(6.0, 11.5, 7.666666666666666)","(5.0, 8.4, 7.4)","(7.5, 17.5, 15.833333333333334)"
06-01-2023 16:03:08.287675,"(4.2, 6.4, 5.6)","(4.0, 5.4, 4.3)","(8.0, 18.0, 13.2)","(11.0, 23.0, 21.433333333333334)","(7.0, 12.0, 10.3)","(6.0, 12.0, 6.979310344827586)","(5.0, 8.4, 7.4)","(7.5, 17.5, 17.083333333333336)"
06-01-2023 16:03:09.661145,"(4.2, 6.4, 5.6)","(4.0, 5.4, 4.223076923076923)","(8.0, 17.0, 11.02)","(11.0, 22.0, 21.433333333333334)","(7.0, 12.0, 10.3)","(6.0, 12.0, 9.15)","(5.0, 8.4, 7.4)","(7.5, 17.5, 12.833333333333334)"
06-01-2023 16:03:10.795828,"(4.2, 6.4, 5.6)","(4.0, 5.4, 4.223076923076923)","(8.0, 17.5, 11.02)","(11.0, 22.0, 21.433333333333334)","(7.0, 12.0, 10.3)","(6.0, 11.5, 7.322222222222222)","(5.0, 8.4, 8.15)","(7.5, 17.5, 12.833333333333334)"
06-01-2023 16:03:12.030521,"(4.2, 6.4, 5.6)","(4.0, 5.3, 4.034375)","(8.0, 17.5, 11.02)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 11.5, 8.9)","(5.0, 8.4, 7.6)","(7.5, 17.5, 16.333333333333336)"
06-01-2023 16:03:13.114632,"(4.2, 6.4, 5.6)","(4.0, 5.2, 4.575)","(8.0, 17.5, 9.805)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 11.0, 8.9)","(5.0, 8.4, 7.6)","(7.5, 17.5, 19.136363636363637)"
06-01-2023 16:03:14.217295,"(4.2, 6.4, 5.8)","(4.0, 5.2, 4.575)","(8.0, 17.5, 13.45)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 11.0, 8.9)","(5.0, 8.4, 7.6)","(7.5, 20.0, 15.5)"
06-01-2023 16:03:15.354627,"(4.2, 6.2, 5.021052631578947)","(4.0, 5.2, 4.054166666666667)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 11.0, 8.9)","(5.0, 8.4, 7.6)","(7.5, 20.0, 15.5)"
06-01-2023 16:03:16.429522,"(4.2, 5.8, 5.6)","(4.0, 5.2, 4.046153846153846)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 11.0, 8.2)","(5.0, 8.4, 7.6)","(7.5, 20.0, 18.9375)"
06-01-2023 16:03:17.570747,"(4.2, 5.8, 4.8181818181818175)","(4.0, 5.2, 4.046153846153846)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 11.0, 7.54)","(5.0, 8.4, 8.2)","(7.5, 20.0, 19.055555555555557)"
06-01-2023 16:03:18.753604,"(4.2, 5.8, 4.84)","(4.0, 5.1, 4.013888888888889)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 10.5, 8.4)","(5.0, 8.4, 8.2)","(7.5, 20.0, 19.055555555555557)"
06-01-2023 16:03:19.905112,"(4.2, 5.7, 5.333333333333333)","(4.0, 5.0, 4.125)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 10.0, 8.4)","(5.0, 8.4, 8.1)","(7.5, 20.0, 19.742424242424242)"
06-01-2023 16:03:21.068659,"(4.2, 5.7, 5.333333333333333)","(4.0, 5.0, 4.125)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 10.0, 8.4)","(5.0, 8.4, 8.1)","(7.5, 20.0, 19.742424242424242)"
06-01-2023 16:03:22.150778,"(4.2, 5.6, 5.266666666666667)","(4.0, 5.0, 4.125)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 9.8, 8.3)","(5.0, 8.4, 8.1)","(7.5, 20.0, 16.0)"
06-01-2023 16:03:23.164632,"(4.2, 5.6, 5.266666666666667)","(4.0, 5.0, 4.125)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 9.8, 8.3)","(5.0, 8.4, 8.1)","(7.5, 20.0, 16.0)"
06-01-2023 16:03:24.157166,"(4.2, 5.6, 5.266666666666667)","(4.0, 5.0, 4.125)","(8.0, 17.0, 13.2)","(11.0, 22.0, 17.90740740740741)","(7.0, 12.0, 10.3)","(6.0, 9.8, 8.3)","(5.0, 8.4, 8.1)","(7.5, 20.0, 16.0)"
06-01-2023 16:03:25.151240,"(4.2, 5.6, 5.05)","(4.0, 4.9, 4.295454545454546)","(8.0, 17.0, 13.545454545454547)","(11.0, 22.0, 15.882352941176471)","(7.0, 12.0, 10.3)","(6.0, 10.5, 7.2625)","(5.0, 8.4, 8.1)","(7.5, 20.0, 16.0)"
06-01-2023 16:03:26.147699,"(4.2, 5.4, 4.95)","(4.0, 4.8, 4.75)","(8.0, 16.5, 15.81)","(11.0, 22.0, 16.86842105263158)","(7.0, 12.0, 10.3)","(6.0, 9.8, 9.4)","(5.0, 8.4, 8.1)","(7.5, 20.0, 19.0625)"
06-01-2023 16:03:27.185333,"(4.2, 5.4, 4.628571428571429)","(4.0, 4.8, 4.752777777777777)","(8.0, 16.5, 13.15)","(11.0, 22.0, 16.86842105263158)","(7.0, 12.0, 10.3)","(6.0, 9.6, 8.4)","(5.0, 8.4, 8.1)","(7.5, 20.0, 19.0625)"
06-01-2023 16:03:28.245949,"(4.2, 5.4, 4.628571428571429)","(4.0, 4.8, 4.752777777777777)","(8.0, 16.5, 13.15)","(11.0, 22.0, 16.86842105263158)","(7.0, 12.0, 10.3)","(6.0, 9.8, 8.5)","(5.0, 8.4, 8.1)","(7.5, 20.0, 19.758064516129032)"
06-01-2023 16:03:29.287043,"(4.2, 5.4, 4.628571428571429)","(4.0, 4.8, 4.752777777777777)","(8.0, 16.5, 13.15)","(11.0, 22.0, 16.86842105263158)","(7.0, 12.0, 10.3)","(6.0, 9.8, 8.5)","(5.0, 8.4, 8.1)","(7.5, 20.0, 19.758064516129032)"
06-01-2023 16:03:30.305662,"(4.2, 5.4, 4.628571428571429)","(4.0, 4.8, 4.752777777777777)","(8.0, 16.5, 13.15)","(11.0, 22.0, 16.86842105263158)","(7.0, 12.0, 10.3)","(6.0, 9.8, 8.5)","(5.0, 8.4, 8.1)","(7.5, 20.0, 19.758064516129032)"
