,Bob,Vincenzo,Mums The Boss,Spirit Of Macher,Dark Lever,Single Babe,Tinas Rock,Whos In Winny
08-12-2022 13:11:27.386375,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 4.02)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 220.0, 97.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.8, 7.2)"
08-12-2022 13:11:28.631254,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 4.02)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 220.0, 97.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.6, 7.2)"
08-12-2022 13:11:30.024255,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 4.02)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 220.0, 97.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.4, 7.2)"
08-12-2022 13:11:31.554039,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 4.02)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 220.0, 74.5)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.4, 6.933333333333334)"
08-12-2022 13:11:32.947966,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 4.02)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 190.0, 74.5)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.2, 6.88)"
08-12-2022 13:11:34.305438,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 4.02)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 190.0, 64.8)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:35.570632,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 4.02)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 180.0, 64.8)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:36.884306,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.4, 3.9000000000000004)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 180.0, 80.66666666666666)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:38.076321,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8333333333333335)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 170.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 7.644444444444444)"
08-12-2022 13:11:39.232393,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8333333333333335)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.8, 7.2)"
08-12-2022 13:11:40.405223,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8333333333333335)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.6, 7.2)"
08-12-2022 13:11:41.587528,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8333333333333335)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.4, 7.2)"
08-12-2022 13:11:42.703835,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8333333333333335)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.4, 6.933333333333334)"
08-12-2022 13:11:43.868294,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8125)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.2, 6.88)"
08-12-2022 13:11:45.053964,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.9749999999999996)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:46.351023,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.9749999999999996)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:47.623309,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.9749999999999996)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 77.33333333333334)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:48.883706,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.9749999999999996)","(2.4, 3.0, 2.9833333333333334)","(41.0, 230.0, 108.66666666666666)","(41.0, 160.0, 129.0)","(18.0, 75.0, 48.0)","(31.0, 100.0, 81.14285714285714)","(4.6, 7.0, 7.644444444444444)"
08-12-2022 13:11:50.152647,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.4, 3.9000000000000004)","(2.4, 3.0, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 100.0, 57.33333333333333)","(4.6, 7.8, 7.644444444444444)"
08-12-2022 13:11:51.409163,"(4.2, 6.8, 6.4)","(3.3, 4.4, 3.9000000000000004)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 100.0, 55.66666666666667)","(4.6, 7.8, 7.644444444444444)"
08-12-2022 13:11:52.633790,"(4.2, 6.8, 6.4)","(3.3, 4.4, 3.9000000000000004)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.8, 7.2)"
08-12-2022 13:11:53.807410,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8333333333333335)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.4, 7.2)"
08-12-2022 13:11:54.917128,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.3, 3.8333333333333335)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.4, 6.88)"
08-12-2022 13:11:56.093751,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.925)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:57.217644,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.925)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:58.363970,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.925)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.0, 6.88)"
08-12-2022 13:11:59.548887,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.925)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.0, 6.88)"
08-12-2022 13:12:00.726432,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.925)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 157.2)","(41.0, 160.0, 99.0)","(18.0, 75.0, 55.714285714285715)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.0, 6.933333333333334)"
08-12-2022 13:12:01.992813,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.98)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 161.75)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 65.5)","(4.6, 8.0, 7.2)"
08-12-2022 13:12:03.169778,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.98)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 161.75)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 65.5)","(4.6, 7.8, 7.2)"
08-12-2022 13:12:04.356208,"(4.2, 6.8, 6.571428571428571)","(3.3, 4.2, 3.98)","(2.4, 3.05, 3.003448275862069)","(41.0, 230.0, 122.0)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 50.4)","(31.0, 95.0, 65.5)","(4.6, 7.8, 7.066666666666667)"
08-12-2022 13:12:05.710351,"(4.2, 6.8, 6.4)","(3.3, 4.2, 3.98)","(2.4, 3.35, 3.267894736842105)","(41.0, 230.0, 122.0)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 50.4)","(31.0, 95.0, 65.5)","(4.6, 7.4, 7.04)"
08-12-2022 13:12:06.980733,"(4.2, 6.8, 6.4)","(3.3, 4.2, 3.98)","(2.4, 3.35, 3.285)","(41.0, 230.0, 122.0)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 50.4)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:08.196055,"(4.2, 6.8, 6.4)","(3.3, 4.2, 3.98)","(2.4, 3.35, 3.336923076923077)","(41.0, 230.0, 161.75)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:09.352613,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.2, 3.98)","(2.4, 3.45, 3.336923076923077)","(41.0, 230.0, 161.75)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:10.557802,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.2, 3.98)","(2.4, 3.45, 3.312)","(41.0, 230.0, 162.5)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:11.839485,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.2, 3.98)","(2.4, 3.4, 3.312)","(41.0, 230.0, 162.5)","(41.0, 160.0, 107.71428571428571)","(18.0, 75.0, 50.4)","(31.0, 95.0, 65.5)","(4.6, 7.2, 6.8)"
08-12-2022 13:12:13.219468,"(4.2, 6.8, 6.4)","(3.3, 4.2, 3.7875)","(2.4, 3.35, 3.316086956521739)","(41.0, 230.0, 162.5)","(41.0, 160.0, 115.0)","(18.0, 75.0, 50.4)","(31.0, 95.0, 65.5)","(4.6, 7.0, 6.72)"
08-12-2022 13:12:14.466964,"(4.2, 6.8, 6.4)","(3.3, 4.2, 3.7875)","(2.4, 3.35, 3.316086956521739)","(41.0, 230.0, 162.5)","(41.0, 160.0, 115.0)","(18.0, 75.0, 50.4)","(31.0, 95.0, 65.5)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:15.737490,"(4.2, 6.8, 6.4)","(3.3, 4.2, 3.7875)","(2.4, 3.35, 3.2385714285714284)","(41.0, 230.0, 162.5)","(41.0, 160.0, 115.0)","(18.0, 75.0, 50.4)","(31.0, 95.0, 65.5)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:17.119570,"(4.2, 6.8, 6.671428571428572)","(3.3, 4.1, 3.7624999999999997)","(2.4, 3.35, 3.3666666666666667)","(41.0, 230.0, 178.57142857142858)","(41.0, 160.0, 125.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 71.4)","(4.6, 6.8, 7.644444444444444)"
08-12-2022 13:12:18.456463,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.1, 3.7624999999999997)","(2.4, 3.4, 3.3666666666666667)","(41.0, 230.0, 178.57142857142858)","(41.0, 160.0, 125.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 71.4)","(4.6, 7.8, 7.644444444444444)"
08-12-2022 13:12:19.708848,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.1, 3.7624999999999997)","(2.4, 3.4, 3.3666666666666667)","(41.0, 230.0, 178.57142857142858)","(41.0, 160.0, 125.71428571428571)","(18.0, 75.0, 42.75)","(31.0, 95.0, 71.4)","(4.6, 7.8, 7.644444444444444)"
08-12-2022 13:12:20.931870,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.1, 3.7624999999999997)","(2.4, 3.4, 3.380952380952381)","(41.0, 230.0, 178.57142857142858)","(41.0, 160.0, 118.57142857142857)","(18.0, 75.0, 42.75)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.8, 7.066666666666667)"
08-12-2022 13:12:22.189213,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.1, 3.7624999999999997)","(2.4, 3.4, 3.3478260869565215)","(41.0, 230.0, 178.57142857142858)","(41.0, 150.0, 118.57142857142857)","(18.0, 75.0, 42.75)","(31.0, 95.0, 55.66666666666667)","(4.6, 7.4, 7.04)"
08-12-2022 13:12:23.380574,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.1, 3.7624999999999997)","(2.4, 3.4, 3.2162162162162162)","(41.0, 230.0, 185.0)","(41.0, 150.0, 115.0)","(18.0, 75.0, 53.5)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:24.530619,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.1, 4.020588235294118)","(2.4, 3.4, 3.3181818181818183)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 53.5)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:25.778464,"(4.2, 6.8, 6.636363636363637)","(3.3, 4.0, 3.8833333333333333)","(2.4, 3.35, 3.25)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 53.5)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:27.032823,"(4.2, 6.8, 6.636363636363637)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.25)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 53.5)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:28.272999,"(4.2, 6.8, 6.636363636363637)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0976190476190473)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 53.5)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:29.613599,"(4.2, 6.8, 6.636363636363637)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0976190476190473)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 53.5)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:30.939401,"(4.2, 6.8, 6.636363636363637)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0976190476190473)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 53.5)","(31.0, 95.0, 65.5)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:32.233448,"(4.2, 6.8, 6.636363636363637)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0976190476190473)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 42.75)","(31.0, 95.0, 77.57142857142857)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:33.557503,"(4.2, 6.8, 6.636363636363637)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0976190476190473)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 42.75)","(31.0, 95.0, 77.57142857142857)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:34.883287,"(4.2, 6.8, 6.636363636363637)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0934782608695652)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 42.75)","(31.0, 95.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:36.208488,"(4.2, 6.8, 6.5)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0934782608695652)","(41.0, 230.0, 185.0)","(41.0, 140.0, 115.0)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:37.487695,"(4.2, 6.8, 6.5)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.0734375)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:38.786136,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 3.1294117647058823)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:40.098090,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.8833333333333333)","(2.4, 3.3, 2.99247311827957)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:41.323202,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.1, 2.99247311827957)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:42.583147,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.1, 2.99247311827957)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:43.884197,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.1, 2.991304347826087)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:45.140543,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.1, 3.115873015873016)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:46.381011,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.3, 3.115873015873016)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 7.04)"
08-12-2022 13:12:47.763894,"(4.2, 6.8, 6.685714285714285)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.3, 2.9713513513513514)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 7.2, 6.72)"
08-12-2022 13:12:49.024477,"(4.2, 6.8, 6.5)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.3, 3.172)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 42.75)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:50.317169,"(4.2, 6.8, 6.5)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.088)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:51.917208,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1647058823529415)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:53.231742,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1647058823529415)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:54.617927,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1647058823529415)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:55.879605,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:57.154204,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:58.456209,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:12:59.769005,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:13:01.065194,"(4.2, 7.0, 6.5200000000000005)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 110.0)","(41.0, 140.0, 73.33333333333334)","(18.0, 75.0, 41.25)","(31.0, 48.0, 42.75)","(4.6, 6.8, 6.72)"
08-12-2022 13:13:02.375287,"(4.2, 7.0, 6.8125)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.72)"
08-12-2022 13:13:03.616108,"(4.2, 7.0, 6.705882352941177)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.72)"
08-12-2022 13:13:05.156874,"(4.2, 7.0, 6.631578947368421)","(3.3, 3.9, 3.881818181818182)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.72)"
08-12-2022 13:13:06.638373,"(4.2, 7.0, 6.631578947368421)","(3.3, 3.9, 3.881818181818182)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.72)"
08-12-2022 13:13:08.100840,"(4.2, 7.0, 6.705882352941177)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.72)"
08-12-2022 13:13:09.475602,"(4.2, 7.0, 6.8)","(3.3, 3.9, 3.881818181818182)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.533333333333333)"
08-12-2022 13:13:10.835796,"(4.2, 7.0, 6.8)","(3.3, 3.9, 3.881818181818182)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.533333333333333)"
08-12-2022 13:13:12.051829,"(4.2, 7.0, 6.8)","(3.3, 3.9, 3.881818181818182)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 6.533333333333333)"
08-12-2022 13:13:13.258584,"(4.2, 7.0, 6.8)","(3.3, 3.9, 3.881818181818182)","(2.4, 3.2, 3.1744680851063833)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 6.8, 7.1)"
08-12-2022 13:13:14.494392,"(4.2, 7.0, 6.857142857142857)","(3.3, 3.9, 3.882142857142857)","(2.4, 3.1, 3.0933333333333333)","(41.0, 230.0, 95.0)","(41.0, 140.0, 65.0)","(18.0, 75.0, 52.5)","(31.0, 48.0, 40.8)","(4.6, 7.8, 6.733333333333333)"
