,Bob,Vincenzo,Mums The Boss,Spirit Of Macher,Dark Lever,Single Babe,Tinas Rock,Whos In Winny
08-12-2022 13:16:47.760785,"(4.4, 6.4, 6.2250000000000005)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.8177777777777777)","(51.0, 200.0, 155.0)","(41.0, 100.0, 81.25)","(20.0, 60.0, 58.0)","(31.0, 50.0, 47.0)","(4.6, 6.6, 6.366666666666666)"
08-12-2022 13:16:48.749970,"(4.4, 6.4, 6.152941176470589)","(3.3, 4.2, 4.075)","(2.35, 2.82, 2.8177777777777777)","(51.0, 200.0, 155.0)","(41.0, 100.0, 81.25)","(20.0, 60.0, 58.0)","(31.0, 50.0, 47.0)","(4.6, 6.6, 6.366666666666666)"
08-12-2022 13:16:49.819428,"(4.4, 6.4, 6.152941176470589)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.7542857142857144)","(51.0, 200.0, 188.0)","(41.0, 100.0, 80.0)","(20.0, 60.0, 63.529411764705884)","(31.0, 50.0, 47.0)","(4.6, 6.6, 6.366666666666666)"
08-12-2022 13:16:50.998642,"(4.4, 6.4, 6.2250000000000005)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.7542857142857144)","(51.0, 240.0, 220.0)","(41.0, 100.0, 80.0)","(20.0, 80.0, 66.875)","(31.0, 50.0, 47.0)","(4.6, 6.6, 6.366666666666666)"
08-12-2022 13:16:52.082133,"(4.4, 6.4, 6.2250000000000005)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.7542857142857144)","(51.0, 240.0, 220.0)","(41.0, 100.0, 79.0)","(20.0, 80.0, 68.75)","(31.0, 50.0, 42.0)","(4.6, 6.6, 6.233333333333333)"
08-12-2022 13:16:53.268779,"(4.4, 6.2, 6.133333333333334)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.7542857142857144)","(51.0, 240.0, 220.0)","(41.0, 95.0, 80.0)","(20.0, 80.0, 68.75)","(31.0, 50.0, 42.0)","(4.6, 6.4, 6.233333333333333)"
08-12-2022 13:16:54.353969,"(4.4, 6.2, 6.133333333333334)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.7542857142857144)","(51.0, 240.0, 220.0)","(41.0, 90.0, 80.0)","(20.0, 80.0, 68.33333333333333)","(31.0, 50.0, 42.0)","(4.6, 6.4, 6.333333333333334)"
08-12-2022 13:16:55.476144,"(4.4, 6.2, 6.133333333333334)","(3.3, 4.2, 4.027272727272727)","(2.35, 2.84, 2.8257142857142856)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(20.0, 80.0, 68.33333333333333)","(31.0, 50.0, 42.0)","(4.6, 6.4, 6.333333333333334)"
08-12-2022 13:16:56.629535,"(4.4, 6.2, 6.141176470588236)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.8257142857142856)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(20.0, 80.0, 68.33333333333333)","(31.0, 50.0, 38.25)","(4.6, 6.4, 6.333333333333334)"
08-12-2022 13:16:57.785369,"(4.6, 6.2, 6.141176470588236)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.8257142857142856)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(21.0, 80.0, 68.33333333333333)","(31.0, 40.0, 38.25)","(4.8, 6.4, 6.233333333333333)"
08-12-2022 13:16:58.922666,"(4.6, 6.4, 6.1375)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.8257142857142856)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(21.0, 80.0, 75.0)","(31.0, 40.0, 38.25)","(4.8, 6.4, 6.1)"
08-12-2022 13:17:00.044763,"(4.6, 6.4, 6.014285714285714)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.797142857142857)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(21.0, 80.0, 72.5)","(31.0, 40.0, 38.25)","(4.8, 6.4, 6.2956521739130435)"
08-12-2022 13:17:01.086955,"(4.6, 6.4, 6.014285714285714)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.797142857142857)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(21.0, 80.0, 72.5)","(31.0, 40.0, 38.25)","(4.8, 6.4, 6.2956521739130435)"
08-12-2022 13:17:02.170906,"(4.6, 6.4, 6.014285714285714)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.797142857142857)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(21.0, 80.0, 70.0)","(31.0, 40.0, 38.25)","(4.8, 6.4, 6.366666666666666)"
08-12-2022 13:17:03.215739,"(4.6, 6.4, 6.1375)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.797142857142857)","(51.0, 240.0, 230.0)","(41.0, 90.0, 80.0)","(21.0, 75.0, 67.5)","(31.0, 40.0, 38.25)","(4.8, 6.6, 6.366666666666666)"
08-12-2022 13:17:04.328892,"(4.6, 6.2, 6.141176470588236)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.797142857142857)","(51.0, 240.0, 230.0)","(41.0, 90.0, 77.5)","(21.0, 75.0, 70.0)","(31.0, 40.0, 34.75)","(4.8, 6.6, 6.25)"
08-12-2022 13:17:05.449614,"(4.6, 6.2, 6.133333333333334)","(3.3, 4.2, 4.075)","(2.35, 2.84, 2.8328571428571427)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 75.0, 70.0)","(31.0, 40.0, 37.529411764705884)","(4.8, 6.6, 6.62)"
08-12-2022 13:17:06.514933,"(4.6, 6.2, 5.96)","(3.3, 4.2, 4.075)","(2.35, 2.7, 2.652248062015504)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 75.0, 70.0)","(31.0, 40.0, 37.2)","(4.8, 6.8, 6.62)"
08-12-2022 13:17:07.662252,"(4.6, 6.2, 5.96)","(3.3, 4.2, 4.075)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 75.0, 70.0)","(31.0, 40.0, 37.2)","(4.8, 6.8, 6.666666666666666)"
08-12-2022 13:17:08.779883,"(4.6, 6.2, 5.96)","(3.3, 4.2, 4.075)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 75.0, 65.0)","(31.0, 40.0, 37.375)","(4.8, 6.8, 6.666666666666666)"
08-12-2022 13:17:09.868920,"(4.6, 6.2, 5.95)","(3.3, 4.3, 4.1)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 75.0, 67.25)","(31.0, 40.0, 37.375)","(4.8, 6.8, 6.636363636363637)"
08-12-2022 13:17:11.069503,"(4.6, 6.2, 5.973913043478261)","(3.3, 4.3, 4.2631147540983605)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 70.0, 67.25)","(31.0, 40.0, 37.375)","(4.8, 6.8, 6.671428571428572)"
08-12-2022 13:17:12.191974,"(4.6, 6.0, 5.973913043478261)","(3.3, 4.3, 4.2631147540983605)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 70.0, 60.0)","(31.0, 40.0, 37.375)","(4.8, 6.8, 6.5)"
08-12-2022 13:17:13.348766,"(4.6, 6.0, 5.973913043478261)","(3.3, 4.3, 4.2631147540983605)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 70.0, 60.0)","(31.0, 40.0, 37.375)","(4.8, 6.6, 6.333333333333334)"
08-12-2022 13:17:14.614253,"(4.6, 6.0, 5.952)","(3.3, 4.3, 4.26875)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 70.0, 60.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.333333333333334)"
08-12-2022 13:17:15.892689,"(4.6, 6.0, 5.952)","(3.3, 4.4, 4.278846153846154)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 70.0, 60.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.333333333333334)"
08-12-2022 13:17:17.018349,"(4.6, 6.0, 5.952)","(3.3, 4.4, 4.278846153846154)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.5)","(21.0, 70.0, 58.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.3090909090909095)"
08-12-2022 13:17:18.155137,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.25)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 80.0, 65.0)","(21.0, 70.0, 58.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.3090909090909095)"
08-12-2022 13:17:19.154486,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.276785714285714)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 75.0, 65.0)","(21.0, 70.0, 61.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.328571428571429)"
08-12-2022 13:17:20.158223,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.276785714285714)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 75.0, 65.0)","(21.0, 70.0, 65.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.352941176470589)"
08-12-2022 13:17:21.190015,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.276785714285714)","(2.35, 2.7, 2.648950276243094)","(51.0, 240.0, 230.0)","(41.0, 75.0, 71.25)","(21.0, 75.0, 60.45454545454545)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:22.215223,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.276785714285714)","(2.35, 2.7, 2.648808864265928)","(51.0, 240.0, 230.0)","(41.0, 75.0, 72.85714285714286)","(21.0, 85.0, 77.86666666666667)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:23.342687,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.6, 4.2727272727272725)","(2.35, 2.7, 2.6562085308056873)","(51.0, 240.0, 230.0)","(41.0, 75.0, 70.0)","(21.0, 80.0, 65.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.925925925925926)"
08-12-2022 13:17:24.425626,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.5, 4.48)","(2.35, 2.7, 2.6562085308056873)","(51.0, 240.0, 230.0)","(41.0, 75.0, 70.0)","(21.0, 75.0, 65.0)","(31.0, 40.0, 37.375)","(4.8, 7.0, 6.925925925925926)"
08-12-2022 13:17:25.598182,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.5, 4.48)","(2.35, 2.7, 2.6562085308056873)","(51.0, 240.0, 230.0)","(41.0, 75.0, 72.5)","(21.0, 75.0, 62.0)","(31.0, 40.0, 37.375)","(4.8, 7.0, 6.925925925925926)"
08-12-2022 13:17:26.835271,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.5, 4.385714285714286)","(2.35, 2.7, 2.6602967359050447)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 70.0, 62.0)","(31.0, 40.0, 37.375)","(4.8, 7.0, 6.925925925925926)"
08-12-2022 13:17:28.025751,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.385714285714286)","(2.35, 2.7, 2.6602967359050447)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 70.0, 62.0)","(31.0, 40.0, 37.375)","(4.8, 7.0, 6.925925925925926)"
08-12-2022 13:17:29.216930,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.394871794871795)","(2.35, 2.7, 2.6602967359050447)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 70.0, 72.5)","(31.0, 40.0, 37.375)","(4.8, 7.0, 6.925925925925926)"
08-12-2022 13:17:30.423567,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.4, 4.394871794871795)","(2.35, 2.7, 2.6601785714285717)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 80.0, 65.0)","(31.0, 40.0, 37.375)","(4.8, 7.0, 6.526315789473684)"
08-12-2022 13:17:31.633503,"(4.6, 6.0, 5.936842105263158)","(3.3, 4.6, 4.474015748031496)","(2.35, 2.7, 2.6606470588235296)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 75.0, 63.333333333333336)","(31.0, 40.0, 37.375)","(4.8, 6.8, 6.55)"
08-12-2022 13:17:32.887949,"(4.6, 6.0, 5.94)","(3.3, 4.6, 4.4672)","(2.35, 2.7, 2.6606470588235296)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 70.0, 63.333333333333336)","(31.0, 40.0, 37.375)","(4.8, 6.6, 6.366666666666667)"
08-12-2022 13:17:34.165769,"(4.6, 6.0, 5.94)","(3.3, 4.6, 4.458119658119658)","(2.35, 2.7, 2.6606470588235296)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 70.0, 63.333333333333336)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:35.520065,"(4.6, 6.0, 5.85)","(3.3, 4.6, 4.458119658119658)","(2.35, 2.7, 2.6606470588235296)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.85714285714286)","(21.0, 70.0, 67.14285714285714)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:36.609657,"(4.6, 6.0, 5.85)","(3.3, 4.6, 4.458119658119658)","(2.35, 2.7, 2.6606470588235296)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.85714285714286)","(21.0, 80.0, 67.14285714285714)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:37.790309,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.505142857142857)","(2.35, 2.7, 2.6606470588235296)","(51.0, 240.0, 230.0)","(41.0, 80.0, 76.66666666666667)","(21.0, 80.0, 67.14285714285714)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:39.166390,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.505142857142857)","(2.35, 2.7, 2.6655272727272727)","(51.0, 240.0, 230.0)","(41.0, 80.0, 76.66666666666667)","(21.0, 80.0, 67.14285714285714)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:40.317262,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.505142857142857)","(2.35, 2.7, 2.64)","(51.0, 240.0, 230.0)","(41.0, 80.0, 76.66666666666667)","(21.0, 80.0, 67.14285714285714)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.366666666666667)"
08-12-2022 13:17:41.548012,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.505142857142857)","(2.35, 2.64, 2.6154601226993868)","(51.0, 240.0, 230.0)","(41.0, 80.0, 76.66666666666667)","(21.0, 80.0, 67.14285714285714)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.371428571428572)"
08-12-2022 13:17:42.690318,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.505142857142857)","(2.35, 2.62, 2.6154601226993868)","(51.0, 240.0, 230.0)","(41.0, 80.0, 76.66666666666667)","(21.0, 80.0, 75.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.371428571428572)"
08-12-2022 13:17:43.907187,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.576986301369863)","(51.0, 240.0, 230.0)","(41.0, 80.0, 76.66666666666667)","(21.0, 80.0, 75.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.371428571428572)"
08-12-2022 13:17:45.147750,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.576986301369863)","(51.0, 240.0, 230.0)","(41.0, 80.0, 72.5)","(21.0, 80.0, 76.66666666666667)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.355555555555556)"
08-12-2022 13:17:46.421153,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.576986301369863)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.0)","(21.0, 80.0, 70.41666666666667)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.342857142857143)"
08-12-2022 13:17:47.718324,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.576986301369863)","(51.0, 240.0, 230.0)","(41.0, 80.0, 78.125)","(21.0, 85.0, 71.36363636363636)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:48.788903,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.576986301369863)","(51.0, 240.0, 230.0)","(41.0, 80.0, 78.125)","(21.0, 85.0, 70.41666666666667)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:49.975688,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.596981132075472)","(51.0, 240.0, 230.0)","(41.0, 80.0, 78.125)","(21.0, 85.0, 77.70833333333334)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:51.063992,"(4.6, 6.0, 5.85)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.596981132075472)","(51.0, 240.0, 230.0)","(41.0, 80.0, 78.125)","(21.0, 85.0, 77.70833333333334)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:52.231440,"(4.6, 6.0, 5.936842105263158)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.5982417582417585)","(51.0, 240.0, 230.0)","(41.0, 80.0, 78.125)","(21.0, 85.0, 71.0)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:53.463115,"(4.6, 6.0, 5.952)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.5982417582417585)","(51.0, 240.0, 230.0)","(41.0, 80.0, 78.125)","(21.0, 85.0, 76.25)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:54.700116,"(4.6, 6.0, 5.952)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.5982417582417585)","(51.0, 240.0, 230.0)","(41.0, 80.0, 77.6)","(21.0, 85.0, 76.25)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:55.926862,"(4.6, 6.0, 5.952)","(3.4, 4.6, 4.502923976608187)","(2.35, 2.6, 2.5973333333333333)","(51.0, 240.0, 230.0)","(41.0, 110.0, 85.0)","(21.0, 85.0, 76.25)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:57.207062,"(4.6, 6.0, 5.952)","(3.4, 4.6, 4.483018867924528)","(2.35, 2.6, 2.5973333333333333)","(51.0, 240.0, 230.0)","(41.0, 95.0, 88.33333333333334)","(21.0, 85.0, 76.25)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:58.429407,"(4.6, 6.0, 5.94)","(3.4, 4.5, 4.483018867924528)","(2.35, 2.6, 2.5973333333333333)","(51.0, 240.0, 230.0)","(41.0, 95.0, 88.33333333333334)","(21.0, 85.0, 76.25)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.327272727272727)"
08-12-2022 13:17:59.744404,"(4.6, 6.0, 5.76)","(3.6, 4.5, 4.483018867924528)","(2.35, 2.6, 2.5973333333333333)","(51.0, 240.0, 230.0)","(41.0, 95.0, 88.33333333333334)","(21.0, 85.0, 76.25)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.133333333333334)"
08-12-2022 13:18:01.025828,"(4.6, 6.0, 5.76)","(3.6, 4.5, 4.482242990654206)","(2.35, 2.6, 2.5667146282973623)","(51.0, 240.0, 230.0)","(41.0, 95.0, 88.33333333333334)","(21.0, 85.0, 76.25)","(31.0, 40.0, 37.375)","(4.8, 6.4, 6.133333333333334)"
08-12-2022 13:18:02.256907,"(4.6, 6.0, 5.76)","(3.6, 4.5, 4.482242990654206)","(2.35, 2.64, 2.5088372093023255)","(51.0, 240.0, 230.0)","(41.0, 95.0, 75.0)","(21.0, 85.0, 76.25)","(31.0, 40.0, 45.333333333333336)","(4.8, 6.4, 6.133333333333334)"
08-12-2022 13:18:03.379380,"(4.6, 6.0, 5.76)","(3.6, 4.5, 4.483185840707964)","(2.35, 2.52, 2.5088372093023255)","(51.0, 240.0, 230.0)","(41.0, 95.0, 74.47368421052632)","(21.0, 85.0, 73.33333333333333)","(31.0, 50.0, 36.592592592592595)","(4.8, 6.4, 6.133333333333334)"
08-12-2022 13:18:04.482235,"(4.6, 6.0, 5.994594594594594)","(3.6, 4.6, 4.432167832167832)","(2.35, 2.64, 2.588421052631579)","(51.0, 240.0, 230.0)","(41.0, 110.0, 91.92307692307693)","(21.0, 80.0, 71.5625)","(31.0, 38.0, 35.625)","(4.8, 6.4, 6.133333333333334)"
08-12-2022 13:18:05.619581,"(4.6, 6.0, 5.994594594594594)","(3.6, 4.4, 4.396923076923077)","(2.35, 2.62, 2.5571428571428574)","(51.0, 240.0, 226.66666666666666)","(41.0, 100.0, 85.0)","(21.0, 80.0, 71.5625)","(31.0, 38.0, 35.82857142857143)","(4.8, 6.4, 6.285714285714286)"
08-12-2022 13:18:06.737703,"(4.6, 6.0, 5.994594594594594)","(3.6, 4.4, 4.3963636363636365)","(2.35, 2.6, 2.5571428571428574)","(51.0, 240.0, 226.66666666666666)","(41.0, 100.0, 73.33333333333333)","(21.0, 80.0, 72.27272727272727)","(31.0, 38.0, 37.04761904761905)","(4.8, 6.4, 6.285714285714286)"
08-12-2022 13:18:07.835668,"(4.6, 6.2, 6.1645569620253164)","(3.6, 4.4, 4.3963636363636365)","(2.35, 2.6, 2.5241767068273093)","(51.0, 240.0, 226.66666666666666)","(41.0, 90.0, 74.0)","(21.0, 80.0, 72.27272727272727)","(31.0, 38.0, 37.04761904761905)","(4.8, 6.4, 6.285714285714286)"
08-12-2022 13:18:08.986172,"(4.6, 6.2, 6.1645569620253164)","(3.6, 4.4, 4.3963636363636365)","(2.35, 2.6, 2.5227947598253277)","(51.0, 240.0, 226.66666666666666)","(41.0, 90.0, 80.0)","(21.0, 80.0, 67.14285714285714)","(31.0, 38.0, 37.04761904761905)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:10.241367,"(4.6, 6.2, 6.1645569620253164)","(3.6, 4.4, 4.3963636363636365)","(2.35, 2.6, 2.5227947598253277)","(51.0, 240.0, 226.66666666666666)","(41.0, 100.0, 80.0)","(21.0, 70.0, 67.14285714285714)","(31.0, 38.0, 37.04761904761905)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:11.567452,"(4.6, 6.2, 6.1645569620253164)","(3.6, 4.4, 4.417777777777777)","(2.35, 2.6, 2.5229906542056075)","(51.0, 240.0, 226.66666666666666)","(41.0, 100.0, 80.0)","(21.0, 80.0, 68.75)","(31.0, 38.0, 37.04761904761905)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:12.806084,"(4.6, 6.2, 6.1645569620253164)","(3.6, 4.6, 4.417777777777777)","(2.35, 2.6, 2.5229906542056075)","(51.0, 240.0, 226.66666666666666)","(41.0, 100.0, 75.0)","(21.0, 80.0, 68.75)","(31.0, 38.0, 37.04761904761905)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:14.072787,"(4.6, 6.2, 6.1645569620253164)","(3.6, 4.6, 4.417777777777777)","(2.35, 2.6, 2.5466321243523318)","(51.0, 240.0, 226.66666666666666)","(41.0, 95.0, 76.66666666666667)","(21.0, 80.0, 68.75)","(31.0, 38.0, 37.04761904761905)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:15.294699,"(4.6, 6.2, 6.121212121212121)","(3.6, 4.6, 4.417777777777777)","(2.3, 2.6, 2.5709359605911333)","(51.0, 240.0, 226.66666666666666)","(41.0, 90.0, 76.66666666666667)","(21.0, 80.0, 68.75)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:16.585723,"(4.6, 6.2, 6.116129032258065)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.5709359605911333)","(51.0, 240.0, 226.66666666666666)","(41.0, 90.0, 76.66666666666667)","(21.0, 80.0, 68.75)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:18.095476,"(4.6, 6.2, 6.208695652173914)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.5709359605911333)","(51.0, 240.0, 226.66666666666666)","(41.0, 90.0, 76.66666666666667)","(21.0, 80.0, 68.75)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.257142857142857)"
08-12-2022 13:18:19.444248,"(4.6, 6.4, 6.208695652173914)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.577005347593583)","(51.0, 240.0, 226.66666666666666)","(41.0, 90.0, 76.66666666666667)","(21.0, 80.0, 68.75)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.300000000000001)"
08-12-2022 13:18:20.758568,"(4.6, 6.4, 6.153846153846154)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.577005347593583)","(51.0, 240.0, 226.66666666666666)","(41.0, 90.0, 73.0)","(21.0, 80.0, 70.27027027027027)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.346666666666667)"
08-12-2022 13:18:22.092696,"(4.6, 6.4, 6.153846153846154)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.577005347593583)","(51.0, 240.0, 226.66666666666666)","(41.0, 85.0, 73.33333333333333)","(21.0, 80.0, 70.27027027027027)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.346666666666667)"
08-12-2022 13:18:23.345144,"(4.6, 6.4, 6.153846153846154)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.577005347593583)","(51.0, 240.0, 226.66666666666666)","(41.0, 80.0, 73.33333333333333)","(21.0, 80.0, 70.27027027027027)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.346666666666667)"
08-12-2022 13:18:24.628289,"(4.6, 6.4, 6.153846153846154)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.577005347593583)","(51.0, 240.0, 226.66666666666666)","(41.0, 80.0, 73.33333333333333)","(21.0, 80.0, 70.27027027027027)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.346666666666667)"
08-12-2022 13:18:25.916514,"(4.6, 6.4, 6.153846153846154)","(3.6, 4.6, 4.390857142857143)","(2.3, 2.58, 2.577005347593583)","(51.0, 240.0, 226.66666666666666)","(41.0, 80.0, 73.33333333333333)","(21.0, 80.0, 70.27027027027027)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.346666666666667)"
08-12-2022 13:18:31.551688,"(4.6, 6.4, 6.153846153846154)","(3.6, 4.6, 4.387209302325581)","(2.2, 2.58, 2.577732793522267)","(51.0, 240.0, 226.66666666666666)","(41.0, 80.0, 73.33333333333333)","(26.0, 80.0, 70.27027027027027)","(31.0, 38.0, 37.2)","(4.8, 6.4, 6.346666666666667)"
