,Night Boss,Shanghai Candy,Freedom Rider,Purple Shirt,Political Decision,Missionsninetynine,Late In The Game
15-12-2022 12:54:59.326146,"(6.0, 8.8, 8.28)","(7.5, 26.0, 24.5)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.1, 5.7, 5.603703703703704)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:00.476171,"(6.0, 8.8, 8.28)","(7.5, 26.0, 24.5)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.1, 5.7, 5.603703703703704)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:01.656637,"(6.0, 8.8, 8.28)","(7.5, 26.0, 24.5)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.1, 5.7, 5.603703703703704)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:02.828147,"(6.0, 8.8, 8.28)","(7.5, 26.0, 24.5)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.1, 5.7, 5.603703703703704)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:04.015384,"(6.0, 8.8, 8.28)","(7.5, 26.0, 24.5)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4)","(21.0, 48.0, 44.4)","(3.1, 5.7, 5.603703703703704)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:05.059088,"(6.0, 8.8, 8.28)","(7.5, 26.0, 24.5)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4)","(21.0, 48.0, 43.5)","(3.1, 5.7, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:06.099492,"(6.0, 8.8, 8.28)","(7.5, 26.0, 24.125)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:07.147153,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:08.275821,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:09.419370,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:10.504407,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:11.506654,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:12.517365,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:13.549079,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:14.668045,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:15.857440,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8666666666666667)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:17.052315,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:18.201120,"(6.0, 8.8, 8.28)","(7.5, 26.0, 22.25)","(2.4, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.1, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:19.355598,"(6.5, 8.8, 8.28)","(8.0, 26.0, 22.25)","(2.5, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:20.398264,"(6.5, 8.8, 8.28)","(8.0, 26.0, 22.25)","(2.5, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:21.468298,"(6.5, 8.8, 8.28)","(8.0, 26.0, 22.25)","(2.5, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:22.547932,"(6.5, 8.8, 8.28)","(8.0, 26.0, 22.25)","(2.5, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:23.663713,"(6.5, 8.8, 8.28)","(8.0, 26.0, 22.25)","(2.5, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.5)"
15-12-2022 12:55:24.786412,"(6.5, 8.8, 8.28)","(8.0, 26.0, 22.25)","(2.5, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(3.2, 3.55, 3.522222222222222)"
15-12-2022 12:55:25.939988,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:27.114778,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:28.342009,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:29.667799,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:30.739763,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:31.852638,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:33.084949,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:34.346588,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:35.634161,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:37.070926,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.522222222222222)"
15-12-2022 12:55:38.271292,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:39.697845,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:40.867980,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:42.224524,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:43.565405,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:44.831650,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:46.085106,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:47.319522,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:48.536755,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:49.752889,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:51.031565,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:52.423684,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:53.581033,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:54.686545,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:55.779072,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:57.157298,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:58.244004,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.6066666666666665)","(2.9, 3.55, 3.5)"
15-12-2022 12:55:59.375407,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.9, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:00.595769,"(6.5, 8.8, 8.35)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:01.782410,"(6.5, 8.8, 8.35)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:02.786267,"(6.5, 8.8, 8.35)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:03.940704,"(6.5, 8.8, 8.35)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:05.092260,"(6.5, 8.8, 8.35)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:06.268901,"(6.5, 8.8, 8.35)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:07.454996,"(6.5, 8.8, 8.28)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:08.720593,"(6.5, 8.8, 8.28)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:09.774312,"(6.5, 8.8, 8.28)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.8909090909090907)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:10.788687,"(6.5, 8.8, 8.28)","(9.0, 26.0, 23.5)","(2.6, 4.0, 3.9307692307692306)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.65)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:11.806817,"(6.5, 8.8, 8.28)","(9.0, 26.0, 23.5)","(2.6, 4.2, 4.0344827586206895)","(9.0, 13.0, 12.4375)","(21.0, 48.0, 44.4)","(3.2, 5.8, 5.618421052631579)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:12.820017,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.0125)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.800000000000001)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:13.835442,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.0125)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.800000000000001)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:14.919084,"(6.5, 8.8, 8.28)","(9.0, 26.0, 24.545454545454547)","(2.6, 4.2, 4.0125)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.800000000000001)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:15.951353,"(6.5, 8.8, 8.28)","(9.0, 26.0, 24.545454545454547)","(2.6, 4.2, 4.0125)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.800000000000001)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:17.104422,"(6.5, 8.8, 8.28)","(9.0, 26.0, 24.545454545454547)","(2.6, 4.2, 4.140000000000001)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.800000000000001)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:18.234052,"(6.5, 8.8, 8.28)","(9.0, 26.0, 24.545454545454547)","(2.6, 4.2, 3.975)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.800000000000001)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:19.153863,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.975)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.800000000000001)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:20.202643,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.975)","(9.0, 13.0, 12.307692307692308)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.660869565217392)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:21.451485,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 13.0, 12.368421052631579)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.660869565217392)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:22.669732,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 13.0, 12.368421052631579)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.660869565217392)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:23.845553,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 13.0, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.660869565217392)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:25.022965,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.660869565217392)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:26.050550,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.660869565217392)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:27.000985,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:28.039059,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:28.962815,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.3)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.55, 3.5)"
15-12-2022 12:56:30.055898,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.3)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.55, 3.348780487804878)"
15-12-2022 12:56:31.176068,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.3)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.55, 3.3476190476190473)"
15-12-2022 12:56:32.253536,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.3)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.55, 3.477777777777778)"
15-12-2022 12:56:33.312043,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.3)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:34.364493,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.3)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:35.431478,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.3)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:36.575583,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 12.5, 12.35)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.581818181818182)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:37.698730,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 3.95)","(9.0, 13.0, 12.5)","(21.0, 48.0, 43.5)","(3.2, 5.9, 5.64)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:38.803316,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.10625)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.64)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:39.833093,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.10625)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.64)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:40.770872,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.10625)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.64)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:41.818559,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.10625)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.64)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:42.907923,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.10625)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.64)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:44.065840,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.10625)","(9.0, 12.5, 12.5)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.571428571428571)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:45.206359,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.0125)","(9.0, 13.0, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.571428571428571)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:46.349653,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.0125)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.571428571428571)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:47.439926,"(6.5, 8.8, 8.28)","(9.0, 26.0, 22.25)","(2.6, 4.2, 4.0125)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.571428571428571)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:48.478495,"(6.5, 8.8, 8.28)","(9.0, 26.0, 24.545454545454547)","(2.6, 4.2, 4.0125)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.571428571428571)","(2.9, 3.5, 3.477777777777778)"
15-12-2022 12:56:49.445770,"(6.5, 8.8, 8.28)","(9.0, 26.0, 24.545454545454547)","(2.6, 4.2, 4.0125)","(9.0, 12.5, 12.0)","(21.0, 48.0, 43.5)","(3.2, 5.8, 5.571428571428571)","(2.9, 3.5, 3.477777777777778)"
