,Hazey Roy,Miss Maddy Lee,Chasing Clout,Purdys Chance,Bob Barker
10-01-2023 13:13:05.342502,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 20.25)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.209230769230769)","(2.9, 4.0, 3.2489361702127657)"
10-01-2023 13:13:06.433793,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 20.25)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.209230769230769)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:07.458158,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 20.25)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:08.435839,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 20.25)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:09.410754,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 20.25)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:10.361758,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.3716216216216215)"
10-01-2023 13:13:11.349938,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.3716216216216215)"
10-01-2023 13:13:12.379860,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.3716216216216215)"
10-01-2023 13:13:13.379778,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.3716216216216215)"
10-01-2023 13:13:14.375438,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.3716216216216215)"
10-01-2023 13:13:15.411305,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.3486486486486484)"
10-01-2023 13:13:16.519667,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.3486486486486484)"
10-01-2023 13:13:17.631913,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.3486486486486484)"
10-01-2023 13:13:18.684743,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 6.771428571428571)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.3486486486486484)"
10-01-2023 13:13:19.918023,"(9.0, 18.5, 15.666666666666668)","(11.0, 23.0, 18.6)","(5.0, 7.8, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.6207142857142856)"
10-01-2023 13:13:20.927940,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.375)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.6207142857142856)"
10-01-2023 13:13:22.188582,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.375)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.6207142857142856)"
10-01-2023 13:13:23.251385,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.375)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:13:24.271352,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 17.875)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.2851063829787233)"
10-01-2023 13:13:25.203852,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:26.210842,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:27.259676,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:28.296228,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 8.0, 7.0)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:29.327790,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 8.0, 7.266666666666667)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.6207142857142856)"
10-01-2023 13:13:30.384896,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 8.2, 7.266666666666667)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.6207142857142856)"
10-01-2023 13:13:31.347163,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 8.2, 7.266666666666667)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.6207142857142856)"
10-01-2023 13:13:32.303393,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:13:33.328496,"(9.0, 18.5, 15.666666666666668)","(11.0, 26.0, 20.31818181818182)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.2851063829787233)"
10-01-2023 13:13:34.325968,"(9.0, 18.5, 15.666666666666668)","(11.0, 28.0, 25.92857142857143)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:35.326407,"(9.0, 18.5, 15.666666666666668)","(11.0, 28.0, 25.92857142857143)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:36.252508,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:37.300556,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:13:38.347762,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.579615384615385)"
10-01-2023 13:13:39.296177,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.579615384615385)"
10-01-2023 13:13:40.267685,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.579615384615385)"
10-01-2023 13:13:41.223616,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.579615384615385)"
10-01-2023 13:13:42.154005,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.2489361702127657)"
10-01-2023 13:13:43.225844,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:44.279287,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:45.244763,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:46.245232,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:47.212382,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.529642857142857)"
10-01-2023 13:13:48.144406,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.529642857142857)"
10-01-2023 13:13:49.135904,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.529642857142857)"
10-01-2023 13:13:50.142716,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.529642857142857)"
10-01-2023 13:13:51.056602,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.3716216216216215)"
10-01-2023 13:13:51.959361,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.3716216216216215)"
10-01-2023 13:13:52.957303,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.2489361702127657)"
10-01-2023 13:13:54.016035,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:54.946087,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.6, 6.753846153846154)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:55.841332,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.733333333333333)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:56.838227,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.257142857142857)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:57.753406,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.8500000000000005)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:13:58.679001,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.35)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.6207142857142856)"
10-01-2023 13:13:59.676417,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.6207142857142856)"
10-01-2023 13:14:00.637065,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.6207142857142856)"
10-01-2023 13:14:01.592101,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:14:02.429449,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:14:03.407999,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:14:04.360198,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:14:05.265842,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:14:06.210795,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.456111111111111)"
10-01-2023 13:14:07.145770,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.1, 3.2851063829787233)"
10-01-2023 13:14:08.154314,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:14:09.222908,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:14:10.137359,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 21.25)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:14:11.008779,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:14:11.993889,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:14:12.953698,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:14:13.882572,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 4.0, 3.2851063829787233)"
10-01-2023 13:14:14.843835,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.6076)"
10-01-2023 13:14:15.788144,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.6076)"
10-01-2023 13:14:16.657539,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.6076)"
10-01-2023 13:14:17.582439,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.2489361702127657)"
10-01-2023 13:14:18.531863,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:14:19.544587,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:14:20.457221,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 15.875)","(5.0, 7.4, 6.9)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:14:21.422363,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 19.454545454545453)","(5.0, 7.4, 6.663157894736843)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.2489361702127657)"
10-01-2023 13:14:22.447692,"(9.0, 18.5, 15.666666666666668)","(11.0, 29.0, 18.85)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.9, 3.529642857142857)"
10-01-2023 13:14:23.356017,"(9.0, 18.5, 13.166666666666666)","(11.0, 29.0, 19.772727272727273)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.529642857142857)"
10-01-2023 13:14:24.183779,"(9.0, 18.5, 13.166666666666666)","(11.0, 28.0, 23.5)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.529642857142857)"
10-01-2023 13:14:25.230779,"(9.0, 18.5, 13.166666666666666)","(11.0, 28.0, 23.5)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.529642857142857)"
10-01-2023 13:14:26.284956,"(9.0, 18.5, 13.166666666666666)","(11.0, 28.0, 25.4)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.94, 2.0672727272727274)","(2.9, 3.95, 3.0538461538461537)"
10-01-2023 13:14:27.266113,"(9.0, 18.5, 13.166666666666666)","(11.0, 28.0, 23.0)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.94, 2.46)","(2.9, 3.9, 3.0538461538461537)"
10-01-2023 13:14:28.133925,"(9.0, 18.5, 12.1)","(11.0, 28.0, 21.75)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.0538461538461537)"
10-01-2023 13:14:29.106277,"(9.0, 18.5, 12.1)","(11.0, 28.0, 21.75)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.0538461538461537)"
10-01-2023 13:14:30.040116,"(9.0, 18.5, 12.1)","(11.0, 28.0, 21.75)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.0538461538461537)"
10-01-2023 13:14:31.073994,"(9.0, 18.5, 12.1)","(11.0, 28.0, 21.75)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.6999999999999997)"
10-01-2023 13:14:32.126463,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.1, 3.6)"
10-01-2023 13:14:33.100216,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.6333333333333333)"
10-01-2023 13:14:34.011443,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.6333333333333333)"
10-01-2023 13:14:35.009254,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.1)"
10-01-2023 13:14:35.987098,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.1)"
10-01-2023 13:14:37.020908,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.1)"
10-01-2023 13:14:37.928581,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.1)"
10-01-2023 13:14:38.985149,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.1)"
10-01-2023 13:14:40.020780,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.6333333333333333)"
10-01-2023 13:14:40.947485,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.6)"
10-01-2023 13:14:41.939371,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.6333333333333333)"
10-01-2023 13:14:42.877308,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.2, 6.536842105263158)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.1)"
10-01-2023 13:14:43.908810,"(9.0, 17.0, 13.75)","(11.0, 28.0, 23.833333333333332)","(5.0, 8.0, 7.235294117647059)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.6333333333333333)"
10-01-2023 13:14:44.954183,"(9.0, 17.0, 13.75)","(11.0, 28.0, 23.833333333333332)","(5.0, 8.0, 7.235294117647059)","(1.95, 2.92, 2.45)","(2.9, 4.0, 2.96875)"
10-01-2023 13:14:45.982747,"(9.0, 17.0, 13.75)","(11.0, 28.0, 23.833333333333332)","(5.0, 8.0, 7.076923076923077)","(1.95, 2.92, 2.45)","(2.9, 4.0, 2.96875)"
10-01-2023 13:14:47.045310,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.8, 6.8)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.090909090909091)"
10-01-2023 13:14:47.955915,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.8, 6.8)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.090909090909091)"
10-01-2023 13:14:48.932393,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.8, 6.933333333333334)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.090909090909091)"
10-01-2023 13:14:49.981630,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.8, 7.118181818181818)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.090909090909091)"
10-01-2023 13:14:50.952929,"(9.0, 18.5, 12.1)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.8, 7.172727272727273)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.090909090909091)"
10-01-2023 13:14:51.983199,"(9.0, 18.5, 13.166666666666666)","(11.0, 28.0, 23.833333333333332)","(5.0, 7.6, 7.246153846153847)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.090909090909091)"
10-01-2023 13:14:53.051156,"(9.0, 18.5, 13.166666666666666)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.4, 7.246153846153847)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.090909090909091)"
10-01-2023 13:14:54.008492,"(9.0, 18.5, 13.166666666666666)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.4, 7.246153846153847)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.090909090909091)"
10-01-2023 13:14:54.884041,"(9.0, 18.5, 13.166666666666666)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.4, 7.0200000000000005)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.0818181818181816)"
10-01-2023 13:14:55.867059,"(9.0, 18.5, 13.166666666666666)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.6, 6.218181818181819)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.0818181818181816)"
10-01-2023 13:14:56.870261,"(9.0, 18.5, 13.166666666666666)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.6, 6.218181818181819)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.0818181818181816)"
10-01-2023 13:14:57.810167,"(9.0, 18.5, 13.166666666666666)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.6, 6.0)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.0818181818181816)"
10-01-2023 13:14:58.793191,"(9.0, 19.5, 12.3)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(2.9, 3.9, 3.069230769230769)"
10-01-2023 13:14:59.854935,"(9.0, 19.5, 12.3)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.6)"
10-01-2023 13:15:00.762068,"(9.0, 19.5, 12.3)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(2.9, 3.95, 3.069230769230769)"
10-01-2023 13:15:01.848661,"(9.0, 19.5, 12.3)","(11.0, 27.0, 21.772727272727273)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.069230769230769)"
10-01-2023 13:15:03.038219,"(9.0, 19.5, 12.3)","(11.0, 28.0, 24.875)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(2.9, 4.0, 3.069230769230769)"
10-01-2023 13:15:04.160506,"(9.0, 19.5, 12.3)","(11.0, 28.0, 24.875)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(3.0, 4.0, 3.069230769230769)"
10-01-2023 13:15:05.224381,"(9.0, 19.5, 12.3)","(11.0, 28.0, 24.875)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(3.0, 4.0, 3.069230769230769)"
10-01-2023 13:15:06.305591,"(9.0, 19.5, 12.3)","(11.0, 28.0, 24.875)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(3.0, 4.0, 3.069230769230769)"
10-01-2023 13:15:07.382225,"(9.0, 19.5, 12.3)","(11.0, 28.0, 24.875)","(5.0, 7.6, 6.5)","(1.95, 2.92, 2.45)","(3.0, 4.0, 3.6999999999999997)"
