,Opawa Richard,Hes Iconic,Uncle Albert,Big Time Foxy,Redeem A Rapper,Mow Cow,Opawa Amiekay
04-01-2023 10:16:42.067698,"(3.6, 8.2, 5.313793103448275)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 6.6, 4.356)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:43.005912,"(3.6, 8.2, 5.313793103448275)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 6.6, 4.356)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:44.006227,"(3.6, 8.2, 5.313793103448275)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 6.6, 4.356)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:44.975456,"(3.6, 8.2, 5.313793103448275)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 6.6, 4.356)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:45.890965,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:46.804331,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:47.758527,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:48.664771,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:49.566370,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:50.476231,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:51.423671,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:52.355424,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:53.269259,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:54.175133,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:55.109771,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:56.049324,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:56.975302,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:57.918554,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:58.832136,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:16:59.737351,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:00.632068,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:01.572860,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:02.455436,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:03.365219,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:04.288325,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:05.185383,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:06.180948,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:07.088607,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:07.997665,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:08.904250,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:09.829425,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:10.747826,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:11.692180,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:12.648786,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.741904761904761)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:13.622163,"(3.6, 9.8, 5.767741935483871)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:14.560676,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:15.511845,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:16.446994,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:17.394150,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:18.362165,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:19.276731,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:20.179956,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:21.090608,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:21.974867,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:22.880868,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:23.759979,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:24.661905,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:25.572441,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:26.481439,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:27.452704,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 5.5685714285714285)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:28.425907,"(3.6, 9.6, 7.052631578947368)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.6, 4.996)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:29.385221,"(3.6, 10.5, 6.186206896551724)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.2, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:30.309081,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:31.267875,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:32.194059,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:33.202187,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:34.145114,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:35.116454,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:36.026018,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:36.974041,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:37.902055,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:38.841316,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:39.773200,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:40.725005,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 5.797142857142857)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:41.675812,"(3.6, 10.0, 7.284210526315789)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 8.0, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:42.650667,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:43.595766,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:44.513148,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:45.456679,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:46.437544,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:47.594531,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:48.904434,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:49.949882,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:51.001358,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:51.960102,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:52.934149,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:53.877387,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:54.852652,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:55.822824,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:56.809445,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:57.784089,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:58.743694,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:17:59.692926,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:18:00.772237,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:18:01.822745,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:18:02.947854,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:18:04.094442,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:18:05.173322,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:18:06.284298,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
04-01-2023 10:18:07.255347,"(3.6, 9.8, 5.9206896551724135)","(16.0, 95.0, 57.72727272727273)","(18.0, 100.0, 57.25)","(17.0, 65.0, 56.58333333333333)","(6.0, 20.0, 14.503225806451614)","(2.9, 7.8, 4.835999999999999)","(2.9, 4.7, 4.446808510638298)"
