,Claim The Crown,Huon,Rockribbed,Go Troppo,Luvoir,Unamerican,Three Kings,Catapult,Ka Bling,Time Raid,Cadetship,Butchnbugs
04-01-2023 16:32:06.884943,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.729569377990431)","(3.9, 4.6, 4.52)","(8.5, 9.8, 9.712582781456954)","(21.0, 34.0, 29.689655172413794)","(41.0, 85.0, 75.0)","(71.0, 170.0, 157.03703703703704)","(17.0, 25.0, 24.48936170212766)","(9.0, 12.0, 11.588235294117647)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.194)","(31.0, 55.0, 49.6)"
04-01-2023 16:32:08.272560,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.729484732824427)","(3.9, 4.6, 4.507317073170731)","(8.5, 9.8, 9.76544502617801)","(21.0, 34.0, 29.666666666666668)","(41.0, 85.0, 75.0)","(71.0, 170.0, 157.03703703703704)","(17.0, 25.0, 24.48936170212766)","(9.0, 12.0, 11.454545454545455)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.097979797979797)","(31.0, 55.0, 54.68269230769231)"
04-01-2023 16:32:09.654440,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.728391472868217)","(3.9, 4.6, 4.506666666666667)","(8.5, 9.8, 9.76544502617801)","(21.0, 34.0, 29.666666666666668)","(41.0, 85.0, 75.0)","(71.0, 170.0, 157.03703703703704)","(17.0, 25.0, 24.48936170212766)","(9.0, 11.5, 11.48076923076923)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.1, 5.097979797979797)","(31.0, 55.0, 54.68269230769231)"
04-01-2023 16:32:10.995761,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.728391472868217)","(3.9, 4.6, 4.506666666666667)","(8.5, 9.8, 9.7659793814433)","(21.0, 34.0, 29.666666666666668)","(41.0, 85.0, 75.0)","(71.0, 170.0, 157.03703703703704)","(17.0, 25.0, 24.48936170212766)","(9.0, 11.5, 11.48076923076923)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.1, 5.097979797979797)","(31.0, 55.0, 54.68269230769231)"
04-01-2023 16:32:12.349894,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.728391472868217)","(3.9, 4.6, 4.506666666666667)","(8.5, 9.8, 9.696875)","(21.0, 34.0, 29.666666666666668)","(41.0, 85.0, 75.0)","(71.0, 170.0, 157.03703703703704)","(17.0, 25.0, 24.48936170212766)","(9.0, 11.5, 11.48076923076923)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.1, 5.097979797979797)","(31.0, 55.0, 54.68269230769231)"
04-01-2023 16:32:13.835237,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.728391472868217)","(3.9, 4.6, 4.506122448979592)","(8.5, 9.8, 9.769387755102041)","(21.0, 34.0, 33.13333333333333)","(41.0, 85.0, 75.0)","(71.0, 170.0, 155.0)","(17.0, 25.0, 24.46666666666667)","(9.0, 11.5, 11.485294117647058)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.1, 5.097979797979797)","(31.0, 55.0, 54.68269230769231)"
04-01-2023 16:32:15.311380,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.724279835390947)","(3.9, 4.6, 4.564885496183206)","(8.5, 9.8, 9.765116279069767)","(21.0, 34.0, 30.774193548387096)","(41.0, 85.0, 76.42857142857143)","(71.0, 170.0, 155.0)","(17.0, 25.0, 24.348837209302324)","(9.0, 11.5, 11.767441860465116)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.1, 5.1649122807017545)","(31.0, 55.0, 54.68269230769231)"
04-01-2023 16:32:16.697647,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.724279835390947)","(3.9, 4.6, 4.561194029850746)","(8.5, 9.8, 9.765116279069767)","(21.0, 34.0, 30.774193548387096)","(41.0, 85.0, 76.42857142857143)","(71.0, 170.0, 155.0)","(17.0, 25.0, 24.348837209302324)","(9.0, 12.0, 11.767441860465116)","(51.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:18.180386,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.724279835390947)","(3.9, 4.6, 4.561194029850746)","(8.5, 9.8, 9.765116279069767)","(21.0, 34.0, 30.774193548387096)","(41.0, 85.0, 75.0)","(71.0, 170.0, 155.0)","(17.0, 25.0, 24.51219512195122)","(9.0, 12.0, 11.846153846153847)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:19.590359,"(21.0, 34.0, 33.83098591549296)","(3.4, 4.8, 4.724279835390947)","(3.9, 4.6, 4.561194029850746)","(8.5, 9.8, 9.765116279069767)","(21.0, 34.0, 31.142857142857142)","(41.0, 85.0, 75.0)","(71.0, 170.0, 155.0)","(17.0, 25.0, 24.51219512195122)","(9.0, 12.0, 11.767441860465116)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:21.016552,"(21.0, 34.0, 32.0)","(3.4, 4.8, 4.72145144076841)","(3.9, 4.6, 4.561194029850746)","(8.5, 9.8, 9.765116279069767)","(21.0, 34.0, 31.142857142857142)","(41.0, 85.0, 75.0)","(71.0, 170.0, 155.0)","(17.0, 25.0, 24.692307692307693)","(9.0, 12.0, 11.642857142857142)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:22.412845,"(21.0, 34.0, 32.0)","(3.4, 4.8, 4.72145144076841)","(3.9, 4.6, 4.561194029850746)","(8.5, 9.8, 9.770443349753695)","(21.0, 34.0, 31.142857142857142)","(41.0, 85.0, 75.0)","(71.0, 170.0, 155.0)","(17.0, 25.0, 23.634146341463413)","(9.0, 12.0, 11.6)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:23.840967,"(21.0, 34.0, 31.72972972972973)","(3.4, 4.8, 4.72145144076841)","(3.9, 4.6, 4.497737556561086)","(8.5, 9.8, 9.770443349753695)","(21.0, 34.0, 31.142857142857142)","(41.0, 85.0, 75.0)","(71.0, 170.0, 159.23076923076923)","(17.0, 24.0, 23.634146341463413)","(9.0, 12.0, 11.6)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:25.245316,"(21.0, 34.0, 31.72972972972973)","(3.4, 4.8, 4.72145144076841)","(3.9, 4.5, 4.497737556561086)","(8.5, 9.8, 9.7672131147541)","(21.0, 34.0, 31.142857142857142)","(41.0, 85.0, 73.0)","(71.0, 170.0, 159.23076923076923)","(17.0, 24.0, 23.634146341463413)","(9.0, 12.0, 11.6)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:26.654662,"(21.0, 34.0, 32.0)","(3.4, 4.8, 4.72145144076841)","(3.9, 4.5, 4.497737556561086)","(8.5, 9.8, 9.7672131147541)","(21.0, 34.0, 31.596153846153847)","(41.0, 85.0, 73.0)","(71.0, 170.0, 159.23076923076923)","(17.0, 24.0, 23.634146341463413)","(9.0, 12.0, 11.64516129032258)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.195833333333334)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:27.985556,"(21.0, 34.0, 32.0)","(3.4, 4.8, 4.72145144076841)","(3.9, 4.5, 4.567441860465116)","(8.5, 9.8, 9.7672131147541)","(21.0, 34.0, 30.96969696969697)","(41.0, 85.0, 73.0)","(71.0, 170.0, 161.6)","(17.0, 24.0, 23.634146341463413)","(9.0, 12.0, 11.625)","(41.0, 130.0, 96.66666666666667)","(4.4, 5.2, 5.162068965517242)","(31.0, 55.0, 48.25)"
04-01-2023 16:32:29.333517,"(21.0, 34.0, 31.8)","(3.4, 4.8, 4.986538461538462)","(3.9, 4.6, 4.495530726256983)","(8.5, 9.8, 9.75)","(21.0, 34.0, 32.142857142857146)","(41.0, 85.0, 68.33333333333333)","(71.0, 170.0, 158.94736842105263)","(17.0, 24.0, 21.962962962962962)","(9.0, 12.0, 11.4)","(41.0, 130.0, 121.21951219512195)","(4.4, 5.2, 5.030434782608696)","(31.0, 55.0, 54.568627450980394)"
04-01-2023 16:32:30.688732,"(21.0, 32.0, 31.8)","(3.4, 5.0, 5.12962962962963)","(3.9, 4.5, 4.486363636363636)","(8.5, 9.8, 9.752857142857144)","(21.0, 34.0, 31.61904761904762)","(41.0, 85.0, 64.16666666666667)","(71.0, 170.0, 158.94736842105263)","(17.0, 22.0, 22.945945945945947)","(9.0, 11.5, 11.225)","(41.0, 130.0, 108.97435897435898)","(4.4, 5.1, 5.050632911392405)","(31.0, 55.0, 54.46078431372549)"
04-01-2023 16:32:32.162451,"(21.0, 34.0, 31.103448275862068)","(3.4, 5.2, 5.2518796992481205)","(3.9, 4.5, 4.520634920634921)","(8.5, 9.8, 9.758490566037736)","(21.0, 34.0, 31.549019607843135)","(41.0, 85.0, 66.25)","(71.0, 170.0, 158.94736842105263)","(17.0, 24.0, 23.11764705882353)","(9.0, 12.0, 11.422651933701658)","(41.0, 110.0, 121.81818181818181)","(4.4, 5.1, 4.972560975609756)","(31.0, 55.0, 54.67)"
04-01-2023 16:32:33.510586,"(21.0, 34.0, 30.76923076923077)","(3.4, 5.3, 5.262903225806451)","(3.9, 4.6, 4.524590163934426)","(8.5, 9.8, 9.758490566037736)","(21.0, 34.0, 32.161764705882355)","(41.0, 85.0, 66.25)","(71.0, 170.0, 158.94736842105263)","(17.0, 24.0, 23.11764705882353)","(10.0, 11.5, 11.425925925925926)","(41.0, 130.0, 121.81818181818181)","(4.4, 5.0, 4.967479674796748)","(31.0, 55.0, 54.67)"
04-01-2023 16:32:34.851852,"(21.0, 34.0, 30.76923076923077)","(3.4, 5.3, 5.262903225806451)","(3.9, 4.6, 4.454005934718101)","(8.5, 9.8, 9.761538461538462)","(21.0, 34.0, 31.42222222222222)","(41.0, 85.0, 77.77777777777777)","(71.0, 170.0, 160.0)","(17.0, 24.0, 21.419354838709676)","(10.0, 11.5, 10.90137614678899)","(41.0, 130.0, 107.66666666666667)","(4.4, 5.0, 4.962195121951219)","(31.0, 55.0, 54.541666666666664)"
04-01-2023 16:32:36.191047,"(21.0, 32.0, 30.31578947368421)","(3.4, 5.3, 5.213483146067415)","(3.9, 4.5, 4.456338028169014)","(8.5, 9.8, 9.761538461538462)","(21.0, 34.0, 31.42222222222222)","(41.0, 80.0, 77.77777777777777)","(71.0, 170.0, 160.0)","(17.0, 22.0, 21.419354838709676)","(10.0, 11.0, 10.90137614678899)","(41.0, 110.0, 107.66666666666667)","(4.4, 5.0, 4.961728395061728)","(31.0, 55.0, 54.541666666666664)"
04-01-2023 16:32:37.692931,"(21.0, 32.0, 28.666666666666668)","(3.4, 5.3, 5.268831168831169)","(3.9, 4.5, 4.457731958762887)","(8.5, 9.8, 9.75744680851064)","(21.0, 34.0, 31.170731707317074)","(41.0, 80.0, 72.85714285714286)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.25)","(10.0, 11.0, 10.890243902439025)","(41.0, 110.0, 93.46153846153847)","(4.4, 5.0, 4.955)","(31.0, 50.0, 49.89473684210526)"
04-01-2023 16:32:39.268133,"(21.0, 32.0, 28.666666666666668)","(3.4, 5.3, 5.310416666666667)","(3.9, 4.5, 4.457731958762887)","(8.5, 9.8, 9.754166666666666)","(21.0, 34.0, 31.170731707317074)","(41.0, 75.0, 77.14285714285714)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.22222222222222)","(10.0, 11.0, 10.885786802030458)","(41.0, 95.0, 107.3076923076923)","(4.4, 5.0, 4.955)","(31.0, 50.0, 54.440677966101696)"
04-01-2023 16:32:40.667987,"(21.0, 32.0, 28.875)","(3.4, 5.4, 5.310416666666667)","(3.9, 4.5, 4.457731958762887)","(8.5, 9.8, 9.754166666666666)","(21.0, 34.0, 31.2972972972973)","(41.0, 80.0, 78.18181818181819)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.25)","(10.0, 11.0, 10.91304347826087)","(41.0, 110.0, 113.82352941176471)","(4.4, 5.0, 5.1414634146341465)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:32:42.103495,"(21.0, 32.0, 29.217391304347828)","(3.4, 5.3, 5.280645161290322)","(3.9, 4.5, 4.4632000000000005)","(8.5, 9.8, 9.612499999999999)","(21.0, 34.0, 30.875)","(41.0, 85.0, 78.18181818181819)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.25)","(10.0, 11.0, 10.91304347826087)","(41.0, 130.0, 113.82352941176471)","(4.4, 5.2, 5.0375000000000005)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:32:43.552116,"(21.0, 32.0, 29.217391304347828)","(3.4, 5.2, 5.173584905660378)","(3.9, 4.5, 4.4632000000000005)","(8.5, 9.8, 9.755882352941176)","(21.0, 34.0, 32.77450980392157)","(41.0, 85.0, 78.18181818181819)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.22222222222222)","(10.0, 11.0, 10.91304347826087)","(41.0, 130.0, 113.82352941176471)","(4.4, 5.2, 5.0375000000000005)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:32:44.925068,"(21.0, 32.0, 29.217391304347828)","(3.4, 5.2, 5.173584905660378)","(3.9, 4.5, 4.4632000000000005)","(8.5, 9.8, 9.755882352941176)","(21.0, 34.0, 32.77450980392157)","(41.0, 85.0, 78.18181818181819)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.25)","(10.0, 11.0, 10.91304347826087)","(41.0, 130.0, 113.82352941176471)","(4.4, 5.2, 5.163120567375887)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:32:46.279495,"(21.0, 32.0, 29.217391304347828)","(3.4, 5.2, 5.173584905660378)","(3.9, 4.5, 4.4632000000000005)","(8.5, 9.8, 9.755882352941176)","(21.0, 34.0, 31.794520547945204)","(41.0, 85.0, 78.18181818181819)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.526315789473685)","(10.0, 11.0, 10.91304347826087)","(41.0, 130.0, 102.22222222222223)","(4.4, 5.2, 4.986842105263158)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:32:47.694652,"(21.0, 30.0, 29.555555555555557)","(3.4, 5.2, 5.173584905660378)","(3.9, 4.5, 4.461666666666667)","(8.5, 9.8, 9.755882352941176)","(21.0, 32.0, 31.794520547945204)","(41.0, 85.0, 78.18181818181819)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.526315789473685)","(10.0, 11.0, 10.91304347826087)","(41.0, 130.0, 102.22222222222223)","(4.4, 5.2, 5.018918918918919)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:32:49.114934,"(21.0, 30.0, 29.555555555555557)","(3.4, 5.2, 5.1226666666666665)","(3.9, 4.5, 4.455849056603774)","(8.5, 9.8, 9.755882352941176)","(21.0, 32.0, 31.444444444444443)","(41.0, 85.0, 74.6)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.526315789473685)","(10.0, 11.0, 10.891752577319588)","(41.0, 130.0, 100.0)","(4.4, 5.1, 4.935772357723577)","(31.0, 55.0, 54.52991452991453)"
04-01-2023 16:32:50.539238,"(21.0, 30.0, 29.555555555555557)","(3.4, 5.4, 5.344444444444445)","(3.9, 4.5, 4.455094339622642)","(8.5, 9.8, 9.756521739130434)","(21.0, 32.0, 31.444444444444443)","(41.0, 75.0, 74.6)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.48780487804878)","(10.0, 11.0, 10.88974358974359)","(41.0, 130.0, 100.0)","(4.4, 5.1, 4.938400000000001)","(31.0, 55.0, 54.52991452991453)"
04-01-2023 16:32:51.978566,"(21.0, 30.0, 29.555555555555557)","(3.4, 5.4, 5.297849462365591)","(3.9, 4.5, 4.454468085106383)","(8.5, 9.8, 9.756521739130434)","(21.0, 32.0, 31.444444444444443)","(41.0, 75.0, 79.5)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.48780487804878)","(10.0, 11.0, 10.908602150537634)","(41.0, 130.0, 106.42857142857143)","(4.4, 5.1, 4.992307692307692)","(31.0, 55.0, 54.71551724137931)"
04-01-2023 16:32:53.429997,"(21.0, 30.0, 29.166666666666668)","(3.4, 5.3, 5.297849462365591)","(3.9, 4.5, 4.454700854700855)","(8.5, 9.8, 9.767441860465118)","(21.0, 32.0, 31.444444444444443)","(41.0, 80.0, 79.5)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.48780487804878)","(10.0, 11.0, 10.9)","(41.0, 130.0, 106.42857142857143)","(4.4, 5.0, 4.992307692307692)","(31.0, 55.0, 54.71551724137931)"
04-01-2023 16:32:54.828783,"(21.0, 30.0, 28.454545454545453)","(3.4, 5.3, 5.270769230769231)","(3.9, 4.5, 4.453703703703704)","(8.5, 9.8, 9.754744525547446)","(21.0, 32.0, 31.2)","(41.0, 80.0, 64.78260869565217)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.42222222222222)","(10.0, 11.0, 11.351851851851851)","(41.0, 130.0, 88.33333333333333)","(4.4, 5.0, 4.932786885245902)","(31.0, 50.0, 49.89473684210526)"
04-01-2023 16:32:56.132262,"(21.0, 29.0, 28.454545454545453)","(3.4, 5.3, 5.262)","(3.9, 4.5, 4.453703703703704)","(8.5, 9.8, 9.750354609929078)","(21.0, 32.0, 31.2)","(41.0, 65.0, 64.78260869565217)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.42222222222222)","(10.0, 11.5, 11.351851851851851)","(41.0, 90.0, 88.33333333333333)","(4.4, 5.0, 4.938461538461539)","(31.0, 50.0, 49.89473684210526)"
04-01-2023 16:32:57.514147,"(21.0, 29.0, 28.454545454545453)","(3.4, 5.3, 5.262)","(3.9, 4.5, 4.453703703703704)","(8.5, 9.8, 9.751824817518248)","(21.0, 32.0, 31.17241379310345)","(41.0, 65.0, 64.78260869565217)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.41860465116279)","(10.0, 11.5, 11.354166666666666)","(41.0, 90.0, 115.0)","(4.4, 5.0, 4.9361702127659575)","(31.0, 50.0, 49.94690265486726)"
04-01-2023 16:32:58.868983,"(21.0, 29.0, 28.555555555555557)","(3.5, 5.3, 5.265909090909091)","(3.9, 4.5, 4.453461538461538)","(8.5, 9.8, 9.751824817518248)","(21.0, 32.0, 31.17241379310345)","(41.0, 65.0, 64.78260869565217)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.41860465116279)","(10.0, 11.5, 11.354166666666666)","(41.0, 120.0, 115.0)","(4.4, 5.0, 4.9361702127659575)","(31.0, 50.0, 49.94690265486726)"
04-01-2023 16:33:00.470270,"(21.0, 29.0, 28.555555555555557)","(3.5, 5.3, 5.265909090909091)","(3.9, 4.5, 4.458403361344538)","(8.5, 9.8, 9.751824817518248)","(21.0, 32.0, 31.17241379310345)","(41.0, 65.0, 64.78260869565217)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.41860465116279)","(10.0, 11.5, 11.354166666666666)","(41.0, 120.0, 115.0)","(4.4, 5.0, 4.9361702127659575)","(31.0, 50.0, 49.94690265486726)"
04-01-2023 16:33:01.887926,"(21.0, 29.0, 28.555555555555557)","(3.5, 5.3, 5.265909090909091)","(3.9, 4.5, 4.458403361344538)","(8.5, 9.8, 9.751824817518248)","(21.0, 32.0, 31.17241379310345)","(41.0, 65.0, 64.78260869565217)","(71.0, 170.0, 159.23076923076923)","(17.0, 22.0, 21.41860465116279)","(10.0, 11.5, 11.354166666666666)","(41.0, 120.0, 111.66666666666666)","(4.4, 5.0, 4.9361702127659575)","(31.0, 50.0, 49.94690265486726)"
04-01-2023 16:33:03.451333,"(21.0, 29.0, 28.75)","(3.5, 5.3, 5.252631578947368)","(3.9, 4.5, 4.463470319634704)","(8.5, 9.8, 9.762500000000001)","(21.0, 32.0, 31.423076923076923)","(41.0, 65.0, 83.125)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.46153846153846)","(10.0, 11.5, 11.472222222222221)","(41.0, 130.0, 118.21428571428572)","(4.4, 5.0, 4.9944444444444445)","(31.0, 50.0, 54.71304347826087)"
04-01-2023 16:33:04.765334,"(21.0, 30.0, 28.75)","(3.5, 5.3, 5.257142857142857)","(3.9, 4.5, 4.463470319634704)","(8.5, 9.8, 9.764102564102565)","(21.0, 32.0, 31.423076923076923)","(41.0, 85.0, 83.125)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.46153846153846)","(10.0, 12.0, 11.694444444444445)","(41.0, 130.0, 118.21428571428572)","(4.4, 5.1, 4.9944444444444445)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:06.186331,"(21.0, 30.0, 28.75)","(3.5, 5.3, 5.257142857142857)","(3.9, 4.5, 4.461722488038277)","(8.5, 9.8, 9.764102564102565)","(21.0, 32.0, 31.423076923076923)","(41.0, 85.0, 83.125)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.46153846153846)","(10.0, 12.0, 11.694444444444445)","(41.0, 130.0, 118.21428571428572)","(4.4, 5.1, 4.9944444444444445)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:07.625056,"(21.0, 30.0, 28.75)","(3.5, 5.3, 5.257142857142857)","(3.9, 4.5, 4.461722488038277)","(8.5, 9.8, 9.764102564102565)","(21.0, 32.0, 31.625)","(41.0, 85.0, 83.125)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.46153846153846)","(10.0, 12.0, 11.694444444444445)","(41.0, 130.0, 115.0)","(4.4, 5.1, 5.0396825396825395)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:08.959379,"(21.0, 30.0, 29.1)","(3.5, 5.3, 5.2475)","(3.9, 4.5, 4.430000000000001)","(8.5, 9.8, 9.758677685950413)","(21.0, 32.0, 31.52)","(41.0, 85.0, 82.55102040816327)","(71.0, 170.0, 162.75862068965517)","(17.0, 22.0, 21.4390243902439)","(10.0, 12.0, 11.446428571428571)","(41.0, 130.0, 115.0)","(4.4, 5.1, 4.965217391304348)","(31.0, 55.0, 54.62068965517241)"
04-01-2023 16:33:10.343927,"(21.0, 29.0, 28.75)","(3.5, 5.3, 5.236363636363636)","(3.9, 4.5, 4.430508474576271)","(8.5, 9.8, 9.760902255639099)","(21.0, 32.0, 31.52)","(41.0, 85.0, 82.55102040816327)","(71.0, 170.0, 161.6)","(17.0, 22.0, 21.45)","(10.0, 11.5, 11.48076923076923)","(41.0, 130.0, 115.0)","(4.4, 5.0, 4.983333333333333)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:11.660002,"(21.0, 30.0, 28.90909090909091)","(3.5, 5.3, 5.2176470588235295)","(3.9, 4.5, 4.430508474576271)","(8.5, 9.8, 9.760902255639099)","(21.0, 32.0, 31.52)","(41.0, 85.0, 82.55102040816327)","(71.0, 170.0, 161.6)","(17.0, 22.0, 21.45)","(10.0, 11.5, 11.48076923076923)","(41.0, 130.0, 115.0)","(4.4, 5.0, 4.983333333333333)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:13.011511,"(21.0, 30.0, 28.90909090909091)","(3.5, 5.3, 5.2176470588235295)","(3.9, 4.5, 4.430508474576271)","(8.5, 9.8, 9.760902255639099)","(21.0, 32.0, 31.52)","(41.0, 85.0, 82.55102040816327)","(71.0, 170.0, 161.6)","(17.0, 22.0, 21.45)","(10.0, 11.5, 11.48076923076923)","(41.0, 130.0, 115.0)","(4.4, 5.0, 4.983333333333333)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:14.312241,"(21.0, 30.0, 28.90909090909091)","(3.5, 5.3, 5.242857142857143)","(3.9, 4.5, 4.430508474576271)","(8.5, 9.8, 9.760902255639099)","(21.0, 32.0, 31.52)","(41.0, 85.0, 83.125)","(71.0, 170.0, 161.6)","(17.0, 22.0, 21.45)","(10.0, 11.5, 11.48076923076923)","(41.0, 130.0, 111.0)","(4.4, 5.0, 4.9625)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:15.561413,"(21.0, 30.0, 28.90909090909091)","(3.5, 5.3, 5.242857142857143)","(3.9, 4.5, 4.430508474576271)","(8.5, 9.8, 9.760902255639099)","(21.0, 32.0, 31.52)","(41.0, 85.0, 83.125)","(71.0, 170.0, 161.6)","(17.0, 22.0, 21.45)","(10.0, 11.5, 11.48076923076923)","(41.0, 120.0, 102.6923076923077)","(4.4, 5.0, 4.9625)","(31.0, 55.0, 54.71304347826087)"
04-01-2023 16:33:16.965135,"(21.0, 30.0, 28.90909090909091)","(3.5, 5.3, 5.242857142857143)","(3.9, 4.5, 4.437630662020906)","(8.5, 9.8, 9.763358778625955)","(21.0, 32.0, 31.0)","(41.0, 85.0, 83.125)","(71.0, 170.0, 157.6470588235294)","(17.0, 22.0, 21.857142857142858)","(10.0, 11.5, 11.48076923076923)","(41.0, 120.0, 113.58974358974359)","(4.4, 5.0, 4.9625)","(31.0, 55.0, 54.65979381443299)"
04-01-2023 16:33:18.329904,"(21.0, 30.0, 28.90909090909091)","(3.6, 5.3, 5.2125)","(3.9, 4.5, 4.427155172413793)","(8.5, 9.8, 9.7671875)","(21.0, 32.0, 31.0)","(41.0, 85.0, 83.125)","(71.0, 170.0, 157.6470588235294)","(17.0, 22.0, 21.857142857142858)","(10.0, 11.5, 11.48076923076923)","(41.0, 120.0, 108.0)","(4.4, 5.0, 4.9884615384615385)","(31.0, 55.0, 54.65979381443299)"
04-01-2023 16:33:19.711386,"(21.0, 30.0, 28.90909090909091)","(3.6, 5.3, 5.2125)","(3.9, 4.5, 4.427155172413793)","(8.5, 9.8, 9.7671875)","(21.0, 32.0, 31.0)","(41.0, 85.0, 83.125)","(71.0, 170.0, 157.6470588235294)","(17.0, 22.0, 21.857142857142858)","(10.0, 11.5, 11.48076923076923)","(41.0, 110.0, 104.54545454545455)","(4.4, 5.0, 4.9884615384615385)","(31.0, 55.0, 54.65979381443299)"
04-01-2023 16:33:21.077540,"(21.0, 30.0, 28.90909090909091)","(3.6, 5.3, 5.2125)","(3.9, 4.5, 4.427155172413793)","(8.5, 9.8, 9.7671875)","(21.0, 32.0, 31.0)","(41.0, 85.0, 83.125)","(71.0, 170.0, 157.6470588235294)","(17.0, 22.0, 21.857142857142858)","(10.0, 11.5, 11.48076923076923)","(41.0, 110.0, 104.54545454545455)","(4.4, 5.0, 4.9884615384615385)","(31.0, 55.0, 54.65979381443299)"
04-01-2023 16:33:22.393769,"(21.0, 30.0, 28.90909090909091)","(3.6, 5.3, 5.2125)","(3.9, 4.5, 4.427155172413793)","(8.5, 9.8, 9.7671875)","(21.0, 32.0, 31.0)","(41.0, 85.0, 83.125)","(71.0, 170.0, 157.6470588235294)","(17.0, 22.0, 21.857142857142858)","(10.0, 11.5, 11.48076923076923)","(41.0, 110.0, 104.54545454545455)","(4.4, 5.0, 4.9884615384615385)","(31.0, 55.0, 54.65979381443299)"
