,Its Cleo,Hendy,Feel The Magic,Thatll Do Neo,Jimmy The Singer,Cashmere Kaos,Mortons Jilliby,Nine Nine
08-01-2023 13:38:11.521830,"(31.0, 65.0, 63.333333333333336)","(3.3, 3.7, 3.606666666666667)","(9.0, 10.5, 10.1875)","(10.0, 21.0, 20.5)","(4.4, 4.9, 4.757142857142857)","(8.0, 12.0, 11.516666666666667)","(6.0, 11.0, 10.423529411764706)","(4.6, 6.0, 5.931818181818182)"
08-01-2023 13:38:12.558963,"(31.0, 65.0, 63.333333333333336)","(3.3, 3.7, 3.606666666666667)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.5)","(4.4, 4.9, 4.757142857142857)","(8.0, 12.0, 11.517857142857142)","(6.0, 11.0, 10.423529411764706)","(4.6, 6.2, 5.970833333333333)"
08-01-2023 13:38:13.622036,"(31.0, 65.0, 63.333333333333336)","(3.3, 3.7, 3.604)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.5)","(4.4, 4.9, 4.757142857142857)","(8.0, 12.0, 11.644736842105264)","(6.0, 11.0, 10.423529411764706)","(4.6, 6.2, 5.970833333333333)"
08-01-2023 13:38:14.660508,"(31.0, 65.0, 62.5)","(3.3, 3.7, 3.604)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.625)","(4.4, 4.9, 4.841176470588236)","(8.0, 12.0, 11.529411764705882)","(6.0, 11.0, 10.423529411764706)","(4.6, 6.2, 5.970833333333333)"
08-01-2023 13:38:15.712522,"(31.0, 65.0, 62.5)","(3.3, 3.7, 3.603225806451613)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.625)","(4.4, 4.9, 4.841176470588236)","(8.0, 12.0, 11.529411764705882)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 5.970833333333333)"
08-01-2023 13:38:16.760941,"(31.0, 65.0, 55.5)","(3.3, 3.7, 3.533333333333333)","(9.0, 10.5, 10.045454545454545)","(10.0, 22.0, 21.642857142857142)","(4.4, 5.2, 5.042857142857143)","(8.0, 12.0, 11.703703703703704)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:18.072519,"(31.0, 65.0, 55.5)","(3.3, 3.7, 3.533333333333333)","(9.0, 10.5, 9.879310344827585)","(10.0, 22.0, 21.428571428571427)","(4.4, 5.2, 5.042857142857143)","(8.0, 12.0, 11.703703703703704)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:19.212841,"(31.0, 65.0, 55.5)","(3.3, 3.7, 3.533333333333333)","(9.0, 10.5, 10.115384615384615)","(10.0, 22.0, 20.85)","(4.2, 5.2, 4.871428571428572)","(8.5, 12.0, 11.619047619047619)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 5.864285714285715)"
08-01-2023 13:38:20.452769,"(31.0, 65.0, 54.5)","(3.3, 3.7, 3.60625)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.85)","(4.2, 4.9, 4.74)","(8.5, 12.0, 11.678571428571429)","(6.0, 11.0, 10.118518518518519)","(4.6, 5.9, 6.038235294117647)"
08-01-2023 13:38:21.538193,"(31.0, 65.0, 54.5)","(3.3, 3.7, 3.611111111111111)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.85)","(4.2, 4.9, 4.74)","(8.5, 12.0, 11.678571428571429)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:22.681250,"(31.0, 65.0, 54.5)","(3.3, 3.7, 3.611111111111111)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.85)","(4.2, 4.9, 4.74)","(8.5, 12.0, 11.678571428571429)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:23.778182,"(31.0, 65.0, 54.5)","(3.3, 3.7, 3.611111111111111)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.85)","(4.2, 4.9, 4.74)","(8.5, 12.0, 11.678571428571429)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:24.863371,"(31.0, 65.0, 54.5)","(3.3, 3.7, 3.611111111111111)","(9.0, 10.5, 10.115384615384615)","(10.0, 21.0, 20.85)","(4.2, 4.9, 4.74)","(8.5, 12.0, 11.678571428571429)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:25.974946,"(31.0, 65.0, 54.5)","(3.3, 3.7, 3.6090909090909093)","(9.0, 10.5, 9.833333333333334)","(10.0, 21.0, 21.545454545454547)","(4.2, 4.9, 4.741666666666667)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:27.080087,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.546153846153846)","(9.0, 10.5, 9.879310344827585)","(10.0, 22.0, 21.545454545454547)","(4.2, 5.2, 4.741666666666667)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 6.038235294117647)"
08-01-2023 13:38:28.189521,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.546153846153846)","(9.0, 10.5, 9.879310344827585)","(10.0, 22.0, 20.727272727272727)","(4.2, 5.2, 4.733333333333333)","(8.5, 12.0, 11.470588235294118)","(6.0, 11.0, 10.16)","(4.6, 6.2, 5.82)"
08-01-2023 13:38:29.320378,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.62)","(9.0, 10.5, 10.142857142857142)","(10.0, 21.0, 20.727272727272727)","(4.2, 4.9, 4.733333333333333)","(8.5, 12.0, 11.470588235294118)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:30.368935,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.62)","(9.0, 10.5, 10.173913043478262)","(10.0, 21.0, 20.727272727272727)","(4.2, 4.9, 4.733333333333333)","(8.5, 12.0, 11.470588235294118)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.82)"
08-01-2023 13:38:31.440185,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.63125)","(9.0, 10.5, 10.173913043478262)","(10.0, 21.0, 20.4)","(4.2, 4.9, 4.733333333333333)","(8.5, 12.0, 11.470588235294118)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:32.399318,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.63125)","(9.0, 10.5, 10.173913043478262)","(10.0, 21.0, 20.6)","(4.2, 4.9, 4.733333333333333)","(8.5, 12.0, 11.470588235294118)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:33.452698,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.63125)","(9.0, 10.5, 10.173913043478262)","(10.0, 21.0, 21.2)","(4.2, 4.9, 4.719230769230769)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.958620689655173)"
08-01-2023 13:38:34.561815,"(31.0, 65.0, 62.0)","(3.3, 3.7, 3.570588235294118)","(9.0, 10.5, 9.924)","(10.0, 22.0, 21.2)","(4.2, 5.2, 4.821212121212121)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.16)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:38:35.654057,"(31.0, 65.0, 61.5)","(3.3, 3.7, 3.570588235294118)","(9.0, 10.5, 10.02)","(10.0, 22.0, 21.2)","(4.2, 5.2, 4.9714285714285715)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.16)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:38:36.724989,"(31.0, 65.0, 61.5)","(3.3, 3.7, 3.570588235294118)","(9.0, 10.5, 10.02)","(10.0, 22.0, 21.2)","(4.2, 5.2, 4.9714285714285715)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.16)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:38:37.794434,"(31.0, 65.0, 61.5)","(3.3, 3.7, 3.570588235294118)","(9.0, 10.5, 10.02)","(10.0, 22.0, 21.2)","(4.2, 5.2, 4.872727272727273)","(8.5, 12.0, 11.4375)","(6.0, 11.0, 10.16)","(4.6, 6.2, 5.8500000000000005)"
08-01-2023 13:38:38.981042,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.6, 3.54)","(9.0, 10.5, 10.105263157894736)","(10.0, 22.0, 21.0)","(4.2, 4.9, 4.86842105263158)","(8.5, 12.0, 11.4375)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:40.124214,"(31.0, 65.0, 62.900000000000006)","(3.3, 3.7, 3.59)","(9.0, 10.5, 10.173913043478262)","(10.0, 22.0, 21.0)","(4.2, 4.9, 4.86842105263158)","(8.5, 12.0, 11.4375)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.82)"
08-01-2023 13:38:41.163899,"(31.0, 65.0, 62.900000000000006)","(3.3, 3.7, 3.59)","(9.0, 10.5, 10.173913043478262)","(10.0, 22.0, 21.0)","(4.2, 4.9, 4.86842105263158)","(8.5, 12.0, 11.4375)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:42.404335,"(31.0, 65.0, 62.900000000000006)","(3.3, 3.7, 3.59)","(9.0, 10.5, 10.222222222222221)","(10.0, 22.0, 21.0)","(4.2, 4.9, 4.95)","(8.5, 12.0, 11.4375)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:43.485990,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.59)","(9.0, 10.5, 10.222222222222221)","(10.0, 22.0, 21.2)","(4.2, 5.2, 4.996296296296297)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:44.478192,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.59)","(9.0, 10.5, 10.142857142857142)","(10.0, 22.0, 21.2)","(4.2, 5.2, 4.996296296296297)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.16)","(4.6, 5.9, 5.958620689655173)"
08-01-2023 13:38:45.654362,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.570588235294118)","(9.0, 10.5, 9.674999999999999)","(10.0, 22.0, 21.2)","(4.2, 5.2, 4.996296296296297)","(8.5, 12.0, 11.1)","(6.0, 11.0, 10.16)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:38:46.774806,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.570588235294118)","(9.0, 10.5, 10.072222222222223)","(10.0, 22.0, 20.75)","(4.2, 5.2, 4.977777777777778)","(8.5, 12.0, 11.625)","(6.0, 11.0, 10.118518518518519)","(4.6, 6.2, 5.82)"
08-01-2023 13:38:47.901863,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.6153846153846154)","(9.0, 10.5, 9.986666666666666)","(10.0, 21.0, 20.75)","(4.2, 5.2, 5.1000000000000005)","(8.5, 12.0, 11.625)","(6.0, 11.0, 10.118518518518519)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:49.009882,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.6153846153846154)","(9.0, 10.5, 9.986666666666666)","(10.0, 21.0, 20.75)","(4.2, 5.2, 5.1000000000000005)","(8.5, 12.0, 11.625)","(6.0, 11.0, 10.118518518518519)","(4.6, 5.9, 5.82)"
08-01-2023 13:38:50.023070,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.6153846153846154)","(9.0, 10.5, 10.072222222222223)","(10.0, 21.0, 20.75)","(4.2, 5.2, 5.113043478260869)","(8.5, 12.0, 11.625)","(6.0, 11.0, 10.066666666666666)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:51.116166,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.6153846153846154)","(9.0, 10.5, 9.986666666666666)","(10.0, 21.0, 20.75)","(4.2, 5.2, 5.113043478260869)","(8.5, 12.0, 11.625)","(6.0, 11.0, 10.066666666666666)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:52.252389,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 9.986666666666666)","(10.0, 21.0, 21.333333333333332)","(4.2, 5.2, 5.155555555555556)","(8.5, 12.0, 11.090909090909092)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.836363636363637)"
08-01-2023 13:38:53.382678,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 9.986666666666666)","(10.0, 22.0, 21.333333333333332)","(4.2, 5.2, 5.155555555555556)","(8.5, 12.0, 11.090909090909092)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.958620689655173)"
08-01-2023 13:38:54.535441,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 9.858333333333334)","(10.0, 22.0, 21.333333333333332)","(4.2, 5.2, 5.064444444444444)","(8.5, 12.0, 11.090909090909092)","(6.0, 11.0, 10.051612903225806)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:38:55.567986,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 9.858333333333334)","(10.0, 22.0, 20.8)","(4.2, 5.1, 4.949999999999999)","(8.5, 12.0, 11.411764705882353)","(6.0, 11.0, 10.051612903225806)","(4.6, 6.2, 5.82)"
08-01-2023 13:38:56.645012,"(31.0, 65.0, 62.900000000000006)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 10.205882352941176)","(10.0, 21.0, 20.8)","(4.2, 5.1, 5.0777777777777775)","(8.5, 12.0, 11.411764705882353)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:57.767811,"(31.0, 65.0, 62.900000000000006)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 10.236842105263158)","(10.0, 21.0, 20.8)","(4.2, 5.1, 5.085714285714285)","(8.5, 12.0, 11.615384615384615)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:38:58.928206,"(31.0, 65.0, 62.900000000000006)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 10.236842105263158)","(10.0, 21.0, 20.8)","(4.2, 5.1, 5.085714285714285)","(8.5, 12.0, 11.615384615384615)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.82)"
08-01-2023 13:39:00.104569,"(31.0, 65.0, 62.900000000000006)","(3.3, 3.7, 3.5700000000000003)","(9.0, 10.5, 10.236842105263158)","(10.0, 21.0, 20.8)","(4.2, 5.1, 5.071428571428571)","(8.5, 12.0, 11.615384615384615)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:39:01.281532,"(31.0, 65.0, 62.66666666666667)","(3.3, 3.65, 3.565625)","(9.0, 10.5, 10.076923076923077)","(10.0, 21.0, 21.333333333333332)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.090909090909092)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.958620689655173)"
08-01-2023 13:39:02.418920,"(31.0, 65.0, 62.66666666666667)","(3.2, 3.65, 3.56)","(9.0, 10.5, 9.569230769230769)","(10.0, 22.0, 21.333333333333332)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.090909090909092)","(6.0, 11.0, 10.051612903225806)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:39:03.588101,"(31.0, 65.0, 62.66666666666667)","(3.2, 3.65, 3.56)","(9.0, 10.5, 9.491666666666667)","(10.0, 22.0, 21.333333333333332)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.411764705882353)","(6.0, 11.0, 10.051612903225806)","(4.6, 6.2, 5.8500000000000005)"
08-01-2023 13:39:04.698714,"(31.0, 65.0, 62.66666666666667)","(3.2, 3.6, 3.55)","(9.0, 10.5, 10.015384615384615)","(10.0, 21.0, 20.8)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.411764705882353)","(6.0, 11.0, 10.051612903225806)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:39:05.829051,"(31.0, 65.0, 62.66666666666667)","(3.2, 3.6, 3.55)","(9.0, 10.5, 10.129411764705882)","(10.0, 21.0, 20.8)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.82)"
08-01-2023 13:39:06.936208,"(31.0, 65.0, 62.66666666666667)","(3.1, 3.6, 3.55)","(9.0, 10.5, 10.129411764705882)","(12.0, 21.0, 20.8)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:39:08.061957,"(31.0, 65.0, 62.66666666666667)","(3.1, 3.6, 3.55)","(9.0, 10.5, 10.129411764705882)","(12.0, 21.0, 20.8)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.82)"
08-01-2023 13:39:09.181765,"(31.0, 65.0, 62.66666666666667)","(3.1, 3.6, 3.55)","(9.0, 10.5, 10.15)","(12.0, 21.0, 20.8)","(4.2, 5.1, 5.084615384615384)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.958620689655173)"
08-01-2023 13:39:10.331270,"(31.0, 65.0, 62.66666666666667)","(3.1, 3.6, 3.5277777777777777)","(9.0, 10.5, 9.51)","(12.0, 24.0, 22.0)","(4.2, 5.1, 5.066666666666666)","(8.5, 12.0, 11.090909090909092)","(6.5, 11.0, 10.051612903225806)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:39:11.525902,"(31.0, 65.0, 62.66666666666667)","(3.1, 3.55, 3.5277777777777777)","(9.0, 10.5, 9.565)","(12.0, 24.0, 22.22222222222222)","(4.2, 5.1, 5.081818181818181)","(8.5, 12.0, 11.090909090909092)","(6.5, 11.0, 10.051612903225806)","(4.6, 6.2, 5.958620689655173)"
08-01-2023 13:39:12.709227,"(31.0, 65.0, 62.900000000000006)","(3.1, 3.55, 3.5277777777777777)","(9.0, 10.5, 10.130434782608695)","(12.0, 24.0, 21.428571428571427)","(4.2, 5.1, 5.081818181818181)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 6.2, 5.82)"
08-01-2023 13:39:13.809898,"(31.0, 65.0, 62.900000000000006)","(3.1, 3.65, 3.515)","(9.0, 10.5, 10.130434782608695)","(12.0, 22.0, 21.428571428571427)","(4.2, 5.1, 5.2)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.82)"
08-01-2023 13:39:14.828033,"(31.0, 65.0, 62.900000000000006)","(3.1, 3.65, 3.515)","(9.0, 10.5, 10.052631578947368)","(12.0, 22.0, 21.428571428571427)","(4.2, 5.3, 5.257142857142857)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:39:15.887001,"(31.0, 65.0, 62.900000000000006)","(3.1, 3.65, 3.515)","(9.0, 10.5, 10.130434782608695)","(12.0, 22.0, 21.428571428571427)","(4.2, 5.3, 5.242857142857143)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.82)"
08-01-2023 13:39:17.016163,"(31.0, 65.0, 62.66666666666667)","(3.1, 3.6, 3.597272727272727)","(9.0, 10.5, 10.130434782608695)","(12.0, 22.0, 21.428571428571427)","(4.2, 5.3, 5.273333333333333)","(8.5, 12.0, 11.615384615384615)","(6.5, 11.0, 10.051612903225806)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:39:18.105372,"(31.0, 65.0, 62.66666666666667)","(3.1, 3.6, 3.597272727272727)","(9.0, 10.5, 10.107142857142858)","(12.0, 22.0, 22.727272727272727)","(4.2, 5.3, 5.37)","(8.5, 12.0, 11.666666666666666)","(6.5, 11.0, 10.183333333333334)","(4.6, 5.9, 5.8500000000000005)"
08-01-2023 13:39:19.173864,"(31.0, 65.0, 52.0)","(3.1, 3.6, 3.5166666666666666)","(9.0, 10.5, 9.639130434782608)","(12.0, 23.0, 22.785714285714285)","(4.2, 5.4, 5.38421052631579)","(8.5, 12.0, 11.333333333333334)","(6.5, 11.0, 10.183333333333334)","(4.6, 5.9, 5.920588235294118)"
08-01-2023 13:39:20.205492,"(31.0, 65.0, 54.5)","(3.1, 3.6, 3.5842105263157897)","(9.0, 10.5, 9.639130434782608)","(12.0, 23.0, 21.666666666666668)","(4.2, 5.4, 5.333333333333334)","(8.5, 12.0, 11.583333333333334)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.2, 5.857142857142857)"
08-01-2023 13:39:21.312529,"(31.0, 65.0, 54.09090909090909)","(3.1, 3.6, 3.5971153846153845)","(9.0, 10.5, 9.858333333333334)","(12.0, 22.0, 21.666666666666668)","(4.2, 5.4, 5.333333333333334)","(8.5, 12.0, 11.583333333333334)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.857142857142857)"
08-01-2023 13:39:22.507407,"(31.0, 65.0, 55.76923076923077)","(3.1, 3.6, 3.5842105263157897)","(9.0, 10.5, 9.92962962962963)","(12.0, 22.0, 21.666666666666668)","(4.2, 5.4, 5.3478260869565215)","(8.5, 12.0, 11.583333333333334)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.885714285714285)"
08-01-2023 13:39:23.705656,"(31.0, 65.0, 59.375)","(3.1, 3.6, 3.5971153846153845)","(9.0, 10.5, 9.858333333333334)","(12.0, 22.0, 21.666666666666668)","(4.2, 5.4, 5.3478260869565215)","(8.5, 12.0, 11.583333333333334)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.885714285714285)"
08-01-2023 13:39:24.908020,"(31.0, 65.0, 57.0)","(3.1, 3.6, 3.5842105263157897)","(8.5, 10.5, 9.950000000000001)","(12.0, 22.0, 21.666666666666668)","(4.2, 5.4, 5.288235294117647)","(8.5, 12.0, 11.761904761904763)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.8933333333333335)"
08-01-2023 13:39:26.115108,"(31.0, 65.0, 57.0)","(3.1, 3.6, 3.5842105263157897)","(8.5, 10.5, 9.950000000000001)","(12.0, 22.0, 22.727272727272727)","(4.2, 5.3, 5.288235294117647)","(8.5, 12.0, 11.722222222222221)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.916666666666667)"
08-01-2023 13:39:27.218886,"(31.0, 65.0, 53.75)","(3.1, 3.6, 3.5971153846153845)","(8.5, 10.5, 9.639130434782608)","(12.0, 23.0, 22.727272727272727)","(4.2, 5.3, 5.342857142857143)","(8.5, 12.0, 10.5)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.916666666666667)"
08-01-2023 13:39:28.385879,"(31.0, 65.0, 51.666666666666664)","(3.1, 3.6, 3.5842105263157897)","(8.5, 10.5, 9.639130434782608)","(12.0, 23.0, 22.75)","(4.2, 5.4, 5.342857142857143)","(8.5, 11.5, 10.705882352941176)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.916666666666667)"
08-01-2023 13:39:29.545268,"(31.0, 65.0, 51.666666666666664)","(3.1, 3.6, 3.5842105263157897)","(8.5, 10.5, 10.092592592592593)","(12.0, 23.0, 21.692307692307693)","(4.2, 5.4, 5.355)","(8.5, 11.5, 11.071428571428571)","(6.5, 11.0, 10.236363636363636)","(4.6, 6.0, 5.523529411764706)"
08-01-2023 13:39:30.721720,"(31.0, 65.0, 56.111111111111114)","(3.0, 3.6, 3.5842105263157897)","(8.5, 10.5, 10.041666666666666)","(12.0, 22.0, 21.692307692307693)","(4.2, 5.4, 5.355)","(9.0, 11.5, 11.071428571428571)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.9, 5.34)"
08-01-2023 13:39:31.917776,"(31.0, 65.0, 51.666666666666664)","(3.0, 3.65, 3.5915384615384616)","(8.5, 10.5, 10.041666666666666)","(12.0, 22.0, 21.692307692307693)","(4.2, 5.4, 5.355)","(9.0, 11.5, 11.071428571428571)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.9, 5.266666666666667)"
08-01-2023 13:39:33.068566,"(31.0, 65.0, 53.0)","(3.0, 3.65, 3.5915384615384616)","(8.5, 10.5, 10.041666666666666)","(12.0, 22.0, 21.692307692307693)","(4.2, 5.4, 5.355)","(9.0, 11.5, 11.1)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.8, 5.329411764705882)"
08-01-2023 13:39:34.174631,"(31.0, 65.0, 53.0)","(3.0, 3.65, 3.5915384615384616)","(8.5, 10.5, 10.092592592592593)","(12.0, 22.0, 21.692307692307693)","(4.2, 5.4, 5.355)","(9.0, 11.5, 11.1)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.8, 5.329411764705882)"
08-01-2023 13:39:35.348867,"(31.0, 65.0, 52.0)","(3.0, 3.65, 3.5915384615384616)","(8.5, 10.5, 9.817241379310344)","(12.0, 22.0, 22.75)","(4.2, 5.4, 5.355)","(9.0, 11.5, 10.717391304347826)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.8, 5.335714285714285)"
08-01-2023 13:39:36.545250,"(31.0, 65.0, 52.0)","(3.0, 3.65, 3.5915384615384616)","(8.5, 10.5, 9.9)","(12.0, 23.0, 22.75)","(4.2, 5.4, 5.355)","(9.0, 11.5, 10.717391304347826)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.8, 5.5)"
08-01-2023 13:39:37.812080,"(31.0, 65.0, 52.0)","(3.0, 3.65, 3.5915384615384616)","(8.5, 10.5, 9.9)","(12.0, 23.0, 22.75)","(4.2, 5.4, 5.355)","(9.0, 11.5, 10.717391304347826)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.7, 5.5)"
08-01-2023 13:39:39.074830,"(31.0, 65.0, 52.0)","(3.0, 3.65, 3.5915384615384616)","(8.5, 10.5, 10.120689655172415)","(12.0, 23.0, 21.833333333333332)","(4.2, 5.4, 5.376470588235295)","(9.0, 11.5, 10.954545454545455)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.7, 5.25)"
08-01-2023 13:39:40.333822,"(31.0, 65.0, 55.714285714285715)","(3.0, 3.65, 3.5075)","(8.5, 10.5, 10.120689655172415)","(13.0, 22.0, 21.833333333333332)","(4.2, 5.4, 5.466666666666667)","(9.0, 11.5, 11.166666666666666)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.5, 5.366666666666666)"
08-01-2023 13:39:41.549418,"(31.0, 65.0, 56.333333333333336)","(3.0, 3.65, 3.5075)","(8.5, 10.5, 10.120689655172415)","(13.0, 22.0, 21.833333333333332)","(4.2, 5.5, 5.35)","(9.0, 11.5, 11.277777777777779)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.5, 5.358064516129032)"
08-01-2023 13:39:42.695346,"(31.0, 65.0, 56.333333333333336)","(3.0, 3.65, 3.5075)","(8.5, 10.5, 10.120689655172415)","(13.0, 22.0, 21.833333333333332)","(4.2, 5.5, 5.35)","(9.0, 11.5, 11.357142857142858)","(7.0, 11.0, 10.236363636363636)","(4.6, 5.5, 5.358064516129032)"
