,Cruzin Ace,Aeroplane Lucy,Inner Light,Gagan Asher,Keep It Sassy,Bundy Rocket,Zipping Noelle,War Hammer
04-01-2023 14:00:08.429868,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.4, 4.671428571428572)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 97.0)","(7.0, 14.5, 10.10909090909091)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:09.597685,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.4, 4.671428571428572)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 97.0)","(7.0, 14.5, 10.10909090909091)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:10.858215,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.4, 4.671428571428572)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 97.0)","(7.0, 14.5, 10.10909090909091)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:12.081830,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.4, 4.671428571428572)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 97.0)","(7.0, 14.5, 10.10909090909091)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:13.290833,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.4, 4.671428571428572)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 97.0)","(7.0, 14.5, 10.10909090909091)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:14.510904,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.4, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 97.0)","(7.0, 14.5, 10.10909090909091)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:15.697534,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 97.0)","(7.0, 14.5, 10.591666666666667)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:16.798667,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 160.0, 107.0)","(7.0, 14.5, 10.591666666666667)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:17.905741,"(2.1, 2.18, 2.144)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 107.0)","(7.0, 14.5, 10.591666666666667)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:18.989526,"(2.1, 2.16, 2.136)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 107.0)","(7.0, 14.5, 10.591666666666667)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:20.086741,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 107.0)","(7.0, 14.5, 10.363636363636363)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:21.206184,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 107.0)","(7.0, 14.5, 8.725)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:22.295184,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 144.0)","(7.0, 14.5, 8.725)","(7.0, 12.5, 10.571428571428571)"
04-01-2023 14:00:23.549283,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 11.799999999999999)","(3.5, 5.3, 4.553333333333334)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 144.0)","(7.0, 14.5, 9.169230769230769)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:24.783522,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 144.0)","(7.0, 14.5, 9.169230769230769)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:26.004912,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 144.0)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:27.258910,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 144.0)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:28.549385,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 144.0)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:29.847859,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.169230769230769)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:31.146116,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:32.399315,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:33.586675,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:34.713795,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.3, 3.94375)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:35.913366,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 3.9916666666666667)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:37.032270,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 3.9916666666666667)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:38.237049,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 3.9916666666666667)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:39.427664,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 3.9916666666666667)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:40.647591,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 3.9916666666666667)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:41.869475,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 3.9916666666666667)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:43.181897,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 3.9916666666666667)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:44.461798,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.2, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.6)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:45.642476,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.1)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 11.466666666666667)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:46.746024,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.066666666666666)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:47.919509,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 15.4)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 150.8)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:49.031098,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.066666666666666)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 156.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:50.209196,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.066666666666666)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 156.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:51.416368,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.066666666666666)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 156.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:52.593757,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.066666666666666)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 35.81818181818181)","(31.0, 180.0, 156.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:53.698239,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 10.833333333333332)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:54.803613,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 10.833333333333332)","(3.5, 5.1, 4.2)","(20.0, 60.0, 41.0)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:55.999569,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 10.833333333333332)","(3.5, 5.1, 4.425)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.091666666666667)","(7.0, 12.5, 10.8125)"
04-01-2023 14:00:57.269053,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 10.833333333333332)","(3.5, 5.1, 4.425)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:00:58.531900,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.879999999999999)","(3.5, 5.1, 4.425)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 180.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:00:59.846377,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 10.833333333333332)","(3.5, 5.1, 4.425)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:01.042767,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.066666666666666)","(3.5, 5.1, 4.425)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 11.058333333333334)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:02.203303,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 14.120000000000001)","(3.5, 5.1, 4.425)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:03.354854,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.333333333333334)","(3.5, 5.1, 4.425)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.091666666666667)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:04.462618,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 11.166666666666666)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.091666666666667)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:05.604095,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.333333333333334)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.091666666666667)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:06.792770,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.333333333333334)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.091666666666667)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:08.001341,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.5)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.091666666666667)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:09.147746,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:10.389856,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.88888888888889)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:11.474354,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:12.618128,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:13.733541,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:14.891338,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:16.096264,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:17.342806,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:18.662749,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:19.839303,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:20.945150,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:22.090049,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:23.251453,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:24.415773,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:25.498562,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:26.649416,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:27.731401,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:28.905491,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:30.110115,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:31.287553,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:32.649678,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:33.956534,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:35.152015,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:36.416537,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 99.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:37.898596,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 160.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:39.304527,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:40.692013,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:42.077808,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:43.517562,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:44.912696,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 12.0)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 30.0)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:46.477467,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.5)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 70.0, 38.333333333333336)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:47.858500,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.5)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 65.0, 38.333333333333336)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:49.176935,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.5)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 65.0, 38.333333333333336)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:50.558580,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.5)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 65.0, 38.333333333333336)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:51.894655,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.5)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 65.0, 38.333333333333336)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
04-01-2023 14:01:53.218890,"(2.1, 2.2, 2.1733333333333333)","(8.0, 17.0, 13.5)","(3.5, 5.1, 4.0875)","(20.0, 60.0, 30.4)","(20.0, 65.0, 38.333333333333336)","(31.0, 180.0, 109.0)","(7.0, 14.5, 9.3375)","(7.0, 12.5, 10.8875)"
