,Skip The Bull,Ice Bar,Rey O Reyes,Ingreido,Earthquakedirector,Tweet This,Feisty Kitten,Lunar Image,Suleman
06-01-2023 13:29:19.579931,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:21.061607,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:22.729696,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:25.234252,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:26.781250,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:28.321925,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:29.692698,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:31.152302,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:32.523528,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:33.889868,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:35.356093,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 3.0, 2.8877272727272727)"
06-01-2023 13:29:36.880317,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 2.94, 2.878888888888889)"
06-01-2023 13:29:38.469585,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 2.94, 2.878888888888889)"
06-01-2023 13:29:39.981509,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 2.94, 2.878888888888889)"
06-01-2023 13:29:43.767330,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.933333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 2.94, 2.878888888888889)"
06-01-2023 13:29:45.500759,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.266666666666667)","(5.0, 10.5, 9.075000000000001)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 2.94, 2.878888888888889)"
06-01-2023 13:29:47.008850,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.1)","(5.0, 11.0, 9.093333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 2.94, 2.878888888888889)"
06-01-2023 13:29:48.582729,"(16.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.1)","(5.0, 11.0, 9.093333333333334)","(21.0, 34.0, 30.0)","(5.0, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.15, 2.94, 2.878888888888889)"
06-01-2023 13:29:50.098282,"(19.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.025)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.94, 2.878888888888889)"
06-01-2023 13:29:51.606280,"(19.0, 38.0, 30.5)","(6.5, 13.5, 10.766666666666667)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.025)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.83030303030303)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.94, 2.878888888888889)"
06-01-2023 13:29:53.144833,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.025)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.94, 2.8771428571428572)"
06-01-2023 13:29:54.595659,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.011764705882353)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.94, 2.8771428571428572)"
06-01-2023 13:29:56.094633,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.011764705882353)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.94, 2.8771428571428572)"
06-01-2023 13:29:57.665847,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.011764705882353)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.94, 2.86)"
06-01-2023 13:29:59.157678,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.011764705882353)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.86)"
06-01-2023 13:30:00.804760,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.011764705882353)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.86)"
06-01-2023 13:30:02.413419,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.011764705882353)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.86)"
06-01-2023 13:30:03.993989,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.011764705882353)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.86)"
06-01-2023 13:30:05.558537,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.115789473684211)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.91)"
06-01-2023 13:30:07.107361,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.78)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.115789473684211)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.91)"
06-01-2023 13:30:08.684601,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.78)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.115789473684211)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.819354838709677)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.91)"
06-01-2023 13:30:10.222413,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.115789473684211)","(21.0, 34.0, 30.0)","(4.6, 7.0, 6.6375)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.91)"
06-01-2023 13:30:11.712741,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 10.115789473684211)","(21.0, 34.0, 30.0)","(4.6, 6.8, 6.6375)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.91)"
06-01-2023 13:30:13.215839,"(19.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.0, 5.4, 5.1)","(6.0, 11.0, 12.4)","(21.0, 34.0, 30.0)","(4.6, 6.8, 6.6375)","(26.0, 85.0, 80.5)","(21.0, 65.0, 50.5)","(2.0, 2.92, 2.91)"
06-01-2023 13:30:14.635102,"(21.0, 38.0, 30.5)","(6.5, 13.5, 11.45)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.727272727272727)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.6375)","(31.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.92, 2.91)"
06-01-2023 13:30:16.251183,"(21.0, 38.0, 30.5)","(6.5, 13.5, 11.78)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.166666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.6375)","(31.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.92, 2.91)"
06-01-2023 13:30:17.814509,"(21.0, 38.0, 30.5)","(6.5, 13.5, 11.78)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.722222222222221)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.6375)","(31.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.92, 2.91)"
06-01-2023 13:30:19.309823,"(21.0, 38.0, 30.5)","(6.5, 13.5, 11.78)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.722222222222221)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.6375)","(31.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.92, 2.91)"
06-01-2023 13:30:21.091949,"(21.0, 38.0, 34.0)","(6.5, 13.5, 11.45)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.166666666666666)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.529032258064516)","(31.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.92, 2.91)"
06-01-2023 13:30:22.802630,"(21.0, 38.0, 34.0)","(6.5, 13.5, 11.45)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.722222222222221)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.529032258064516)","(31.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.92, 2.91)"
06-01-2023 13:30:24.300834,"(21.0, 38.0, 34.0)","(6.5, 13.5, 11.45)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.722222222222221)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.529032258064516)","(31.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.92, 2.816666666666667)"
06-01-2023 13:30:25.728268,"(21.0, 38.0, 34.0)","(6.5, 13.5, 11.78)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.722222222222221)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(31.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.9, 2.7695652173913046)"
06-01-2023 13:30:27.116738,"(21.0, 38.0, 34.0)","(6.5, 13.5, 11.78)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.722222222222221)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(31.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.9, 2.7695652173913046)"
06-01-2023 13:30:28.455348,"(21.0, 38.0, 34.0)","(6.5, 13.5, 11.78)","(4.4, 5.4, 5.1)","(7.5, 13.0, 12.722222222222221)","(26.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(31.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.9, 2.8000000000000003)"
06-01-2023 13:30:29.787150,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 3.0, 2.903636363636364)"
06-01-2023 13:30:31.126250,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:32.491828,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:33.922924,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:35.288858,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:36.629044,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:38.005482,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:39.311407,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:40.604143,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:41.829207,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:43.113737,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:44.453475,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:45.713217,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:46.972483,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.635294117647059)","(41.0, 85.0, 80.5)","(31.0, 48.0, 42.0)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:48.228277,"(26.0, 38.0, 34.0)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 48.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:49.396870,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:50.562279,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:51.783836,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:53.013501,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:54.322111,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:55.666013,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:56.897320,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:58.077758,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:30:59.306825,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.78)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:00.515191,"(26.0, 38.0, 26.666666666666668)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:01.710305,"(26.0, 38.0, 30.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:03.000485,"(26.0, 38.0, 30.0)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.722222222222221)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:04.289741,"(26.0, 38.0, 33.42857142857143)","(7.0, 13.5, 11.45)","(4.6, 5.4, 5.1)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.557894736842106)","(41.0, 85.0, 80.5)","(31.0, 65.0, 50.5)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:05.538310,"(26.0, 38.0, 30.5)","(7.0, 13.5, 10.311111111111112)","(4.6, 5.4, 5.354545454545455)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 7.0, 6.5)","(41.0, 85.0, 82.1875)","(31.0, 65.0, 38.4)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:06.768659,"(26.0, 38.0, 30.5)","(7.0, 13.5, 10.311111111111112)","(4.6, 5.4, 5.354545454545455)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.5)","(41.0, 85.0, 74.25)","(31.0, 48.0, 38.4)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:07.878600,"(26.0, 38.0, 30.5)","(7.0, 13.5, 10.311111111111112)","(4.6, 5.4, 5.354545454545455)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.5)","(41.0, 85.0, 72.0)","(31.0, 48.0, 38.4)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:09.334385,"(26.0, 38.0, 30.5)","(7.0, 13.5, 10.311111111111112)","(4.6, 5.4, 5.354545454545455)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.5)","(41.0, 85.0, 72.0)","(31.0, 48.0, 38.4)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:11.082632,"(26.0, 38.0, 30.5)","(7.0, 13.5, 10.311111111111112)","(4.6, 5.4, 5.354545454545455)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.5)","(41.0, 85.0, 72.0)","(31.0, 48.0, 38.4)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:12.513579,"(26.0, 38.0, 30.5)","(7.0, 13.5, 10.489999999999998)","(4.6, 5.4, 5.354545454545455)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.5)","(41.0, 85.0, 72.0)","(31.0, 48.0, 38.4)","(2.15, 2.98, 2.903636363636364)"
06-01-2023 13:31:14.041395,"(26.0, 38.0, 30.5)","(7.0, 13.5, 10.489999999999998)","(4.6, 5.4, 5.354545454545455)","(10.0, 13.0, 12.75)","(31.0, 34.0, 30.0)","(4.8, 6.8, 6.5)","(41.0, 85.0, 72.0)","(31.0, 48.0, 38.4)","(2.15, 2.98, 2.903636363636364)"
